,VPS9D1 (9605)
ACH-000004,-0.180073991278
ACH-000007,-0.279014946949
ACH-000009,-0.107614053694
ACH-000011,-0.208481135638
ACH-000012,-0.23915769706099999
ACH-000013,-0.15725741504000001
ACH-000014,-0.104182982522
ACH-000015,-0.17585330257399998
ACH-000017,-0.026700231645
ACH-000018,0.0112634001832
ACH-000019,-0.275164521928
ACH-000021,-0.298564671734
ACH-000022,-0.26067701664500004
ACH-000025,-0.152996046828
ACH-000028,-0.216848104166
ACH-000030,-0.0965054394822
ACH-000035,0.0982616933244
ACH-000036,-0.37285972282700003
ACH-000037,-0.027412947927900003
ACH-000039,-0.333366393873
ACH-000040,0.062400677449699994
ACH-000041,0.06320397806940001
ACH-000042,-0.148988671312
ACH-000045,-0.160903923651
ACH-000047,-0.34548879651500003
ACH-000052,-0.15537085105
ACH-000053,-0.10294397609200001
ACH-000054,-0.16365485324100001
ACH-000055,-0.282721223878
ACH-000060,-0.23405277001400002
ACH-000067,-0.14781347024299998
ACH-000070,-0.124932042151
ACH-000075,0.0923580460596
ACH-000078,-0.09067256862230001
ACH-000082,-0.0654952938027
ACH-000085,-0.0253392678496
ACH-000086,-0.08627548011050001
ACH-000087,-0.209180614166
ACH-000092,-0.0408530185849
ACH-000095,-0.142103478713
ACH-000097,-0.20850384883499998
ACH-000098,0.0707022487461
ACH-000099,-0.195750850031
ACH-000108,-0.509179175798
ACH-000113,-0.15508948859899999
ACH-000115,0.0865013723477
ACH-000116,-0.0347494104461
ACH-000118,-0.116936964421
ACH-000120,-0.253919875219
ACH-000123,0.00439974666003
ACH-000127,-0.141825341764
ACH-000128,-0.00936008405833
ACH-000132,-0.0745296044632
ACH-000133,0.0175862464599
ACH-000137,-0.338569331172
ACH-000138,-0.438097613002
ACH-000142,-0.160855915292
ACH-000143,-0.115085469568
ACH-000146,-0.162606875538
ACH-000148,0.00975518394267
ACH-000150,-0.286982242994
ACH-000152,-0.24498298644400002
ACH-000153,-0.084038464181
ACH-000159,0.0398465241873
ACH-000160,-0.10391420840099999
ACH-000163,-0.011070449741
ACH-000167,0.131038730781
ACH-000168,-0.274667992986
ACH-000169,-0.16505121691299998
ACH-000178,-0.15829251784
ACH-000182,0.0369740656146
ACH-000183,-0.09319451175389999
ACH-000188,-0.128529597349
ACH-000189,0.0964695974864
ACH-000190,-0.157952819166
ACH-000198,-0.102100014384
ACH-000204,-0.171814367346
ACH-000206,-0.0643309672126
ACH-000207,-0.0061300324239100005
ACH-000211,-0.211282629363
ACH-000215,-0.08307996739710001
ACH-000221,-0.175573382793
ACH-000222,-0.265009649952
ACH-000223,-0.236288343223
ACH-000226,0.0923662527497
ACH-000227,-0.08391333140239998
ACH-000228,-0.15052213042999998
ACH-000231,-0.053677903473699995
ACH-000232,-0.12112812191099999
ACH-000233,-0.302574064949
ACH-000234,-0.14544864143
ACH-000235,-0.293141260478
ACH-000237,-0.246718369689
ACH-000238,-0.267042888555
ACH-000243,-0.211318210125
ACH-000244,-0.157220537685
ACH-000246,-0.0933883174976
ACH-000248,0.00348707180025
ACH-000250,-0.208433141812
ACH-000251,-0.156178386698
ACH-000253,-0.292332889755
ACH-000255,0.0039819768098400005
ACH-000256,0.0472989023527
ACH-000257,0.0499178680392
ACH-000258,-0.304697202607
ACH-000259,-0.223149902707
ACH-000260,-0.0663424460029
ACH-000261,-0.027639058999799997
ACH-000262,0.0130432651594
ACH-000263,-0.00108816325519
ACH-000264,-0.117823829684
ACH-000265,-0.08535896504210001
ACH-000266,-0.297305421417
ACH-000272,-0.245589668229
ACH-000273,-0.0663359713193
ACH-000274,-0.128506494168
ACH-000277,-0.18770375200300002
ACH-000278,-0.17027990298
ACH-000279,-0.199345723118
ACH-000280,-0.332097525546
ACH-000281,-0.346856921369
ACH-000288,-0.194063412209
ACH-000291,-0.24173046640999998
ACH-000293,-0.10961927547
ACH-000294,-0.123984494125
ACH-000295,-0.116905029542
ACH-000296,0.14523411754100002
ACH-000302,0.0005562738839149999
ACH-000304,-0.0969279284761
ACH-000307,-0.089285443382
ACH-000308,-0.17366672420600002
ACH-000310,-0.115573460347
ACH-000311,-0.30867371909
ACH-000312,-0.300661125721
ACH-000315,0.07763844212160001
ACH-000316,-0.158029956656
ACH-000317,-0.169601644941
ACH-000318,-0.0151207255478
ACH-000319,-0.202499437288
ACH-000320,-0.49798857476
ACH-000322,-0.223218523763
ACH-000323,-0.102195730314
ACH-000324,-0.399828384508
ACH-000329,-0.296244059055
ACH-000330,-0.051387467455199995
ACH-000331,-0.09086293144210002
ACH-000332,-0.17398650231899998
ACH-000334,-0.403829076497
ACH-000335,-0.0350070038707
ACH-000336,-0.226592864369
ACH-000337,-0.133318960179
ACH-000339,-0.128233932487
ACH-000341,-0.18276033213399998
ACH-000348,-0.04344940957809999
ACH-000350,-0.0591862098113
ACH-000352,-0.08621500460280002
ACH-000356,0.225464108389
ACH-000361,-0.353284325497
ACH-000362,-0.131880402788
ACH-000363,-0.0407840315979
ACH-000364,-0.0354645462601
ACH-000365,-0.168466695539
ACH-000366,-0.255538934222
ACH-000368,-0.232375390169
ACH-000374,-0.17556614516
ACH-000375,-0.5797064663329999
ACH-000376,-0.05704094875080001
ACH-000381,0.055550639376300004
ACH-000383,-0.18221257860999998
ACH-000387,-0.16998664946199998
ACH-000389,-0.243729077285
ACH-000390,-0.0625854265695
ACH-000393,-0.268787115038
ACH-000395,-0.41744214289399995
ACH-000397,-0.145212756688
ACH-000401,-0.331525537963
ACH-000402,0.02992895312
ACH-000403,-0.13969921610400002
ACH-000404,0.0202162893809
ACH-000406,-0.08568439875839999
ACH-000407,-0.17558281504
ACH-000408,0.07122313828310001
ACH-000410,-0.151636776733
ACH-000411,-0.118474044988
ACH-000414,-0.34742521916599994
ACH-000415,0.0466234227933
ACH-000416,-0.11881550447
ACH-000420,-0.181786738039
ACH-000421,-0.11684548173800001
ACH-000424,0.0135266818641
ACH-000425,-0.119533093783
ACH-000426,0.192138304528
ACH-000427,-0.19919063464499998
ACH-000433,-0.23469164543499998
ACH-000436,-0.131149923922
ACH-000444,-0.0839477763087
ACH-000445,-0.238119994913
ACH-000448,-0.10403431734200001
ACH-000450,-0.048118459523
ACH-000452,-0.138365762866
ACH-000454,-0.19130413860599998
ACH-000458,-0.14954772159399998
ACH-000459,-0.40949486728699996
ACH-000460,-0.09482627248369999
ACH-000461,0.0152245927422
ACH-000463,-0.33545352985300003
ACH-000464,0.19407478499400002
ACH-000466,-0.173891778702
ACH-000467,-0.255547807547
ACH-000468,-0.37475151475100005
ACH-000469,-0.228532621629
ACH-000470,-0.18904132999
ACH-000471,-0.143330893815
ACH-000472,-0.305242738638
ACH-000473,-0.036160913405199994
ACH-000475,-0.12795650088899999
ACH-000476,-0.323460402987
ACH-000477,-0.0644161357351
ACH-000480,-0.0110232204006
ACH-000481,-0.0421320798623
ACH-000483,0.0608745989726
ACH-000484,-0.17498230668200002
ACH-000485,-0.22107362245200002
ACH-000486,-0.15409817516
ACH-000487,-0.081051515915
ACH-000488,-0.171878081871
ACH-000490,-0.12693196718699998
ACH-000491,0.00422080698149
ACH-000495,-0.24538124891999996
ACH-000496,-0.386278973321
ACH-000499,-0.125330813308
ACH-000500,-0.0409936577148
ACH-000502,-0.338418002479
ACH-000503,-0.21539836641100002
ACH-000505,-0.313526406136
