,RAD9A (5883)
ACH-000004,-1.8142194603400001
ACH-000007,-1.36664902004
ACH-000009,-0.6748523579090001
ACH-000011,-1.6709773718599998
ACH-000012,-0.983555903405
ACH-000013,-1.4865541451299997
ACH-000014,-1.5327977300600002
ACH-000015,-1.18172888787
ACH-000017,-1.3843631180200002
ACH-000018,-0.998689729069
ACH-000019,-0.906136719102
ACH-000021,-1.33596331422
ACH-000022,-1.5816068880899998
ACH-000025,-1.5422708837399999
ACH-000028,-1.16862655284
ACH-000030,-1.16134333398
ACH-000035,-1.37874280481
ACH-000036,-0.9948910894670001
ACH-000037,-1.3327942634799999
ACH-000039,-1.29301068604
ACH-000040,-0.9876678215520001
ACH-000041,-1.5243698728400001
ACH-000042,-0.710525332825
ACH-000045,-1.2990751731399999
ACH-000047,-1.3786689706600002
ACH-000052,-1.20651304401
ACH-000053,-1.30025624515
ACH-000054,-0.7363476979520001
ACH-000055,-1.09324097695
ACH-000060,-0.9156401881380001
ACH-000067,-0.8202617223180001
ACH-000070,-1.2888515305500001
ACH-000075,-1.22310335626
ACH-000078,-0.96651562881
ACH-000082,-0.7355367825939999
ACH-000085,-0.44439836369499996
ACH-000086,-1.38581992878
ACH-000087,-1.0172214185
ACH-000092,-0.725123378651
ACH-000095,-0.951978519909
ACH-000097,-0.509963988829
ACH-000098,-0.659436151601
ACH-000099,-1.30823677447
ACH-000108,-0.727742583989
ACH-000113,-1.22588529174
ACH-000115,-0.835444412191
ACH-000116,-1.3098969323799998
ACH-000118,-1.1053431192299998
ACH-000120,-1.41847696681
ACH-000123,-1.06947089624
ACH-000127,-1.37577082567
ACH-000128,-0.9592242294140001
ACH-000132,-1.5489043633700001
ACH-000133,-1.21066491573
ACH-000137,-1.3862303369
ACH-000138,-1.0085329167000001
ACH-000142,-1.1566640073299999
ACH-000143,-1.5331275351700002
ACH-000146,-1.91511524898
ACH-000148,-1.529515771
ACH-000150,-1.36411630314
ACH-000152,-0.8001511263429999
ACH-000153,-0.8241474072280001
ACH-000159,-1.1872924762000001
ACH-000160,-1.36466177748
ACH-000163,-0.981766018942
ACH-000167,-1.45690642818
ACH-000168,-1.2639004382899999
ACH-000169,-1.12004428099
ACH-000178,-1.3572952165999999
ACH-000182,-0.781319089323
ACH-000183,-1.28493184912
ACH-000188,-1.7281125550799998
ACH-000189,-1.3494193914200001
ACH-000190,-1.30226410363
ACH-000198,-1.0030266893100002
ACH-000204,-1.31580422827
ACH-000206,-1.4282739338600001
ACH-000207,-1.18390943769
ACH-000211,-1.56775715291
ACH-000215,-1.38435154365
ACH-000221,-1.59863639849
ACH-000222,-1.42551473283
ACH-000223,-1.16161896032
ACH-000226,-1.21250418482
ACH-000227,-1.902528206
ACH-000228,-1.3453307374099999
ACH-000231,-1.5091035699700002
ACH-000232,-1.3336208413400001
ACH-000233,-1.6374260073299998
ACH-000234,-0.9192262443200001
ACH-000235,-0.989913866281
ACH-000237,-1.53459953659
ACH-000238,-1.4232983101199999
ACH-000243,-1.24667028955
ACH-000244,-1.26396736358
ACH-000246,-1.39463677597
ACH-000248,-1.02992269125
ACH-000250,-1.2290874468000001
ACH-000251,-0.9580821435
ACH-000253,-0.652521151033
ACH-000255,-1.33224443241
ACH-000256,-1.56727122665
ACH-000257,-1.17617128609
ACH-000258,-0.517086906971
ACH-000259,-1.41148998331
ACH-000260,-1.50513343481
ACH-000261,-1.1895483635200002
ACH-000262,-1.1958383355700002
ACH-000263,-0.883412707686
ACH-000264,-0.937746495092
ACH-000265,-1.46886696825
ACH-000266,-0.674297182088
ACH-000272,-1.2893268797
ACH-000273,-1.2868363404
ACH-000274,-0.779402965978
ACH-000277,-0.795613308414
ACH-000278,-1.0607916605
ACH-000279,-1.6209454258000002
ACH-000280,-1.1072869338299998
ACH-000281,-0.901807373408
ACH-000288,-1.09406020108
ACH-000291,-1.20936747063
ACH-000293,-1.84105280396
ACH-000294,-1.86005478741
ACH-000295,-1.80661923349
ACH-000296,-1.7705065597599998
ACH-000302,-1.35021776493
ACH-000304,-1.26992394541
ACH-000307,-0.59064538696
ACH-000308,-1.10380845872
ACH-000310,-1.20114119191
ACH-000311,-1.56434911033
ACH-000312,-1.01040012859
ACH-000315,-0.9012135797740001
ACH-000316,-1.3196602178499999
ACH-000317,-2.06321297697
ACH-000318,-1.65604440121
ACH-000319,-1.14064590571
ACH-000320,-1.08722613824
ACH-000322,-1.45902346965
ACH-000323,-0.840488674537
ACH-000324,-1.4739086940000001
ACH-000329,-1.41769421364
