,NASP (4678)
ACH-000518,-0.556189516125
ACH-000520,-0.49023280713
ACH-000521,-0.5937942551659999
ACH-000522,-0.49559885632600004
ACH-000524,-0.277049985854
ACH-000527,-0.498009680854
ACH-000528,-0.556904596862
ACH-000537,-0.379757182619
ACH-000541,-0.6566423455870001
ACH-000542,-0.8422185249199999
ACH-000544,-0.59728917956
ACH-000545,-0.532282784273
ACH-000547,-0.709892363321
ACH-000548,-0.6480340143760001
ACH-000549,-0.6883614448700001
ACH-000550,-0.8190601365360001
ACH-000552,-0.518943568396
ACH-000556,-0.340234284183
ACH-000557,-0.44006243720700006
ACH-000570,-0.490844876276
ACH-000571,-0.529564524733
ACH-000573,-0.41830721906900004
ACH-000576,-0.684392060555
ACH-000580,-0.634478500221
ACH-000584,-0.453185927221
ACH-000585,-0.409574467311
ACH-000588,-0.715915664624
ACH-000589,-0.35103088832400003
ACH-000591,-0.429968446517
ACH-000593,-0.632704794643
ACH-000600,-0.75831647917
ACH-000601,-0.327430439771
ACH-000604,-0.521945142527
ACH-000605,-0.402739714072
ACH-000606,-0.399243792715
ACH-000608,-0.341261351707
ACH-000614,-0.6328991018069999
ACH-000616,-0.5503591258120001
ACH-000618,-0.663441358518
ACH-000619,-0.5374590523349999
ACH-000620,-0.491284543872
ACH-000621,-0.48296036133599995
ACH-000622,-0.553671202864
ACH-000623,-0.549798006512
ACH-000624,-0.666030918011
ACH-000627,-0.679116875281
ACH-000630,-0.30523139931800003
ACH-000632,-0.612222109802
ACH-000633,-0.595132957563
ACH-000637,-0.617908369973
ACH-000638,-0.5311717091439999
ACH-000646,-0.544407170435
ACH-000647,-0.32176502656
ACH-000648,-0.515312441248
ACH-000649,-0.400308213812
ACH-000651,-0.31205509425
ACH-000652,-0.612342368462
ACH-000653,-0.274974777943
ACH-000657,-0.43911721072400006
ACH-000658,-0.6124570622300001
ACH-000661,-0.7224786116740001
ACH-000662,-0.567938658285
ACH-000663,-0.446527608411
ACH-000665,-0.442295188084
ACH-000671,-0.35307522017
ACH-000673,-0.50071769572
ACH-000676,-0.797509889796
ACH-000677,-0.8108611559289999
ACH-000681,-0.803560912543
ACH-000682,-0.65778791467
ACH-000683,-0.786183347125
ACH-000684,-0.540636331236
ACH-000688,-0.469892476062
ACH-000693,-0.624082610117
ACH-000694,-0.658227602499
ACH-000695,-0.322455673778
ACH-000696,-0.5284296299369999
ACH-000697,-0.691639908457
ACH-000699,-0.563819999802
ACH-000701,-0.66610893853
ACH-000706,-0.582526895559
ACH-000711,-0.384935036008
ACH-000713,-0.5627289876070001
ACH-000714,-0.287818136241
ACH-000718,-0.453328891261
ACH-000720,-0.5467782270279999
ACH-000721,-0.6604557602350001
ACH-000724,-0.782708251805
ACH-000725,-0.46955078164499997
ACH-000732,-0.469116112216
ACH-000734,-0.5704248960230001
ACH-000735,-0.57048848832
ACH-000736,-0.411129315785
ACH-000738,-0.42978900885399995
ACH-000746,-0.349198792916
ACH-000747,-0.558292787729
ACH-000748,-0.380013447627
ACH-000753,-0.422876437601
ACH-000756,-0.641332405994
ACH-000757,-0.468825891251
ACH-000758,-0.519682987303
ACH-000760,-0.382401271888
ACH-000763,-0.834379241827
ACH-000764,-0.53501030317
ACH-000765,-0.654886962832
ACH-000766,-0.26756847713000004
ACH-000767,-0.39292034147699995
ACH-000768,-0.699733757611
ACH-000769,-0.6654426226100001
ACH-000770,-0.467043367425
ACH-000771,-0.26202628653099996
ACH-000773,-0.536335530407
ACH-000776,-0.524742898509
ACH-000777,-0.572886638496
ACH-000778,-0.624130120095
ACH-000781,-0.465882788764
ACH-000782,-0.7623125565889999
ACH-000783,-0.528294028651
ACH-000784,-0.403679934289
ACH-000785,-0.999289308965
ACH-000787,-0.6380795324040001
ACH-000788,-0.432282577186
ACH-000791,-0.426040329797
ACH-000792,-0.32675344996
ACH-000794,-0.603071798481
ACH-000796,-0.33893615348300005
ACH-000799,-0.656304926584
ACH-000800,-0.391381906345
ACH-000802,-0.524298581455
ACH-000804,-0.38374043795699997
ACH-000805,-0.48068856731700005
ACH-000809,-0.36492608730099996
ACH-000810,-0.634683469738
ACH-000811,-0.42552939880400004
ACH-000817,-0.841703197375
ACH-000819,-0.458299590134
ACH-000820,-0.6257759801839999
ACH-000821,-0.22873096814100002
ACH-000822,-0.273454585199
ACH-000823,-0.569359750147
ACH-000824,-0.37484045935000004
ACH-000827,-0.568016803034
ACH-000829,-0.68366865061
ACH-000831,-0.303054299183
ACH-000832,-0.508020452399
ACH-000833,-0.365364177264
ACH-000834,-0.516587036547
ACH-000835,-0.475826516862
ACH-000836,-0.310261756634
ACH-000837,-0.648544436485
ACH-000838,-0.673177854774
ACH-000839,-0.40048242575900006
ACH-000840,-0.592847140689
ACH-000841,-0.58037959544
ACH-000843,-0.754832113646
ACH-000846,-0.476669430432
ACH-000847,-0.657758223349
ACH-000848,-0.256823857558
ACH-000849,-0.43341803068999996
ACH-000851,-0.467352495106
ACH-000855,-0.396257036936
ACH-000856,-0.312606823298
ACH-000858,-0.583130589361
ACH-000859,-0.5345778007
ACH-000861,-0.7096552972139999
ACH-000862,-0.506782933147
ACH-000865,-0.42838579037600005
ACH-000866,-0.499335001118
ACH-000867,-0.323883693232
ACH-000869,-0.837108411636
ACH-000872,-0.780235233803
ACH-000873,-0.39730132530199996
ACH-000876,-0.405001669701
ACH-000878,-0.319315874791
ACH-000880,-0.46291199906400005
ACH-000881,-0.569884796601
ACH-000882,-0.40896407751900005
ACH-000884,-0.523544498543
ACH-000885,-0.471384758104
ACH-000887,-0.849532406017
ACH-000888,-0.615834347455
ACH-000889,-0.46784276210299997
ACH-000890,-0.7095105281090001
ACH-000896,-0.186791204064
ACH-000898,-0.465519552752
ACH-000900,-0.48867099924400004
ACH-000901,-0.466201982658
ACH-000905,-0.5872133587780001
ACH-000906,-0.612407752761
ACH-000907,-0.69497221519
ACH-000910,-0.29545532389199997
ACH-000911,-0.665482256225
ACH-000912,-0.598478252708
ACH-000913,-0.562173297421
ACH-000915,-0.397300492241
ACH-000916,-0.6939986781999999
ACH-000917,-0.34331795182400004
ACH-000921,-0.573766599759
ACH-000924,-0.501459974795
ACH-000926,-0.725229160328
ACH-000928,-0.391320234247
ACH-000929,-0.653926833199
ACH-000932,-0.663021676345
ACH-000935,-0.362243488712
ACH-000936,-0.535526352096
ACH-000937,-0.415444381576
ACH-000938,-0.708540810271
ACH-000939,-0.25333834681
ACH-000941,-0.27717590568399997
ACH-000943,-0.44774690682499996
ACH-000946,-0.46708263365
ACH-000947,-0.553651594316
ACH-000948,-0.726056894578
ACH-000950,-0.278821957833
ACH-000953,-0.40704212529100003
ACH-000957,-0.6000859047020001
ACH-000958,-0.33635265711999995
ACH-000960,-0.23600601938299998
ACH-000963,-0.134167966213
ACH-000968,-0.6836502184450001
ACH-000969,-0.504089537422
ACH-000973,-0.448772223684
ACH-000974,-0.41471917640100003
ACH-000975,-0.585651221767
ACH-000976,-0.677003658184
ACH-000978,-0.23393226636
ACH-000980,-0.36829117034599995
ACH-000984,-0.608945686712
ACH-000986,-0.5996084552800001
ACH-000988,-0.273861794264
ACH-000993,-0.581754872473
ACH-000994,-0.386396500319
ACH-000996,-0.363956708736
ACH-001001,-0.638766781675
ACH-001020,-0.0537672452225
ACH-001028,-0.339323382716
ACH-001031,-0.565748401428
ACH-001038,-0.210840295259
ACH-001048,-0.265253500543
ACH-001050,-0.8360018514129999
ACH-001053,-0.588269693961
ACH-001054,-0.627820228328
ACH-001061,-0.48500221017399997
ACH-001067,-0.707686966824
ACH-001075,-0.428813711755
ACH-001096,-0.35909054225599996
ACH-001128,0.379644418298
ACH-001134,-0.509554624308
ACH-001151,-0.380689949525
ACH-001163,-0.358938410145
ACH-001164,-0.367380748927
ACH-001173,-0.5645309513210001
ACH-001183,-0.364896581513
ACH-001184,-0.37193460569799996
ACH-001190,-0.5254573279
ACH-001192,-0.293715259256
ACH-001193,-0.463367236112
ACH-001196,-0.636735519982
ACH-001197,-0.8882666104189999
ACH-001205,-0.7092878926180001
ACH-001211,-0.40987713719499996
ACH-001212,-0.74132735639
ACH-001228,-0.436532185554
ACH-001232,-0.504081575831
ACH-001239,-0.502265173204
ACH-001274,-0.750717826293
ACH-001275,-0.59701420533
ACH-001277,-0.309583941031
ACH-001278,-0.569910054222
ACH-001280,-0.52089253205
ACH-001283,-0.49342928449199996
ACH-001289,-0.501962683367
ACH-001295,-0.62815873081
ACH-001300,-0.798504399578
ACH-001301,-0.735158683167
ACH-001302,-0.557489147544
ACH-001303,-0.46859581483999996
ACH-001306,-0.547617436152
ACH-001318,-0.572041390928
ACH-001322,-0.5237551091179999
ACH-001328,-0.477552898605
ACH-001332,-0.38168206009800004
ACH-001333,-0.19076734484299998
ACH-001336,-0.6338156146980001
ACH-001340,-0.48676386627499996
ACH-001346,-0.650514514124
ACH-001353,-0.447821414998
ACH-001354,-0.495676583719
ACH-001367,-0.55141531173
ACH-001368,-0.556147398411
ACH-001374,-0.402568367633
ACH-001375,-0.7835356349539999
ACH-001377,-0.431589039697
ACH-001380,-0.458582082043
ACH-001391,-0.306127797534
ACH-001407,-0.290362001288
ACH-001408,-0.586005115525
ACH-001413,-0.6409247173870001
ACH-001430,-0.604078788991
ACH-001431,-0.650221262835
ACH-001450,-0.67822903434
ACH-001496,-0.513328180451
ACH-001500,-0.197815713647
ACH-001521,-0.519515378071
ACH-001523,-0.602848248097
ACH-001532,-0.8150428708990001
ACH-001536,-0.602343263535
ACH-001550,-0.33829717764300005
ACH-001552,-0.406289294861
ACH-001554,-0.534023612954
ACH-001645,-0.44210930986599994
ACH-001654,-0.774979905081
ACH-001715,-0.562685857482
ACH-001735,-0.569007404564
ACH-001736,-0.660699345609
ACH-001737,-0.206049731706
ACH-001740,-0.60169819273
ACH-001745,-0.564637614714
ACH-001750,-0.334313139653
ACH-001765,-0.37830294239900003
ACH-001956,-0.432276656178
ACH-001957,-0.574000173634
