,MXI1 (4601)
ACH-000004,0.176897272465
ACH-000007,0.28395714903700003
ACH-000009,0.210747412768
ACH-000011,0.222448783284
ACH-000012,0.0374114282769
ACH-000013,0.25729056767299996
ACH-000014,0.191607559735
ACH-000015,0.115895866184
ACH-000017,0.311471194349
ACH-000018,0.39910394469800003
ACH-000019,0.007194881537949999
ACH-000021,0.27604340208
ACH-000022,0.189980769036
ACH-000025,0.196201747555
ACH-000028,0.24317891950999998
ACH-000030,0.220670669148
ACH-000035,0.182059984372
ACH-000036,0.16259970576
ACH-000037,0.127594156117
ACH-000039,0.429864198987
ACH-000040,0.316535153163
ACH-000041,0.270496500253
ACH-000042,0.0813843196102
ACH-000045,0.0135739114362
ACH-000047,0.110713906362
ACH-000052,0.11646317082999999
ACH-000053,0.44030414442599997
ACH-000054,0.0371271681152
ACH-000055,0.297198476577
ACH-000060,0.15206539463500002
ACH-000067,0.19371997122
ACH-000070,0.155516907891
ACH-000075,0.248790711059
ACH-000078,-0.046147615488099994
ACH-000082,0.0464017429875
ACH-000085,0.23146579159800001
ACH-000086,0.205749679513
ACH-000087,0.5568437610270001
ACH-000092,0.29310285888300003
ACH-000095,-0.0424415527079
ACH-000097,0.24549388425700003
ACH-000098,0.130519573098
ACH-000099,0.149334066286
ACH-000108,0.236976671498
ACH-000113,0.29502333374899997
ACH-000115,0.347880356919
ACH-000116,0.275131573846
ACH-000118,0.172769898963
ACH-000120,0.19671127570099997
ACH-000123,0.291136413153
ACH-000127,0.24352637234299998
ACH-000128,0.399147702081
ACH-000132,0.151648853877
ACH-000133,0.194465073331
ACH-000137,0.0333225332185
ACH-000138,0.13130406333699998
ACH-000142,0.264169473561
ACH-000143,0.305124931906
ACH-000146,0.24112843283399998
ACH-000148,0.304456563932
ACH-000150,0.304570593074
ACH-000152,0.121434719993
ACH-000153,0.414596967747
ACH-000159,0.246761429507
ACH-000160,0.647148759946
ACH-000163,0.107222066792
ACH-000167,0.8264825811
ACH-000168,-0.0353044857263
ACH-000169,0.0123144076312
ACH-000178,0.295332279523
ACH-000182,0.11317311790899999
ACH-000183,0.307260694676
ACH-000188,0.207611502618
ACH-000189,0.167562057289
ACH-000190,0.418270529595
ACH-000198,-0.0356502568032
ACH-000204,0.436003308897
ACH-000206,0.112779268376
ACH-000207,0.286070939998
ACH-000211,0.21864328701699998
ACH-000215,0.211808278531
ACH-000221,-0.0029031250940799998
ACH-000222,0.152376401661
ACH-000223,0.167410752878
ACH-000226,0.337140367869
ACH-000227,0.36278420087200003
ACH-000228,0.37523475264600004
ACH-000231,0.19914859303500002
ACH-000232,0.232674409188
ACH-000233,0.235440926145
ACH-000234,0.109692282072
ACH-000235,0.237021331985
ACH-000237,0.242576331102
ACH-000238,0.0595617240858
ACH-000243,0.0201967667411
ACH-000244,0.5240307632769999
ACH-000246,0.27046937003800003
ACH-000248,0.185001798809
ACH-000250,0.244772460328
ACH-000251,-0.045797426180999995
ACH-000253,0.23028599670400002
ACH-000255,0.259473889713
ACH-000256,0.178765106588
ACH-000257,-0.09125296838710001
ACH-000258,0.0462779260413
ACH-000259,0.14237450918199998
ACH-000260,0.474143883721
ACH-000261,0.12368474282299999
ACH-000262,0.14400106527200002
ACH-000263,0.103724011818
ACH-000264,0.244827224821
ACH-000265,0.0816804010653
ACH-000266,0.19853328522799998
ACH-000272,0.278644170379
ACH-000273,0.299040317342
ACH-000274,0.191389553082
ACH-000277,0.047337630858399996
ACH-000278,0.359099312201
ACH-000279,0.21465701405
ACH-000280,0.233406342743
ACH-000281,-0.218359588436
ACH-000288,0.13682289201700001
ACH-000291,0.0813601680066
ACH-000293,0.17662863596099998
ACH-000294,0.174912693577
ACH-000295,-0.282420448336
ACH-000296,0.0566640077101
ACH-000302,-0.0333573291894
ACH-000304,-0.22415574318599998
ACH-000307,0.179013764697
ACH-000308,0.0274231616415
ACH-000310,0.024570830923200004
ACH-000311,0.15959257527999998
ACH-000312,0.0940393395242
ACH-000315,0.1512542232
ACH-000316,0.203100791127
ACH-000317,-0.021684549282299997
ACH-000318,0.251180323275
ACH-000319,-0.0171797985959
ACH-000320,-0.15525214775
ACH-000322,0.129265257955
ACH-000323,0.396449202776
ACH-000324,0.24555072121399998
ACH-000329,0.285154448092
ACH-000330,0.265424089594
ACH-000331,0.164612082562
ACH-000332,0.21448390790600003
ACH-000334,0.37181083922799996
ACH-000335,-0.0101101088472
ACH-000336,1.02848087468
ACH-000337,0.116214424351
ACH-000339,0.17710334578099998
ACH-000341,0.347908678353
