,YES1 (7525)
ACH-000004,0.320235151595
ACH-000007,0.109971154213
ACH-000009,-0.003280415265
ACH-000011,0.0854444231868
ACH-000012,0.233464102737
ACH-000013,0.229353001992
ACH-000014,0.311803310495
ACH-000015,0.253567077642
ACH-000017,0.10914167235200001
ACH-000018,0.23315674513700002
ACH-000019,0.311608828129
ACH-000021,0.14960497832
ACH-000022,0.18582095777199997
ACH-000025,0.18941282205200002
ACH-000028,0.106888021894
ACH-000030,0.0489520709313
ACH-000035,0.0631410632277
ACH-000036,0.3140452134
ACH-000037,0.266719671794
ACH-000039,0.163032188363
ACH-000040,-0.0496305332271
ACH-000041,0.11342217337999999
ACH-000042,0.10379929453299999
ACH-000045,0.25408167918499996
ACH-000047,0.0509957167077
ACH-000052,-0.04484420178259999
ACH-000053,0.0946878477696
ACH-000054,-0.10284055753100001
ACH-000055,0.171805284233
ACH-000060,-0.165498216896
ACH-000067,0.06003080042449999
ACH-000070,0.116932617145
ACH-000075,-0.129503672459
ACH-000078,0.228310814223
ACH-000082,0.17091470074
ACH-000085,-0.166209025833
ACH-000086,0.22189304890099998
ACH-000087,0.0647760070763
ACH-000092,0.025587826417299998
ACH-000095,0.007969446315949999
ACH-000097,0.0894324653411
ACH-000098,0.012757594011600001
ACH-000099,0.238004504969
ACH-000108,-0.0119016185745
ACH-000113,0.0707621838832
ACH-000115,0.22992001783500002
ACH-000116,0.160263807304
ACH-000118,0.247300742722
ACH-000120,0.232932972659
ACH-000123,0.185151735826
ACH-000127,0.12132797415100001
ACH-000128,-0.0504387999969
ACH-000132,0.078646086622
ACH-000133,0.288313149267
ACH-000137,0.346098050762
ACH-000138,0.00208779476325
ACH-000142,0.062514820803
ACH-000143,-0.0595354545361
ACH-000146,0.164817920426
ACH-000148,0.155569174091
ACH-000150,-0.151793205461
ACH-000152,0.0462922477241
ACH-000153,0.09629769688539999
ACH-000159,0.15931731941500002
ACH-000160,0.26427311760600003
ACH-000163,0.22029480080400002
ACH-000167,-0.0813708954149
ACH-000168,0.24491191796599998
ACH-000169,0.192467982332
ACH-000178,0.0270186792496
ACH-000182,0.09996765310070001
ACH-000183,0.041331000893800006
ACH-000188,0.161606415119
ACH-000189,0.034627871033199996
ACH-000190,-0.13600715544199998
ACH-000198,0.06278716567789999
ACH-000204,0.0804012297161
ACH-000206,0.134557656897
ACH-000207,-0.0873963946817
ACH-000211,0.12262295057499999
ACH-000215,-0.0802634921056
ACH-000221,0.255066079597
ACH-000222,0.127724515296
ACH-000223,0.167475420885
ACH-000226,0.156431247786
ACH-000227,0.40380266613399995
ACH-000228,0.254395269183
ACH-000231,0.160876468737
ACH-000232,-0.20065905232700001
ACH-000233,0.20354066633
ACH-000234,0.13931160426300002
ACH-000235,0.125414694592
ACH-000237,0.19180956473900002
ACH-000238,0.0960135077479
ACH-000243,0.11053449172499999
ACH-000244,0.266698547612
ACH-000246,0.0682470438381
ACH-000248,-0.11943830686899999
ACH-000250,0.022535589142299996
ACH-000251,0.40299706306599997
ACH-000253,0.176611425821
ACH-000255,0.05389877066880001
ACH-000256,0.10544272631400001
ACH-000257,0.131727982635
ACH-000258,-0.0232954188955
ACH-000259,0.0876328323174
ACH-000260,0.170879936408
ACH-000261,0.266141813169
ACH-000262,-0.00467480164254
ACH-000263,0.473621205987
ACH-000264,-0.088640939535
ACH-000265,0.21845742683000002
ACH-000266,0.16888126355799998
ACH-000272,0.214643363884
ACH-000273,-0.0466217695458
ACH-000274,-0.100760812461
ACH-000277,0.315755899844
ACH-000278,0.0581616502686
ACH-000279,0.23597947645999998
ACH-000280,0.127143713914
ACH-000281,0.101648837888
ACH-000288,0.132389154884
ACH-000291,0.221052945967
ACH-000293,0.28061766389000004
ACH-000294,0.201852102448
ACH-000295,0.04735025925440001
ACH-000296,-0.0928866138864
ACH-000302,0.169847663605
ACH-000304,0.369899051511
ACH-000307,0.13689193795
ACH-000308,0.0207220707697
ACH-000310,0.08746994829
ACH-000311,0.143369447691
ACH-000312,0.216007093578
ACH-000315,0.6021443389360001
ACH-000316,0.058502217442500004
ACH-000317,0.238619687832
ACH-000318,0.0804236861813
ACH-000319,0.23193337095199998
ACH-000320,-0.0210702699308
ACH-000322,0.0555225768798
ACH-000323,-0.054641460762300004
