,NFKBIZ (64332)
ACH-000004,0.08889677747619999
ACH-000007,0.09095160614839999
ACH-000009,0.108459715436
ACH-000011,0.119684573519
ACH-000012,-0.0721166015291
ACH-000013,0.155132661951
ACH-000014,0.004825591958279999
ACH-000015,0.100063417347
ACH-000017,0.10759209339199999
ACH-000018,0.07658612623239999
ACH-000019,0.149602322083
ACH-000021,0.06601998036569999
ACH-000022,0.055342457539900004
ACH-000025,0.509176062442
ACH-000028,0.017287988047099998
ACH-000030,0.012896956995999999
ACH-000035,-0.088157872822
ACH-000036,0.0896840211146
ACH-000037,-0.0130022579325
ACH-000039,0.118585336502
ACH-000040,-0.0221264909171
ACH-000041,0.010547020330100002
ACH-000042,0.101891435843
ACH-000045,-0.030836347112400003
ACH-000047,0.0369809815174
ACH-000052,-0.24992614663499998
ACH-000053,0.0689518040944
ACH-000054,-0.026230143962599997
ACH-000055,-0.0035871938615600002
ACH-000060,-0.113889411459
ACH-000067,0.0133226220325
ACH-000070,-0.0430260746795
ACH-000075,0.010640258862
ACH-000078,0.214536268989
ACH-000082,-0.0810480658817
ACH-000085,0.0189007446951
ACH-000086,0.117880865309
ACH-000087,0.204007408856
ACH-000092,-0.118870292261
ACH-000095,0.0332130783334
ACH-000097,0.0571106389286
ACH-000098,0.08679450282289998
ACH-000099,0.19313330205899998
ACH-000108,0.0676926970485
ACH-000113,-0.013837190247799998
ACH-000115,-0.0469790585782
ACH-000116,0.0947957670236
ACH-000118,0.09891418752560001
ACH-000120,0.049005383691800006
ACH-000123,0.07961532209639999
ACH-000127,-0.027377692031700002
ACH-000128,-0.126391191169
ACH-000132,0.006990611107449999
ACH-000133,0.07440043201610001
ACH-000137,-0.163044343275
ACH-000138,0.22738988113000003
ACH-000142,0.023955050402099998
ACH-000143,0.24841186265999998
ACH-000146,0.0294909388136
ACH-000148,0.0497956184795
ACH-000150,0.010569087113700002
ACH-000152,-0.019848372006200002
ACH-000153,0.00753287613334
ACH-000159,0.0850388179067
ACH-000160,0.08656779214810001
ACH-000163,0.0742333579763
ACH-000167,-0.00635956363915
ACH-000168,-0.21086909284699998
ACH-000169,0.10808404970100001
ACH-000178,0.0727087445253
ACH-000182,0.06114038064709999
ACH-000183,-0.0445797477163
ACH-000188,0.0522712292849
ACH-000189,0.245972236625
ACH-000190,0.105786703531
ACH-000198,-0.0701652939292
ACH-000204,0.0308975898613
ACH-000206,-0.840354868214
ACH-000207,0.00456013774131
ACH-000211,0.06973531396860001
ACH-000215,-0.0384065697633
ACH-000221,-0.10524941021999999
ACH-000222,0.08968997974889999
ACH-000223,0.00501435091966
ACH-000226,0.111290975768
ACH-000227,-0.0572475296874
ACH-000228,0.022314279385700003
ACH-000231,0.009796347537090001
ACH-000232,0.0894930395853
ACH-000233,0.115869696547
ACH-000234,-0.30313912232900003
ACH-000235,0.022040011961500003
ACH-000237,0.0958028652048
ACH-000238,0.11043668623299999
ACH-000243,-0.09073071228810001
ACH-000244,0.12112213052000001
ACH-000246,-0.125222905329
ACH-000248,0.0105795178539
ACH-000250,0.033247769961
ACH-000251,-0.191178799675
ACH-000253,0.12300248767699999
ACH-000255,0.31414733715300003
ACH-000256,0.0561225196655
ACH-000257,-0.44623154473899995
ACH-000258,0.137178859856
ACH-000259,-0.0211246959406
ACH-000260,0.0234638784509
ACH-000261,0.323165022686
ACH-000262,-0.120707659695
ACH-000263,-0.100121850218
ACH-000264,0.15476281709200002
ACH-000265,0.08919630314339999
ACH-000266,0.25065995074999997
ACH-000272,-0.10497850239800001
