,CEBPD (1052)
ACH-000004,0.0286995476106
ACH-000007,-0.140580374019
ACH-000009,-0.00032982215401
ACH-000011,-0.044173769994199995
ACH-000012,-0.067089018027
ACH-000013,-0.0720669756303
ACH-000014,-0.179943971294
ACH-000015,-0.08982414316739999
ACH-000017,-0.223647563755
ACH-000018,-0.100786222004
ACH-000019,-0.0617086031098
ACH-000021,0.141291454484
ACH-000022,-0.10919355199200001
ACH-000025,0.178818269975
ACH-000028,-0.105693602098
ACH-000030,-0.162503837664
ACH-000035,-0.0486551437751
ACH-000036,-0.0745611128112
ACH-000037,-0.07249688480739999
ACH-000039,-0.10568926228900001
ACH-000040,-0.312908021089
ACH-000041,-0.158217088144
ACH-000042,0.042108786593899994
ACH-000045,-0.19122620756099998
ACH-000047,0.07652987955969999
ACH-000052,0.039843392385199995
ACH-000053,-0.052154058524699995
ACH-000054,-0.005061276009149999
ACH-000055,0.10612957048499999
ACH-000060,-0.122663051419
ACH-000067,-0.172869988979
ACH-000070,-0.199709448085
ACH-000075,0.0659666517011
ACH-000078,-0.08607153355450001
ACH-000082,-0.165452848434
ACH-000085,-0.1566393392
ACH-000086,0.186181982902
ACH-000087,-0.284887124078
ACH-000092,-0.154016859853
ACH-000095,0.013160499544500001
ACH-000097,-0.15785269192600002
ACH-000098,0.127208869698
ACH-000099,-0.0739055831309
ACH-000108,0.09746846331499999
ACH-000113,-0.28668090382
ACH-000115,-0.0159178196732
ACH-000116,-0.126139135207
ACH-000118,0.0682922888286
ACH-000120,0.154261219344
ACH-000123,-0.207737057001
ACH-000127,-0.134110347826
ACH-000128,-0.147249887757
ACH-000132,0.211284378081
ACH-000133,-0.40139313604800003
ACH-000137,0.132335262659
ACH-000138,-0.0669416882689
ACH-000142,-0.15622399413899998
ACH-000143,-0.11157891280200001
ACH-000146,-0.043875391463800005
ACH-000148,-0.0387348313627
ACH-000150,-0.21592540592099999
ACH-000152,-0.403743157144
ACH-000153,-0.559915231393
ACH-000159,-0.22993298385000002
ACH-000160,-0.241908868823
ACH-000163,-0.215297859956
ACH-000167,0.022457439451200004
ACH-000168,-0.423918799507
ACH-000169,0.00643517333197
ACH-000178,0.119369054125
ACH-000182,-0.139087963122
ACH-000183,-0.22717656760000002
ACH-000188,-0.046747689813599995
ACH-000189,-0.225857858731
ACH-000190,-0.0811851705248
ACH-000198,-0.0644646473133
ACH-000204,0.166004514926
ACH-000206,0.167896553155
ACH-000207,0.126299298405
ACH-000211,-0.0720329795195
ACH-000215,-0.0973962322951
ACH-000221,0.0316555277446
ACH-000222,0.0156839671715
ACH-000223,-0.12433684475
ACH-000226,-0.309230737385
ACH-000227,0.110663482631
ACH-000228,0.0982786045101
ACH-000231,-0.214767316164
ACH-000232,-0.11348846307600001
ACH-000233,0.18019817430399998
ACH-000234,-0.0314501402258
ACH-000235,-0.08344169244310001
ACH-000237,-0.0126654461028
ACH-000238,-0.116744032074
ACH-000243,0.014796401778500001
ACH-000244,0.011268130129499999
ACH-000246,-0.0848339429682
ACH-000248,-0.104865372667
ACH-000250,-0.0218854342462
ACH-000251,-0.0603625383354
ACH-000253,-0.09528552465510001
ACH-000255,-0.041132981012400004
ACH-000256,-0.243864101257
ACH-000257,0.0356907515888
ACH-000258,-0.318612582212
ACH-000259,-0.0215076087739
ACH-000260,-0.06960694987789999
ACH-000261,-0.246165358798
ACH-000262,0.0277480725513
ACH-000263,-0.15499971243799998
ACH-000264,-0.151311935698
ACH-000265,-0.10537053054300001
ACH-000266,-0.0964881595861
ACH-000272,-0.144903680753
ACH-000273,-0.284861417416
ACH-000274,-0.0370837656852
ACH-000277,-0.18915633772799997
ACH-000278,-0.232329997857
ACH-000279,-0.13756455546
ACH-000280,-0.166113968858
ACH-000281,0.179188940719
ACH-000288,0.163497025695
ACH-000291,-0.0340933635314
ACH-000293,-0.16447787581599999
