,RBM15B (29890)
ACH-000004,-0.31057066306
ACH-000007,0.0951056794163
ACH-000009,0.0870852654871
ACH-000011,0.0965537598656
ACH-000012,-0.0659068399577
ACH-000013,0.0289269668028
ACH-000014,-0.12549223475
ACH-000015,0.025188001213599997
ACH-000017,-0.12489244922
ACH-000018,-0.0421172890245
ACH-000019,-0.390453467337
ACH-000021,-0.0985884996422
ACH-000022,-0.10964124855999999
ACH-000025,-0.00736606638689
ACH-000028,0.0284947824498
ACH-000030,0.0782562065335
ACH-000035,0.103396121296
ACH-000036,-0.18393664036600002
ACH-000037,-0.219449622098
ACH-000039,-0.0514433686264
ACH-000040,-0.122021428153
ACH-000041,-0.219214834168
ACH-000042,-0.0494851974541
ACH-000045,0.0759794669157
ACH-000047,-0.158042717785
ACH-000052,-0.218485327077
ACH-000053,-0.0155549941503
ACH-000054,0.17462322845199998
ACH-000055,-0.19999307874699998
ACH-000060,-0.29761340485599996
ACH-000067,-0.157593546524
ACH-000070,-0.0890775153201
ACH-000075,0.178290599901
ACH-000078,0.220685758433
ACH-000082,0.09487257273589998
ACH-000085,-0.18164537216200002
ACH-000086,-0.100672797586
ACH-000087,0.10624000793999999
ACH-000092,0.0192491366226
ACH-000095,-0.146941977641
ACH-000097,0.014067926936399999
ACH-000098,-0.07884599415239998
ACH-000099,0.107557244524
ACH-000108,0.205977728138
ACH-000113,-0.0509063116375
ACH-000115,0.272337441137
ACH-000116,-0.011281273386799998
ACH-000118,-0.0369387512769
ACH-000120,0.190458660104
ACH-000123,0.10860266280200001
ACH-000127,-0.041415847457
ACH-000128,-0.11038171242999999
ACH-000132,0.13192492263699998
ACH-000133,0.00581982734894
ACH-000137,-0.0278315540402
ACH-000138,0.09980485493909999
ACH-000142,-0.0504402547838
ACH-000143,-0.0704183344886
ACH-000146,0.126813627463
ACH-000148,0.039159653650500004
ACH-000150,-0.09891769072960001
ACH-000152,-0.0484743987376
ACH-000153,0.011508953048399998
ACH-000159,-0.107879914101
ACH-000160,0.0130789503024
ACH-000163,-0.0394680811736
ACH-000167,-0.210455971105
ACH-000168,-0.0820293202442
ACH-000169,-0.07709133198769999
ACH-000178,0.0839336133838
ACH-000182,-0.0174580398015
ACH-000183,-0.0451070612464
ACH-000188,-0.220952217647
ACH-000189,-0.275743947212
ACH-000190,-0.24127586975499998
ACH-000198,-0.0321130675415
ACH-000204,-0.327374389877
ACH-000206,-0.013106838179899999
ACH-000207,-0.09318471554339999
ACH-000211,-0.0585338895957
ACH-000215,-0.064134712456
ACH-000221,-0.05879535821830001
ACH-000222,0.0987948557746
ACH-000223,-0.059297957803600004
