,LMNTD1 (160492)
ACH-000004,0.05175446605140001
ACH-000007,0.17900869441300002
ACH-000009,0.195443668792
ACH-000011,0.16100820524
ACH-000012,0.266841585334
ACH-000013,0.018912036015599997
ACH-000014,0.0500695511483
ACH-000015,0.0363424845104
ACH-000017,0.0940715643695
ACH-000018,-0.068545998409
ACH-000019,0.0305959363107
ACH-000021,0.026951101493099996
ACH-000022,0.0547527097844
ACH-000025,0.056910126450199994
ACH-000028,0.09592031526019999
ACH-000030,0.155361283287
ACH-000035,-0.038378106479500004
ACH-000036,0.0667533647736
ACH-000037,0.252513889213
ACH-000039,0.258239001534
ACH-000040,0.23939945896499998
ACH-000041,-0.0736221768781
ACH-000042,0.10592167698999999
ACH-000045,0.15975590170700002
ACH-000047,0.118904873377
ACH-000052,-0.292240717981
ACH-000053,0.13741037823
ACH-000054,0.07759196083360001
ACH-000055,0.05236355358249999
ACH-000060,0.155956506089
ACH-000067,0.110175374601
ACH-000070,0.122177944091
ACH-000075,0.20580490848299998
ACH-000078,-0.0124190865415
ACH-000082,0.126655962463
ACH-000085,0.0065523068022
ACH-000086,0.144936004789
ACH-000087,0.187870666327
ACH-000092,0.167027148849
ACH-000095,0.0715041108267
ACH-000097,0.12431952463899999
ACH-000098,0.0870825685621
ACH-000099,0.029864408064599997
ACH-000108,0.17587756691700002
ACH-000113,0.147145026127
ACH-000115,0.06514002217
ACH-000116,-0.111991283233
ACH-000118,0.0329192290997
ACH-000120,-0.022855571850600002
ACH-000123,0.09507814616250002
ACH-000127,0.0723033571484
ACH-000128,0.0687862795487
ACH-000132,0.184345562672
ACH-000133,-0.0210322820688
ACH-000137,0.0606228743105
ACH-000138,-0.11204326810799999
ACH-000142,0.15206968868100001
ACH-000143,0.170452209286
ACH-000146,-0.13459870298
ACH-000148,-0.0201629345916
ACH-000150,0.191995491065
ACH-000152,0.0050014103979599996
ACH-000153,0.0491889973768
ACH-000159,0.05762408189680001
ACH-000160,-0.08956068865139999
ACH-000163,0.121634741763
ACH-000167,0.23170763262
ACH-000168,-0.0726393388144
ACH-000169,0.23907030673799998
ACH-000178,0.208190036236
ACH-000182,0.149286708864
ACH-000183,0.043396083864099995
ACH-000188,0.115897382981
ACH-000189,0.296789804212
ACH-000190,0.348995832845
ACH-000198,0.21776752939599997
ACH-000204,0.0121889480458
ACH-000206,0.17872836921500002
ACH-000207,0.0582856537858
ACH-000211,0.028689022587599998
ACH-000215,0.106909057968
ACH-000221,0.0083776045223
ACH-000222,0.10335576319
ACH-000223,-0.048477880715
ACH-000226,0.0493162977037
ACH-000227,-0.11157635103399999
ACH-000228,-0.07767975326889999
ACH-000231,0.0688856624565
ACH-000232,0.128083148151
ACH-000233,0.039596612119499996
ACH-000234,-0.0496734488456
ACH-000235,0.053851788880199994
ACH-000237,0.0880498815595
ACH-000238,0.109156129889
ACH-000243,-0.0144433941619
ACH-000244,0.388778459909
ACH-000246,0.0806043218728
ACH-000248,0.0921609804662
ACH-000250,0.11644326862700001
ACH-000251,-0.334051371106
ACH-000253,0.0531206979066
ACH-000255,0.0703321388574
ACH-000256,-0.032093085981900006
ACH-000257,0.210537861586
ACH-000258,0.268245542573
ACH-000259,0.20582290012200002
ACH-000260,0.11623889264699999
ACH-000261,0.161341326732
ACH-000262,-0.0118746629746
ACH-000263,0.036681679201300006
ACH-000264,-0.274848461726
ACH-000265,-0.006300170544
ACH-000266,0.059918976678300005
ACH-000272,-0.0136877564065
ACH-000273,0.0608994617177
ACH-000274,-0.00719691354316
ACH-000277,0.041378847779099996
ACH-000278,0.12810188917
ACH-000279,-0.0121234187133
ACH-000280,0.10276948697100001
ACH-000281,-0.19908669686799998
ACH-000288,-0.049994812908500004
ACH-000291,0.128102797805
ACH-000293,0.151359076987
ACH-000294,0.008502897783819999
ACH-000295,0.27885090781800004
ACH-000296,0.117697480432
ACH-000302,0.146333811279
ACH-000304,0.266302170109
ACH-000307,-0.00523494129208
ACH-000308,0.0686974012122
ACH-000310,0.10345929751800001
ACH-000311,0.0727876524389
ACH-000312,0.21629035978
ACH-000315,0.057832791014400003
ACH-000316,0.165705219495
ACH-000317,0.0659722619708
ACH-000318,0.07523474266130001
ACH-000319,0.0851655625708
ACH-000320,-0.549684811453
ACH-000322,0.124025334024
ACH-000323,-0.019439189468
ACH-000324,0.0118604106223
ACH-000329,0.117693526893
ACH-000330,0.0224615838185
ACH-000331,0.0336653623075
ACH-000332,-0.11892287556299999
ACH-000334,-0.030042618171599995
ACH-000335,0.157785036346
ACH-000336,0.240009773015
ACH-000337,0.0133539180424
ACH-000339,-0.14248148727600002
ACH-000341,0.231992960768
ACH-000348,0.142521201929
ACH-000350,0.023123728127900003
ACH-000352,0.16503364219799999
ACH-000356,0.0631238709047
ACH-000361,-0.00035803786808800004
ACH-000362,0.14486053541899999
ACH-000363,-0.037429385005900005
ACH-000364,0.0642263168639
ACH-000365,-0.0046696237202
ACH-000366,0.189104824066
ACH-000368,-0.010650601928700001
ACH-000374,0.052607207489599996
ACH-000375,0.09703179678150001
ACH-000376,0.053721207930899996
ACH-000381,-0.0033137847730199997
ACH-000383,0.127923802624
ACH-000387,-0.00781994846409
ACH-000389,0.08272339807830001
ACH-000390,0.11651492721699999
ACH-000393,0.156997450047
ACH-000395,-0.36497067936899996
ACH-000397,0.193692328452
ACH-000401,0.144037673628
ACH-000402,0.037228430946300003
ACH-000403,-0.042243122519
ACH-000404,-0.015023722181
ACH-000406,0.10254480315400001
ACH-000407,-0.138389394653
ACH-000408,0.10635819419800001
ACH-000410,0.0136934361535
ACH-000411,0.0158367275074
ACH-000414,0.19560139017900002
ACH-000415,0.168260739481
ACH-000416,-0.189799900605
ACH-000420,0.0629429731145
ACH-000421,0.0656247079883
ACH-000424,-0.0342902203642
ACH-000425,0.0366467667735
ACH-000426,-0.029451281767099997
ACH-000427,0.09884117869249999
ACH-000433,0.0656493564969
ACH-000436,-0.10135220549900001
ACH-000444,-0.0233028724094
ACH-000445,0.295154387701
ACH-000448,0.047219632930000005
ACH-000450,0.0685440354219
ACH-000452,0.0689008168366
ACH-000454,-0.149090645139
ACH-000458,0.112203976835
ACH-000459,0.20699409046
ACH-000460,0.0517353990026
ACH-000461,-0.39800175839
ACH-000463,-0.018435859074400002
ACH-000464,0.013762054456799998
ACH-000466,0.14927970557
ACH-000467,0.02652618998
ACH-000468,-0.00656612137823
ACH-000469,0.12635605985200002
ACH-000470,0.00349840943641
ACH-000471,0.0183865957599
ACH-000472,0.08896978744889998
ACH-000473,0.21918168114599998
ACH-000475,0.12931424986600001
ACH-000476,0.09037834605239999
ACH-000477,0.268820102736
ACH-000480,0.035044308441599996
ACH-000481,0.12048577067999999
ACH-000483,0.127953582653
ACH-000484,0.08148498703660001
ACH-000485,0.05282017199919999
ACH-000486,0.195489590333
ACH-000487,0.165473326009
ACH-000488,0.05940679925509999
ACH-000490,0.0612287917738
ACH-000491,0.120186711338
ACH-000495,0.198314783396
ACH-000496,0.00879521187668
ACH-000499,0.21659272337299998
ACH-000500,0.477155757474
ACH-000502,-0.310966636293
ACH-000503,0.116838874534
ACH-000505,-0.0370805275738
ACH-000507,-0.363008825744
ACH-000510,0.177740182398
ACH-000511,0.19236997935699998
ACH-000512,0.10990577633700001
ACH-000516,0.155195083296
ACH-000517,0.0568407710806
ACH-000518,0.043308255183300004
ACH-000520,0.059352947645300004
ACH-000521,-0.05138127212719999
