,PDE4DIP (9659)
ACH-000403,-0.93253969824
ACH-000404,-0.768703793347
ACH-000406,-0.639641919856
ACH-000407,-0.721339470475
ACH-000408,-0.599390511512
ACH-000410,-0.642948991216
ACH-000411,-0.50536541494
ACH-000414,-0.715916756673
ACH-000415,-0.672419923348
ACH-000416,-0.592474844134
ACH-000420,-0.731097793821
ACH-000421,-0.624060806031
ACH-000424,-0.775617956329
ACH-000425,-1.03125447984
ACH-000426,-0.9548522838969999
ACH-000427,-0.5202972580899999
ACH-000433,-0.6330231005579999
ACH-000436,-0.740093562602
ACH-000444,-0.473412219938
ACH-000445,-0.919725609991
ACH-000448,-0.486496859027
ACH-000450,-0.47375093966000004
ACH-000452,-0.638358935704
ACH-000454,-0.9069583288330001
ACH-000458,-0.663233485884
ACH-000459,-0.42857214370499996
ACH-000460,-0.5526222828980001
ACH-000461,-0.854415444006
ACH-000463,-0.461925863032
ACH-000464,-0.6640071018379999
ACH-000466,-0.8685707570200001
ACH-000467,-0.6859947224230001
ACH-000468,-0.622559525401
ACH-000469,-0.507693480705
ACH-000470,-0.7837856365729999
ACH-000471,-0.58479577084
ACH-000472,-0.624250293357
ACH-000473,-0.622296813344
ACH-000475,-0.696646788026
ACH-000476,-0.633995666612
ACH-000477,-0.294787140516
ACH-000480,-0.353914502548
ACH-000481,-0.8359993315250001
ACH-000483,-0.8013961360349999
ACH-000484,-0.267723039166
ACH-000485,-0.897957840677
ACH-000486,-0.55748630601
ACH-000487,-0.5984823381109999
ACH-000488,-0.448633790862
ACH-000490,-0.40851278179300005
ACH-000491,-0.7390865948049999
ACH-000495,-1.02429008495
ACH-000496,-0.852592692418
ACH-000499,-0.836922483823
ACH-000500,-0.8279222954440001
ACH-000502,-0.848713511674
ACH-000503,-0.688380980084
ACH-000505,-0.7965235243809999
ACH-000507,-0.934827088308
ACH-000510,-0.900317090143
ACH-000511,-0.426954392061
ACH-000512,-0.909431295226
ACH-000516,-0.550017266308
ACH-000517,-0.601878844048
ACH-000518,-0.463992776858
ACH-000520,-0.640247817208
ACH-000521,-0.7156909386020001
ACH-000522,-0.859859427621
ACH-000524,-0.282656291417
ACH-000527,-0.43951943086499995
ACH-000528,-0.5447381096399999
ACH-000537,-0.535345597405
ACH-000541,-0.921688594638
ACH-000542,-0.777418336611
ACH-000544,-0.573850413224
ACH-000545,-0.562462711887
ACH-000547,-0.6937650496240001
ACH-000548,-0.620241727984
ACH-000549,-0.511777726544
ACH-000550,-0.372316005767
ACH-000552,-0.681882200633
ACH-000556,-0.792159572507
ACH-000557,-0.942765269368
ACH-000570,-0.547201138196
ACH-000571,-0.9061877531929999
ACH-000573,-0.41306652411600003
ACH-000576,-0.57588741285
ACH-000580,-0.6326209075729999
ACH-000584,-0.46480777841399995
ACH-000585,-0.48637906095899996
ACH-000588,-0.820413010881
ACH-000589,-0.446546182286
ACH-000591,-0.485488960542
ACH-000593,-0.479628244067
ACH-000600,-0.547388586102
ACH-000601,-0.684491317016
ACH-000604,-0.8679777010619999
ACH-000605,-0.893007019174
ACH-000606,-0.505869604072
ACH-000608,-1.0163884942899999
ACH-000614,-0.847859299129
ACH-000616,-0.509751857578
ACH-000618,-0.651672216255
ACH-000619,-0.7942746989309999
ACH-000620,-0.499454334494
ACH-000621,-0.5765391112839999
ACH-000622,-0.6504009852279999
ACH-000623,-0.777305461981
ACH-000624,-0.280119711881
ACH-000627,-0.523144797743
ACH-000630,-0.793396864446
ACH-000632,-0.759404521824
ACH-000633,-0.704723961587
ACH-000637,-0.0960095042212
ACH-000638,-0.793829868371
ACH-000646,-0.697867265279
ACH-000647,-0.649587209884
ACH-000648,-0.5325879020100001
ACH-000649,-0.9080467095039999
ACH-000651,-0.659321537272
ACH-000652,-0.811215718127
ACH-000653,-0.7167196516650001
ACH-000657,-0.661948031981
ACH-000658,-0.7126169409399999
ACH-000661,-0.327655253276
ACH-000662,-1.22151169098
ACH-000663,-0.482459672381
ACH-000665,-0.491387725881
ACH-000671,-0.897142107305
ACH-000673,-0.546034162143
ACH-000676,-0.679207713785
ACH-000677,-1.0822783607200002
ACH-000681,-0.59002192667
ACH-000682,-0.8706257731470001
ACH-000683,-0.600876698965
ACH-000684,-0.534980634876
ACH-000688,-0.900092555385
ACH-000693,-0.49354881738999995
ACH-000694,-0.554854836239
ACH-000695,-0.622382951986
ACH-000696,-0.591240273916
ACH-000697,-0.461968930313
ACH-000699,-0.219237740385
ACH-000701,-0.996460692271
ACH-000706,-0.574973492773
ACH-000711,-0.469646356877
ACH-000713,-0.760015105171
ACH-000714,-0.8170899414210001
ACH-000718,-0.579269530226
ACH-000720,-0.751083160671
ACH-000721,-1.0408157367
ACH-000724,-0.826107278962
ACH-000725,-1.00956308078
ACH-000732,-0.59572047743
ACH-000734,-0.896408942844
ACH-000735,-0.553254808131
ACH-000736,-0.688594617959
ACH-000738,-0.27303837324200003
ACH-000746,-1.05142129136
ACH-000747,-0.705799715968
ACH-000748,-0.60647414352
ACH-000753,-0.7283162996379999
ACH-000756,-0.9703820248799999
ACH-000757,-0.945250613739
ACH-000758,-0.695944448834
ACH-000760,-0.564079443679
ACH-000763,-0.506652112909
ACH-000764,-0.537456537139
ACH-000765,-0.719301401279
ACH-000766,-0.540364753002
ACH-000767,-0.650727513997
ACH-000768,-0.4376357409
ACH-000769,-0.804307139134
ACH-000770,-0.7482133125560001
ACH-000771,-0.41899436894299996
ACH-000773,-0.8324647113249999
ACH-000776,-0.756163555137
ACH-000777,-0.783833960653
ACH-000778,-0.769568173518
ACH-000781,-0.562464758964
ACH-000782,-0.418834260832
ACH-000783,-0.9309052666840001
ACH-000784,-0.726166812184
ACH-000785,-1.06883766352
ACH-000787,-0.588586354458
ACH-000788,-0.474376139628
ACH-000791,-0.730984490634
ACH-000792,-0.512223353068
ACH-000794,-0.552077233081
ACH-000796,-1.00487411276
ACH-000799,-0.290179008281
ACH-000800,-0.44752774772500004
ACH-000802,-0.768578551981
ACH-000804,-0.43693016183300004
ACH-000805,-0.811258092922
ACH-000809,-0.812864103926
ACH-000810,-1.19104839331
ACH-000811,-0.604105436358
ACH-000817,-0.6024580571989999
ACH-000819,-0.38371335497000003
ACH-000820,-0.43527878979400003
ACH-000821,-1.41521224523
ACH-000822,-0.581011509045
ACH-000823,-0.562623386987
ACH-000824,-0.701210631803
ACH-000827,-0.543199424435
ACH-000829,-0.463224732189
ACH-000831,-0.568355153344
ACH-000832,-0.776313795889
ACH-000833,-0.47565375906499996
ACH-000834,-0.536239799101
ACH-000835,-0.5896497691929999
ACH-000836,-0.9489882383830001
ACH-000837,-0.60712053062
ACH-000838,-0.805756975028
ACH-000839,-0.397680863692
ACH-000840,-0.6174404781130001
ACH-000841,-0.6413928607399999
ACH-000843,-0.701562768105
ACH-000846,-0.6158254469569999
ACH-000847,-0.9837631754389999
ACH-000848,-0.624483619325
ACH-000849,-0.40821246756800006
ACH-000851,-0.472692658753
ACH-000855,-0.6675573318
ACH-000856,-0.80882916344
ACH-000858,-0.471913568087
ACH-000859,-0.777028439193
ACH-000861,-0.666118400058
ACH-000862,-0.667976420009
ACH-000865,-0.5212970314450001
ACH-000866,-0.600798952698
ACH-000867,-0.68907676727
ACH-000869,-0.9665966107870001
ACH-000872,-0.642988811139
ACH-000873,-0.659801042754
ACH-000876,-0.636525885965
ACH-000878,-0.248535187433
ACH-000880,-0.406590648287
ACH-000881,-0.717338042025
ACH-000882,-0.524439960222
ACH-000884,-0.5912390217419999
ACH-000885,-0.708923128627
ACH-000887,-0.71211334383
ACH-000888,-0.779473516146
ACH-000889,-1.04207827725
ACH-000890,-0.566412473837
ACH-000896,-0.641269283756
ACH-000898,-0.9177899372589999
ACH-000900,-0.853447058891
ACH-000901,-0.5056089435109999
ACH-000905,-0.694091964613
ACH-000906,-0.44990838733099997
ACH-000907,-0.576421249892
ACH-000910,-0.485481675227
ACH-000911,-0.640118816659
ACH-000912,-0.669054023007
ACH-000913,-0.80034802266
ACH-000915,-0.831969203919
ACH-000916,-0.502513167178
ACH-000917,-0.66431879892
ACH-000921,-0.7955534122650001
ACH-000924,-0.6766599440700001
ACH-000926,-0.9664231769310001
ACH-000928,-0.565192074059
ACH-000929,-0.211330802002
ACH-000932,-0.67413462365
ACH-000935,-0.6257896378760001
ACH-000936,-0.752525237813
ACH-000937,-0.441032311569
ACH-000938,-0.459867934361
ACH-000939,-0.435406647262
ACH-000941,-0.83325353816
ACH-000943,-0.7355020075650001
ACH-000946,-0.551485644656
ACH-000947,-0.6912323623819999
ACH-000948,-0.417804940131
ACH-000950,-0.38114594710999994
ACH-000953,-0.908245674311
ACH-000957,-0.649272808682
ACH-000958,-0.303220085026
ACH-000960,-0.322377113564
ACH-000963,-0.483945668181
ACH-000968,-0.558199115061
ACH-000969,-0.6343975709699999
ACH-000973,-0.7189500829880001
ACH-000974,-0.748491383922
ACH-000975,-0.9076597188609999
ACH-000976,-0.65500305536
ACH-000978,-0.916651782949
ACH-000980,-0.38756636361999997
ACH-000984,-0.913017711195
ACH-000986,-0.55834905132
ACH-000988,-0.620412389376
ACH-000993,-0.181518825337
ACH-000994,-0.7338588751890001
ACH-000996,-0.5336753595579999
ACH-001001,-0.454371087228
ACH-001020,-0.437293457583
ACH-001028,-0.723228781382
ACH-001031,-0.56098614958
ACH-001038,-0.595350032541
ACH-001048,-0.60782147544
ACH-001050,-0.8612867223749999
ACH-001053,-0.828286156378
ACH-001054,-0.8225368221780001
ACH-001061,-0.686320487767
ACH-001067,-0.671076910768
ACH-001075,-0.7468915349009999
ACH-001096,-0.892857814842
ACH-001128,-0.9898696133050001
ACH-001134,-0.64468151555
ACH-001151,-0.604859413799
ACH-001163,-0.67925237577
ACH-001164,-0.524233818186
ACH-001173,-0.515816179774
ACH-001183,-0.844907042648
ACH-001184,-0.69873755151
ACH-001190,-0.7261010137360001
ACH-001192,-0.731692815979
ACH-001193,-0.639301630992
ACH-001196,-0.7539584395899999
ACH-001197,-0.446330113121
ACH-001205,-0.777141086281
ACH-001211,-0.8709828747480001
ACH-001212,-0.1481876402
ACH-001228,-0.774268869598
ACH-001232,-0.43836626119800004
ACH-001239,-0.710297313757
ACH-001274,-0.6222554837659999
ACH-001275,-0.847762133893
ACH-001277,-0.6986229851100001
ACH-001278,-0.582706288052
ACH-001280,-0.5168078412439999
ACH-001283,-0.583758037028
ACH-001289,-0.44829152543300005
ACH-001295,-0.7735992223370001
ACH-001300,-0.541153074465
ACH-001301,-0.588909735179
ACH-001302,-0.828451122551
ACH-001303,-0.365398789561
ACH-001306,-0.8334331527169999
ACH-001318,-0.549527909323
ACH-001322,-0.663788841103
ACH-001328,-0.729211464844
ACH-001332,-0.807136076594
ACH-001333,-0.677156677247
ACH-001336,-0.613489409731
ACH-001340,-0.503566682516
ACH-001346,-0.711995108682
ACH-001353,-0.572253385869
ACH-001354,-0.6114291948380001
ACH-001367,-0.498718598613
ACH-001368,-0.94504987516
ACH-001374,-0.973138913434
ACH-001375,-0.756516572256
ACH-001377,-0.923914549024
ACH-001380,-0.549456898732
ACH-001391,-0.387001330906
ACH-001407,-0.664570207303
ACH-001408,-0.43901896764200005
ACH-001413,-0.55798625883
ACH-001430,-1.0857495738
ACH-001431,-0.471745670101
ACH-001450,-0.420179350997
ACH-001496,-0.612070523966
ACH-001500,-0.671217737274
ACH-001521,-0.398913286682
ACH-001523,-0.395020238676
ACH-001532,-0.5576600988889999
ACH-001536,-0.6809581002959999
ACH-001550,-0.558801071581
ACH-001552,-0.680342446023
ACH-001554,-0.7279141227529999
ACH-001645,-0.7355829169600001
ACH-001654,-0.5290361323780001
ACH-001715,-0.42239282025200003
ACH-001735,-0.479773755525
ACH-001736,-0.561042748962
ACH-001737,-0.36140877875699995
ACH-001740,-0.8820607939920001
ACH-001745,-0.956178496751
ACH-001750,-0.563546122856
ACH-001765,-0.734641109674
ACH-001956,-0.5827254672259999
ACH-001957,-0.6463646405219999
