,TTPA (7274)
ACH-000004,0.358831294352
ACH-000007,-0.0353933147435
ACH-000009,0.20062976128899998
ACH-000011,0.295166792141
ACH-000012,0.0954298741119
ACH-000013,0.106460478659
ACH-000014,0.274156793133
ACH-000015,0.249204225385
ACH-000017,0.19521796717700002
ACH-000018,0.329462040329
ACH-000019,0.201791048129
ACH-000021,0.21483250765999998
ACH-000022,0.23441239223700003
ACH-000025,0.094880880185
ACH-000028,0.09724117129450001
ACH-000030,0.133611375162
ACH-000035,0.17423943040399997
ACH-000036,0.186036654686
ACH-000037,0.325428038395
ACH-000039,0.0664835008726
ACH-000040,0.069217560149
ACH-000041,0.262548799884
ACH-000042,0.230826450724
ACH-000045,0.324556992855
ACH-000047,0.0234792189388
ACH-000052,0.12525365369799998
ACH-000053,0.132516636242
ACH-000054,0.0474499793379
ACH-000055,0.08988038625269999
ACH-000060,-0.0717668528895
ACH-000067,0.190951611475
ACH-000070,0.17012948164299999
ACH-000075,0.200177126582
ACH-000078,0.272504727027
ACH-000082,0.259149010365
ACH-000085,0.107994740737
ACH-000086,0.288530798253
ACH-000087,0.0653786278396
ACH-000092,0.04227902187609999
ACH-000095,0.314492872587
ACH-000097,0.0267890877907
ACH-000098,0.06630654749499999
ACH-000099,0.23658015971500002
ACH-000108,0.20539011999600001
ACH-000113,0.301590784904
ACH-000115,0.214209600079
ACH-000116,0.156674707731
ACH-000118,0.147356270517
ACH-000120,0.289074449831
ACH-000123,0.15031569423399999
ACH-000127,0.120643270902
ACH-000128,0.16780085122299998
ACH-000132,0.21333221222399998
ACH-000133,0.0731868567255
ACH-000137,0.222396012892
ACH-000138,0.23175667751200002
ACH-000142,0.0335952227803
ACH-000143,0.17447026380199998
ACH-000146,0.1569059978
ACH-000148,0.201245396948
ACH-000150,-0.055125368349000003
ACH-000152,0.08293742683510001
ACH-000153,-0.13557555079800002
ACH-000159,0.187774362734
ACH-000160,0.161875297094
ACH-000163,-0.0504955978591
ACH-000167,0.035364874229599996
ACH-000168,0.0785830437378
ACH-000169,0.106850180621
ACH-000178,0.27388094718
ACH-000182,0.166464309275
ACH-000183,0.0672917709188
ACH-000188,0.31363124088100003
ACH-000189,0.43595492713
ACH-000190,0.0603701502489
ACH-000198,0.207413716049
ACH-000204,0.187284793927
ACH-000206,0.31938125187399996
ACH-000207,0.208602213189
ACH-000211,0.154588124307
ACH-000215,0.261820206899
ACH-000221,0.159328069309
ACH-000222,0.24550528754
ACH-000223,0.163216143281
ACH-000226,0.08648304839
ACH-000227,0.22121227089099998
ACH-000228,0.120457459649
ACH-000231,0.22095656473
ACH-000232,0.201419529017
ACH-000233,0.251229901078
ACH-000234,0.23389665887299999
ACH-000235,0.131674501956
ACH-000237,0.304659985677
ACH-000238,0.163395428435
ACH-000243,0.168166851982
ACH-000244,-0.019541237227599997
ACH-000246,0.09485278895539999
ACH-000248,0.18367898985599998
ACH-000250,0.141487718462
ACH-000251,0.162395224338
ACH-000253,0.253353090371
ACH-000255,0.175995103709
ACH-000256,0.0948491173611
ACH-000257,0.174195924084
ACH-000258,0.054539912034
ACH-000259,0.26640593146499997
ACH-000260,0.2591162214
ACH-000261,0.0896745639096
ACH-000262,0.139168700559
ACH-000263,-0.12172664344499999
ACH-000264,-0.0517867885441
ACH-000265,-0.00116823332799
ACH-000266,0.18031175758999998
ACH-000272,0.0953888033062
ACH-000273,0.19691165155200002
ACH-000274,0.10916117032
ACH-000277,0.13392529140599999
ACH-000278,0.0978182990233
ACH-000279,0.26221628388
ACH-000280,0.239005812417
ACH-000281,0.289873432334
ACH-000288,0.326076816182
ACH-000291,0.0193036210785
ACH-000293,0.226497139565
ACH-000294,0.206291597776
ACH-000295,0.301595114223
ACH-000296,0.31777277888300004
ACH-000302,0.115182572217
ACH-000304,0.108606717511
ACH-000307,0.257279136923
ACH-000308,0.108157454078
ACH-000310,0.23167844559599998
ACH-000311,0.015376855146600001
ACH-000312,0.249044602487
ACH-000315,0.18541512854000003
ACH-000316,0.0801944997871
ACH-000317,0.22092409396499998
ACH-000318,0.117091292048
ACH-000319,0.113163251151
ACH-000320,0.120573336926
ACH-000322,0.314832928771
ACH-000323,0.185432623448
ACH-000324,0.19874798772900001
ACH-000329,0.243027014934
ACH-000330,-0.08537588554989999
ACH-000331,0.187883678675
ACH-000332,0.138834312161
ACH-000334,0.0251009180629
ACH-000335,0.274525134687
ACH-000336,0.368089818907
ACH-000337,-0.049065415112300004
ACH-000339,0.21297093804900002
ACH-000341,0.312920402333
ACH-000348,0.026959688083599997
ACH-000350,0.279456774688
ACH-000352,0.130003654868
ACH-000356,0.449865415791
ACH-000361,0.0669377949676
ACH-000362,0.212015949182
ACH-000363,0.151692554782
ACH-000364,0.0845916131898
ACH-000365,0.210323313209
ACH-000366,0.356406728389
ACH-000368,0.22979985159299998
ACH-000374,0.429530434798
ACH-000375,0.20557412348700002
ACH-000376,0.0496778814179
ACH-000381,0.160284394681
ACH-000383,0.120529374309
ACH-000387,0.18659938983899998
ACH-000389,0.378158936056
ACH-000390,0.145077232984
ACH-000393,0.229707270829
ACH-000395,0.189601940194
ACH-000397,0.0678148961267
ACH-000401,0.028831637096599996
ACH-000402,0.112137432906
ACH-000403,0.09121679810799999
ACH-000404,0.261701766883
ACH-000406,0.102971962502
ACH-000407,0.38731615767099997
ACH-000408,0.114885022171
ACH-000410,0.0073522586684100005
ACH-000411,0.173840728122
ACH-000414,0.175704917501
ACH-000415,0.250167950078
ACH-000416,0.132702841081
ACH-000420,0.226290382005
ACH-000421,0.153693167796
ACH-000424,0.196517180429
ACH-000425,0.178237294095
ACH-000426,0.129823645018
ACH-000427,0.308716664611
ACH-000433,0.113200295104
ACH-000436,0.248639972196
ACH-000444,0.294740339155
ACH-000445,0.113652907131
ACH-000448,0.025108758862799996
ACH-000450,0.22030415368
ACH-000452,0.12000066571599999
ACH-000454,0.26652051238200003
ACH-000458,0.142802122301
ACH-000459,0.140994009136
ACH-000460,0.163456692181
ACH-000461,0.258099572175
ACH-000463,0.0833291880512
ACH-000464,0.291009168508
ACH-000466,0.129108633227
ACH-000467,0.129106341738
ACH-000468,0.28308914936900004
ACH-000469,0.0735916605565
ACH-000470,0.190818246388
ACH-000471,0.16323572056900001
ACH-000472,0.00526609581968
ACH-000473,0.123851797079
ACH-000475,0.201855114064
ACH-000476,0.23095439398
ACH-000477,0.104220041148
ACH-000480,0.212997816299
ACH-000481,0.0378453863188
ACH-000483,0.0287760421476
ACH-000484,-0.158692795038
ACH-000485,0.0939137941615
ACH-000486,0.0752311498746
ACH-000487,0.166969119217
ACH-000488,0.17796813326400002
ACH-000490,0.0707934526909
ACH-000491,0.031025682946000003
ACH-000495,0.154742039519
ACH-000496,0.20049654675
ACH-000499,0.0787208924612
ACH-000500,0.49431314466700005
ACH-000502,0.17207708537099997
ACH-000503,0.11555075119899999
ACH-000505,0.0842972894762
ACH-000507,0.17274238452500001
ACH-000510,0.299322895241
ACH-000511,-0.052637486110699995
ACH-000512,0.41228306859499997
ACH-000516,0.129567208366
ACH-000517,0.241370834842
ACH-000518,0.32209006255600003
ACH-000520,0.195910487841
ACH-000521,0.147796984057
ACH-000522,0.0345955731219
ACH-000524,0.148070327455
ACH-000527,0.137137759615
ACH-000528,0.137992365225
ACH-000537,0.229509210611
ACH-000541,0.20169625222399998
ACH-000542,0.060811800383400005
ACH-000544,0.306417396303
ACH-000545,0.19375193592099998
ACH-000547,0.41484167172799996
ACH-000548,0.29420613748700003
ACH-000549,0.128760202861
ACH-000550,0.16884968163699998
ACH-000552,0.042667906813400006
ACH-000556,0.102986087623
ACH-000557,0.061022644883
ACH-000570,0.196356009917
ACH-000571,0.293640956701
ACH-000573,0.0911640273957
ACH-000576,0.210616511929
ACH-000580,0.09344044467639999
ACH-000584,0.151356748856
ACH-000585,0.19219302567000002
