,RAF1 (5894)
ACH-000004,0.08933531331869998
ACH-000007,-0.749360778187
ACH-000009,-0.0238266812811
ACH-000011,0.409722784336
ACH-000012,0.122582742261
ACH-000013,0.252700677883
ACH-000014,0.10435277568399999
ACH-000015,-0.123100831503
ACH-000017,0.214117080964
ACH-000018,-0.629257943288
ACH-000019,0.05769307907380001
ACH-000021,0.18198220018
ACH-000022,-0.58948565385
ACH-000025,-0.462476473758
ACH-000028,0.219096563517
ACH-000030,0.424804493266
ACH-000035,0.030314458141900005
ACH-000036,-0.524120447304
ACH-000037,-0.247276461378
ACH-000039,0.40719018168399995
ACH-000040,-0.269046451458
ACH-000041,0.30209672026900003
ACH-000042,-0.9799411572040001
ACH-000045,-0.027936582865299996
ACH-000047,0.0681119570944
ACH-000052,-0.0596928824598
ACH-000053,0.43255288108400003
ACH-000054,-0.393810744157
ACH-000055,-0.109962959312
ACH-000060,-0.44739557757
ACH-000067,0.09839167542639998
ACH-000070,-0.0314336205834
ACH-000075,-0.22470805382300002
ACH-000078,-0.28660401262699997
ACH-000082,0.103473089168
ACH-000085,0.143159951404
ACH-000086,0.0120422076644
ACH-000087,-0.0372400455407
ACH-000092,0.181552354302
ACH-000095,0.0609764244493
ACH-000097,0.10597858629000001
ACH-000098,0.21076202319600001
ACH-000099,-0.291656117763
ACH-000108,0.0343548242325
ACH-000113,0.213442593467
ACH-000115,-0.007568659839069999
ACH-000116,0.23322658359200002
ACH-000118,0.412807532249
ACH-000120,-0.712261492578
ACH-000123,0.128681832458
ACH-000127,0.0337588084956
ACH-000128,0.16876853889
ACH-000132,-0.607098406359
ACH-000133,0.122664005085
ACH-000137,0.08241285053339999
ACH-000138,-0.236791480046
ACH-000142,-0.026624410784400004
ACH-000143,-0.06594704195159999
ACH-000146,-0.6679609120750001
ACH-000148,-0.304203164774
ACH-000150,0.0949302092222
ACH-000152,-0.0709101117485
ACH-000153,-0.012829399262000002
ACH-000159,0.19466582004
ACH-000160,-0.026842998127599996
ACH-000163,-0.837389865089
ACH-000167,-0.157909587595
ACH-000168,-0.8470457920669999
ACH-000169,-0.605523384434
ACH-000178,-0.92566997939
ACH-000182,0.128950933417
ACH-000183,0.271404726081
ACH-000188,0.144533274366
ACH-000189,-0.1427741659
ACH-000190,-0.224135649196
ACH-000198,-0.350333118531
ACH-000204,-0.146354457339
ACH-000206,-0.19856227640000002
ACH-000207,-0.15359825805400001
ACH-000211,0.157612338186
ACH-000215,0.05116791227630001
ACH-000221,0.117645475958
ACH-000222,-0.176623830534
ACH-000223,0.134192133264
ACH-000226,0.252526117853
ACH-000227,-0.230504493521
ACH-000228,0.029548555805799997
ACH-000231,-0.220377774102
ACH-000232,0.049251957471500005
ACH-000233,0.18711477296100001
ACH-000234,0.11227227575899999
ACH-000235,-0.28600573457
ACH-000237,-0.09236563893310001
ACH-000238,-0.437281731359
ACH-000243,-0.310290845065
ACH-000244,-0.716580491815
ACH-000246,0.131183240812
ACH-000248,0.147569506611
ACH-000250,-0.09579389591849999
ACH-000251,-0.224978877178
ACH-000253,0.122289964378
ACH-000255,0.0555887463279
ACH-000256,0.25403962120900003
ACH-000257,-0.18987934131700002
ACH-000258,0.014359738888100002
ACH-000259,0.0808506719887
ACH-000260,-0.21287078774999998
ACH-000261,-0.07695080189680001
ACH-000262,-0.017591664213700002
ACH-000263,-0.154261642547
ACH-000264,-0.78617981141
ACH-000265,-0.0595929152238
ACH-000266,-0.40534402464599995
ACH-000272,0.273601605674
ACH-000273,-0.0514859010063
ACH-000274,-0.35271492065399995
ACH-000277,0.0907246287315
ACH-000278,0.163562026808
ACH-000279,0.105979861072
ACH-000280,-0.22428399478
ACH-000281,-0.853569129319
ACH-000288,0.0401463117625
ACH-000291,0.145568905745
ACH-000293,0.113830017719
ACH-000294,-0.930593893205
ACH-000295,-0.157519260575
ACH-000296,0.356241625924
ACH-000302,-0.120385161727
ACH-000304,0.0863207019749
ACH-000307,0.101427749319
ACH-000308,0.280858060303
