,GALP (85569)
ACH-000263,-0.915378285833
ACH-000264,-0.714138827412
ACH-000265,-0.765123727492
ACH-000266,-0.7254702789759999
ACH-000272,-0.567501066784
ACH-000273,-0.6925718085070001
ACH-000274,-1.0113629873299999
ACH-000277,-0.7140916008079999
ACH-000278,-0.7220798084710001
ACH-000279,-0.680990539516
ACH-000280,-0.653245292219
ACH-000281,-0.6752089441949999
ACH-000288,-0.7387117718680001
ACH-000291,-0.608398558605
ACH-000293,-0.720190846332
ACH-000294,-0.643032255601
ACH-000295,-0.429982597096
ACH-000296,-0.919206171133
ACH-000302,-0.9021687770260001
ACH-000304,-1.3186458936
ACH-000307,-0.602316428599
ACH-000308,-0.728341407647
ACH-000310,-1.0714329061799999
ACH-000311,-0.6861036522149999
ACH-000312,-0.7720116291179999
ACH-000315,-0.8733690279459999
ACH-000316,-0.556766844862
ACH-000317,-0.663940128152
ACH-000318,-0.522575483711
ACH-000319,-0.646418267916
ACH-000320,-0.651779489414
ACH-000322,-0.679232658771
ACH-000323,-0.694816135504
ACH-000324,-0.783658764108
ACH-000329,-0.985494220446
ACH-000330,-0.564214357144
ACH-000331,-0.8798193190620001
ACH-000332,-0.76062050376
ACH-000334,-1.06046233297
ACH-000335,-0.50467448552
ACH-000336,-0.9583616396529999
ACH-000337,-0.409894848428
ACH-000339,-0.808907076822
ACH-000341,-0.858390945704
ACH-000348,-0.620392308198
ACH-000350,-0.605582763989
ACH-000352,-0.521201969443
ACH-000356,-0.47039612537299996
ACH-000361,-0.7147074884610001
ACH-000362,-0.6620780681239999
ACH-000363,-0.545743780113
ACH-000364,-0.7708696448710001
ACH-000365,-0.699033328943
ACH-000366,-0.861214182404
ACH-000368,-0.758826287275
ACH-000374,-0.553157647419
ACH-000375,-0.775615833827
ACH-000376,-0.671519653712
ACH-000381,-0.430058790792
ACH-000383,-0.966518301926
ACH-000387,-0.68678290014
ACH-000389,-0.7985553907809999
ACH-000390,-0.605181805066
ACH-000393,-0.7150029495110001
ACH-000395,-0.7589955483290001
ACH-000397,-0.771313283181
ACH-000401,-0.681238168142
ACH-000402,-0.682358368209
ACH-000403,-0.993526693107
ACH-000404,-0.465088787601
ACH-000406,-0.6493306886569999
ACH-000407,-0.686277569882
ACH-000408,-0.608090413656
ACH-000410,-0.8266874663070001
ACH-000411,-0.8506360576819999
ACH-000414,-0.838316620736
ACH-000415,-0.763813217564
ACH-000416,-0.7395695445020001
ACH-000420,-0.654422920769
ACH-000421,-0.7955892819499999
ACH-000424,-0.5954516726169999
ACH-000425,-0.9590659784350001
ACH-000426,-0.7522530567919999
ACH-000427,-0.997061620716
ACH-000433,-0.573075712808
ACH-000436,-1.00540200682
ACH-000444,-0.642790898319
ACH-000445,-0.717772785862
ACH-000448,-0.668857945688
ACH-000450,-0.648144076151
ACH-000452,-0.58546890755
ACH-000454,-0.603184314768
ACH-000458,-0.7098107442530001
ACH-000459,-0.375570128707
ACH-000460,-0.634203764242
ACH-000461,-0.677445753559
ACH-000463,-0.868267733143
ACH-000464,-0.884331164094
ACH-000466,-0.7144853668960001
ACH-000467,-0.6914452399690001
ACH-000468,-0.592200468469
ACH-000469,-0.670805229845
ACH-000470,-0.8804185306029999
ACH-000471,-0.664764209778
ACH-000472,-0.713636278703
ACH-000473,-0.8405993418629999
ACH-000475,-0.718469307358
ACH-000476,-0.540549886938
ACH-000477,-1.03246476579
ACH-000480,-0.6967135811540001
ACH-000481,-0.911069713478
ACH-000483,-0.481042040344
ACH-000484,-0.551366013425
ACH-000485,-0.8788791458480001
ACH-000486,-0.7489031098800001
ACH-000487,-0.995404883654
ACH-000488,-0.7259496011750001
ACH-000490,-0.913184278638
ACH-000491,-0.852938974345
ACH-000495,-0.684972615865
ACH-000496,-0.687308496786
ACH-000499,-0.5742259522959999
ACH-000500,-0.884245822614
ACH-000502,-0.858433429833
ACH-000503,-0.943103014042
ACH-000505,-0.7345892338359999
ACH-000507,-0.458020979885
ACH-000510,-0.598020178398
ACH-000511,-1.02746161061
ACH-000512,-0.889215701319
ACH-000516,-0.9721944714890001
ACH-000517,-0.8996281013609999
ACH-000518,-0.5900398712120001
ACH-000520,-0.777829997532
ACH-000521,-0.781683516941
ACH-000522,-0.8091438364569999
ACH-000524,-0.7100103287809999
ACH-000527,-0.58747571047
ACH-000528,-0.560731099652
ACH-000537,-0.597598135452
ACH-000541,-0.768346542586
ACH-000542,-0.8855199467470001
ACH-000544,-0.666571681633
ACH-000545,-0.613838849872
ACH-000547,-0.269860587605
ACH-000548,-0.8579244907250001
ACH-000549,-0.62064115838
ACH-000550,-0.560081479644
ACH-000552,-0.874967967739
ACH-000556,-0.766428855484
ACH-000557,-1.03550478345
ACH-000570,-0.7572620472339999
ACH-000571,-0.880112513293
ACH-000573,-0.679493559173
ACH-000576,-0.557315120828
ACH-000580,-0.9822324823019999
ACH-000584,-0.590699714534
ACH-000585,-0.7379211757999999
ACH-000588,-0.6904636712019999
ACH-000589,-0.686487400357
ACH-000591,-0.597110980618
ACH-000593,-0.603163218369
ACH-000600,-0.827955977096
ACH-000601,-0.7905418751209999
ACH-000604,-0.7732488480769999
ACH-000605,-0.6859321968269999
ACH-000606,-0.7009526380760001
ACH-000608,-1.2159465017
ACH-000614,-0.989341765863
ACH-000616,-0.7673506094679999
ACH-000618,-0.57450100978
ACH-000619,-0.86897011346
ACH-000620,-1.01572397957
ACH-000621,-0.860486138695
ACH-000622,-0.918494416683
ACH-000623,-0.711588953192
ACH-000624,-0.646191069744
ACH-000627,-0.7558450017280001
ACH-000630,-0.69380242541
ACH-000632,-0.63606874787
ACH-000633,-0.739547494989
ACH-000637,-0.689077179383
ACH-000638,-0.991171858467
ACH-000646,-0.926620888639
ACH-000647,-0.7649861851629999
ACH-000648,-0.763366927624
ACH-000649,-0.7322695278479999
ACH-000651,-0.6297791901600001
ACH-000652,-0.757898176056
ACH-000653,-0.7039012785109999
ACH-000657,-0.784710364666
ACH-000658,-0.6961105381910001
ACH-000661,-0.910519327914
ACH-000662,-0.40683163463699995
ACH-000663,-0.570786770784
ACH-000665,-0.731095113344
ACH-000671,-0.642280114694
ACH-000673,-0.8774995289409999
ACH-000676,-0.769341250633
ACH-000677,-0.7738789323
ACH-000681,-0.435808485966
ACH-000682,-0.629299247167
ACH-000683,-0.6842169665819999
ACH-000684,-0.592131145649
ACH-000688,-1.16239924957
ACH-000693,-0.5137203384660001
ACH-000694,-0.575168078418
ACH-000695,-0.850126155543
ACH-000696,-0.8005934841429999
ACH-000697,-0.636878348191
ACH-000699,-0.726062746371
ACH-000701,-0.7005225554889999
ACH-000706,-0.717117568252
ACH-000711,-1.00694004034
ACH-000713,-0.597637065313
ACH-000714,-0.018811722660599998
ACH-000718,-0.879986889312
ACH-000720,-0.774906798289
ACH-000721,-0.85528292706
ACH-000724,-0.9082846967939999
ACH-000725,-0.53874757482
ACH-000732,-0.6012038682109999
ACH-000734,-0.638840663264
ACH-000735,-0.620020175516
ACH-000736,-0.563093494249
ACH-000738,-0.917725031938
ACH-000746,-0.755916805323
ACH-000747,-0.565303186124
ACH-000748,-0.6539579905699999
ACH-000753,-0.544353304674
ACH-000756,-0.8697337779019999
ACH-000757,-0.744896071056
ACH-000758,-0.726947382554
ACH-000760,-0.61172505784
ACH-000763,-0.904962821601
ACH-000764,-0.8026795191509999
ACH-000765,-0.673695540204
ACH-000766,-1.0135530256799998
ACH-000767,-0.8219217390870001
ACH-000768,-0.8516482661310001
ACH-000769,-0.721745123239
ACH-000770,-0.803290005403
ACH-000771,-0.780890273538
ACH-000773,-0.739530422072
ACH-000776,-0.835023604586
ACH-000777,-0.698217876141
ACH-000778,-0.954688983158
ACH-000781,-0.618969926989
ACH-000782,-0.527609209252
ACH-000783,-1.14389303421
ACH-000784,-0.579420472329
ACH-000785,-0.8131926259219999
ACH-000787,-0.555584508003
ACH-000788,-0.6923738000949999
ACH-000791,-0.789571199639
ACH-000792,-0.938430672293
ACH-000794,-0.8122943903190001
ACH-000796,-0.8227772944480001
ACH-000799,-0.6112079211829999
ACH-000800,-0.722568375471
ACH-000802,-0.540798753808
ACH-000804,-1.0666076157200002
ACH-000805,-0.794224525331
ACH-000809,-0.750268985845
ACH-000810,-0.6995642275409999
ACH-000811,-0.7452712953139999
ACH-000817,-0.970383250123
ACH-000819,-0.8014326761380001
ACH-000820,-0.15684836567399998
ACH-000821,-0.346953693108
ACH-000822,-0.952012102175
ACH-000823,-0.588213028721
ACH-000824,-0.835982678798
ACH-000827,-0.702331940502
ACH-000829,-0.596317656946
ACH-000831,-0.544757949107
ACH-000832,-0.7444430256450001
ACH-000833,-0.803967478143
ACH-000834,-0.53035539431
ACH-000835,-0.615205411444
ACH-000836,-0.7179883034000001
ACH-000837,-0.567856522941
ACH-000838,-0.782300292154
ACH-000839,-0.734407745502
ACH-000840,-0.512198089715
ACH-000841,-0.743599371256
ACH-000843,-0.735934360027
ACH-000846,-1.03966210227
ACH-000847,-0.666219330862
ACH-000848,-0.314399515487
ACH-000849,-0.622593376217
ACH-000851,-0.873728049923
ACH-000855,-0.535512460791
ACH-000856,-0.6266282605269999
ACH-000858,-0.634167534916
ACH-000859,-0.5102755235649999
ACH-000861,-0.752981929148
ACH-000862,-0.552189561329
ACH-000865,-0.45165800324600003
ACH-000866,-0.695955891863
ACH-000867,-0.678578839886
ACH-000869,-0.5950583784619999
ACH-000872,-0.754406704085
ACH-000873,-0.8911468751010001
ACH-000876,-0.9359648371860001
ACH-000878,-0.45427283225000004
ACH-000880,-0.659007224212
ACH-000881,-0.941109083641
ACH-000882,-0.774038883797
ACH-000884,-0.64167388877
ACH-000885,-0.778006300387
ACH-000887,-0.734011324122
ACH-000888,-0.7899730286319999
ACH-000889,-0.659971104697
ACH-000890,-0.805169348898
ACH-000896,-0.544900517922
ACH-000898,-0.780901875826
ACH-000900,-0.8085526844159999
ACH-000901,-0.782143489999
ACH-000905,-0.62758821114
ACH-000906,-0.736960517983
ACH-000907,-0.831994750784
ACH-000910,-0.784202069677
ACH-000911,-0.571032129227
ACH-000912,-0.6039121051749999
ACH-000913,-0.462215547878
ACH-000915,-0.757463886895
ACH-000916,-0.590746047157
ACH-000917,-0.38885634440899997
ACH-000921,-0.7170777608329999
ACH-000924,-0.8092590248870001
ACH-000926,-0.7727622415629999
ACH-000928,-0.951517440766
ACH-000929,-0.684065604779
ACH-000932,-0.8123365292129999
ACH-000935,-0.59424858862
ACH-000936,-0.7504943549070001
ACH-000937,-1.06633780024
ACH-000938,-0.6863616599439999
ACH-000939,-0.649327811264
ACH-000941,-0.59798882279
ACH-000943,-0.632318093977
ACH-000946,-0.779469836729
ACH-000947,-0.6438718581180001
ACH-000948,-0.603463387482
ACH-000950,-0.505000183486
ACH-000953,-0.9682468698059999
ACH-000957,-0.840902257446
ACH-000958,-0.615253959769
ACH-000960,-0.994799253782
ACH-000963,-0.809169369096
ACH-000968,-0.577459517059
ACH-000969,-0.602614738173
ACH-000973,-0.869885589959
ACH-000974,-0.872848710866
ACH-000975,-0.8051442268510001
ACH-000976,-0.583054250756
ACH-000978,-0.604832062051
ACH-000980,-0.705282032116
ACH-000984,-0.9313856104880001
ACH-000986,-0.687493716711
ACH-000988,-0.653566067736
ACH-000993,-0.9115936541349999
ACH-000994,-0.836922163962
ACH-000996,-0.7235891394949999
ACH-001001,-0.6829169682330001
ACH-001020,-0.765016176556
ACH-001028,-0.762991502893
ACH-001031,-0.843236385713
ACH-001038,-0.8993342857600001
ACH-001048,-0.853833592133
ACH-001050,-0.923607170644
ACH-001053,-0.6216665570100001
ACH-001054,-0.705840795433
ACH-001061,-0.585303668286
ACH-001067,-0.7195270203309999
ACH-001075,-0.271500525813
ACH-001096,-0.704316167667
ACH-001128,-0.479644654573
ACH-001134,-0.7753034251250001
ACH-001151,-0.635462544949
ACH-001163,-0.665653250306
ACH-001164,-0.732478426708
ACH-001173,-0.856207509295
ACH-001183,-0.530783640231
ACH-001184,-0.876469967079
ACH-001190,-0.763779174532
ACH-001192,-0.636887920888
ACH-001193,-0.282465753408
ACH-001196,-0.6365425278279999
ACH-001197,-0.737018441804
ACH-001205,-1.04208576155
ACH-001211,-1.18283970461
ACH-001212,-1.27497004529
ACH-001228,-0.560924162263
ACH-001232,-0.736842921558
ACH-001239,-0.9421882163449999
ACH-001274,-0.843031541478
ACH-001275,-0.6890710683619999
ACH-001277,-0.774076980213
ACH-001278,-0.601321202649
ACH-001280,-1.3628258656999999
ACH-001283,-0.580353360406
ACH-001289,-0.8199531243510001
ACH-001295,-0.843844624802
ACH-001300,-0.781306977491
ACH-001301,-0.48049513561499996
ACH-001302,-0.97530096814
ACH-001303,-0.847614581135
ACH-001306,-0.705610608138
ACH-001318,-0.447819755225
ACH-001322,-0.820118700845
ACH-001328,-0.6852473853919999
ACH-001332,-0.7932923401299999
ACH-001333,-0.8499185056659999
ACH-001336,-0.796822043041
ACH-001340,-0.8302326409749999
ACH-001346,-0.783840732055
ACH-001353,-0.8259263554
ACH-001354,-0.726416483024
ACH-001367,-0.464678163531
ACH-001368,-0.68854746318
ACH-001374,-0.6986768506640001
ACH-001375,-0.578929454813
ACH-001377,-0.6584417554399999
ACH-001380,-0.739149464834
ACH-001391,-0.946954841329
ACH-001407,-0.723088306694
ACH-001408,-0.6832402450309999
ACH-001413,-0.8807327179610001
ACH-001430,-0.830644391946
ACH-001431,-0.796312191981
ACH-001450,-0.473932361456
ACH-001496,-0.724301464221
ACH-001500,-0.7675929979539999
ACH-001521,-0.713950489342
ACH-001523,-0.577919413732
ACH-001532,-0.705885497156
ACH-001536,-0.707929026572
ACH-001550,-0.572440190831
ACH-001552,-0.725556584907
ACH-001554,-0.677751031104
ACH-001645,-0.789925880388
ACH-001654,-0.789119647854
ACH-001715,-0.681615819924
ACH-001735,-0.92603361766
ACH-001736,-0.850003742095
ACH-001737,-0.785811867071
ACH-001740,-0.745090215341
ACH-001745,-0.8434896423170001
ACH-001750,-0.837072967579
ACH-001765,-0.684015780281
ACH-001956,-0.724795565388
ACH-001957,-0.652459125514
