,MKNK2 (2872)
ACH-000004,-0.36761005751500003
ACH-000007,0.17075058106
ACH-000009,-0.0652416855048
ACH-000011,0.165378853342
ACH-000012,-0.030437186538299996
ACH-000013,-0.111614478423
ACH-000014,-0.19063913448
ACH-000015,-0.0140799572324
ACH-000017,-0.019744593781599998
ACH-000018,-0.303627763665
ACH-000019,-0.532274189122
ACH-000021,-0.0292378655803
ACH-000022,-0.0338830263735
ACH-000025,-0.0470657922994
ACH-000028,-0.030621618250700002
ACH-000030,-0.09217277276149999
ACH-000035,-0.22802505979200002
ACH-000036,0.18923404201400001
ACH-000037,-0.282474059868
ACH-000039,-0.0405294563509
ACH-000040,-0.024821865886499997
ACH-000041,-0.199372347911
ACH-000042,0.15682859695
ACH-000045,-0.0041408383403200005
ACH-000047,-0.013740186533200001
ACH-000052,0.011646808663000002
ACH-000053,-0.0907643786025
ACH-000054,-0.0950878204418
ACH-000055,-0.0221988818945
ACH-000060,-0.0858127600392
ACH-000067,-0.21479268578299998
ACH-000070,-0.18474007669
ACH-000075,0.0378740473695
ACH-000078,-0.038398109787
ACH-000082,-0.11547008694399999
ACH-000085,0.135029580646
ACH-000086,-0.0564505886447
ACH-000087,-0.011679354357200002
ACH-000092,-0.23085130015
ACH-000095,-0.187283898913
ACH-000097,-0.11358414344000001
ACH-000098,-0.182609313303
ACH-000099,0.0295933418138
ACH-000108,-0.163065490843
ACH-000113,0.0195074960023
ACH-000115,-0.0006985830619689999
ACH-000116,-0.11654877475299999
ACH-000118,0.0207843520688
ACH-000120,-0.180940124776
ACH-000123,0.102756795008
ACH-000127,-0.189962276751
ACH-000128,-0.175604325105
ACH-000132,0.0471616326282
ACH-000133,-0.104225241699
ACH-000137,-0.0609192021251
ACH-000138,-0.00259165054861
ACH-000142,-0.276766102381
ACH-000143,-0.445702648203
ACH-000146,-0.197445464323
ACH-000148,-0.0013632309221800001
ACH-000150,-0.0728613674553
ACH-000152,-0.129373187883
ACH-000153,-0.017558539095999998
ACH-000159,-0.293458517152
ACH-000160,0.172561954442
ACH-000163,-0.36315888512199995
ACH-000167,-0.36935168118699996
ACH-000168,0.0465257674097
ACH-000169,-0.035351050698699996
ACH-000178,-0.0217796412181
ACH-000182,-0.0169851456274
ACH-000183,-0.0027405384757699996
ACH-000188,0.0203854896022
ACH-000189,-0.165970213609
ACH-000190,-0.257786504542
ACH-000198,0.057514855256
ACH-000204,0.174160092675
ACH-000206,-0.5202125130340001
ACH-000207,0.0182729384134
ACH-000211,-0.17250687104600002
ACH-000215,-0.144301803058
ACH-000221,-0.15832488079
ACH-000222,-0.121481243944
ACH-000223,-0.0194774391727
ACH-000226,0.0321138942524
ACH-000227,0.181741413246
ACH-000228,-0.105535776308
ACH-000231,-0.0873245126459
ACH-000232,0.221499048516
ACH-000233,-0.23801839793699997
ACH-000234,-0.28873574169
ACH-000235,-0.0865760375963
ACH-000237,-0.09506068253519999
ACH-000238,-0.08159581916110001
ACH-000243,-0.054394669014300005
ACH-000244,-0.24895977696999996
ACH-000246,-0.10188338532999999
ACH-000248,-0.14638243812899998
ACH-000250,0.00044026115836000003
ACH-000251,0.10685958244100001
ACH-000253,-0.0455769439202
ACH-000255,-0.121125837566
ACH-000256,-0.1095082649
ACH-000257,-0.253767815004
ACH-000258,0.365779533571
ACH-000259,0.0892506989573
ACH-000260,-0.177413286213
ACH-000261,-0.11695228280200001
ACH-000262,-0.231003621268
ACH-000263,-0.162382064694
ACH-000264,-0.103760295507
ACH-000265,0.0521432197273
ACH-000266,0.0331517612262
ACH-000272,-0.209138895003
ACH-000273,0.0633617911862
ACH-000274,-0.162873401749
ACH-000277,-0.282217909316
ACH-000278,-0.19723167924600002
ACH-000279,0.0119149684867
ACH-000280,-0.0412593650034
ACH-000281,0.165937545109
ACH-000288,-0.0530626763292
ACH-000291,-0.13545822499000001
ACH-000293,0.105230391973
ACH-000294,-0.0244318127637
ACH-000295,-0.058185805147
ACH-000296,-0.389782559679
ACH-000302,-0.26089382971
ACH-000304,-0.26526292724399997
ACH-000307,-0.044475944277599995
ACH-000308,-0.0280060185311
ACH-000310,0.107157448922
ACH-000311,0.0176011870996
ACH-000312,-0.126561391921
ACH-000315,-0.898143764288
ACH-000316,0.006594446715920001
ACH-000317,-0.0285362734439
ACH-000318,0.00812074467299
ACH-000319,-0.15638287155
ACH-000320,0.162216041288
ACH-000322,0.131859105749
ACH-000323,0.047034326089500006
ACH-000324,0.00105655753932
ACH-000329,0.338386821786
ACH-000330,0.137331007248
ACH-000331,-0.08456803571489999
ACH-000332,-0.103806145979
ACH-000334,-0.193518878542
ACH-000335,-0.152755422238
ACH-000336,-0.301177514642
ACH-000337,-0.297942268224
ACH-000339,-0.0579907977235
ACH-000341,-0.490094831473
ACH-000348,-0.09558956913170001
ACH-000350,0.148061225801
ACH-000352,-0.247472110628
ACH-000356,-0.10436837180700001
ACH-000361,-0.211369763068
ACH-000362,-0.24243140802299998
ACH-000363,-0.037968917792800004
ACH-000364,-0.08051390495579999
ACH-000365,-0.0873075711595
ACH-000366,-0.10517552036399999
ACH-000368,-0.135756446585
ACH-000374,0.0197962029302
ACH-000375,-0.229420037322
ACH-000376,0.011356634853499999
ACH-000381,-0.0134828741903
ACH-000383,-0.139115761308
ACH-000387,-0.011186779340899998
ACH-000389,0.000271869914871
ACH-000390,-0.0192142368073
ACH-000393,-0.0542991634401
ACH-000395,0.0181732928841
ACH-000397,-0.120200391783
ACH-000401,-0.394124459484
ACH-000402,-0.398677295678
ACH-000403,-0.13074208040899998
ACH-000404,0.17936723285300002
ACH-000406,-0.0614867848323
ACH-000407,0.0943936525424
ACH-000408,-0.0169505819041
ACH-000410,-0.136008180336
ACH-000411,0.036680391563699996
ACH-000414,-0.157941974309
ACH-000415,-0.08431674279889999
ACH-000416,-0.046559256134800005
ACH-000420,-0.298482673659
ACH-000421,-0.109856631493
ACH-000424,-0.118265120718
ACH-000425,-0.142878769103
ACH-000426,-0.202339575841
ACH-000427,-0.104566614356
ACH-000433,-0.323506010256
ACH-000436,-0.264372442581
