,CRTAC1 (55118)
ACH-000235,-0.06580435567630001
ACH-000237,-0.21879773323600002
ACH-000238,-0.13382953577
ACH-000243,-0.17234975020399998
ACH-000244,0.049764034417900005
ACH-000246,-0.217862612082
ACH-000248,-0.124183650986
ACH-000250,-0.20417646241
ACH-000251,-0.049942914714199996
ACH-000253,-0.0932079377066
ACH-000255,-0.173439206501
ACH-000256,-0.20694359348900002
ACH-000257,-0.0971527536607
ACH-000258,-0.0376088081484
ACH-000259,-0.111585581958
ACH-000260,-0.19098571203200002
ACH-000261,-0.0186559306473
ACH-000262,-0.19789291963300001
ACH-000263,0.209481474356
ACH-000264,-0.334768164843
ACH-000265,-0.209913481243
ACH-000266,-0.108701149294
ACH-000272,-0.147355058034
ACH-000273,-0.163588431521
ACH-000274,-0.081935568418
ACH-000277,-0.211366818343
ACH-000278,-0.0833292163497
ACH-000279,-0.11778965533399999
ACH-000280,-0.006467274762359999
ACH-000281,-0.155851307934
ACH-000288,-0.09505956245
ACH-000291,-0.23906661925900002
ACH-000293,-0.047351894063099996
ACH-000294,-0.14340119523800002
ACH-000295,-0.409189165565
ACH-000296,0.14293212871400002
ACH-000302,-0.0698077419612
ACH-000304,-0.272878787816
ACH-000307,-0.175062262274
ACH-000308,-0.114322243792
ACH-000310,-0.181650424972
ACH-000311,-0.20956007465999998
ACH-000312,-0.0757016372427
ACH-000315,-0.040970454960099996
ACH-000316,-0.215846347493
ACH-000317,-0.0303029291665
ACH-000318,-0.022973772269700002
ACH-000319,-0.111058541852
ACH-000320,-0.375510321606
ACH-000322,-0.0061384953762
ACH-000323,-0.00376874025352
ACH-000324,-0.127946486588
ACH-000329,-0.0188140845949
ACH-000330,-0.026487465104299997
ACH-000331,-0.219008185205
ACH-000332,-0.0932686893956
ACH-000334,0.184472439064
ACH-000335,-0.0993911746709
ACH-000336,0.038396430051000005
ACH-000337,-0.0772901810711
ACH-000339,-0.252203580629
ACH-000341,-0.278016699882
ACH-000348,-0.09569599235300001
ACH-000350,-0.150797192941
ACH-000352,-0.0702630892968
ACH-000356,-0.131336019753
ACH-000361,-0.0432733924266
ACH-000362,-0.060967320670000005
ACH-000363,-0.163576284679
ACH-000364,-0.017292792315
ACH-000365,0.0240553893139
ACH-000366,-0.15035990045800002
ACH-000368,-0.400418293711
ACH-000374,-0.165612351239
ACH-000375,-0.0788611699827
ACH-000376,-0.213722913633
ACH-000381,-0.0289523131202
ACH-000383,-0.109268290013
ACH-000387,-0.303866328009
ACH-000389,-0.281610628748
ACH-000390,-0.04505022468
ACH-000393,-0.21012666352099998
ACH-000395,-0.18300161448199997
ACH-000397,-0.0657203632773
ACH-000401,-0.603512935235
ACH-000402,0.0275308938849
ACH-000403,-0.18039937309
ACH-000404,0.150110144456
ACH-000406,-0.16133394160599998
ACH-000407,-0.215206134117
ACH-000408,-0.0480853375591
ACH-000410,-0.0986088902991
ACH-000411,-0.196762135541
ACH-000414,-0.069101961657
ACH-000415,-0.172099638227
ACH-000416,-0.054050762096999994
ACH-000420,-0.185090170047
ACH-000421,-0.12575595941
ACH-000424,0.0461555932234
ACH-000425,-0.228012501314
ACH-000426,-0.138252670103
ACH-000427,-0.17558060790399999
ACH-000433,0.0826779659263
ACH-000436,-0.0983573478799
ACH-000444,-0.0570111942474
ACH-000445,-0.106842710482
ACH-000448,-0.0533106062581
ACH-000450,-0.400533394925
ACH-000452,-0.17325151605500003
ACH-000454,-0.158150569933
ACH-000458,-0.18865838064399998
ACH-000459,-0.161853383342
ACH-000460,-0.158147490105
ACH-000461,-0.0561307737304
ACH-000463,-0.040094208345099996
ACH-000464,0.014872525606
ACH-000466,-0.0827316634244
ACH-000467,-0.039176055786900005
ACH-000468,-0.0154089370489
ACH-000469,-0.149377463996
ACH-000470,0.13100583455999998
ACH-000471,-0.10104693976500001
ACH-000472,-0.025058981797599997
ACH-000473,-0.0813439982048
ACH-000475,-0.231943171908
ACH-000476,-0.173909101446
ACH-000477,0.13319607253
ACH-000480,-0.23586996656300002
ACH-000481,-0.036129412889699994
ACH-000483,-0.170581468343
ACH-000484,0.285437147815
ACH-000485,0.0517783659373
ACH-000486,-0.0841721203582
ACH-000487,-0.0614712848259
ACH-000488,-0.104101968078
ACH-000490,-0.13210194979599998
ACH-000491,-0.126322421284
ACH-000495,-0.321504557507
ACH-000496,-0.122531351947
ACH-000499,-0.17039115080699999
ACH-000500,-0.461799898239
ACH-000502,-0.06286984578509999
ACH-000503,-0.30434930580499997
ACH-000505,-0.129269144729
ACH-000507,-0.077923975358
ACH-000510,-0.155669267513
ACH-000511,0.00984415467506
ACH-000512,-0.30021129261199997
ACH-000516,0.052746164016699994
ACH-000517,-0.0862316879569
ACH-000518,-0.0489545094395
ACH-000520,-0.111123602049
ACH-000521,-0.116914910589
ACH-000522,0.033488025729200004
ACH-000524,-0.288808338475
ACH-000527,-0.09373826056239999
ACH-000528,-0.10660940120899999
ACH-000537,-0.11681554811599999
ACH-000541,-0.069696081444
ACH-000542,-0.12683990489299998
ACH-000544,-0.189093287503
ACH-000545,-0.118137157551
ACH-000547,0.150751407945
ACH-000548,-0.345886116967
ACH-000549,-0.0343316887133
ACH-000550,-0.255947824393
ACH-000552,-0.259369343772
ACH-000556,-0.09567029985989998
ACH-000557,-0.158456015069
ACH-000570,-0.0893338227368
ACH-000571,-0.0546058932053
ACH-000573,-0.22083677617800002
ACH-000576,-0.292822077958
ACH-000580,0.12090693810799999
ACH-000584,-0.22595240486499998
ACH-000585,-0.34707639712
ACH-000588,-0.216976840848
ACH-000589,-0.141103279835
ACH-000591,0.0205026278588
ACH-000593,-0.355617201052
ACH-000600,-0.151558048613
ACH-000601,-0.20630312989500002
ACH-000604,-0.554134343644
ACH-000605,-0.13224183981899998
ACH-000606,-0.0467180338252
ACH-000608,-0.108506930728
ACH-000614,-0.183127957132
ACH-000616,-0.198117376625
ACH-000618,-0.224229184619
ACH-000619,-0.196685326399
ACH-000620,-0.175985860955
ACH-000621,-0.00365636334328
ACH-000622,-0.284053077022
ACH-000623,-0.34610337952
ACH-000624,-0.0958096946493
ACH-000627,-0.0864092479696
ACH-000630,-0.23154537966
ACH-000632,-0.0249073521147
ACH-000633,-0.0151907815945
ACH-000637,-0.117368256771
ACH-000638,-0.0332487905063
ACH-000646,-0.14763349615000002
ACH-000647,-0.266029240392
ACH-000648,-0.169132398947
ACH-000649,-0.0606038004512
ACH-000651,-0.224203725383
ACH-000652,-0.248979819455
ACH-000653,-0.126556696427
ACH-000657,-0.13206730887
ACH-000658,0.0231116224505
ACH-000661,-0.079826997348
ACH-000662,-0.269138603086
ACH-000663,0.09196699908919999
ACH-000665,-0.30867893906
ACH-000671,-0.23304918743500003
ACH-000673,-0.0885435609896
ACH-000676,-0.268518427834
ACH-000677,-0.354679168195
ACH-000681,-0.144103526324
ACH-000682,-0.09864535306939999
ACH-000683,-0.15024805327
ACH-000684,-0.107606055373
ACH-000688,-0.315467349846
ACH-000693,-0.250428970138
ACH-000694,-0.14278626773
ACH-000695,-0.128880461683
ACH-000696,-0.0742756640912
ACH-000697,-0.12958687295600002
ACH-000699,-0.074832572132
ACH-000701,0.0490881172674
ACH-000706,-0.10857436935900001
ACH-000711,-0.158428219664
ACH-000713,0.0479228389932
ACH-000714,-0.11445017598
ACH-000718,-0.17363896080400001
ACH-000720,-0.156477958002
ACH-000721,-0.0735341343419
ACH-000724,-0.274165059909
ACH-000725,0.250142697893
ACH-000732,-0.424636139177
ACH-000734,-0.08912987518610001
ACH-000735,-0.211940800788
ACH-000736,0.0315662166905
ACH-000738,-0.300159867069
ACH-000746,-0.0929260719564
ACH-000747,-0.237746170658
ACH-000748,0.0215555777722
ACH-000753,-0.00783005709144
ACH-000756,0.040334960825
ACH-000757,-0.335729204809
ACH-000758,-0.328745335714
ACH-000760,-0.173049172304
ACH-000763,-0.044914507308800006
ACH-000764,-0.308607104153
ACH-000765,-0.017511460600299997
ACH-000766,-0.192539649121
ACH-000767,-0.0627645366985
ACH-000768,-0.0695807419317
ACH-000769,0.050155166398
ACH-000770,-0.132924100459
ACH-000771,-0.120624990677
ACH-000773,-0.194962363739
ACH-000776,-0.120382799616
ACH-000777,-0.122845110166
ACH-000778,-0.056806840790499996
ACH-000781,-0.265454744047
ACH-000782,-0.303802597006
ACH-000783,-0.0621458337994
ACH-000784,-0.184632332106
ACH-000785,-0.19204228879299998
ACH-000787,-0.0969292345453
ACH-000788,-0.023949412942
ACH-000791,-0.14340643967
ACH-000792,-0.0691218781488
ACH-000794,-0.0645137192734
ACH-000796,-0.112634433913
ACH-000799,-0.157211889043
ACH-000800,0.168045890569
ACH-000802,-0.18396133645999999
ACH-000804,-0.174690333396
ACH-000805,-0.150622620353
ACH-000809,-0.22540279603
ACH-000810,-0.047983184436800004
ACH-000811,0.0263456333317
ACH-000817,-0.23874612457400002
ACH-000819,-0.17757415132399998
ACH-000820,-0.23168096471900002
ACH-000821,0.178160007737
ACH-000822,0.026943767252700004
ACH-000823,-0.00187269448879
ACH-000824,-0.11825162751700001
ACH-000827,-0.160147906111
ACH-000829,-0.262689742739
ACH-000831,-0.23949685351799999
ACH-000832,-0.24898215567899998
ACH-000833,-0.185608219381
ACH-000834,-0.127122145047
ACH-000835,-0.0145595289541
ACH-000836,-0.09578136094350001
ACH-000837,-0.081760114336
ACH-000838,-0.194574209712
ACH-000839,-0.007416939873020001
ACH-000840,-0.07219882991510002
ACH-000841,-0.191045986035
ACH-000843,-0.22602014479200003
ACH-000846,-0.0880157384583
ACH-000847,-0.23055832144000002
ACH-000848,-0.11165651009500001
ACH-000849,0.035351545091599997
ACH-000851,-0.17203217406399998
ACH-000855,-0.350559065262
ACH-000856,-0.0297221970041
ACH-000858,-0.047688490756099995
ACH-000859,0.0174941866166
ACH-000861,-0.24212010864999997
ACH-000862,-0.171858517599
ACH-000865,-0.155287756045
ACH-000866,-0.0326861874735
ACH-000867,-0.11420001435
ACH-000869,-0.0886820427077
ACH-000872,-0.150194678147
ACH-000873,0.0124484678166
ACH-000876,-0.0194922491911
ACH-000878,-0.222243496616
ACH-000880,-0.22136177387699998
ACH-000881,-0.022563340043599996
ACH-000882,-0.0338561973875
ACH-000884,-0.17189035023899998
ACH-000885,-0.17693484506499998
ACH-000887,-0.102798663216
ACH-000888,-0.102535143637
ACH-000889,-0.308659275129
ACH-000890,-0.040862907109800006
ACH-000896,-0.10927709544700001
ACH-000898,-0.171162251095
ACH-000900,-0.10815630464400001
ACH-000901,-0.144180905993
ACH-000905,-0.086752412721
ACH-000906,0.0369362498236
ACH-000907,-0.117208068244
ACH-000910,-0.026033374446499998
ACH-000911,-0.14384984762599998
ACH-000912,-0.17750964058
ACH-000913,0.0619833999175
ACH-000915,0.112135416643
ACH-000916,-0.5297077630879999
ACH-000917,0.0593099082964
ACH-000921,-0.0905109484297
ACH-000924,-0.188610452042
ACH-000926,-0.112672663929
ACH-000928,-0.064464188841
ACH-000929,-0.114622081877
ACH-000932,-0.0840168175372
ACH-000935,-0.197913664215
ACH-000936,-0.206637075288
ACH-000937,-0.0595642810874
ACH-000938,-0.09552031398160002
ACH-000939,-0.0910826631001
ACH-000941,-0.153555868158
ACH-000943,-0.113583907814
ACH-000946,-0.10060495842700001
ACH-000947,-0.261055868417
ACH-000948,-0.06850432917119999
ACH-000950,-0.056870507600300005
ACH-000953,-0.162174189037
ACH-000957,-0.111551358848
ACH-000958,-0.21344302917599997
ACH-000960,-0.0795303903273
ACH-000963,-0.407078870541
ACH-000968,-0.41555613566
ACH-000969,-0.08290204138849999
ACH-000973,-0.176582717331
ACH-000974,-0.0530653579796
ACH-000975,-0.19547570051399998
ACH-000976,-0.024621941406799998
ACH-000978,0.578879927248
ACH-000980,-0.13512732091
ACH-000984,-0.11286600412900001
ACH-000986,0.0275909998768
ACH-000988,-0.16192902883
ACH-000993,-0.28542481095600003
ACH-000994,-0.25380056865600004
ACH-000996,-0.0329988217985
ACH-001001,-0.300804650474
ACH-001020,-0.37415772515199996
ACH-001028,-0.10222977813100001
ACH-001031,-0.0930769075698
ACH-001038,-0.14290498955
ACH-001048,-0.150852235743
ACH-001050,-0.010075217196200002
ACH-001053,-0.197180730301
ACH-001054,-0.124814102809
ACH-001061,-0.10097156490800001
ACH-001067,0.129092867618
ACH-001075,-0.319644544863
ACH-001096,-0.05646852828459999
ACH-001128,0.193391124841
ACH-001134,-0.042380637416599996
ACH-001151,-0.225290521499
ACH-001163,-0.17472307182
ACH-001164,0.07994165857360001
ACH-001173,-0.0875076545455
ACH-001183,-0.131967570325
ACH-001184,-0.0672634275558
ACH-001190,-0.21499245115600002
ACH-001192,-0.0331527345076
ACH-001193,0.158128590382
ACH-001196,-0.20828183487
ACH-001197,-0.252558978922
ACH-001205,-0.0160522183053
ACH-001211,-0.38502154448700004
ACH-001212,-0.26807698176899997
ACH-001228,-0.11111263885099999
ACH-001232,-0.0904836201851
ACH-001239,-0.188326982909
ACH-001274,-0.277402174265
ACH-001275,-0.200380979571
ACH-001277,0.08622911856389999
ACH-001278,-0.104963605195
ACH-001280,0.17226439201699997
ACH-001283,0.0387604709726
ACH-001289,-0.22944414574900002
ACH-001295,-0.08379819153139999
ACH-001300,-0.061562239857
ACH-001301,-0.285744270055
ACH-001302,0.037067864812199994
ACH-001303,0.14201891598400002
ACH-001306,-0.05136225152459999
ACH-001318,-0.289984282619
ACH-001322,-0.0206360562864
ACH-001328,-0.196057355091
ACH-001332,0.0753838862725
ACH-001333,-0.20964110984499998
ACH-001336,-0.118267877916
ACH-001340,-0.055061864787599994
ACH-001346,-0.27920188130199997
ACH-001353,-0.029550762477500003
ACH-001354,-0.150964603816
ACH-001367,-0.35957529856299997
ACH-001368,-0.0676237549266
ACH-001374,-0.313131410776
ACH-001375,-0.13403408407099998
ACH-001377,-0.126549661478
ACH-001380,-0.145729464767
ACH-001391,-0.10063970532500001
ACH-001407,-0.19466491624600002
ACH-001408,0.08761289387880002
ACH-001413,-0.250043084621
ACH-001430,-0.045063164754400004
ACH-001431,-0.0069664483004700005
ACH-001450,0.0151518272667
ACH-001496,0.15745742809
ACH-001500,-0.21076192312199998
ACH-001521,-0.145445726248
ACH-001523,-0.029992835193500003
ACH-001532,-0.103007177221
ACH-001536,-0.31648072209899997
ACH-001550,-0.161218042031
ACH-001552,-0.131788314237
ACH-001554,-0.141291782644
ACH-001645,-0.21180017819299998
ACH-001654,-0.056224803937
ACH-001715,-0.575287583757
ACH-001735,-0.12068910140999999
ACH-001736,0.0319815765992
ACH-001737,-0.493803527545
ACH-001740,0.07160230913
ACH-001745,0.047662957234699994
ACH-001750,-0.251154218637
ACH-001765,-0.133848791691
ACH-001956,-0.14641635546499998
ACH-001957,-0.195141236868
