,AMER2 (219287)
ACH-001645,-0.5192744395669999
ACH-001654,-0.43749789639799996
ACH-001715,-0.341767521881
ACH-001735,-0.216740001053
ACH-001736,-0.32632353458200003
ACH-001737,0.10475199393899999
ACH-001740,-0.617830779004
ACH-001745,-0.428455965674
ACH-001750,-0.368620985091
ACH-001765,-0.36492597573799995
ACH-001956,-0.2537834117
ACH-001957,-0.266417759081
