,AMER2 (219287)
ACH-000004,-0.234809666448
ACH-000007,-0.478414266534
ACH-000009,-0.185973506636
ACH-000011,-0.257148104358
ACH-000012,-0.22172667068500002
ACH-000013,-0.317195851955
ACH-000014,-0.146111127171
ACH-000015,-0.379473992473
ACH-000017,-0.267486458132
ACH-000018,-0.311591066418
ACH-000019,-0.10152580143500001
ACH-000021,-0.30707637044799996
ACH-000022,-0.21212324626899998
ACH-000025,-0.168826877383
ACH-000028,-0.418046562504
ACH-000030,-0.366268422924
ACH-000035,-0.18478388104200003
ACH-000036,-0.17837033301600003
ACH-000037,-0.135938144748
ACH-000039,-0.171655484172
ACH-000040,-0.383538926572
ACH-000041,0.145210000788
ACH-000042,-0.547529856247
ACH-000045,-0.45366645465000005
ACH-000047,-0.165864426503
ACH-000052,-0.283028073702
ACH-000053,-0.21872895427900002
ACH-000054,-0.32799362143599997
ACH-000055,-0.15442763049799998
ACH-000060,-0.36561759628
ACH-000067,-0.423674584463
ACH-000070,-0.10228090891899999
ACH-000075,-0.18878300616500002
ACH-000078,-0.406049872716
ACH-000082,-0.186331208312
ACH-000085,-0.22557842561900002
ACH-000086,-0.201030030363
ACH-000087,-0.151347873701
ACH-000092,-0.283320398457
ACH-000095,-0.182137926691
ACH-000097,-0.23883795338599997
ACH-000098,-0.166541258833
ACH-000099,-0.330806177845
ACH-000108,-0.558956048548
ACH-000113,-0.489443037413
ACH-000115,-0.30466453519000003
ACH-000116,-0.338539886303
ACH-000118,-0.41259419586199997
ACH-000120,-0.33675775285
ACH-000123,-0.27695557283100003
ACH-000127,-0.314068328718
ACH-000128,-0.329922657621
ACH-000132,-0.58450276438
ACH-000133,-0.39173670083000006
ACH-000137,-0.489991457188
ACH-000138,-0.386186553815
ACH-000142,-0.28439003140999997
ACH-000143,-0.247801593955
ACH-000146,-0.0981528792498
ACH-000148,-0.410753666667
ACH-000150,-0.46723517318
ACH-000152,-0.418961225554
ACH-000153,-0.0500129308355
ACH-000159,-0.530649237596
ACH-000160,-0.197942876197
ACH-000163,-0.296234659816
ACH-000167,-0.297887824467
ACH-000168,-0.259553404821
ACH-000169,-0.306475511963
ACH-000178,-0.271023309695
ACH-000182,-0.652149435841
ACH-000183,-0.272417955831
ACH-000188,-0.40287578971500004
ACH-000189,-0.204811726937
ACH-000190,-0.162888561356
ACH-000198,-0.269802343375
ACH-000204,-0.242931635781
ACH-000206,-0.33560559447800004
ACH-000207,-0.20007694575999999
ACH-000211,-0.249046702846
ACH-000215,-0.279446441675
ACH-000221,-0.239856615143
ACH-000222,-0.36026827527800004
ACH-000223,-0.378091649203
ACH-000226,-0.153026416096
ACH-000227,-0.688553128115
ACH-000228,-0.506631020994
ACH-000231,-0.288386166093
ACH-000232,-0.31525346292399997
ACH-000233,-0.181827374708
ACH-000234,-0.463727064094
ACH-000235,-0.351093153883
ACH-000237,-0.176155190115
ACH-000238,-0.43587028006899997
ACH-000243,-0.20592161446199997
ACH-000244,-0.5073092121639999
ACH-000246,-0.236984097128
ACH-000248,-0.273430417394
ACH-000250,-0.288510373667
ACH-000251,-0.30769989014000004
ACH-000253,-0.26827850365600003
ACH-000255,-0.395921467925
ACH-000256,-0.0993728287144
ACH-000257,-0.0609012826604
ACH-000258,-0.13318994356799999
ACH-000259,-0.33139639868500004
ACH-000260,-0.22829974180999998
ACH-000261,-0.334736647888
ACH-000262,-0.435611271836
ACH-000263,-0.273622399785
ACH-000264,-0.292634866391
ACH-000265,-0.513321097012
ACH-000266,-0.40315412375299997
ACH-000272,-0.436064325612
ACH-000273,-0.10614237485
ACH-000274,-0.0973851158907
ACH-000277,-0.285945685018
ACH-000278,-0.07516292525639999
ACH-000279,-0.231223885309
ACH-000280,-0.280460196064
ACH-000281,-0.612091829995
ACH-000288,-0.39065054913900005
ACH-000291,-0.200976978883
ACH-000293,-0.308877736974
ACH-000294,-0.0162489117263
ACH-000295,-0.346101311902
ACH-000296,-0.233284752969
ACH-000302,-0.38485198675
ACH-000304,-0.49789105586099996
ACH-000307,-0.229015548481
ACH-000308,-0.386556360779
ACH-000310,-0.323519688737
ACH-000311,-0.30899533620700004
ACH-000312,-0.26724130941199997
ACH-000315,-0.749157785622
ACH-000316,-0.318036155606
ACH-000317,-0.34416457009999996
ACH-000318,-0.20668907173099998
ACH-000319,-0.228657047137
ACH-000320,-0.528437747357
ACH-000322,-0.21079931335299998
ACH-000323,-0.495877129409
ACH-000324,-0.288109314572
ACH-000329,-0.368793005476
ACH-000330,-0.361568209006
ACH-000331,-0.343178249968
ACH-000332,-0.205791081096
ACH-000334,-0.15349144348
ACH-000335,-0.0648632857119
ACH-000336,-0.24246681231999997
ACH-000337,-0.0549272518805
ACH-000339,-0.316464536064
ACH-000341,-0.467370202076
ACH-000348,-0.254003748453
ACH-000350,-0.257357420693
ACH-000352,-0.300706194139
ACH-000356,-0.27392897229
ACH-000361,-0.18922346930999998
ACH-000362,-0.255450561456
ACH-000363,-0.206427204427
ACH-000364,-0.386867241248
ACH-000365,-0.46094866243999993
ACH-000366,-0.325091254918
ACH-000368,-0.43624578194700003
ACH-000374,-0.44182943300599997
ACH-000375,-0.39402167600599997
ACH-000376,-0.22350189470600001
ACH-000381,-0.447271447266
ACH-000383,-0.384282133899
ACH-000387,-0.228253104572
ACH-000389,-0.31870291748199997
ACH-000390,-0.47371284209299996
ACH-000393,-0.392117337187
ACH-000395,-0.47029287795100005
ACH-000397,-0.123469699039
ACH-000401,-0.329275191448
ACH-000402,-0.45744691505
ACH-000403,-0.239440916149
ACH-000404,-0.18035878979699999
ACH-000406,-0.183719746346
ACH-000407,-0.08488008360089999
ACH-000408,-0.36841283226099997
ACH-000410,-0.183996458316
ACH-000411,-0.243127264419
ACH-000414,-0.320054602141
ACH-000415,-0.5961847340950001
ACH-000416,-0.37526108107
ACH-000420,-0.22354420107099998
ACH-000421,-0.276858420021
ACH-000424,-0.299192927043
ACH-000425,-0.401728382689
ACH-000426,-0.17660261849
ACH-000427,-0.324346479208
ACH-000433,-0.429625021792
ACH-000436,-0.148092902454
ACH-000444,-0.201083656762
ACH-000445,-0.207357591806
ACH-000448,-0.37680787992
ACH-000450,-0.35043203786
ACH-000452,-0.216154334508
ACH-000454,-0.166027060539
ACH-000458,-0.202227814583
ACH-000459,-0.15255720910999998
ACH-000460,-0.246594849021
ACH-000461,-0.24798781919
ACH-000463,-0.253400667475
ACH-000464,-0.123155309149
ACH-000466,-0.224408834739
ACH-000467,-0.23415881619000004
ACH-000468,-0.742063866211
ACH-000469,-0.0782849335814
ACH-000470,-0.0345187706746
ACH-000471,-0.31738862172800003
ACH-000472,-0.38543192118299996
ACH-000473,-0.263500561302
ACH-000475,-0.36046672043600003
ACH-000476,-0.42088933835299996
ACH-000477,-0.331634969405
ACH-000480,-0.25191881771499997
ACH-000481,-0.222486561571
ACH-000483,-0.292590033618
ACH-000484,-0.455865747181
ACH-000485,-0.442104144035
ACH-000486,-0.407346989189
ACH-000487,-0.238421457287
ACH-000488,-0.423129158609
ACH-000490,-0.16402582115599998
ACH-000491,-0.35855259587899996
ACH-000495,-0.18343638653
ACH-000496,-0.444850482442
ACH-000499,-0.307926844441
ACH-000500,0.036578230152099996
ACH-000502,-0.258108816943
ACH-000503,-0.0839296171631
ACH-000505,-0.317790714458
ACH-000507,-0.256917336374
ACH-000510,-0.385379338968
ACH-000511,-0.19065155788
ACH-000512,-0.388222917151
ACH-000516,-0.16303598604800001
ACH-000517,-0.223454372036
ACH-000518,-0.465628341801
ACH-000520,-0.074699198388
ACH-000521,-0.312348845891
ACH-000522,-0.28002347094700003
ACH-000524,-0.232831819239
ACH-000527,-0.243988248629
ACH-000528,-0.319086624658
ACH-000537,-0.23711832338000002
ACH-000541,-0.0105092558165
ACH-000542,-0.332988961562
ACH-000544,-0.18923499161
ACH-000545,-0.423198259429
ACH-000547,-0.24286570500100002
ACH-000548,-0.270537494852
ACH-000549,-0.240258871079
ACH-000550,-0.34044691702200003
ACH-000552,-0.45687527466000005
ACH-000556,-0.49693277104199995
ACH-000557,-0.7005516839720001
ACH-000570,-0.36260666285800003
ACH-000571,-0.197686382012
ACH-000573,-0.235240810971
ACH-000576,-0.245721893954
ACH-000580,-0.193566303293
ACH-000584,-0.182445627316
ACH-000585,-0.35010635608
ACH-000588,-0.051451361932800005
ACH-000589,-0.345394046764
ACH-000591,-0.19610887800500001
ACH-000593,-0.199772492395
ACH-000600,-0.204507285472
ACH-000601,-0.35086174374799994
ACH-000604,-0.022130565331900002
ACH-000605,-0.494847832635
ACH-000606,-0.252066800544
ACH-000608,-0.30323448235399997
ACH-000614,-0.0891052505263
ACH-000616,-0.460148697125
ACH-000618,-0.39065905349200003
ACH-000619,-0.319623980287
ACH-000620,-0.345719019679
ACH-000621,-0.191607970328
ACH-000622,-0.442062078548
ACH-000623,-0.277094771202
ACH-000624,-0.17974251179099998
ACH-000627,-0.34717882115000004
ACH-000630,-0.20232314528499998
ACH-000632,-0.30416885447700004
ACH-000633,-0.369505706874
ACH-000637,-0.450845827301
ACH-000638,-0.55905100837
ACH-000646,-0.5011645821490001
ACH-000647,-0.239122488523
ACH-000648,-0.447188381994
ACH-000649,-0.36634126748
ACH-000651,-0.436001974539
ACH-000652,-0.44403735829400004
ACH-000653,-0.18671894548
ACH-000657,-0.241197251402
ACH-000658,-0.0827155877774
ACH-000661,-0.346773779868
ACH-000662,-0.261084133502
ACH-000663,-0.29025317830499997
ACH-000665,-0.323500444703
ACH-000671,-0.41777251791599995
ACH-000673,-0.24659629037300002
ACH-000676,-0.0249106711578
ACH-000677,-0.499444538838
ACH-000681,-0.382637797565
ACH-000682,-0.372942813659
ACH-000683,-0.229768662982
ACH-000684,-0.323613108901
ACH-000688,-0.38311245821199996
ACH-000693,-0.28265055316599996
ACH-000694,-0.175168825541
ACH-000695,-0.185776711883
ACH-000696,-0.30848349423099997
ACH-000697,-0.0882539541381
ACH-000699,-0.30360317233
ACH-000701,-0.140458043518
ACH-000706,-0.181077352007
ACH-000711,-0.40591606867299995
ACH-000713,-0.109921509782
ACH-000714,-0.311799515596
ACH-000718,-0.41261186028200003
ACH-000720,-0.256423533105
ACH-000721,-0.27948019986699996
ACH-000724,-0.308233896114
ACH-000725,-0.346257054108
ACH-000732,-0.23417212874
ACH-000734,-0.346078639424
ACH-000735,-0.28117246640099997
ACH-000736,-0.137915045446
ACH-000738,-0.317556236632
ACH-000746,-0.07756645895650001
ACH-000747,-0.205228628384
ACH-000748,-0.164285829461
ACH-000753,-0.328455739267
ACH-000756,-0.28915693346500004
ACH-000757,-0.17269409184999998
ACH-000758,-0.305964130146
ACH-000760,-0.26460400328899997
ACH-000763,-0.508139864751
ACH-000764,-0.26081585218000003
ACH-000765,-0.349107465144
ACH-000766,-0.0890962747897
ACH-000767,-0.310043902966
ACH-000768,-0.459429291426
ACH-000769,-0.369438178934
ACH-000770,-0.342353318597
ACH-000771,-0.258269907192
ACH-000773,-0.38679384068800005
ACH-000776,-0.257870135792
ACH-000777,-0.40911589208800003
ACH-000778,-0.50047756532
ACH-000781,-0.306840382506
ACH-000782,-0.0595614633983
ACH-000783,-0.285444328396
ACH-000784,-0.445196043595
ACH-000785,-0.431667802732
ACH-000787,-0.250955741586
ACH-000788,-0.209348893441
ACH-000791,-0.42041752162199997
ACH-000792,-0.12006462242100001
ACH-000794,-0.556228693652
ACH-000796,-0.476626718912
ACH-000799,-0.320658461314
ACH-000800,-0.602402847398
ACH-000802,-0.260739146729
ACH-000804,-0.455679661612
ACH-000805,-0.47200229469099997
ACH-000809,-0.25866381669599997
ACH-000810,-0.00443037287541
ACH-000811,-0.281524089935
ACH-000817,-0.202793654269
ACH-000819,-0.542253826925
ACH-000820,0.190842727301
ACH-000821,-0.496087670963
ACH-000822,-0.23626027727499999
ACH-000823,-0.260134862837
ACH-000824,-0.30809319766
ACH-000827,-0.28722233053
ACH-000829,-0.281883526737
ACH-000831,-0.638369735717
ACH-000832,-0.451278825254
ACH-000833,-0.431687891065
ACH-000834,-0.360043541656
ACH-000835,-0.250897705806
ACH-000836,-0.35836001103299997
ACH-000837,-0.3592172512
ACH-000838,-0.384608127622
ACH-000839,-0.35970771608900004
ACH-000840,-0.246196681452
ACH-000841,-0.325166091058
ACH-000843,-0.330629662669
ACH-000846,-0.23626827174400003
ACH-000847,-0.37468721561499996
ACH-000848,-0.5694016210399999
ACH-000849,-0.138185052616
ACH-000851,-0.5022018385970001
ACH-000855,0.0146940597989
ACH-000856,-0.407326375518
ACH-000858,-0.34447186816799996
ACH-000859,-0.44969034539499997
ACH-000861,-0.293014934399
ACH-000862,-0.19533314792999998
ACH-000865,-0.21552900177200002
ACH-000866,-0.269189925615
ACH-000867,-0.237145687727
ACH-000869,-0.259585300432
ACH-000872,-0.459481902124
ACH-000873,-0.26046866087
ACH-000876,-0.41941384196000003
ACH-000878,-0.171432100922
ACH-000880,-0.42553094053499996
ACH-000881,-0.458442586205
ACH-000882,-0.37004141587399997
ACH-000884,-0.215528661428
ACH-000885,-0.42555463403300003
ACH-000887,-0.344555205645
ACH-000888,-0.292106522532
ACH-000889,-0.250046811809
ACH-000890,-0.6543437540470001
ACH-000896,-0.153814535925
ACH-000898,-0.375051750321
ACH-000900,-0.396320059951
ACH-000901,-0.307869243319
ACH-000905,-0.300681632416
ACH-000906,-0.453341414793
ACH-000907,-0.34890082942
ACH-000910,-0.5125048556930001
ACH-000911,-0.23927706786999997
ACH-000912,-0.291804193049
ACH-000913,-0.296856477419
ACH-000915,-0.289528613853
ACH-000916,0.157234923598
ACH-000917,-0.8301403033529999
ACH-000921,-0.25397293455
ACH-000924,-0.218182601978
ACH-000926,-0.388814913876
ACH-000928,-0.43303778173999996
ACH-000929,-0.22425973534200003
ACH-000932,-0.37994264969499997
ACH-000935,-0.173597427628
ACH-000936,-0.288964071745
ACH-000937,-0.225994087787
ACH-000938,-0.45377443296400005
ACH-000939,-0.100490456646
ACH-000941,-0.257696790596
ACH-000943,-0.296953611538
ACH-000946,-0.484914514755
ACH-000947,-0.428081909599
ACH-000948,-0.390312215726
ACH-000950,-0.565537381913
ACH-000953,-0.351665365716
ACH-000957,-0.43076072597900006
ACH-000958,-0.224359210299
ACH-000960,-0.39961802208
ACH-000963,-0.17291513268599998
ACH-000968,-0.307030583185
ACH-000969,-0.353335297874
ACH-000973,-0.276178853869
ACH-000974,-0.44269532891400004
ACH-000975,-0.48390735527900003
ACH-000976,-0.550889996237
ACH-000978,-0.608744771477
ACH-000980,-0.374853826611
ACH-000984,-0.6113115540940001
ACH-000986,-0.32719840216400004
ACH-000988,-0.561365335299
ACH-000993,-0.392198694005
ACH-000994,-0.565836838803
ACH-000996,-0.293270885122
ACH-001001,-0.350931432752
ACH-001020,-0.616884284057
ACH-001028,-0.24438567847399997
ACH-001031,-0.461759881138
ACH-001038,-0.29218645454500003
ACH-001048,-0.397715226338
ACH-001050,-0.123547924982
ACH-001053,-0.14906190439
ACH-001054,-0.19639554326499997
ACH-001061,-0.360960963294
ACH-001067,-0.28247682324
ACH-001075,-0.240846145208
ACH-001096,-0.40543523548199994
ACH-001128,-1.48161447763e-05
ACH-001134,-0.28817772464
ACH-001151,-0.36420487947999997
ACH-001163,-0.23541793568000002
ACH-001164,-0.26590993238
ACH-001173,-0.21698168756499997
ACH-001183,-0.30372844605099997
ACH-001184,-0.40600802283299997
ACH-001190,-0.34597263955799995
ACH-001192,-0.367328311691
ACH-001193,-0.438807411915
ACH-001196,-0.708187327453
ACH-001197,-0.10410418623400002
ACH-001205,-0.306925872903
ACH-001211,-0.404215642862
ACH-001212,0.0385661798065
ACH-001228,-0.271177151736
ACH-001232,-0.292461774821
ACH-001239,-0.352650121153
ACH-001274,-0.290356808303
ACH-001275,-0.210401946402
ACH-001277,-0.47721304243
ACH-001278,-0.27979418184
ACH-001280,-0.321003587544
ACH-001283,-0.395537627723
ACH-001289,-0.33831238869499997
ACH-001295,-0.23274269784600002
ACH-001300,-0.31475157112
ACH-001301,-0.238365620621
ACH-001302,-0.52770414871
ACH-001303,-0.20607608857
ACH-001306,-0.45930130106600003
ACH-001318,-0.0572791553761
ACH-001322,-0.204517615574
ACH-001328,-0.327915857554
ACH-001332,-0.328052323253
ACH-001333,-0.21706122073800002
ACH-001336,-0.46426391169200004
ACH-001340,-0.23262798378000002
ACH-001346,-0.268879264676
ACH-001353,-0.434680603013
ACH-001354,-0.224571478453
ACH-001367,-0.22538559997699997
ACH-001368,-0.31707162446
ACH-001374,-0.199764309393
ACH-001375,-0.17667465801100002
ACH-001377,-0.142515324881
ACH-001380,-0.5566983057680001
ACH-001391,-0.224967033844
ACH-001407,-0.345800314779
ACH-001408,-0.18107523419399998
ACH-001413,-0.22924845587099998
ACH-001430,-0.818273820689
ACH-001431,-0.445595402403
ACH-001450,-0.161516572537
ACH-001496,-0.28033052952599996
ACH-001500,-0.440782553792
ACH-001521,-0.238355299461
ACH-001523,-0.36143301387800003
ACH-001532,-0.274023849275
ACH-001536,-0.336651735938
ACH-001550,-0.161489641696
ACH-001552,-0.14832023938
ACH-001554,-0.27730461096700004
