,GGACT (87769)
ACH-000004,-0.127815452129
ACH-000007,-0.0843497674375
ACH-000009,0.10202153280500001
ACH-000011,-0.0938534865001
ACH-000012,-0.146191062135
ACH-000013,-0.203546322225
ACH-000014,-0.0456322370189
ACH-000015,-0.184683206708
ACH-000017,0.0659975167724
ACH-000018,-0.0989587499244
ACH-000019,-0.114812589301
ACH-000021,-0.0292146298124
ACH-000022,-0.10901275183499999
ACH-000025,0.0329819109529
ACH-000028,-0.168333581725
ACH-000030,-0.05574924585530001
ACH-000035,-0.037199099372400006
ACH-000036,-0.0335782035563
ACH-000037,-0.171147649474
ACH-000039,-0.0152637748012
ACH-000040,0.0480878350224
ACH-000041,-0.19757487601100002
ACH-000042,-0.137195365678
ACH-000045,-0.11659701571100001
ACH-000047,-0.11524870486300001
ACH-000052,0.007143912568140001
ACH-000053,0.0237255491133
ACH-000054,-0.0577230924179
ACH-000055,0.052271381227500004
ACH-000060,-0.08064027280069999
ACH-000067,0.0163466013056
ACH-000070,-0.033326157274099995
ACH-000075,-0.11805044989399999
ACH-000078,-0.108693298825
ACH-000082,-0.134741613636
ACH-000085,-0.146715494867
ACH-000086,-0.0205923081437
ACH-000087,-0.291282271326
ACH-000092,-0.019833493323500002
ACH-000095,-0.0828807498377
ACH-000097,-0.15972968772600002
ACH-000098,-0.151433159484
ACH-000099,-0.006989947229060001
ACH-000108,-0.283803278858
ACH-000113,0.028714445312200004
ACH-000115,-0.08993119598020001
ACH-000116,-0.0574008771846
ACH-000118,-0.103220531054
ACH-000120,-0.05142827007569999
ACH-000123,-0.13863921378
ACH-000127,-0.0644604208655
ACH-000128,-0.125854924378
ACH-000132,-0.29877135366700003
ACH-000133,0.0829839578738
ACH-000137,-0.24333766823300002
ACH-000138,-0.10377407337000001
ACH-000142,-0.162046905493
ACH-000143,-0.09273187555089998
ACH-000146,-0.125014121757
ACH-000148,-0.10915641140999999
ACH-000150,-0.202203240514
ACH-000152,0.0211137295167
ACH-000153,-0.1383763574
ACH-000159,-0.136017977355
ACH-000160,-0.0534349381205
ACH-000163,-0.31377993139800003
ACH-000167,0.29285206242600004
ACH-000168,-0.0729631375621
ACH-000169,-0.034413740845699994
ACH-000178,-0.176361782225
ACH-000182,-0.135760741042
ACH-000183,-0.29570625491
ACH-000188,-0.10547696307700001
ACH-000189,0.0868788587095
ACH-000190,0.0937342271823
ACH-000198,-0.0156536821669
ACH-000204,-0.0036793617062
ACH-000206,-0.05239285868969999
ACH-000207,-0.144553675903
ACH-000211,-0.052922731464099995
ACH-000215,-0.0802229690206
ACH-000221,-0.238626251268
ACH-000222,0.019438795941599998
ACH-000223,-0.113905320954
ACH-000226,0.23450935205600001
ACH-000227,0.130551579138
ACH-000228,-0.09823453679439999
ACH-000231,-0.154875470866
ACH-000232,-0.288224116165
ACH-000233,-0.123353768685
ACH-000234,-0.128760974085
ACH-000235,-0.0419425787647
ACH-000237,-0.0775716267748
ACH-000238,-0.24154670156
ACH-000243,-0.00586243550111
ACH-000244,-0.18086208639899998
ACH-000246,-0.052330072973499994
ACH-000248,-0.0272746627623
ACH-000250,-0.0855385868295
ACH-000251,-0.212367486976
ACH-000253,-0.024415635038700003
ACH-000255,-0.09267994869210001
ACH-000256,-0.0879337279153
ACH-000257,-0.390500949392
ACH-000258,-0.157081022521
ACH-000259,-0.08839030772880001
ACH-000260,-0.019840744821099997
ACH-000261,-0.0322715731866
ACH-000262,-0.014499340825399998
ACH-000263,-0.105302699719
ACH-000264,-0.322105344122
ACH-000265,-0.08193962909989999
ACH-000266,-0.115083918477
ACH-000272,-0.09300426750980001
ACH-000273,-0.150093909099
ACH-000274,-0.0927323049728
ACH-000277,0.0222116163571
ACH-000278,-0.026420352695900002
ACH-000279,-0.0716148611857
ACH-000280,-0.139331254353
ACH-000281,-0.25492174186
ACH-000288,-0.151084923793
ACH-000291,0.111616336877
ACH-000293,0.121134827132
ACH-000294,-0.0899947035154
ACH-000295,-0.0816794139245
ACH-000296,-0.184215351603
ACH-000302,-0.14979552048800002
ACH-000304,-0.18165695923500003
ACH-000307,0.030842894281
ACH-000308,-0.123269849214
ACH-000310,-0.19592445918499998
ACH-000311,-0.22441025734
ACH-000312,-0.22046843538600003
ACH-000315,-0.242811216984
ACH-000316,0.12071955777599999
ACH-000317,0.0829137674797
ACH-000318,-0.11807924636499999
ACH-000319,-0.217059309285
ACH-000320,-0.0199845372264
ACH-000322,-0.09584065985069999
ACH-000323,-0.16040687029200001
ACH-000324,-0.0188760852813
ACH-000329,-0.0884405520579
ACH-000330,-0.0808086984993
ACH-000331,0.00579385503239
ACH-000332,-0.0642222406238
ACH-000334,-0.160021130112
ACH-000335,-0.155532325671
ACH-000336,-0.137132851171
ACH-000337,0.187505757389
ACH-000339,-0.124834668414
ACH-000341,-0.182009523373
ACH-000348,-0.100086192934
ACH-000350,-0.0619098093807
ACH-000352,-0.03425509031000001
ACH-000356,0.018043823112700003
ACH-000361,-0.0933643083398
ACH-000362,-0.0572227633021
ACH-000363,-0.184350601739
ACH-000364,-0.20115874020799998
ACH-000365,-0.170204485981
ACH-000366,-0.164340597334
ACH-000368,-0.21554272781599998
ACH-000374,-0.15402410834000002
ACH-000375,-0.0445105249245
ACH-000376,-0.120576052491
ACH-000381,-0.196710092546
ACH-000383,-0.0990864411036
ACH-000387,0.0164503986279
ACH-000389,-0.135296716978
ACH-000390,-0.0458437124579
ACH-000393,0.00212595853028
ACH-000395,-0.10000405944299999
ACH-000397,-0.106195611
ACH-000401,-0.038440486519
ACH-000402,-0.36535270564800004
ACH-000403,0.0257454009374
ACH-000404,-0.0634237571968
ACH-000406,-0.05954584700019999
ACH-000407,-0.23067133586
ACH-000408,0.104591512215
ACH-000410,-0.0805015830203
ACH-000411,0.0678576775995
ACH-000414,0.0111958318976
ACH-000415,-0.093784261018
ACH-000416,-0.163765543791
ACH-000420,-0.281579368416
ACH-000421,0.0696782073897
ACH-000424,0.188031771801
ACH-000425,-0.117993564265
ACH-000426,-0.0597205135075
ACH-000427,-0.36097877534999995
ACH-000433,-0.13141644737
ACH-000436,0.224845161247
ACH-000444,-0.052711911138899996
ACH-000445,-0.166752378131
ACH-000448,-0.126671340317
ACH-000450,0.0103526923265
ACH-000452,-0.116088886376
ACH-000454,-0.219521035287
ACH-000458,0.0304961535293
ACH-000459,-0.145944480436
ACH-000460,-0.0761367178586
ACH-000461,-0.08596276569080001
ACH-000463,-0.112285539965
ACH-000464,-0.0681779673044
ACH-000466,0.0813830498796
ACH-000467,0.0251225465997
ACH-000468,-0.179177046349
ACH-000469,0.012238284193
ACH-000470,0.0426120793211
ACH-000471,-0.0847769597876
ACH-000472,-0.0560559399056
ACH-000473,-0.034775460168599996
ACH-000475,-0.0778485970831
ACH-000476,-0.031989651503599996
ACH-000477,-0.306132833941
ACH-000480,-0.115751742137
ACH-000481,-0.107313755846
ACH-000483,-0.0217392258549
ACH-000484,-0.5431360292840001
ACH-000485,-0.0901823141564
ACH-000486,-0.0912691743185
ACH-000487,-0.06427684745680001
ACH-000488,-0.022190101559500002
ACH-000490,-0.0703631874366
ACH-000491,-0.23577442026599998
ACH-000495,-0.0142800303088
ACH-000496,-0.24654203014000003
ACH-000499,-0.060652427954699994
ACH-000500,-0.0566991846689
ACH-000502,0.036298298304499994
ACH-000503,0.30967600090999997
ACH-000505,-0.044470223998
ACH-000507,-0.186898390914
ACH-000510,-0.149007573683
ACH-000511,-0.07820941452439999
ACH-000512,-0.153479310511
ACH-000516,-0.10686335002399999
ACH-000517,-0.058999973652499996
ACH-000518,-0.0855215099254
ACH-000520,0.0180963230972
ACH-000521,-0.0510592450085
ACH-000522,-0.116090526132
ACH-000524,-0.0438123270661
ACH-000527,-0.0223323382596
ACH-000528,-0.0735583747733
ACH-000537,-0.179830217063
ACH-000541,-0.0441717033908
ACH-000542,-0.126862318241
ACH-000544,-0.184310321082
ACH-000545,-0.023690858881299997
ACH-000547,-0.277852843537
ACH-000548,-0.11175126178
ACH-000549,-0.105359596211
ACH-000550,-0.06386839456809999
ACH-000552,-0.0946985336185
ACH-000556,-0.06342253172590001
ACH-000557,-0.06771064183759999
ACH-000570,-0.163714337652
ACH-000571,-0.155221008026
ACH-000573,-0.319778779371
ACH-000576,-0.042126889024099994
ACH-000580,-0.21441675667800003
ACH-000584,-0.30817182669599996
ACH-000585,-0.0907391774404
ACH-000588,-0.06874832030460001
ACH-000589,-0.112995049751
ACH-000591,-0.0689141009767
ACH-000593,0.0776726274758
ACH-000600,-0.051227849319
ACH-000601,-0.0340846564645
ACH-000604,-0.471747773687
ACH-000605,0.135181027866
ACH-000606,0.08127942740249999
ACH-000608,-0.039275199957599996
ACH-000614,0.016309526526299998
ACH-000616,-0.270249717075
ACH-000618,-0.0662611527131
ACH-000619,-0.216450639169
ACH-000620,-0.0172619867045
ACH-000621,0.163470702805
ACH-000622,-0.301013502792
ACH-000623,-0.104050778572
ACH-000624,-0.14202698081499998
ACH-000627,-0.0603312097803
ACH-000630,0.0173758248926
ACH-000632,-0.0828965278674
ACH-000633,0.0579505414198
ACH-000637,-0.118267493976
ACH-000638,-0.08615907606310001
ACH-000646,0.0886654047818
ACH-000647,-0.0824449119954
ACH-000648,-0.0736511955372
ACH-000649,0.019653407064099997
ACH-000651,-0.255546171269
ACH-000652,-0.302908022718
ACH-000653,-0.10380915355900001
ACH-000657,-0.0410222327171
ACH-000658,0.04508005765869999
ACH-000661,-0.19186845524799997
ACH-000662,0.150570465222
ACH-000663,0.30441902344
ACH-000665,-0.122472876282
ACH-000671,-0.09012227369789999
ACH-000673,-0.0296851313877
ACH-000676,0.062191238383300006
ACH-000677,-0.0847476015464
ACH-000681,0.0163504822446
ACH-000682,-0.149971057838
ACH-000683,-0.18054765753
ACH-000684,0.09312684259289998
ACH-000688,-0.221106844065
ACH-000693,-0.21201288544500002
ACH-000694,-0.14111627117699999
ACH-000695,0.0267970648347
ACH-000696,-0.166466963468
ACH-000697,0.112491815832
ACH-000699,0.010287003689
ACH-000701,0.0475506989991
ACH-000706,-0.0027506529250799997
ACH-000711,-0.019157142266099998
ACH-000713,0.046561524561900006
ACH-000714,-0.26628296195900003
ACH-000718,-0.156499321281
ACH-000720,-0.124112659761
ACH-000721,-0.035950259050300006
ACH-000724,-0.028791195912000002
ACH-000725,-0.0999907901639
ACH-000732,-0.0254124666586
ACH-000734,-0.0362030809358
ACH-000735,-0.07912491156280001
ACH-000736,-0.07452105107769999
ACH-000738,-0.029431735150200002
ACH-000746,0.024758289140499996
ACH-000747,-0.0995723396253
ACH-000748,-0.192181585885
ACH-000753,-0.0564895572187
ACH-000756,-0.172293854589
ACH-000757,0.0293289297955
ACH-000758,-0.073270222141
ACH-000760,-0.07138837001360002
ACH-000763,0.213953211864
ACH-000764,-0.145114493615
ACH-000765,-0.300430715162
ACH-000766,-0.0895322577365
ACH-000767,-0.26795014617400004
ACH-000768,-0.09448709007369999
ACH-000769,-0.0390129525624
ACH-000770,-0.15804643357599998
ACH-000771,-0.0449481212977
ACH-000773,-0.12950694478299998
ACH-000776,-0.266297561388
ACH-000777,-0.0840029583017
ACH-000778,0.0208976876122
ACH-000781,-0.09647177380380001
ACH-000782,-0.208576509633
ACH-000783,0.044551043855800006
ACH-000784,-0.149568167621
ACH-000785,-0.0947168325201
ACH-000787,-0.07534032180269999
ACH-000788,-0.040702409137199996
ACH-000791,-0.14892095012499998
ACH-000792,-0.0411957446421
ACH-000794,-0.161830888999
ACH-000796,-0.0958844401904
ACH-000799,-0.013878222337200001
ACH-000800,-0.0868916188896
ACH-000802,-0.225917791349
ACH-000804,-0.152533757029
ACH-000805,-0.12712468480900002
ACH-000809,-0.017104181344399998
ACH-000810,0.27399255557700003
ACH-000811,-0.118680010349
ACH-000817,0.00534886309612
ACH-000819,-0.00667124988897
ACH-000820,-0.236601967545
ACH-000821,-0.102067337782
ACH-000822,-0.00617186225568
ACH-000823,-0.102733546064
ACH-000824,-0.117598224438
ACH-000827,-0.126257454702
ACH-000829,-0.0389322283165
ACH-000831,-0.180339258183
ACH-000832,0.0514210961304
ACH-000833,0.058910466968900004
ACH-000834,-0.0831914737356
ACH-000835,-0.050298303438
ACH-000836,-0.174995741387
ACH-000837,-0.0670750965386
ACH-000838,-0.0280866927165
ACH-000839,-0.0766295009622
ACH-000840,-0.133611012688
ACH-000841,0.117419790737
ACH-000843,-0.164259083406
ACH-000846,-0.0426917174106
ACH-000847,-0.284702804084
ACH-000848,-0.0863695150684
ACH-000849,-0.163673398444
ACH-000851,-0.127170017775
ACH-000855,-0.0442579545452
ACH-000856,-0.145311732841
ACH-000858,-0.08536024031199999
ACH-000859,-0.36564655261699996
ACH-000861,0.00023907546765799997
ACH-000862,-0.09864548938439999
ACH-000865,-0.0657186361156
ACH-000866,-0.11066214913599999
ACH-000867,-0.0542723646818
ACH-000869,-0.024545711202199998
ACH-000872,-0.0557877497589
ACH-000873,-0.232785852401
ACH-000876,0.11719079000299999
ACH-000878,0.0114901076165
ACH-000880,-0.182647123118
ACH-000881,-0.0246309965373
ACH-000882,-0.10635449448699999
ACH-000884,-0.244937567819
ACH-000885,-0.07073187017469999
ACH-000887,-0.12924781208699998
ACH-000888,-0.0997765287987
ACH-000889,-0.0913658503078
ACH-000890,-0.254690835886
ACH-000896,-0.0578887839578
ACH-000898,0.0357646485707
ACH-000900,0.0362154537754
ACH-000901,-0.06077638649230001
ACH-000905,-0.20140913493
ACH-000906,-0.22098043369000003
ACH-000907,-0.108458406588
ACH-000910,-0.053369612350699994
ACH-000911,-0.133601791268
ACH-000912,0.00680483603822
ACH-000913,-0.11958838511299999
ACH-000915,-0.036527086032699996
ACH-000916,0.187338003935
ACH-000917,-0.06795375542219999
ACH-000921,-0.039405999283199995
ACH-000924,-0.167909558519
ACH-000926,-0.0466048632412
ACH-000928,-0.137620702121
ACH-000929,0.00666660550131
ACH-000932,-0.0390041803058
ACH-000935,-0.262590863816
ACH-000936,-0.07001310590200001
ACH-000937,-0.159019643288
ACH-000938,-0.049418431526499995
ACH-000939,-0.0201626024307
ACH-000941,0.0308861419723
ACH-000943,-0.073176184268
ACH-000946,-0.110872795966
ACH-000947,-0.147819922357
ACH-000948,0.0412400011844
ACH-000950,-0.270650688102
ACH-000953,-0.22546747387200003
ACH-000957,-0.146010807084
ACH-000958,-0.0193180480683
ACH-000960,-0.15125012761700002
ACH-000963,-0.167912544662
ACH-000968,-0.141148638928
ACH-000969,0.181171398395
ACH-000973,-0.152152544458
ACH-000974,-0.0985339559092
ACH-000975,-0.0985932031273
ACH-000976,-0.0804824867158
ACH-000978,0.22845850348700003
ACH-000980,-0.21466038723900002
ACH-000984,0.02213311975
ACH-000986,0.0949586020585
ACH-000988,-0.238383656217
ACH-000993,-0.22555278313299998
ACH-000994,-0.22495242864999998
ACH-000996,0.045989337025899996
ACH-001001,-0.0988099915336
ACH-001020,-0.130422887392
ACH-001028,-0.09421836912260001
ACH-001031,-0.0578109278668
ACH-001038,-0.0561312903486
ACH-001048,0.017030695991700002
ACH-001050,-0.284602787764
ACH-001053,-0.206009186142
ACH-001054,-0.23053760681899998
ACH-001061,-0.0367610179086
ACH-001067,-0.156096151545
ACH-001075,0.040221770941
ACH-001096,-0.11466064125099999
ACH-001128,0.0170455204536
ACH-001134,-0.0891640364663
ACH-001151,-0.182271538916
ACH-001163,-0.043590651540000004
ACH-001164,-0.06559803350940001
ACH-001173,-0.075945390817
ACH-001183,-0.10568439638699999
ACH-001184,-0.10426404690199999
ACH-001190,-0.0425428173305
ACH-001192,-0.033385238736700004
ACH-001193,-0.08003308878410001
ACH-001196,-0.021820880474400003
ACH-001197,0.146766757996
ACH-001205,0.0273720772859
ACH-001211,0.0662208128349
ACH-001212,-0.362224755785
ACH-001228,-0.0493823636799
ACH-001232,0.0143785175703
ACH-001239,-0.148516675357
ACH-001274,-0.039941396807400005
ACH-001275,-0.058112986695
ACH-001277,0.0165460895506
ACH-001278,-0.275180519673
ACH-001280,-0.110472899397
ACH-001283,-0.20920379198300001
ACH-001289,-0.0882826025145
ACH-001295,-0.10542044316299999
ACH-001300,-0.245142214387
ACH-001301,-0.207327089391
ACH-001302,-0.296004170427
ACH-001303,-0.0922799114136
ACH-001306,-0.20177859958299998
ACH-001318,-0.16885097908799998
ACH-001322,-0.0647548313537
ACH-001328,-0.236201854748
ACH-001332,-0.0369552731736
ACH-001333,-0.10111274029100001
ACH-001336,-0.0153012455984
ACH-001340,0.021716620211099998
ACH-001346,-0.155354875068
ACH-001353,-0.0801186927813
ACH-001354,-0.261355307159
ACH-001367,-0.11812466292099999
ACH-001368,-0.0716957433248
ACH-001374,-0.503423030554
ACH-001375,-0.257687214834
ACH-001377,0.0266551769474
ACH-001380,-0.23501147956799998
ACH-001391,0.131621055472
ACH-001407,-0.08415500432330002
ACH-001408,0.055123539247900005
ACH-001413,-0.0209677048365
ACH-001430,-0.312698417723
ACH-001431,-0.234102502426
ACH-001450,-0.193601886432
ACH-001496,-0.159203799188
ACH-001500,-0.0415883558423
ACH-001521,0.177484343664
ACH-001523,-0.073312200355
ACH-001532,-0.026771489029599995
ACH-001536,-0.225087284355
ACH-001550,0.00458271876696
ACH-001552,-0.31564213722199996
ACH-001554,-0.044396798363
ACH-001645,-0.15203136277
ACH-001654,-0.195810653054
ACH-001715,0.158050986108
ACH-001735,-0.100494423971
ACH-001736,-0.125282031201
ACH-001737,-0.096221560901
ACH-001740,-0.125593235095
ACH-001745,0.08127568386350001
ACH-001750,-0.09277025892819998
ACH-001765,-0.14293655783
ACH-001956,-0.050390942099000004
ACH-001957,-0.10751304559000001
