,TXN (7295)
ACH-000374,-1.7759552689099998
ACH-000375,-1.13690648295
ACH-000376,-1.2038510381999998
ACH-000381,-1.8265418186400002
ACH-000383,-1.68222353823
ACH-000387,-1.27017286026
ACH-000389,-1.47337833664
ACH-000390,-1.14639781435
ACH-000393,-1.50317850139
ACH-000395,-1.54801321269
ACH-000397,-1.4978324490000001
ACH-000401,-1.27087884987
ACH-000402,-0.674727554314
ACH-000403,-1.1295402429799999
ACH-000404,-1.36765682549
ACH-000406,-1.3273590048200001
ACH-000407,-1.46910727061
ACH-000408,-1.2662345323
ACH-000410,-1.32789428077
ACH-000411,-1.18039810451
ACH-000414,-1.26557008499
ACH-000415,-1.09710012615
ACH-000416,-1.1327194081299998
ACH-000420,-1.23227121607
ACH-000421,-1.48648932435
ACH-000424,-1.4820552581600002
ACH-000425,-1.6357321753100003
ACH-000426,-1.93963162375
ACH-000427,-1.41286794977
ACH-000433,-1.33164372239
ACH-000436,-1.4715137756099999
ACH-000444,-1.57228912939
ACH-000445,-1.26454335842
ACH-000448,-1.5820913300900001
ACH-000450,-1.70576030628
ACH-000452,-1.19655355771
ACH-000454,-1.35094368424
ACH-000458,-1.2607015745
ACH-000459,-0.961468842448
ACH-000460,-1.4564568050100002
ACH-000461,-1.3448142520700002
ACH-000463,-1.24940548693
ACH-000464,-1.2114875115500001
ACH-000466,-1.0782861939
ACH-000467,-1.6325275231
ACH-000468,-1.5122235812600002
ACH-000469,-1.3320821647799999
ACH-000470,-1.4913649869499999
ACH-000471,-1.3135728315700002
ACH-000472,-1.5489263863999998
ACH-000473,-1.47308791078
ACH-000475,-0.951242413406
ACH-000476,-1.6788034699
ACH-000477,-2.48144552185
ACH-000480,-1.6293531001800001
ACH-000481,-1.0899858577
ACH-000483,-1.39935812022
ACH-000484,-1.0242433061799998
ACH-000485,-1.5478481839700002
ACH-000486,-1.46683955683
ACH-000487,-1.3321579886200001
ACH-000488,-1.06373437888
ACH-000490,-1.1180330474299998
ACH-000491,-1.6558810823899999
ACH-000495,-1.50162012544
ACH-000496,-1.4753320423700003
ACH-000499,-1.4044004442500002
ACH-000500,-1.2683543130500001
ACH-000502,-1.26094973477
ACH-000503,-0.7517911011599999
ACH-000505,-1.7034455648
ACH-000507,-1.4495017633
ACH-000510,-1.42471516679
ACH-000511,-1.2399549378
ACH-000512,-1.25879072968
ACH-000516,-1.1522257462899999
ACH-000517,-1.5646417834600002
ACH-000518,-1.0833538164799998
ACH-000520,-1.50485056304
ACH-000521,-1.5375117865399999
ACH-000522,-1.62102007659
ACH-000524,-1.47789001764
ACH-000527,-1.3791724691299998
ACH-000528,-1.3765966387200002
ACH-000537,-1.3973687185199999
ACH-000541,-1.51064838657
ACH-000542,-1.09719892279
ACH-000544,-1.12540078757
ACH-000545,-1.08017783091
ACH-000547,-1.2242379032
ACH-000548,-1.33732262751
ACH-000549,-1.5843086935600001
ACH-000550,-1.48959848295
ACH-000552,-1.5038456010899999
ACH-000556,-1.20959048069
ACH-000557,-1.20913217209
ACH-000570,-1.55540447347
ACH-000571,-1.32738916378
ACH-000573,-1.34481096486
ACH-000576,-1.4282632216600002
ACH-000580,-1.78805776746
ACH-000584,-1.6236853379299998
ACH-000585,-1.532181581
ACH-000588,-1.5248721064300002
ACH-000589,-1.2304616357
ACH-000591,-1.2438475415299999
ACH-000593,-1.23507926706
ACH-000600,-1.27522612985
ACH-000601,-1.25327688056
ACH-000604,-1.50011109803
ACH-000605,-1.12742835055
ACH-000606,-1.1241446371200001
ACH-000608,-1.84168802903
ACH-000614,-1.76886796536
ACH-000616,-1.59400365075
ACH-000618,-0.9156790900849999
ACH-000619,-1.2064142250499998
ACH-000620,-1.55709869665
ACH-000621,-1.3994896729799997
ACH-000622,-0.966576963312
ACH-000623,-1.3858064415600002
ACH-000624,-1.47722052263
ACH-000627,-1.4367462012299999
ACH-000630,-1.17483993561
ACH-000632,-1.5297579880899999
ACH-000633,-1.4422671141699999
ACH-000637,-1.17890760207
ACH-000638,-1.2961752681799998
ACH-000646,-1.15915821494
ACH-000647,-1.63522035
ACH-000648,-1.44299790097
ACH-000649,-1.15977118654
ACH-000651,-1.625154662
ACH-000652,-1.3716721567899999
ACH-000653,-1.4811303091999999
ACH-000657,-1.47189692394
ACH-000658,-1.4082174848
ACH-000661,-2.1755103769999997
ACH-000662,-1.6644760244799999
ACH-000663,-1.4712721688
ACH-000665,-1.7550568826400004
ACH-000671,-1.9917870338900003
ACH-000673,-1.51743324175
ACH-000676,-1.76268883274
ACH-000677,-1.00338858258
ACH-000681,-1.44093976744
ACH-000682,-0.998447950216
ACH-000683,-1.00449221775
ACH-000684,-1.6584876498299999
ACH-000688,-1.26765053602
ACH-000693,-1.0277848167899999
ACH-000694,-1.16027924298
ACH-000695,-1.3555865539200003
ACH-000696,-1.48046946079
ACH-000697,-1.38391395916
ACH-000699,-1.46865929037
ACH-000701,-0.6992756697370001
ACH-000706,-1.67556610209
ACH-000711,-1.3790523654799998
ACH-000713,-1.5345217023
ACH-000714,-1.4293870117200003
ACH-000718,-1.46354380132
ACH-000720,-1.4935157483700001
ACH-000721,-1.0292475655600002
ACH-000724,-1.22448139912
ACH-000725,-1.29763438043
ACH-000732,-1.11561002099
ACH-000734,-1.39116937256
ACH-000735,-1.2525309386799999
ACH-000736,-1.67766102334
ACH-000738,-1.29124543564
ACH-000746,-1.49792834403
ACH-000747,-1.36250709722
ACH-000748,-1.3086444883
ACH-000753,-1.43116202845
ACH-000756,-1.63996716169
ACH-000757,-1.9208607351599998
ACH-000758,-1.25971832239
ACH-000760,-1.6716457271599998
ACH-000763,-1.23323145719
ACH-000764,-1.23924952604
ACH-000765,-2.04652262696
ACH-000766,-1.16613418986
ACH-000767,-1.7078358935
ACH-000768,-1.39831587497
ACH-000769,-1.1921849271
ACH-000770,-1.29067370653
ACH-000771,-1.1970354245100001
ACH-000773,-1.3991738037
ACH-000776,-1.1234426718000001
ACH-000777,-1.2537662589899998
ACH-000778,-0.7982803715710001
ACH-000781,-1.22890614281
ACH-000782,-1.30898071597
ACH-000783,-1.3971642169
ACH-000784,-0.861116950801
ACH-000785,-1.0722859224899999
ACH-000787,-1.38805498276
ACH-000788,-1.53026950696
ACH-000791,-1.3525446988699998
ACH-000792,-1.03046909065
ACH-000794,-1.12021445787
ACH-000796,-1.72915064942
ACH-000799,-1.59477156761
ACH-000800,-1.5245652350499999
ACH-000802,-1.23148558441
ACH-000804,-1.11285807651
ACH-000805,-1.4457965609399999
ACH-000809,-1.3442661981400001
ACH-000810,-2.52624109996
ACH-000811,-1.01240956142
ACH-000817,-1.4663122804
ACH-000819,-1.4278490007299998
ACH-000820,-1.35971097729
ACH-000821,-1.7478024743
ACH-000822,-2.01956744393
ACH-000823,-1.28809912144
ACH-000824,-1.59342604491
ACH-000827,-1.54611281841
ACH-000829,-1.2029217366399998
ACH-000831,-1.49456467101
ACH-000832,-1.27564975067
ACH-000833,-1.82425342665
ACH-000834,-1.23134778174
ACH-000835,-1.41912105817
ACH-000836,-1.4938650521
ACH-000837,-1.38289822712
ACH-000838,-1.2779013114
ACH-000839,-1.23124697154
ACH-000840,-1.7380832123599996
ACH-000841,-1.43504739601
ACH-000843,-1.2901980400700002
ACH-000846,-1.56701606194
ACH-000847,-1.4343345521000002
ACH-000848,-1.3492207854799998
ACH-000849,-1.43634263726
ACH-000851,-1.43401067662
ACH-000855,-1.48641728841
ACH-000856,-1.42857853571
ACH-000858,-1.17834680967
ACH-000859,-1.2748301570899998
ACH-000861,-1.50285356864
ACH-000862,-1.07037748204
ACH-000865,-1.1508878905600002
ACH-000866,-1.24125759545
ACH-000867,-1.52174565115
ACH-000869,-1.6865906988
ACH-000872,-1.7770698458200003
ACH-000873,-1.2603953193200002
ACH-000876,-1.06074472587
ACH-000878,-1.26491587749
ACH-000880,-1.5261956295200003
ACH-000881,-1.6416095415600003
ACH-000882,-1.59222482968
ACH-000884,-1.71228645843
ACH-000885,-1.31327581696
ACH-000887,-1.29316549643
ACH-000888,-0.881419535673
ACH-000889,-1.39936366379
ACH-000890,-1.4805463858899999
ACH-000896,-1.571514616
ACH-000898,-1.28084997857
ACH-000900,-1.4431999311200001
ACH-000901,-1.8367194925
ACH-000905,-1.2925326212200001
ACH-000906,-1.3992852698299998
ACH-000907,-1.87619939287
ACH-000910,-1.4475002468
ACH-000911,-1.31484432301
ACH-000912,-1.19174917187
ACH-000913,-1.37277593315
ACH-000915,-1.45249526255
ACH-000916,-1.3894692281999999
ACH-000917,-1.3733621948299999
ACH-000921,-1.48989263472
ACH-000924,-0.847234248846
ACH-000926,-1.61655733632
ACH-000928,-1.08777156095
ACH-000929,-1.51190464716
ACH-000932,-1.15211790154
ACH-000935,-1.51668089826
ACH-000936,-1.3467491191
ACH-000937,-1.7317521948900003
ACH-000938,-1.58814986045
ACH-000939,-1.34029230902
ACH-000941,-1.4469820258700001
ACH-000943,-1.0426410983399998
ACH-000946,-1.4256146458
ACH-000947,-1.5274953192299998
ACH-000948,-1.53920258225
ACH-000950,-1.64204347843
ACH-000953,-1.79674520914
ACH-000957,-1.16895203695
ACH-000958,-1.54278954801
ACH-000960,-1.5567785415200002
ACH-000963,-1.1687505244299998
ACH-000968,-1.66775225389
ACH-000969,-1.21364261577
ACH-000973,-1.48313052815
ACH-000974,-1.4985562608
ACH-000975,-1.5505064631099998
ACH-000976,-1.4088125154700002
ACH-000978,-1.10004299089
ACH-000980,-1.30807609392
ACH-000984,-1.6022966735799997
ACH-000986,-1.30094905442
ACH-000988,-1.43134034067
ACH-000993,-1.4680651267200002
ACH-000994,-1.34031614019
ACH-000996,-1.6222774775600002
ACH-001001,-1.53892960088
ACH-001020,-1.63355263681
ACH-001028,-1.6431128014899998
ACH-001031,-1.2458959818700002
ACH-001038,-1.52277805751
ACH-001048,-1.25880925362
ACH-001050,-1.1145309109700001
ACH-001053,-1.72636800497
ACH-001054,-1.3018667276
ACH-001061,-1.31252887884
ACH-001067,-1.4408290939200001
ACH-001075,-1.11133989338
ACH-001096,-1.38925196583
ACH-001128,-1.34577832184
ACH-001134,-1.21427455866
ACH-001151,-1.4791994703100002
ACH-001163,-1.3263910153799998
ACH-001164,-1.39441570269
ACH-001173,-1.13228894169
ACH-001183,-1.63459231356
ACH-001184,-1.35753166634
ACH-001190,-1.66298699511
ACH-001192,-1.1448253537
ACH-001193,-1.4805214434600003
ACH-001196,-1.23363425596
ACH-001197,-1.4188130945500002
ACH-001205,-1.36312839292
ACH-001211,-1.2990129443
ACH-001212,-1.2478244055399998
ACH-001228,-1.11352603099
ACH-001232,-1.210115585
ACH-001239,-1.7889619085599997
ACH-001274,-1.41374589588
ACH-001275,-1.12551823371
ACH-001277,-1.3247286616
ACH-001278,-1.38206100434
ACH-001280,-1.4319754199599999
ACH-001283,-1.4154524509900002
ACH-001289,-1.1035528970200001
ACH-001295,-1.4038116053299998
ACH-001300,-1.4350084098700002
ACH-001301,-1.5728888406400001
ACH-001302,-1.69571080257
ACH-001303,-1.5531665434600002
ACH-001306,-1.33962944325
ACH-001318,-1.35513949225
ACH-001322,-1.5526452540399998
ACH-001328,-1.3251581026500001
ACH-001332,-1.68903333822
ACH-001333,-1.1427575615999999
ACH-001336,-1.4205231932299998
ACH-001340,-1.43974202395
ACH-001346,-0.909044839216
ACH-001353,-1.3606571321
ACH-001354,-1.9227095271599999
ACH-001367,-1.34983606046
ACH-001368,-1.4360529324000002
ACH-001374,-1.63378341279
ACH-001375,-1.27404710881
ACH-001377,-1.36474230619
ACH-001380,-1.40459008939
ACH-001391,-1.4095951382499998
ACH-001407,-1.2443816918700001
ACH-001408,-1.3174059555500002
ACH-001413,-1.24837909465
ACH-001430,-1.50065021437
ACH-001431,-1.31355881562
ACH-001450,-1.1959566826899999
ACH-001496,-1.55183061696
ACH-001500,-1.28017957332
ACH-001521,-0.45824114234499996
ACH-001523,-1.08303730021
ACH-001532,-1.29454720987
ACH-001536,-1.35120999456
ACH-001550,-1.0915172960500001
ACH-001552,-1.1980968378599999
ACH-001554,-1.38084315948
ACH-001645,-1.37723751536
ACH-001654,-1.4213032970299997
ACH-001715,-1.2789038902299998
ACH-001735,-1.47756176032
ACH-001736,-1.4671860891400001
ACH-001737,-1.20540661179
ACH-001740,-1.7334368541499998
ACH-001745,-1.6084861859200001
ACH-001750,-1.2567411115
ACH-001765,-1.39364894653
ACH-001956,-0.855820425904
ACH-001957,-1.3839324109399997
