,ARIH2OS (646450)
ACH-000004,-0.159181250566
ACH-000007,0.145639554304
ACH-000009,0.0309038013601
ACH-000011,0.0386654792077
ACH-000012,-0.0741392087634
ACH-000013,-0.005947419426439999
ACH-000014,0.258055829897
ACH-000015,0.162441495698
ACH-000017,-0.0045905068812499995
ACH-000018,-0.133348373684
ACH-000019,-0.055684444108999996
ACH-000021,0.031063685948799998
ACH-000022,-0.148549502142
ACH-000025,-0.07566085323419999
ACH-000028,-0.0185900843879
ACH-000030,-0.0748694438463
ACH-000035,0.000100347837316
ACH-000036,-0.06892809257110001
ACH-000037,-0.451556235932
ACH-000039,0.219164776259
ACH-000040,-0.07317886078869999
ACH-000041,-0.0281619386007
ACH-000042,-0.0754371308286
ACH-000045,-0.0408866506686
ACH-000047,0.0504326115715
ACH-000052,-0.037425257317
ACH-000053,0.185889807641
ACH-000054,-0.0820787536648
ACH-000055,-0.202599889872
ACH-000060,0.154514682156
ACH-000067,-0.217914428045
ACH-000070,-0.109480163843
ACH-000075,-0.0450012298807
ACH-000078,-0.0141979351636
ACH-000082,0.13516060548800002
ACH-000085,0.254449587003
ACH-000086,-0.134006695743
ACH-000087,-0.258544132587
ACH-000092,-0.21240816163400003
ACH-000095,0.08765208928109999
ACH-000097,-0.157309798628
ACH-000098,-0.09405441357889999
ACH-000099,0.10934248045499999
ACH-000108,0.0587193477922
ACH-000113,0.0389891224992
ACH-000115,-0.0289395025629
ACH-000116,0.007732779175419999
ACH-000118,-0.0778987027302
ACH-000120,-0.197362772511
ACH-000123,0.08624875338780001
ACH-000127,-0.025165803785900002
ACH-000128,-0.08561574660869999
ACH-000132,0.0463167667215
ACH-000133,-0.116781844834
ACH-000137,-0.0206952819416
ACH-000138,0.0121601696107
ACH-000142,-0.121802458962
ACH-000143,-0.256897150545
ACH-000146,0.06023090928930001
ACH-000148,0.0216642801268
ACH-000150,-0.16668194581499998
ACH-000152,0.008341399820729999
ACH-000153,-0.106173625067
ACH-000159,-0.0530219312583
ACH-000160,-0.244664628282
ACH-000163,-0.0681993258735
ACH-000167,-0.265927474117
ACH-000168,-0.134291628741
ACH-000169,-0.041778810035
ACH-000178,0.027761543583299998
ACH-000182,0.0574019242719
ACH-000183,-0.0747122034499
ACH-000188,-0.0005869210604049999
ACH-000189,-0.523434591968
ACH-000190,-0.243777811269
ACH-000198,-0.0274702878321
ACH-000204,0.43917277142300004
ACH-000206,0.060534911897800005
ACH-000207,0.0487578189928
ACH-000211,-0.12477899924699999
ACH-000215,0.0753821666154
ACH-000221,-0.231013304929
ACH-000222,0.09579896590749999
ACH-000223,-0.0804762251007
ACH-000226,-0.051394713668999996
ACH-000227,-0.250797275497
ACH-000228,-0.045808407343499995
ACH-000231,-0.10610412984300001
