,GIMAP1 (170575)
ACH-000004,-0.0765805022251
ACH-000007,-0.264472592906
ACH-000009,-0.179123144714
ACH-000011,-0.264797115267
ACH-000012,-0.195746186819
ACH-000013,0.0391525240883
ACH-000014,-0.21860636775400002
ACH-000015,0.0244661731923
ACH-000017,-0.107590951228
ACH-000018,0.14440320534
ACH-000019,-0.240520643741
ACH-000021,0.0354135984241
ACH-000022,-0.0373141268884
ACH-000025,-0.157673690717
ACH-000028,-0.0865888142389
ACH-000030,0.025472075264300002
ACH-000035,-0.09488292805649999
ACH-000036,-0.106632514437
ACH-000037,-0.22984423560699999
ACH-000039,-0.11879058726700001
ACH-000040,-0.11952205454399999
ACH-000041,0.102679364562
ACH-000042,-0.100530826532
ACH-000045,0.182593143618
ACH-000047,-0.0824872498952
ACH-000052,-0.0831798381301
ACH-000053,-0.0773334927939
ACH-000054,-0.121801464179
ACH-000055,0.0782156780969
ACH-000060,-0.275423381679
ACH-000067,-0.192430084018
ACH-000070,-0.0747206998455
ACH-000075,-0.237041873917
ACH-000078,0.186106679302
ACH-000082,-0.059549563744800006
ACH-000085,-0.156248537303
ACH-000086,-0.0717147378965
ACH-000087,0.111695491248
ACH-000092,-0.0478707407969
ACH-000095,-0.176773259071
ACH-000097,0.0507016459415
ACH-000098,-0.0310205665652
ACH-000099,-0.23260512530299998
ACH-000108,-0.07282179122600001
ACH-000113,0.04905625667809999
ACH-000115,-0.521469384827
ACH-000116,-0.10604903068299999
ACH-000118,0.00348173292933
ACH-000120,0.0346525105001
ACH-000123,0.122782875654
ACH-000127,-0.148820873264
ACH-000128,0.200443259776
ACH-000132,0.171938103239
ACH-000133,-0.00770766114806
ACH-000137,0.08009103172
ACH-000138,-0.12583674955399998
ACH-000142,-0.057152869276599995
ACH-000143,-0.119151954738
ACH-000146,-0.00801560668852
ACH-000148,-0.00997788407659
ACH-000150,-0.0894866084874
ACH-000152,-0.117811834982
ACH-000153,0.053913325946699994
ACH-000159,0.0008504094345360001
ACH-000160,0.00776137398326
ACH-000163,-0.225585948121
ACH-000167,-0.250073460408
ACH-000168,0.103787787042
ACH-000169,0.021987812505200002
ACH-000178,-0.33742705484499996
ACH-000182,0.0104560596845
ACH-000183,-0.207717185123
ACH-000188,-0.11195979232799999
ACH-000189,0.43086724675
ACH-000190,0.0375079601964
ACH-000198,0.110289234398
ACH-000204,-0.45078183481600004
ACH-000206,0.0192128852206
ACH-000207,-0.0311875374536
ACH-000211,-0.111687895499
ACH-000215,0.043575010361099994
ACH-000221,0.060770370094099996
ACH-000222,0.0896558459898
ACH-000223,0.045848590739599994
ACH-000226,-0.0962985016042
ACH-000227,0.25379518610999996
ACH-000228,-0.227484268372
ACH-000231,0.048632791815099996
ACH-000232,-0.00432892674771
ACH-000233,0.291894609334
ACH-000234,-0.20683280362300002
ACH-000235,-0.0761510897487
ACH-000237,-0.136768534198
ACH-000238,0.146623143004
ACH-000243,0.035900965956
ACH-000244,-0.416957931841
ACH-000246,-0.221909015015
ACH-000248,-0.327835734892
ACH-000250,-0.180687162922
ACH-000251,-0.366337754896
ACH-000253,0.017007819417299997
ACH-000255,-0.181537323343
ACH-000256,-0.0234714615274
ACH-000257,-0.09098161303670001
ACH-000258,-0.176290568597
ACH-000259,-0.0882569293081
ACH-000260,-0.08646058206360001
ACH-000261,-0.0647466647339
ACH-000262,-0.008231155885010001
ACH-000263,0.0156997060783
ACH-000264,-0.0825163612438
ACH-000265,0.04781207486669999
ACH-000266,-0.09472163606930001
ACH-000272,-0.05401630671280001
ACH-000273,-0.0546837740938
ACH-000274,-0.09778781857280001
ACH-000277,-0.208135207593
ACH-000278,0.107588698368
ACH-000279,-0.11274258604800001
