,EPSTI1 (94240)
ACH-000257,0.026745002419199998
ACH-000258,-0.28027538058699997
ACH-000259,-0.27768125560199997
ACH-000260,-0.17924128585000002
ACH-000261,-0.343902262689
ACH-000262,-0.451768593181
ACH-000263,-0.21131474109999998
ACH-000264,-0.49788247231700006
ACH-000265,-0.37724949192199997
ACH-000266,-0.33224633569
ACH-000272,-0.144872443179
ACH-000273,-0.205692393488
ACH-000274,-0.5842172575600001
ACH-000277,-0.08771064873230001
ACH-000278,-0.687906179228
ACH-000279,-0.236812446625
ACH-000280,-0.274241437753
ACH-000281,0.15676596251
ACH-000288,-0.494057042808
ACH-000291,-0.337842139001
ACH-000293,-0.282971434532
ACH-000294,-0.25588101781
ACH-000295,-0.194902868561
ACH-000296,-0.35364776893700006
ACH-000302,-0.341625704661
ACH-000304,-0.8331796142319999
ACH-000307,-0.27826445520799997
ACH-000308,-0.339448924129
ACH-000310,-0.37421145268
ACH-000311,-0.32585894907699997
ACH-000312,-0.30858502954399997
ACH-000315,-0.215065505717
ACH-000316,-0.23685159873199998
ACH-000317,-0.564697466311
ACH-000318,-0.277558884301
ACH-000319,-0.160226603646
ACH-000320,-0.48852830482799997
ACH-000322,-0.22044206514400003
ACH-000323,-0.301410186608
ACH-000324,-0.237061087116
ACH-000329,-0.193099113013
ACH-000330,-0.250122930484
ACH-000331,-0.326116384584
ACH-000332,-0.335806826666
ACH-000334,-0.520427443181
ACH-000335,-0.36607780850500005
ACH-000336,-0.0339649663545
ACH-000337,-0.167277497778
ACH-000339,-0.215657759844
ACH-000341,-0.162288662902
ACH-000348,-0.529638728412
ACH-000350,-0.208609561838
ACH-000352,-0.15037736743
ACH-000356,-0.155216456854
ACH-000361,-0.468015407608
ACH-000362,-0.144136234216
ACH-000363,-0.13615571521400002
ACH-000364,-0.151902610538
ACH-000365,-0.291423548444
ACH-000366,-0.330578971555
ACH-000368,-0.6345940222500001
ACH-000374,-0.326806526655
ACH-000375,-0.290973257005
ACH-000376,-0.4726047856
ACH-000381,-0.36507572151100004
ACH-000383,-0.259441089013
ACH-000387,-0.332354652535
ACH-000389,-0.34297999301200005
ACH-000390,-0.333978274464
ACH-000393,-0.27204083461399997
ACH-000395,-0.236367905925
ACH-000397,-0.278234418338
ACH-000401,-0.226699060834
ACH-000402,-0.09061054944790001
ACH-000403,-0.341150516949
ACH-000404,-0.55980933193
ACH-000406,-0.153571293441
ACH-000407,-0.225390330794
ACH-000408,-0.161516075889
ACH-000410,-0.293723493505
ACH-000411,-0.315239081828
ACH-000414,-0.173691315146
ACH-000415,-0.443452858119
ACH-000416,-0.378950379199
ACH-000420,-0.592309770428
ACH-000421,-0.18243640774
ACH-000424,0.0134051859724
ACH-000425,-0.443050545263
ACH-000426,-0.0926864901757
ACH-000427,-0.399335339454
ACH-000433,-0.147667546786
ACH-000436,-0.443467685511
ACH-000444,-0.275239396365
ACH-000445,-0.20147135825999998
ACH-000448,-0.256832425955
ACH-000450,-0.0741478417479
ACH-000452,-0.236754127942
ACH-000454,-0.218088944845
ACH-000458,-0.285045905236
ACH-000459,-0.255201584224
ACH-000460,-0.379030777178
ACH-000461,-0.31957280463599996
ACH-000463,-0.270433435492
ACH-000464,-0.49265295685099997
ACH-000466,-0.44778856892499996
ACH-000467,-0.269512649073
ACH-000468,-0.309978414679
ACH-000469,-0.408087627364
ACH-000470,-0.323996977249
ACH-000471,-0.291370919338
ACH-000472,-0.294224061446
ACH-000473,-0.142104866482
ACH-000475,-0.41462082164
ACH-000476,-0.36901691424099997
ACH-000477,-0.433539049511
ACH-000480,-0.159670039178
ACH-000481,-0.525715135909
ACH-000483,-0.25210313203400003
ACH-000484,-0.38274243004299996
ACH-000485,-0.351879017359
ACH-000486,-0.257423996928
ACH-000487,-0.34305436487499996
ACH-000488,-0.167928397209
ACH-000490,-0.300400743455
ACH-000491,-0.145052718143
ACH-000495,-0.286014670173
ACH-000496,-0.552220295241
ACH-000499,-0.460043025207
ACH-000500,-0.355104234618
ACH-000502,-0.223308267247
ACH-000503,0.0796504446607
ACH-000505,-0.30159029245
ACH-000507,-0.322038915871
ACH-000510,-0.213177607951
ACH-000511,-0.44011632705799997
ACH-000512,-0.20769941546700002
ACH-000516,-0.616654791091
ACH-000517,-0.28905593926999995
ACH-000518,-0.215481935268
ACH-000520,-0.292735758894
ACH-000521,-0.38404169618199996
ACH-000522,-0.453663700153
ACH-000524,-0.356704654211
ACH-000527,-0.278257628898
ACH-000528,-0.27292362475000004
ACH-000537,-0.36987554915
ACH-000541,-0.308221716857
ACH-000542,-0.410543945672
ACH-000544,-0.293853654099
ACH-000545,-0.370431972202
ACH-000547,-0.260154851051
ACH-000548,-0.489352834049
ACH-000549,-0.411255903903
ACH-000550,-0.40128591064499997
ACH-000552,-0.258289779088
ACH-000556,-0.284599229949
ACH-000557,-0.32367545945500004
ACH-000570,-0.418331550168
ACH-000571,-0.432961850127
ACH-000573,-0.17970538134599998
ACH-000576,-0.549393462676
ACH-000580,-0.366834967328
ACH-000584,-0.41969935939900005
ACH-000585,-0.299316529305
ACH-000588,-0.274983875987
ACH-000589,-0.23692181821199998
ACH-000591,-0.209146682266
ACH-000593,-0.23693069996399999
ACH-000600,-0.439853466462
ACH-000601,-0.209867243737
ACH-000604,-0.17158509805799999
ACH-000605,-0.22138401835000002
ACH-000606,-0.284034415959
ACH-000608,-0.362714828211
ACH-000614,-0.295452638313
ACH-000616,-0.35462924773500004
ACH-000618,-0.276777904631
ACH-000619,-0.07953646825710001
ACH-000620,-0.17759855838599997
ACH-000621,-0.17793180664500002
ACH-000622,-0.309662507533
ACH-000623,-0.355435373746
ACH-000624,-0.290350176904
ACH-000627,-0.280992189762
ACH-000630,-0.367764060981
ACH-000632,-0.553117210538
ACH-000633,-0.247178234618
ACH-000637,-0.501261989617
ACH-000638,-0.296365725468
ACH-000646,-0.513697374541
ACH-000647,-0.307716087936
ACH-000648,-0.20141179186299998
ACH-000649,-0.285111486288
ACH-000651,-0.265330080133
ACH-000652,-0.39532248369
ACH-000653,-0.457877593243
ACH-000657,-0.31023392936599997
ACH-000658,-0.149309342278
ACH-000661,-0.357110678214
ACH-000662,-0.35171906887800003
ACH-000663,-0.23153449824900002
ACH-000665,-0.32084550266399997
ACH-000671,-0.42261396508
ACH-000673,-0.324542285556
ACH-000676,-0.20118227934900001
ACH-000677,-0.14063471449
ACH-000681,-0.233960262535
ACH-000682,-0.311291235277
ACH-000683,-0.23396518502500002
ACH-000684,-0.664171246072
ACH-000688,-0.526241749887
ACH-000693,-0.296028175876
ACH-000694,-0.146061708105
ACH-000695,-0.230473756032
ACH-000696,-0.432828074622
ACH-000697,-0.185511310328
ACH-000699,-0.22808454788000002
ACH-000701,-0.42404635831200005
ACH-000706,-0.300605505389
ACH-000711,-0.319988475906
ACH-000713,-0.27910362397599997
ACH-000714,-0.305119001406
ACH-000718,-0.405060801016
ACH-000720,-0.35443673776100004
ACH-000721,-0.191472981041
ACH-000724,-0.49655031847900005
ACH-000725,-0.198580294887
ACH-000732,-0.423163699366
ACH-000734,-0.283704682748
ACH-000735,-0.40951579298100005
ACH-000736,-0.4824381987
ACH-000738,-0.09936138660499999
ACH-000746,-0.25277235081599997
ACH-000747,-0.295878606064
ACH-000748,-0.261674602181
ACH-000753,-0.24254694831999998
ACH-000756,-0.35305123920500003
ACH-000757,-0.290649171314
ACH-000758,-0.36119465381899996
ACH-000760,-0.19076543511799998
ACH-000763,-0.392519222599
ACH-000764,-0.0966323514618
ACH-000765,-0.0805004379707
ACH-000766,-0.264468350972
ACH-000767,-0.505838337297
ACH-000768,-0.199259443947
ACH-000769,-0.35503007042199997
ACH-000770,-0.356991725853
ACH-000771,-0.44537664622199996
ACH-000773,-0.241483568584
ACH-000776,-0.444308232741
ACH-000777,-0.29430978374899996
ACH-000778,-0.26878313934799997
ACH-000781,-0.25771378671100004
ACH-000782,-0.28099510521
ACH-000783,-0.17458957663
ACH-000784,-0.264971571654
ACH-000785,-0.218971412968
ACH-000787,-0.292646312523
ACH-000788,-0.226159189529
ACH-000791,-0.331226643887
ACH-000792,-0.35306975359
ACH-000794,-0.191928138305
ACH-000796,-0.258440727599
ACH-000799,-0.34636750169799996
ACH-000800,-0.6129635021459999
ACH-000802,-0.29644473957199996
ACH-000804,-0.0660443172865
ACH-000805,-0.310380536074
ACH-000809,-0.321122163099
ACH-000810,-0.264480580026
ACH-000811,-0.3836686894
ACH-000817,-0.312671245064
ACH-000819,-0.09600526075339999
ACH-000820,-0.126232838697
ACH-000821,-0.33642250953
ACH-000822,-0.332949774267
ACH-000823,-0.265751295455
ACH-000824,-0.34968078378399997
ACH-000827,-0.429765997586
ACH-000829,-0.425786676421
ACH-000831,-0.43559212440300005
ACH-000832,-0.309088592281
ACH-000833,-0.400384161236
ACH-000834,-0.095495651889
ACH-000835,-0.19534714373599998
ACH-000836,-0.274404142374
ACH-000837,-0.178206328062
ACH-000838,-0.28658494967099996
ACH-000839,-0.5363860176430001
ACH-000840,-0.379424912396
ACH-000841,-0.22748273305
ACH-000843,-0.322707862275
ACH-000846,-0.410450724269
ACH-000847,-0.045798827652199996
ACH-000848,-0.258534206288
ACH-000849,-0.323142979536
ACH-000851,-0.15026341117699998
ACH-000855,-0.25768160078499996
ACH-000856,-0.126330978246
ACH-000858,-0.364074656804
ACH-000859,0.010825578447700001
ACH-000861,-0.34477016804300004
ACH-000862,-0.26427389661600004
ACH-000865,-0.38919247257399997
ACH-000866,-0.233131270676
ACH-000867,-0.404123623176
ACH-000869,-0.267037028816
ACH-000872,-0.287222696035
ACH-000873,-0.280689281268
ACH-000876,-0.40085573322400003
ACH-000878,-0.192265438587
ACH-000880,-0.250871726374
ACH-000881,-0.40965513540200005
ACH-000882,-0.225631838682
ACH-000884,-0.353081158335
ACH-000885,-0.398168001239
ACH-000887,-0.37426143106299997
ACH-000888,-0.502545580212
ACH-000889,-0.267230101264
ACH-000890,-0.472042336206
ACH-000896,-0.318358899641
ACH-000898,-0.237060303475
ACH-000900,-0.285098500196
ACH-000901,-0.36334227390699997
ACH-000905,-0.480521650461
ACH-000906,-0.29038553994800004
ACH-000907,-0.266584706532
ACH-000910,-0.16880909552099999
ACH-000911,-0.235089103885
ACH-000912,-0.373031037821
ACH-000913,-0.234408876275
ACH-000915,-0.34207632049000003
ACH-000916,-0.032929600532999995
ACH-000917,-0.0742914138652
ACH-000921,-0.34012021280199994
ACH-000924,-0.217349823993
ACH-000926,-0.352247113983
ACH-000928,-0.17315353542300002
ACH-000929,-0.598138332236
ACH-000932,-0.397148767843
ACH-000935,-0.343965452648
ACH-000936,-0.417481605658
ACH-000937,-0.410440389387
ACH-000938,-0.298997057344
ACH-000939,-0.0906006746316
ACH-000941,-0.260258026045
ACH-000943,-0.36410609731399995
ACH-000946,-0.39736890397
ACH-000947,-0.331444348554
ACH-000948,-0.34246743541100005
ACH-000950,-0.418028162398
ACH-000953,-0.301979363431
ACH-000957,-0.23784864371300002
ACH-000958,-0.00454707943776
ACH-000960,-0.478187747071
ACH-000963,-0.38700303213
ACH-000968,-0.20691287148899998
ACH-000969,-0.24978757848299998
ACH-000973,-0.37408699030500003
ACH-000974,-0.196622532366
ACH-000975,-0.28802163079
ACH-000976,-0.3752908315199999
ACH-000978,-0.504766312637
ACH-000980,-0.341979473954
ACH-000984,-0.252456001161
ACH-000986,-0.18237218702999997
ACH-000988,0.103471171549
ACH-000993,-0.3978123289
ACH-000994,-0.378193775126
ACH-000996,-0.254020464136
ACH-001001,-0.386341244781
ACH-001020,-0.270635843935
ACH-001028,-0.39707026690499997
ACH-001031,-0.411124441633
ACH-001038,-0.18460597695300002
ACH-001048,-0.320661270419
ACH-001050,-0.320079768172
ACH-001053,-0.430374212631
ACH-001054,-0.38760797421
ACH-001061,-0.24213125331399998
ACH-001067,-0.320758744823
ACH-001075,-0.58971986978
ACH-001096,-0.248628478253
ACH-001128,-0.384925988243
ACH-001134,-0.35022494618600003
ACH-001151,-0.221478874338
ACH-001163,-0.211169469733
ACH-001164,-0.245684683543
ACH-001173,-0.229779973917
ACH-001183,-0.43014365087399997
ACH-001184,-0.30778856840700003
ACH-001190,-0.25155264479
ACH-001192,-0.375083479876
ACH-001193,-0.34428010966300004
ACH-001196,-0.255698881063
ACH-001197,-0.272187842792
ACH-001205,-0.275990746796
ACH-001211,-0.436993461505
ACH-001212,-0.369361158914
ACH-001228,-0.14951356698100002
ACH-001232,-0.24097899057100003
ACH-001239,-0.45963747095299995
ACH-001274,-0.372916744356
ACH-001275,-0.442312030741
ACH-001277,-0.277126987126
ACH-001278,-0.279711136586
ACH-001280,-0.30475648900400004
ACH-001283,-0.195358514004
ACH-001289,-0.350723446342
ACH-001295,-0.34057472045000003
ACH-001300,-0.39103417654
ACH-001301,-0.34819859056900004
ACH-001302,-0.553836276623
ACH-001303,-0.12914333687000001
ACH-001306,-0.34866525632600004
ACH-001318,-0.337464786162
ACH-001322,0.06432439768260001
ACH-001328,-0.239179424021
ACH-001332,-0.12131247612700001
ACH-001333,-0.360549151414
ACH-001336,-0.375596210789
ACH-001340,-0.399346256549
ACH-001346,-0.478188620961
ACH-001353,-0.351207802521
ACH-001354,-0.469770907042
ACH-001367,-0.241442285891
ACH-001368,-0.38254032654200004
ACH-001374,-0.330773615005
ACH-001375,-0.25880732862
ACH-001377,-0.39244689292900004
ACH-001380,-0.175966703381
ACH-001391,-0.291673294707
ACH-001407,-0.212512992777
ACH-001408,-0.426886504722
ACH-001413,-0.342685926962
ACH-001430,-0.49559163304399995
ACH-001431,-0.169894848097
ACH-001450,-0.46698794068599997
ACH-001496,-0.320541859573
ACH-001500,-0.387758037607
ACH-001521,-0.616506562757
ACH-001523,-0.32846441885600003
ACH-001532,-0.35977987724
ACH-001536,-0.237970797192
ACH-001550,-0.209685573453
ACH-001552,-0.162809884545
ACH-001554,-0.28881292181400003
ACH-001645,-0.565166472917
ACH-001654,-0.357164721397
ACH-001715,-0.369973485502
ACH-001735,-0.257714586601
ACH-001736,-0.626230316588
ACH-001737,-1.4226682720500001
ACH-001740,-0.396755168435
ACH-001745,-0.29230618058200003
ACH-001750,-0.522376513851
ACH-001765,-0.37281127649499995
ACH-001956,-0.387106929948
ACH-001957,-0.401123279349
