,DOCK8 (81704)
ACH-000004,0.023002042971600002
ACH-000007,0.00028650585621599995
ACH-000009,-0.10255500900900001
ACH-000011,0.078764726012
ACH-000012,0.0411875245049
ACH-000013,0.023575866218500004
ACH-000014,-0.0857906139397
ACH-000015,-0.0590804372083
ACH-000017,0.051511675032
ACH-000018,-0.163296227738
ACH-000019,-0.0580059221585
ACH-000021,0.0526924690151
ACH-000022,-0.071506707242
ACH-000025,0.0205763833269
ACH-000028,-0.10284903385399999
ACH-000030,-0.07000669593660001
ACH-000035,-0.06668774462799999
ACH-000036,0.0447310275725
ACH-000037,-0.0267047753138
ACH-000039,-0.0768830507505
ACH-000040,-0.121876204873
ACH-000041,0.021832245069400003
ACH-000042,-0.0188135179818
ACH-000045,0.0663929602429
ACH-000047,-0.143088176579
ACH-000052,0.0177386105722
ACH-000053,-0.00238378549735
ACH-000054,-0.0580294819632
ACH-000055,7.90729665536e-05
ACH-000060,-0.054077414018900004
ACH-000067,-0.020957580732
ACH-000070,-0.18385296860599998
ACH-000075,0.353054692474
ACH-000078,0.0390059002172
ACH-000082,-0.120536892927
ACH-000085,0.0126856087443
ACH-000086,3.85691184172e-05
ACH-000087,-0.234830335077
ACH-000092,0.000587253896826
ACH-000095,-0.0575054676394
ACH-000097,0.051699150750099995
ACH-000098,0.059797792148000004
ACH-000099,-0.110935197356
ACH-000108,0.0551877793595
ACH-000113,-0.0618848063462
ACH-000115,0.054314109576399996
ACH-000116,0.014857939291299999
ACH-000118,-0.014867232961
ACH-000120,0.10554367611099999
ACH-000123,0.022133752075400002
ACH-000127,-0.0276801318468
ACH-000128,-0.301343792618
ACH-000132,-0.13515242170999997
ACH-000133,-0.0588191361821
ACH-000137,-0.10583644412799999
ACH-000138,-0.213427709625
ACH-000142,-0.016895701344299997
ACH-000143,-0.155966223285
ACH-000146,-0.24363332864599999
ACH-000148,0.042245523701599993
ACH-000150,-0.16903172476599998
ACH-000152,0.0193458048105
ACH-000153,0.11713602636
ACH-000159,-0.06960617551010001
ACH-000160,-0.0190158405175
ACH-000163,-0.125786290502
ACH-000167,-0.343332612838
ACH-000168,-0.39301799011200006
ACH-000169,-0.0471036645488
ACH-000178,-0.0200376799115
ACH-000182,-0.10428014706800001
ACH-000183,0.0456500777319
ACH-000188,0.08353877974839999
ACH-000189,0.141819265353
ACH-000190,0.114133200207
ACH-000198,-0.113326447418
ACH-000204,0.0105538938558
ACH-000206,-0.09558133446860001
ACH-000207,-0.157795895031
ACH-000211,-0.0252989710864
ACH-000215,-0.0938654628314
ACH-000221,-0.117512871697
ACH-000222,0.33972514450400004
ACH-000223,-0.0215249660941
ACH-000226,0.119277637169
ACH-000227,0.0639061016004
ACH-000228,0.00379000375497
ACH-000231,-0.026831417684
ACH-000232,-0.0499644650515
ACH-000233,-0.039740201145300004
ACH-000234,-0.132471156094
ACH-000235,0.0304247862253
ACH-000237,-0.06829069557659999
ACH-000238,-0.249503826505
ACH-000243,0.06405259497169999
ACH-000244,-0.429457498299
ACH-000246,0.0430794482596
ACH-000248,0.026829223568599996
ACH-000250,0.024988767412999997
ACH-000251,0.144144462044
ACH-000253,-0.0102782401982
ACH-000255,0.07895761225660002
ACH-000256,-0.139604476435
ACH-000257,-0.0598763050029
ACH-000258,0.0824376570438
ACH-000259,0.0289136336352
ACH-000260,-0.091509892122
ACH-000261,-0.04224770760419999
ACH-000262,-0.193797931979
ACH-000263,0.10449574998
ACH-000264,-0.0281562902116
ACH-000265,0.0187157414117
ACH-000266,-0.06556036740559999
ACH-000272,-0.301890664882
ACH-000273,0.116910044903
ACH-000274,-0.20611703140299997
ACH-000277,0.016546166815799998
ACH-000278,-0.0203709001235
ACH-000279,-0.007400838947710001
ACH-000280,-0.200250666617
ACH-000281,-0.0571922577432
ACH-000288,0.011172178270299997
ACH-000291,-0.0569317282549
ACH-000293,0.136469194352
ACH-000294,-0.188572735433
ACH-000295,-0.0535031853642
ACH-000296,0.0587609290808
ACH-000302,-0.0545904900428
ACH-000304,-0.132285991537
ACH-000307,-0.0997504447975
ACH-000308,-0.10688602502399999
ACH-000310,0.144876414697
ACH-000311,0.017709776617400003
ACH-000312,0.042861458892299996
ACH-000315,-0.362710879545
ACH-000316,-0.211300078649
ACH-000317,0.254878901103
ACH-000318,-0.103904072698
ACH-000319,0.0331976804323
ACH-000320,0.1445681725
ACH-000322,-0.10209612758600001
ACH-000323,-0.300952302889
ACH-000324,-0.0950165270711
ACH-000329,-0.05317031057680001
ACH-000330,-0.0719989409247
ACH-000331,0.0157602992121
ACH-000332,0.0990628722649
ACH-000334,-0.0671250148959
ACH-000335,0.00117986082689
ACH-000336,-0.155777109428
ACH-000337,0.229633457874
ACH-000339,0.006285889692010001
ACH-000341,0.0809032800997
ACH-000348,-0.0278164831573
ACH-000350,-0.103578179463
ACH-000352,-0.04288296680169999
ACH-000356,-0.0163607320426
ACH-000361,-0.312394535736
ACH-000362,0.05426704935980001
ACH-000363,-0.10606912574999999
ACH-000364,-0.031705305680999996
ACH-000365,0.00650251380351
ACH-000366,-0.0949505264733
ACH-000368,-0.134927225658
ACH-000374,-0.185425900787
ACH-000375,0.12608410307499998
ACH-000376,0.038275273158300004
ACH-000381,-0.150613663437
ACH-000383,-0.0792042692833
ACH-000387,0.0243179276098
ACH-000389,-0.0122551672931
ACH-000390,-0.0884045683633
ACH-000393,0.130798345801
ACH-000395,-0.09582905775839999
ACH-000397,-0.15064521628
ACH-000401,0.043240238314899995
ACH-000402,-0.126023556943
ACH-000403,-0.0266931728221
ACH-000404,0.141636546072
ACH-000406,-0.07464427794160002
ACH-000407,-0.13621323640799998
ACH-000408,-0.0904450036069
ACH-000410,-0.09660801358610001
ACH-000411,-0.11085474707000001
ACH-000414,-0.037501745990900004
ACH-000415,0.00100138489257
ACH-000416,-0.026566192347
ACH-000420,-0.137961709757
ACH-000421,0.0417673132685
ACH-000424,0.233411780093
ACH-000425,0.00863394741394
ACH-000426,0.0985329439555
ACH-000427,-0.146264265631
ACH-000433,-0.039169272925800004
ACH-000436,-0.313600902007
ACH-000444,-0.022129345423499997
ACH-000445,0.054312701607
