,PPT1 (5538)
ACH-000004,0.0738620007247
ACH-000007,0.00832017818521
ACH-000009,0.133768877104
ACH-000011,0.158039041101
ACH-000012,-0.090186335814
ACH-000013,0.0261829256128
ACH-000014,0.10170267875399999
ACH-000015,0.0180979098714
ACH-000017,0.179036012505
ACH-000018,-0.0166917349705
ACH-000019,0.12546339240499998
ACH-000021,0.0435397508482
ACH-000022,0.16472935964000002
ACH-000025,-0.0631323607984
ACH-000028,0.151564418104
ACH-000030,0.0563976504972
ACH-000035,-0.182419345498
ACH-000036,0.07814360048789999
ACH-000037,-0.026671299877200003
ACH-000039,0.143974386788
ACH-000040,0.00220949831975
ACH-000041,-0.08113767331289999
ACH-000042,0.119752490468
ACH-000045,-0.0789352984561
ACH-000047,-0.0350772451801
ACH-000052,-0.037703258313000004
ACH-000053,-0.0251129000602
ACH-000054,-0.0632550746904
ACH-000055,0.0619648618236
ACH-000060,0.0960202213073
ACH-000067,0.113899339058
ACH-000070,-0.074001247258
ACH-000075,-0.247906350215
ACH-000078,-0.216375314258
ACH-000082,0.012453662176600001
ACH-000085,-0.007989706362669999
ACH-000086,-0.07724837643560001
ACH-000087,0.216213110934
ACH-000092,0.019288546679599998
ACH-000095,0.203107548717
ACH-000097,-0.040029799669
ACH-000098,-0.00882433810597
ACH-000099,-0.0171638202445
ACH-000108,-0.0816770575306
ACH-000113,0.08420182110810001
ACH-000115,-0.009723777236500001
ACH-000116,-0.0141323359257
ACH-000118,-0.0421035028703
ACH-000120,0.14432557360099998
ACH-000123,-0.13956084843699998
ACH-000127,0.0807653650923
ACH-000128,0.08059180504010001
ACH-000132,0.11373067512900001
ACH-000133,0.0306218823092
ACH-000137,0.019744318701799997
ACH-000138,-0.010227049767999999
ACH-000142,0.0716690166006
ACH-000143,-0.17702301542999999
ACH-000146,-0.39150693427199995
ACH-000148,0.09465631450300001
ACH-000150,-0.229485349485
ACH-000152,-0.00801175687024
ACH-000153,-0.275031223303
ACH-000159,-0.145376323717
ACH-000160,0.110225400352
ACH-000163,0.176406006508
ACH-000167,-0.219352044553
ACH-000168,-0.051341205765500005
ACH-000169,-0.195207783631
ACH-000178,-0.000755022158206
ACH-000182,0.0651269725389
ACH-000183,0.0708336724489
ACH-000188,-0.00236374374839
ACH-000189,-0.0157786088442
ACH-000190,-0.129895115714
ACH-000198,-0.09809802143819998
ACH-000204,0.013347302711200002
ACH-000206,0.132590650803
ACH-000207,-0.0852445450224
ACH-000211,0.196918112392
ACH-000215,-0.054183353696599997
ACH-000221,0.116954955986
ACH-000222,0.179447080097
