,TSG101 (7251)
ACH-000291,-0.830062492432
ACH-000293,-1.03772651141
ACH-000294,-0.906677588011
ACH-000295,-0.8560494722900001
ACH-000296,-0.750563913622
ACH-000302,-0.5980036335059999
ACH-000304,-0.997903062043
ACH-000307,-1.11477977323
ACH-000308,-1.2382657865100002
ACH-000310,-1.08503283233
ACH-000311,-0.9828314147050001
ACH-000312,-0.935337951232
ACH-000315,-0.968689915685
ACH-000316,-0.511559620677
ACH-000317,-0.949611724957
ACH-000318,-0.889714314647
ACH-000319,-1.02521538658
ACH-000320,-0.9881655567409999
ACH-000322,-1.11431509231
ACH-000323,-0.960149226169
ACH-000324,-0.909879232111
ACH-000329,-0.863282829614
ACH-000330,-0.8678722864030001
ACH-000331,-0.967713082037
ACH-000332,-0.8557500450759999
ACH-000334,-0.893917283076
ACH-000335,-0.81819961066
ACH-000336,-0.953903187436
ACH-000337,-0.7352231559379999
ACH-000339,-0.7483208515180001
ACH-000341,-0.642738781051
ACH-000348,-1.06385043845
ACH-000350,-1.22821972102
ACH-000352,-1.07676624949
ACH-000356,-1.20049771825
ACH-000361,-1.3651719553200001
ACH-000362,-0.9892275840160001
ACH-000363,-1.2710171135200001
ACH-000364,-1.15180365548
ACH-000365,-1.20827005899
ACH-000366,-0.722869788193
ACH-000368,-0.84644077031
ACH-000374,-0.747053421735
ACH-000375,-0.859361629633
ACH-000376,-0.929677439327
ACH-000381,-0.618517095559
ACH-000383,-1.00243464577
ACH-000387,-0.9607753110130001
ACH-000389,-0.534750054793
ACH-000390,-0.9603363270149999
ACH-000393,-0.8394660736059999
ACH-000395,-0.944638801126
ACH-000397,-1.09743027015
ACH-000401,-0.817567941466
ACH-000402,-1.3432239021599999
ACH-000403,-0.934082693636
ACH-000404,-1.1275574528499999
ACH-000406,-0.9747823855769999
ACH-000407,-0.801119235468
ACH-000408,-1.13644229392
ACH-000410,-0.9969360699600001
ACH-000411,-0.751522358273
ACH-000414,-0.961398264631
ACH-000415,-0.734592454671
ACH-000416,-0.8870995679629999
ACH-000420,-1.31730471779
ACH-000421,-1.1792515714899998
ACH-000424,-0.830769580474
ACH-000425,-1.1574797744
ACH-000426,-0.656071643643
ACH-000427,-1.8265575165999999
ACH-000433,-0.741733895132
ACH-000436,-0.953139969529
ACH-000444,-0.8075692845720001
ACH-000445,-0.549336547145
ACH-000448,-0.8157445133660001
ACH-000450,-0.5901611715999999
ACH-000452,-0.967774313664
ACH-000454,-1.2376378621200002
ACH-000458,-0.965478883431
ACH-000459,-1.03274919766
ACH-000460,-0.9500653284630001
ACH-000461,-0.9084139612540001
ACH-000463,-0.927465576628
ACH-000464,-1.12642745808
ACH-000466,-1.08564265756
ACH-000467,-0.904552743316
ACH-000468,-0.919138517163
ACH-000469,-0.8539790849760001
ACH-000470,-1.44271038646
ACH-000471,-0.95328013831
ACH-000472,-0.878263715883
ACH-000473,-0.990594515862
ACH-000475,-0.876309167516
ACH-000476,-1.0281365545899999
ACH-000477,-1.5893633211700002
ACH-000480,-1.0507566887200002
ACH-000481,-0.8914554455679999
ACH-000483,-1.17501997433
ACH-000484,-1.16951950914
ACH-000485,-0.949484995467
ACH-000486,-0.894502997089
ACH-000487,-0.7050765865109999
ACH-000488,-0.86635779927
ACH-000490,-0.9126309866869999
ACH-000491,-1.000986843
ACH-000495,-0.9865872223409999
ACH-000496,-0.937450450021
ACH-000499,-1.15833442926
ACH-000500,0.0714475635893
ACH-000502,-0.928386869957
ACH-000503,-1.1861116846100002
ACH-000505,-0.702279162299
ACH-000507,-0.9557067053939999
ACH-000510,-0.9896847025159999
ACH-000511,-0.90335584282
ACH-000512,-1.33421230831
ACH-000516,-0.7175344207
ACH-000517,-0.975461957011
ACH-000518,-1.30361796275
ACH-000520,-0.697236387381
ACH-000521,-0.885469937834
ACH-000522,-0.930678356475
ACH-000524,-1.43544818936
ACH-000527,-1.04106911188
ACH-000528,-1.01944580864
ACH-000537,-0.9642953146400001
ACH-000541,-0.8751922614990001
ACH-000542,-0.899100326456
ACH-000544,-1.27502385337
ACH-000545,-0.930313369914
ACH-000547,-0.734015748797
ACH-000548,-1.05094411544
ACH-000549,-0.8547606638590001
ACH-000550,-0.6025388846949999
ACH-000552,-0.975698859349
ACH-000556,-1.01387365125
ACH-000557,-0.884584253198
ACH-000570,-0.853665928118
ACH-000571,-0.7846045534839999
ACH-000573,-1.25381351016
ACH-000576,-1.04557328574
ACH-000580,-1.6163657606600002
ACH-000584,-0.97555315116
ACH-000585,-1.02945284129
ACH-000588,-0.923405915685
ACH-000589,-1.09437652251
ACH-000591,-0.984090418987
ACH-000593,-1.04357808067
ACH-000600,-1.0872373361
ACH-000601,-1.19064632339
ACH-000604,-1.0754585695999999
ACH-000605,-0.89528716774
ACH-000606,-0.78009721513
ACH-000608,-1.36906321102
ACH-000614,-0.979350178112
ACH-000616,-1.0
ACH-000618,-1.11198200427
ACH-000619,-1.06911994547
ACH-000620,-0.6970191641240001
ACH-000621,-0.961926145938
ACH-000622,-1.2360571023
ACH-000623,-0.805392654253
ACH-000624,-0.997487770783
ACH-000627,-0.981318574569
ACH-000630,-1.00044495675
ACH-000632,-0.7575829635439999
ACH-000633,-1.20863825686
ACH-000637,-0.6959859690219999
ACH-000638,-1.01854388793
ACH-000646,-1.56827848363
ACH-000647,-0.9821992246369999
ACH-000648,-0.896559163573
ACH-000649,-1.00493622738
ACH-000651,-0.832302811342
ACH-000652,-0.9660659340889999
ACH-000653,-1.03960253278
ACH-000657,-0.97473150828
ACH-000658,-0.866604805254
ACH-000661,-1.15985213498
ACH-000662,-1.1895111179
ACH-000663,-1.00987479405
ACH-000665,-1.0044654606999999
ACH-000671,-0.9255454709569999
ACH-000673,-0.804466633696
ACH-000676,-1.01507791969
ACH-000677,-0.795544049976
ACH-000681,-0.8573649921080001
ACH-000682,-1.3013770574099999
ACH-000683,-0.976356517808
ACH-000684,-0.576878716313
ACH-000688,-1.2731556166700002
ACH-000693,-1.03964714984
ACH-000694,-0.824576588064
ACH-000695,-0.935103521328
ACH-000696,-0.919282906208
ACH-000697,-1.10542928698
ACH-000699,-1.3524091766
ACH-000701,-0.829347326009
ACH-000706,-0.892612007887
ACH-000711,-0.942816740315
ACH-000713,-1.12296965787
ACH-000714,-0.984860881049
ACH-000718,-1.30657802036
ACH-000720,-0.816125050988
ACH-000721,-0.613338680478
ACH-000724,-1.28783480187
ACH-000725,-1.67068286347
ACH-000732,-1.07178012877
ACH-000734,-0.846567988099
ACH-000735,-0.778056540112
ACH-000736,-0.960760269296
ACH-000738,-0.817391542499
ACH-000746,-1.30516712751
ACH-000747,-1.0767160035799999
ACH-000748,-0.852428806121
ACH-000753,-0.878175917631
ACH-000756,-0.8316009956270001
ACH-000757,-0.9941175289759999
ACH-000758,-0.949498341874
ACH-000760,-1.13152363578
ACH-000763,-1.0831013517299999
ACH-000764,-0.840991131401
ACH-000765,-1.0500549091299998
ACH-000766,-0.920034320536
ACH-000767,-0.827011979181
ACH-000768,-0.781897336245
ACH-000769,-0.933265437778
ACH-000770,-1.01330556838
ACH-000771,-1.04345168652
ACH-000773,-1.15038786264
ACH-000776,-0.712666620489
ACH-000777,-0.8411280230850001
ACH-000778,-1.07183274969
ACH-000781,-0.885566426891
ACH-000782,-0.957129391865
ACH-000783,-1.04928914273
ACH-000784,-0.745250769957
ACH-000785,-0.945856091555
ACH-000787,-0.777047356627
ACH-000788,-1.16820836885
ACH-000791,-1.06573196884
ACH-000792,-0.983449105855
ACH-000794,-0.916093650911
ACH-000796,-0.9417801112720001
ACH-000799,-1.03953579137
ACH-000800,-0.9350213260529999
ACH-000802,-1.12280067552
ACH-000804,-0.8818362458
ACH-000805,-0.888240430262
ACH-000809,-1.15227401294
ACH-000810,-1.00747230097
ACH-000811,-0.876078156576
ACH-000817,-1.3555935472999998
ACH-000819,-1.18031615135
ACH-000820,-1.04007464842
ACH-000821,-1.03087659451
ACH-000822,-1.0130889783600001
ACH-000823,-1.10964350841
ACH-000824,-1.23439332119
ACH-000827,-0.8254522860100001
ACH-000829,-1.11134706326
ACH-000831,-0.917640320519
ACH-000832,-0.874297683286
ACH-000833,-0.902676954429
ACH-000834,-1.04180257525
ACH-000835,-0.819355781619
ACH-000836,-0.774151078347
ACH-000837,-1.05096685781
ACH-000838,-0.861264534968
ACH-000839,-1.0142082394399998
ACH-000840,-0.8196425777869999
ACH-000841,-0.885743849338
ACH-000843,-0.935465137852
ACH-000846,-0.819725895797
ACH-000847,-0.9951744289
ACH-000848,-1.07412634226
ACH-000849,-0.996452086121
ACH-000851,-0.89705486405
ACH-000855,-1.1606735019399999
ACH-000856,-0.8036093105500001
ACH-000858,-0.972385800114
ACH-000859,-1.1181822374
ACH-000861,-0.804737796183
ACH-000862,-1.0807334494499998
ACH-000865,-0.75025609329
ACH-000866,-1.00052032697
ACH-000867,-1.21679054875
ACH-000869,-1.2191295858
ACH-000872,-0.927012360054
ACH-000873,-1.0347557669
ACH-000876,-0.68912443131
ACH-000878,-0.7887098558560001
ACH-000880,-0.996310169191
ACH-000881,-1.15859617201
ACH-000882,-1.0213018258700002
ACH-000884,-0.962184580762
ACH-000885,-0.698465302296
ACH-000887,-1.06102982293
ACH-000888,-1.00357386347
ACH-000889,-0.6695646439190001
ACH-000890,-0.946327790869
ACH-000896,-0.880225685254
ACH-000898,-1.2602617791500001
ACH-000900,-0.895023183826
ACH-000901,-0.7358627738179999
ACH-000905,-1.19271026918
ACH-000906,-0.832990410219
ACH-000907,-0.660645884023
ACH-000910,-0.947434454568
ACH-000911,-1.0914968246899999
ACH-000912,-0.796266412835
ACH-000913,-0.973175456529
ACH-000915,-0.926750571865
ACH-000916,-0.269407816412
ACH-000917,-1.43255812035
ACH-000921,-0.964008083619
ACH-000924,-1.00345315449
ACH-000926,-0.700154445237
ACH-000928,-0.662280297153
ACH-000929,-0.869322053187
ACH-000932,-0.9887245565530001
ACH-000935,-0.7604563152760001
ACH-000936,-0.7573962982699999
ACH-000937,-0.943635324992
ACH-000938,-0.6906735652920001
ACH-000939,-0.5081633571490001
ACH-000941,-1.0075600807
ACH-000943,-1.00667207368
ACH-000946,-1.06436593078
ACH-000947,-0.9058373747799998
ACH-000948,-0.867545952349
ACH-000950,-0.7979719163719999
ACH-000953,-0.8599131674989999
ACH-000957,-0.9468019486589999
ACH-000958,-1.0251150649299998
ACH-000960,-1.12522190959
ACH-000963,-0.645296260889
ACH-000968,-0.973692776731
ACH-000969,-1.01111857222
ACH-000973,-0.7643633670209999
ACH-000974,-1.05205695237
ACH-000975,-1.04350074794
ACH-000976,-0.872717647017
ACH-000978,-0.318063121374
ACH-000980,-1.01940273809
ACH-000984,-0.9496748276279999
ACH-000986,-1.14210855192
ACH-000988,-1.0510106962799999
ACH-000993,-1.11226715303
ACH-000994,-0.541427978784
ACH-000996,-0.932351773395
ACH-001001,-0.966097145134
ACH-001020,-0.940696387227
ACH-001028,-0.952965081181
ACH-001031,-0.83913115938
ACH-001038,-1.02353562482
ACH-001048,-1.0391555526
ACH-001050,-1.13134217014
ACH-001053,-0.704789043764
ACH-001054,-0.808808229211
ACH-001061,-1.0725031570999999
ACH-001067,-0.8633070073710001
ACH-001075,-0.854131347375
ACH-001096,-1.19707954168
ACH-001128,-0.248890509127
ACH-001134,-0.947391210918
ACH-001151,-0.9094836725480001
ACH-001163,-1.12655013327
ACH-001164,-0.922332135998
ACH-001173,-1.0936956364200001
ACH-001183,-1.15332774909
ACH-001184,-0.975177141007
ACH-001190,-0.955380732173
ACH-001192,-1.0937510750100001
ACH-001193,-1.03615003833
ACH-001196,-1.0391701148
ACH-001197,-0.786238955908
ACH-001205,-1.10681175135
ACH-001211,-0.855486097863
ACH-001212,-1.4912427988999999
ACH-001228,-0.927272035486
ACH-001232,-0.873212670919
ACH-001239,-0.917581554601
ACH-001274,-0.892276638969
ACH-001275,-0.735607299018
ACH-001277,-1.12448190687
ACH-001278,-1.10341866065
ACH-001280,-1.00399695261
ACH-001283,-1.1848545858700001
ACH-001289,-1.15129526376
ACH-001295,-1.1687002637100001
ACH-001300,-1.05835549971
ACH-001301,-0.945747216781
ACH-001302,-1.20408292545
ACH-001303,-1.0876122724600001
ACH-001306,-0.9532540248019999
ACH-001318,-1.3235447503
ACH-001322,-0.818083383283
ACH-001328,-0.7196614395290001
ACH-001332,-1.1400675610100002
ACH-001333,-1.0004835546700002
ACH-001336,-1.19455924013
ACH-001340,-0.919597419246
ACH-001346,-0.9090083816779999
ACH-001353,-0.687206850932
ACH-001354,-0.9555297149950001
ACH-001367,-0.903829994487
ACH-001368,-1.05356633449
ACH-001374,-0.624923756094
ACH-001375,-1.0483093240899999
ACH-001377,-1.1286218963299999
ACH-001380,-1.01370417782
ACH-001391,-0.966829540975
ACH-001407,-1.05081282033
ACH-001408,-1.1269067122299998
ACH-001413,-0.939374595115
ACH-001430,-1.59811545187
ACH-001431,-1.04109489612
ACH-001450,-0.546426692817
ACH-001496,-0.611472349508
ACH-001500,-0.525505845441
ACH-001521,-1.14291923096
ACH-001523,-0.8349247468500001
ACH-001532,-1.0096630792399999
ACH-001536,-1.00220932419
ACH-001550,-0.45305765732500003
ACH-001552,-1.0136999664
ACH-001554,-1.07172402678
ACH-001645,-0.888974537852
ACH-001654,-1.03161680704
ACH-001715,-1.0150578537100001
ACH-001735,-0.988076098038
ACH-001736,-0.951764670438
ACH-001737,-1.1675375001200001
ACH-001740,-0.942658590817
ACH-001745,-0.9975425700700001
ACH-001750,-1.18075565731
ACH-001765,-1.28462489138
ACH-001956,-1.0788412269
ACH-001957,-0.80606866117
