,TAP1 (6890)
ACH-000004,-0.239177774185
ACH-000007,-0.486624615982
ACH-000009,-0.0210157393704
ACH-000011,-0.320043638032
ACH-000012,-0.110231082728
ACH-000013,-0.241984589908
ACH-000014,-0.363368350853
ACH-000015,-0.194498174899
ACH-000017,-0.38278555800399994
ACH-000018,-0.28284523975299997
ACH-000019,-0.376688967529
ACH-000021,-0.0565437058249
ACH-000022,0.073893087285
ACH-000025,-0.20251731386
ACH-000028,-0.251245318437
ACH-000030,-0.130294382654
ACH-000035,-0.04980034649540001
ACH-000036,-0.334957442266
ACH-000037,-0.131746386585
ACH-000039,-0.104058839527
ACH-000040,-0.09770559100710001
ACH-000041,-0.49255623054799996
ACH-000042,-0.114101096368
ACH-000045,0.0822069796352
ACH-000047,-0.22566129457400003
ACH-000052,-0.24102987460900002
ACH-000053,-0.192616585857
ACH-000054,-0.214721327412
ACH-000055,-0.108336947226
ACH-000060,-0.388276023519
ACH-000067,-0.11795742652699999
ACH-000070,0.109887532652
ACH-000075,-0.187578072536
ACH-000078,-0.00378969166587
ACH-000082,-0.268923216344
ACH-000085,-0.233265066988
ACH-000086,-0.124036212435
ACH-000087,-0.312626860847
ACH-000092,-0.190163213925
ACH-000095,-0.197992565953
ACH-000097,-0.16281759269999999
ACH-000098,-0.19906652552700002
ACH-000099,0.0628627791942
ACH-000108,-0.11027272665999999
ACH-000113,-0.209459195496
ACH-000115,-0.455560845051
ACH-000116,-0.0329633526218
ACH-000118,-0.0633764927859
ACH-000120,-0.20311305705
ACH-000123,-0.0841493253569
ACH-000127,-0.294355255211
ACH-000128,-0.161258626492
ACH-000132,-0.315191555403
ACH-000133,-0.22140361821199997
ACH-000137,-0.21499404440900002
ACH-000138,-0.15153660036299998
ACH-000142,-0.27095833401299996
ACH-000143,-0.23340589663199998
ACH-000146,-0.08633560990900001
ACH-000148,-0.0710076272976
ACH-000150,-0.182541482145
ACH-000152,-0.307039662674
ACH-000153,-0.0705798552433
ACH-000159,-0.181768224797
ACH-000160,-0.0360042558762
ACH-000163,-0.166763801463
ACH-000167,-0.53986464437
ACH-000168,-0.21008659272100003
ACH-000169,-0.20524130717099998
ACH-000178,-0.150922008393
ACH-000182,-0.328013520113
ACH-000183,-0.496542036998
ACH-000188,-0.298767729049
ACH-000189,-0.08696569369149999
ACH-000190,-0.24442054247099998
ACH-000198,-0.418564272171
ACH-000204,-0.119894354912
ACH-000206,-0.6228683675469999
ACH-000207,-0.571112031277
ACH-000211,-0.264144550069
ACH-000215,-0.221566925858
ACH-000221,-0.17370497098499998
ACH-000222,0.217739697958
ACH-000223,-0.17536723699700002
ACH-000226,-0.27878165192
ACH-000227,0.0123403405324
ACH-000228,-0.13265436158500002
ACH-000231,-0.296219049976
ACH-000232,-0.18913175266399998
ACH-000233,-0.131321094482
ACH-000234,-0.227928038268
ACH-000235,-0.191456839323
ACH-000237,-0.139635280487
ACH-000238,-0.319230819245
ACH-000243,-0.050294037276699996
ACH-000244,-0.238318588605
ACH-000246,-0.251563038037
ACH-000248,-0.208168853896
ACH-000250,-0.22550799628600002
ACH-000251,-0.109975112547
ACH-000253,-0.297409021755
ACH-000255,-0.320526949321
ACH-000256,-0.15192142745999998
ACH-000257,-0.10187453096000001
ACH-000258,0.0977416084419
ACH-000259,-0.011366233385900001
ACH-000260,-0.176797418442
ACH-000261,-0.263284626771
ACH-000262,-0.168866168515
ACH-000263,-0.181260605143
ACH-000264,-0.18815561970300002
ACH-000265,-0.06839889353999999
ACH-000266,-0.230816591124
ACH-000272,-0.337718525657
ACH-000273,-0.23619037096099998
ACH-000274,-0.214093789842
ACH-000277,-0.22272017843800002
ACH-000278,-0.254176970582
ACH-000279,-0.17942965988899998
ACH-000280,-0.269124836838
ACH-000281,0.058254142992400004
ACH-000288,-0.16255364267
ACH-000291,-0.251997131552
ACH-000293,-0.375745612217
ACH-000294,0.0593792890605
ACH-000295,-0.401670322409
ACH-000296,-0.266050995616
ACH-000302,-0.329408790474
ACH-000304,-0.626406314012
ACH-000307,-0.20534975070099998
ACH-000308,-0.224877196038
ACH-000310,0.1260795403
ACH-000311,-0.33232337735
ACH-000312,-0.0106502649543
ACH-000315,-0.429612564445
ACH-000316,-0.288166628884
ACH-000317,-0.088598069775
ACH-000318,-0.08205917168549999
ACH-000319,-0.14013356246
ACH-000320,-0.057249231241199995
ACH-000322,0.07167771976630001
ACH-000323,-0.21259906286400002
ACH-000324,-0.0732786630404
ACH-000329,-0.25397429783500003
ACH-000330,-0.183423524544
ACH-000331,-0.24215058073600002
ACH-000332,-0.203722792396
ACH-000334,-0.20279929327799998
ACH-000335,-0.324434332397
ACH-000336,-0.18499631674400002
ACH-000337,-0.325728958359
ACH-000339,-0.205503528113
ACH-000341,-0.06769404811959999
ACH-000348,-0.478048759766
ACH-000350,0.00398978555894
ACH-000352,-0.211356053235
ACH-000356,-0.24578470130600003
ACH-000361,-0.068264586418
ACH-000362,-0.0731307994449
ACH-000363,-0.23408474166499998
ACH-000364,-0.171549685011
ACH-000365,-0.226792186695
ACH-000366,-0.0871613908565
ACH-000368,-0.140471709019
ACH-000374,-0.530220330872
ACH-000375,-0.19283707492899999
ACH-000376,-0.0126057429196
ACH-000381,-0.260929160052
ACH-000383,-0.237264240403
ACH-000387,-0.15517519576199998
ACH-000389,-0.12797670205
ACH-000390,-0.246761566556
ACH-000393,-0.133383483244
ACH-000395,-0.115721365957
ACH-000397,-0.221499854753
ACH-000401,-0.0129188866677
ACH-000402,-0.24077424131900002
ACH-000403,-0.15969727999299999
ACH-000404,-0.5227403179469999
ACH-000406,-0.235635600717
ACH-000407,-0.191979318958
ACH-000408,-0.352989081436
ACH-000410,-0.160144983278
ACH-000411,-0.23713270280499998
ACH-000414,-0.054098973495500004
ACH-000415,-0.0706347155227
ACH-000416,-0.12158591892300001
ACH-000420,-0.23187022299899998
ACH-000421,-0.29243425527399997
ACH-000424,-0.35170358122400003
ACH-000425,-0.039797478674800005
ACH-000426,-0.24436584416999999
ACH-000427,-0.216575710982
ACH-000433,-0.130601584974
ACH-000436,-0.19986572465100003
ACH-000444,-0.301271203464
ACH-000445,-0.223162413647
ACH-000448,-0.134063717744
ACH-000450,-0.242373779137
ACH-000452,-0.321355500963
ACH-000454,-0.322375616879
ACH-000458,-0.284416000526
ACH-000459,-0.284646819236
ACH-000460,-0.101036281005
ACH-000461,-0.137223204539
ACH-000463,-0.0026654918083699997
ACH-000464,-0.092092938682
ACH-000466,-0.033410199317999996
ACH-000467,-0.13023641471300001
ACH-000468,-0.165079725229
ACH-000469,-0.123847153674
ACH-000470,-0.211579411243
ACH-000471,-0.10418260477600001
ACH-000472,-0.22523209627799998
ACH-000473,-0.265346740279
ACH-000475,-0.11692267707000001
ACH-000476,-0.181905305628
ACH-000477,-0.0678461211032
ACH-000480,-0.0738132600132
ACH-000481,-0.42964287797
ACH-000483,-0.0211968050174
ACH-000484,-0.104069445562
ACH-000485,-0.140578296419
ACH-000486,-0.103701853564
ACH-000487,-0.0497507575424
ACH-000488,-0.262931120344
ACH-000490,-0.249337288622
ACH-000491,-0.41004252073700004
ACH-000495,-0.286824317104
ACH-000496,-0.1862020466
ACH-000499,-0.10707626189899999
ACH-000500,-0.42364030463
ACH-000502,-0.11595241314600001
ACH-000503,-0.0281727272749
ACH-000505,-0.253441639128
ACH-000507,-0.238232805376
ACH-000510,-0.24079253475200002
ACH-000511,-0.37643238911300003
ACH-000512,-0.7145310882770001
ACH-000516,-0.198610753826
ACH-000517,-0.314424673865
ACH-000518,-0.35833965710500004
ACH-000520,-0.42299109048600003
ACH-000521,0.0312756032841
ACH-000522,-0.0948901149678
ACH-000524,-0.309334106756
ACH-000527,-0.121493125331
ACH-000528,-0.206293979457
ACH-000537,-0.357591923272
ACH-000541,-0.23389969929999999
ACH-000542,-0.0990063527533
ACH-000544,-0.0806953340451
ACH-000545,-0.154552873111
ACH-000547,-0.16297534762399998
ACH-000548,-0.21103746752500002
ACH-000549,-0.245409240112
ACH-000550,-0.04932680459430001
ACH-000552,-0.277275917092
ACH-000556,-0.09852541395539999
ACH-000557,-0.12445789411599999
ACH-000570,-0.139846755123
ACH-000571,-0.22364019837699997
ACH-000573,-0.0782137542073
ACH-000576,-0.374538491848
ACH-000580,-0.024870628633699998
ACH-000584,-0.13566496078600002
ACH-000585,-0.22810536630699998
ACH-000588,-0.375105749219
ACH-000589,-0.0722366118255
ACH-000591,-0.267320922541
ACH-000593,-0.13552561154999998
ACH-000600,-0.23500732766899998
ACH-000601,-0.0776501285176
ACH-000604,-0.496901631444
ACH-000605,-0.111956103619
ACH-000606,-0.16385716359400002
ACH-000608,-0.316830205953
ACH-000614,0.0125822163184
ACH-000616,-0.12619444987700001
ACH-000618,-0.14606939443
ACH-000619,-0.17550562623799998
ACH-000620,-0.00905427112236
ACH-000621,-0.150243843326
