,SPECC1L (23384)
ACH-000004,-0.0138980878216
ACH-000007,-0.245932248086
ACH-000009,-0.118799857182
ACH-000011,-0.0125364555054
ACH-000012,-0.258218605113
ACH-000013,-0.0354332826388
ACH-000014,-0.289460369803
ACH-000015,-0.187951689952
ACH-000017,-0.0825305531272
ACH-000018,-0.0556980085031
ACH-000019,-0.11770594407
ACH-000021,-0.277155960658
ACH-000022,-0.0325915340193
ACH-000025,-0.25934075671900003
ACH-000028,-0.140884754369
ACH-000030,-0.145357415837
ACH-000035,-0.0179588983995
ACH-000036,-0.268520246937
ACH-000037,-0.18272977107799998
ACH-000039,-0.21102904357299998
ACH-000040,0.19703099903000001
ACH-000041,-0.278380715876
ACH-000042,-0.181936571334
ACH-000045,0.0394867818209
ACH-000047,-0.13452518207
ACH-000052,-0.06074847019730001
ACH-000053,-0.0404163356471
ACH-000054,-0.329933688432
ACH-000055,-0.183322017097
ACH-000060,-0.171795235853
ACH-000067,-0.229696224814
ACH-000070,-0.151720252434
ACH-000075,-0.174170814487
ACH-000078,0.234398101848
ACH-000082,0.072607900499
ACH-000085,-0.10423769392999999
ACH-000086,0.194645533349
ACH-000087,-0.08487154573610001
ACH-000092,-0.0528473662153
ACH-000095,-0.0181812097663
ACH-000097,-0.191987737631
ACH-000098,-0.0968559663391
ACH-000099,-0.254336553785
ACH-000108,-0.15976408464800002
ACH-000113,-0.0370501267034
ACH-000115,-0.281794499807
ACH-000116,-0.153092667976
ACH-000118,-0.104650734411
ACH-000120,-0.457671897085
ACH-000123,-0.113108200785
ACH-000127,-0.0857139469039
ACH-000128,0.039149341465
ACH-000132,-0.15226234768
ACH-000133,-0.25519427853599996
ACH-000137,0.0011526813218699999
ACH-000138,-0.109828340384
ACH-000142,-0.021165342474000003
ACH-000143,-0.083099486628
ACH-000146,0.0585433208415
ACH-000148,-0.10393741880000001
ACH-000150,-0.00764832711639
ACH-000152,-0.33596976680699997
ACH-000153,0.0892088488553
ACH-000159,0.225183074259
ACH-000160,-0.22359804356
ACH-000163,-0.254620717693
ACH-000167,-0.49125823213799996
ACH-000168,-0.0850388131092
ACH-000169,-0.14352008783700002
ACH-000178,-0.36022138632899997
ACH-000182,0.0519345874217
ACH-000183,-0.0720337294047
ACH-000188,0.0122848032968
ACH-000189,0.0652008961731
ACH-000190,-0.09677693729499999
ACH-000198,0.023028305588199998
ACH-000204,-0.24263265418000002
ACH-000206,0.166056520274
ACH-000207,-0.07180138691639999
ACH-000211,-0.17231671528499998
ACH-000215,-0.17060772062
ACH-000221,-0.055601233402500005
ACH-000222,-0.0757556934447
ACH-000223,0.00250716303382
ACH-000226,-0.022165573467000002
ACH-000227,-0.11663194390699999
ACH-000228,0.0463105878995
ACH-000231,-0.127373453103
ACH-000232,-0.0638265378772
ACH-000233,-0.0459498036021
ACH-000234,0.0409805324768
ACH-000235,-0.00889021735245
ACH-000237,-0.013170287753
ACH-000238,-0.048335323875199995
ACH-000243,-0.30708100182
ACH-000244,-0.545752484757
ACH-000246,0.0004318034393919999
ACH-000248,-0.140503599366
ACH-000250,0.045354807781
ACH-000251,0.233184984743
ACH-000253,-0.0736132007497
ACH-000255,-0.174938137016
ACH-000256,-0.28267129615200004
ACH-000257,-0.156451715941
ACH-000258,0.049725746496800005
ACH-000259,-0.488615379269
ACH-000260,-0.0633247564539
ACH-000261,-0.208637314995
ACH-000262,0.140878965823
ACH-000263,-0.0357555955919
ACH-000264,-0.148606072117
ACH-000265,-0.104219373752
ACH-000266,-0.22232939531999998
ACH-000272,-0.156562108125
ACH-000273,-0.168271963909
ACH-000274,0.00358447233433
ACH-000277,0.053407971582199995
ACH-000278,-0.059483934700999996
ACH-000279,-0.05052135036830001
ACH-000280,-0.00224517059699
