,PPP1CA (5499)
ACH-000004,-0.744927513273
ACH-000007,-0.8968799783670001
ACH-000009,-0.807780682836
ACH-000011,-0.687513244649
ACH-000012,-0.607571345696
ACH-000013,-0.45263404029700005
ACH-000014,-0.301452761645
ACH-000015,-0.417721550207
ACH-000017,-0.749348742765
ACH-000018,-0.918353771067
ACH-000019,-0.643019151633
ACH-000021,-0.538528593767
ACH-000022,-0.582508010377
ACH-000025,-0.507922823492
ACH-000028,-0.738139737993
ACH-000030,-0.6033477070100001
ACH-000035,-0.586184836475
ACH-000036,-0.548817764985
ACH-000037,-0.5012672172739999
ACH-000039,-0.5382939202570001
ACH-000040,-0.845923252913
ACH-000041,-0.684145213528
ACH-000042,-0.992629097844
ACH-000045,-0.7463323842640001
ACH-000047,-0.7774794056219999
ACH-000052,-0.7200984708529999
ACH-000053,-0.223527562616
ACH-000054,-0.606621764376
ACH-000055,-0.479934259986
ACH-000060,-0.818873923922
ACH-000067,-0.432732108544
ACH-000070,-0.612251060414
ACH-000075,-0.665165338496
ACH-000078,-0.612961981344
ACH-000082,-0.7665725930159999
ACH-000085,-0.8176102850329999
ACH-000086,-0.639282139477
ACH-000087,-0.583259954376
ACH-000092,-0.6122458360149999
ACH-000095,-0.564958153441
ACH-000097,-0.776466108978
ACH-000098,-0.738519219111
ACH-000099,-0.533275045215
ACH-000108,-0.600448617449
ACH-000113,-0.821596841992
ACH-000115,-0.5534467942010001
ACH-000116,-0.623162464886
ACH-000118,-0.613506330856
ACH-000120,-0.713606570936
ACH-000123,-0.7070058071750001
ACH-000127,-0.869588643583
ACH-000128,-0.331578663895
ACH-000132,-0.6606272101089999
ACH-000133,-0.9989816187639999
ACH-000137,-0.608084547248
ACH-000138,-0.522566285147
ACH-000142,-0.7176212172040001
ACH-000143,-0.698634138182
ACH-000146,-0.49064719614200003
ACH-000148,-0.47102921986999996
ACH-000150,-0.967218472242
ACH-000152,-0.891487520201
ACH-000153,-0.9529127074339999
ACH-000159,-0.534222144487
ACH-000160,-0.279108210449
ACH-000163,-0.6749072776780001
ACH-000167,-0.126993020045
ACH-000168,-0.704793505382
ACH-000169,-0.5366729061509999
ACH-000178,-0.981300504085
ACH-000182,-0.717932111126
ACH-000183,-0.426312530068
ACH-000188,-0.9439126489470001
ACH-000189,-0.8307171251090001
ACH-000190,-0.351693255995
ACH-000198,-0.948671773589
ACH-000204,-0.674920798698
ACH-000206,-0.668271733453
ACH-000207,-1.06902052448
ACH-000211,-0.647676575696
ACH-000215,-0.478990134039
ACH-000221,-0.479861390775
ACH-000222,-0.750841267043
ACH-000223,-0.44526790937
ACH-000226,-0.567813256794
ACH-000227,-0.821695670977
ACH-000228,-0.835414867342
ACH-000231,-0.914075568293
ACH-000232,-0.578631002202
ACH-000233,-0.43426346135099997
ACH-000234,-0.830367555766
ACH-000235,-0.66972682944
ACH-000237,-0.391865572969
ACH-000238,-1.18109516505
ACH-000243,-0.5162832175509999
ACH-000244,-1.3088927367799998
ACH-000246,-0.99011122014
ACH-000248,-0.56841332555
ACH-000250,-1.07526110185
ACH-000251,-0.47825570912199994
ACH-000253,-0.438477631103
ACH-000255,-0.585310276708
ACH-000256,-0.486036659762
ACH-000257,-0.292657939406
ACH-000258,-0.25782800585099996
ACH-000259,-0.502720708221
ACH-000260,-0.38087055323700003
ACH-000261,-0.897744571363
ACH-000262,-1.2763723629500001
ACH-000263,-0.437183820731
ACH-000264,-0.5006175917360001
ACH-000265,-0.542669252978
ACH-000266,-0.6783087214010001
ACH-000272,-0.331107334682
ACH-000273,-0.441340207079
ACH-000274,-0.5166036195579999
ACH-000277,-0.573842152376
ACH-000278,-0.6058357707199999
ACH-000279,-0.5909993295679999
ACH-000280,-0.779658574771
ACH-000281,-0.759954929751
ACH-000288,-1.15630020755
ACH-000291,-0.440787186017
ACH-000293,-0.725976937881
ACH-000294,-0.5387897661300001
ACH-000295,-0.61698527395
ACH-000296,-0.46536749787500004
ACH-000302,-0.390619023229
ACH-000304,-0.46187671000200003
ACH-000307,-0.530360687019
ACH-000308,-0.586533331219
ACH-000310,-0.584849486781
ACH-000311,-0.634773028161
ACH-000312,-0.602311834598
ACH-000315,-0.552864420614
ACH-000316,-1.13623436454
ACH-000317,-0.7124699176450001
ACH-000318,-0.719084623344
ACH-000319,-0.7161366751070001
ACH-000320,-0.655532411207
ACH-000322,-0.632208861062
ACH-000323,-0.581001437258
ACH-000324,-0.527103259519
ACH-000329,-0.373920654998
ACH-000330,-0.853710419241
ACH-000331,-0.80471611014
ACH-000332,-0.9057524636799998
ACH-000334,-0.7075178903129999
ACH-000335,-0.994994690678
ACH-000336,-0.5309411952040001
ACH-000337,-0.488366456256
ACH-000339,-0.6520067335409999
ACH-000341,-0.448078855249
ACH-000348,-0.25596809006
ACH-000350,-0.806899184693
ACH-000352,-0.6393862544009999
ACH-000356,-1.24822208269
ACH-000361,-0.740933642104
ACH-000362,-0.7002471301209999
ACH-000363,-0.475053727144
ACH-000364,-0.695481375632
ACH-000365,-0.537597170446
ACH-000366,-0.701376085145
ACH-000368,-0.722132124569
ACH-000374,-1.14289479094
ACH-000375,-0.311473336728
ACH-000376,-0.6496823223279999
ACH-000381,-0.321228762885
ACH-000383,-0.7903391315710001
ACH-000387,-0.627345796637
ACH-000389,-0.942501139472
ACH-000390,-0.40190934991800004
ACH-000393,-0.870376391139
ACH-000395,-0.445224189729
ACH-000397,-0.908408302121
ACH-000401,-0.6926290905210001
ACH-000402,-0.951617146788
ACH-000403,-0.94439859215
ACH-000404,-0.5191502455129999
ACH-000406,-0.53299545378
ACH-000407,-0.9688987312010001
ACH-000408,-0.83777976878
ACH-000410,-0.45875471591000005
ACH-000411,-0.7430987437700001
ACH-000414,-0.6831363883660001
ACH-000415,-0.806878255643
ACH-000416,-0.7108889261229999
ACH-000420,-1.09863396001
ACH-000421,-0.42828558130800004
ACH-000424,-0.8914906966320001
ACH-000425,-0.318530456
ACH-000426,-0.5720024250519999
ACH-000427,-0.8805016730700002
ACH-000433,-0.960886274945
ACH-000436,-0.409937487649
ACH-000444,-0.356379452781
ACH-000445,-0.836476848134
ACH-000448,-0.873571869454
ACH-000450,-1.0815828035
ACH-000452,-0.641702593375
ACH-000454,-0.326338323019
ACH-000458,-0.9404320709819999
ACH-000459,-0.17353265074000002
ACH-000460,-0.519316636774
ACH-000461,-1.42962291914
ACH-000463,-0.450657343358
ACH-000464,-0.354097297256
ACH-000466,-1.6578337066600002
ACH-000467,-0.24739455823000003
ACH-000468,-0.7958597062530001
ACH-000469,-0.711131283098
ACH-000470,-0.443583534586
ACH-000471,-0.55947873477
ACH-000472,-0.839881378441
ACH-000473,-0.405520817381
ACH-000475,-0.48817776021799997
ACH-000476,-0.739935414706
ACH-000477,-0.614574472393
ACH-000480,-0.391929671531
ACH-000481,-0.8253783557979999
ACH-000483,-0.359938820193
ACH-000484,-0.49796158091700005
ACH-000485,-0.670913249489
ACH-000486,-0.8912923381450001
ACH-000487,-0.8416872076549999
ACH-000488,-0.908048289437
ACH-000490,-0.399249168411
ACH-000491,-0.475592410088
ACH-000495,-0.786827507861
ACH-000496,-0.8906081788310001
ACH-000499,-0.577957823325
ACH-000500,-0.537240669996
ACH-000502,-0.550663742744
ACH-000503,-0.658345974419
ACH-000505,-0.683313886373
ACH-000507,-0.781198397759
ACH-000510,-0.633288015596
ACH-000511,-0.739953114777
ACH-000512,-0.369980441942
ACH-000516,-0.7073582155660001
ACH-000517,-0.7846359275120001
ACH-000518,-0.641070515222
ACH-000520,-0.881067116937
ACH-000521,-0.675228401312
ACH-000522,-0.696795532235
ACH-000524,-0.593594737769
ACH-000527,-0.516373150921
ACH-000528,-0.40607280980099997
ACH-000537,-0.860563864639
ACH-000541,-0.356206944567
ACH-000542,-0.579775655541
ACH-000544,-0.734196489222
ACH-000545,-1.2659428458600002
ACH-000547,-0.554203481248
ACH-000548,-1.00664829179
ACH-000549,-0.69117171388
ACH-000550,-0.699746120823
ACH-000552,-0.801814021361
ACH-000556,-0.614153895176
ACH-000557,-0.8963037138600001
ACH-000570,-0.54543431649
ACH-000571,-0.474002283696
ACH-000573,-0.678776730219
ACH-000576,-0.739352335724
ACH-000580,-0.602005810963
ACH-000584,-0.332246820713
ACH-000585,-0.897289619445
ACH-000588,-0.468930351704
ACH-000589,-0.575389085664
ACH-000591,-0.648121382769
ACH-000593,-0.550034948134
ACH-000600,-0.584298010683
ACH-000601,-0.541825101788
ACH-000604,-0.9750685185169999
ACH-000605,-0.511193380388
ACH-000606,-0.923802546893
ACH-000608,-0.553571470177
ACH-000614,-0.496992049534
ACH-000616,-0.599380457274
ACH-000618,-0.766967180265
ACH-000619,-1.24147917198
ACH-000620,-0.39401588936899995
ACH-000621,-0.668128911154
ACH-000622,-0.36599323097099995
ACH-000623,-0.592827465285
ACH-000624,-0.518881231588
ACH-000627,-0.39327533321900005
