,PGF (5228)
ACH-000004,-0.163842675043
ACH-000007,0.154141554774
ACH-000009,0.037149323086199997
ACH-000011,0.0495330141524
ACH-000012,-0.11266566424900001
ACH-000013,-0.035774248996099996
ACH-000014,0.0447330924357
ACH-000015,-0.054525031282900004
ACH-000017,-0.165083937648
ACH-000018,-0.0899275838875
ACH-000019,-0.217515629775
ACH-000021,0.13602960661900002
ACH-000022,-0.14394403772199998
ACH-000025,0.12849643787
ACH-000028,0.06752175640930001
ACH-000030,0.022676449680200002
ACH-000035,0.102496833555
ACH-000036,0.0613239054541
ACH-000037,0.00186634532499
ACH-000039,-0.193081976048
ACH-000040,0.073998487054
ACH-000041,-0.116950632804
ACH-000042,0.09510843743599999
ACH-000045,-0.27481482900800003
ACH-000047,0.0119580470766
ACH-000052,-0.08126882186810001
ACH-000053,-0.021129149668999998
ACH-000054,-0.0108580072407
ACH-000055,0.120953185002
ACH-000060,-0.182741941096
ACH-000067,0.00524442062897
ACH-000070,0.013602193141299998
ACH-000075,-0.317851739399
ACH-000078,0.0970786796919
ACH-000082,-0.09992564637060002
ACH-000085,-0.0923897489621
ACH-000086,-0.056471208658999995
ACH-000087,-0.398489173401
ACH-000092,-0.0350678059509
ACH-000095,-0.0598363308103
ACH-000097,-0.0696743612066
ACH-000098,0.033993300157
ACH-000099,0.08475848834760001
ACH-000108,0.26945547623300004
ACH-000113,-0.04575270457169999
ACH-000115,-0.074459585907
ACH-000116,-0.0888276632175
ACH-000118,-0.0544836726888
ACH-000120,0.181651817513
ACH-000123,0.091619684066
ACH-000127,-0.054621463721000005
ACH-000128,0.133624895734
ACH-000132,-0.042647451672499996
ACH-000133,-0.04234372628219999
ACH-000137,0.00254437199361
ACH-000138,-0.00479200118949
ACH-000142,-0.017533659854999998
ACH-000143,-0.0856610320005
ACH-000146,0.159305651377
ACH-000148,-0.0605311277005
ACH-000150,0.279039063618
ACH-000152,0.0484926155036
ACH-000153,-0.07432232927780001
ACH-000159,-0.0816148140457
ACH-000160,-0.253694015518
ACH-000163,-0.287720069141
ACH-000167,-0.443991318145
ACH-000168,-0.205181324558
ACH-000169,0.043603429943900006
ACH-000178,0.150598895949
ACH-000182,-0.122283095512
ACH-000183,0.0287420816162
ACH-000188,0.102372490342
ACH-000189,-0.0198376282356
ACH-000190,-0.207963077868
ACH-000198,-0.007020396626649999
ACH-000204,0.0376665085604
ACH-000206,-0.24185520864
ACH-000207,-0.11747224790699999
ACH-000211,-0.09289136186349999
ACH-000215,-0.020469411809799998
ACH-000221,0.133514545977
ACH-000222,0.115670576903
ACH-000223,0.003966837100989999
ACH-000226,-0.114827591144
ACH-000227,-0.08867311169929999
ACH-000228,0.0422001713886
ACH-000231,-0.130973048339
ACH-000232,-0.12363379778400001
ACH-000233,0.022217545388000002
ACH-000234,0.0907372555491
ACH-000235,0.0163276116114
ACH-000237,0.202753624069
ACH-000238,-0.25907949460900004
ACH-000243,-0.000626900324903
ACH-000244,-0.09264398457319999
ACH-000246,-0.0741678872801
ACH-000248,0.147571618342
ACH-000250,0.0692145674998
ACH-000251,0.0882091084522
ACH-000253,-0.0457342784384
ACH-000255,0.0780343262902
ACH-000256,-0.151409591928
ACH-000257,0.0199859298798
ACH-000258,0.153533681244
ACH-000259,0.179962160605
ACH-000260,0.00634270526762
ACH-000261,-0.004582985988640001
ACH-000262,0.06932522491939999
ACH-000263,-0.0744950312945
ACH-000264,-0.013985776330000001
ACH-000265,0.0595784298846
ACH-000266,0.10579827447899999
ACH-000272,-0.0240712617875
ACH-000273,0.057840674970000006
ACH-000274,-0.0855451606
ACH-000277,0.152592088797
ACH-000278,-0.0398128474042
ACH-000279,-0.132884343049
ACH-000280,-0.282168819012
ACH-000281,0.179179848724
ACH-000288,-0.06680417950419999
ACH-000291,-0.135353632648
ACH-000293,0.032036706327900004
ACH-000294,0.0802624141505
ACH-000295,0.0151496788754
ACH-000296,-0.12202173286800001
ACH-000302,0.0314626180588
ACH-000304,-0.028487008415700003
ACH-000307,0.00844162764739
ACH-000308,0.0437196250646
ACH-000310,0.0283603536983
ACH-000311,0.09717023542639999
ACH-000312,0.23708962283000004
ACH-000315,-0.14875849063
ACH-000316,0.136534337621
ACH-000317,0.15908594272600002
ACH-000318,-0.007752997828979999
ACH-000319,0.10437588447599999
ACH-000320,0.116585523757
ACH-000322,0.12256673085999999
ACH-000323,0.0992403044904
ACH-000324,-0.163435088499
ACH-000329,0.0968210597627
ACH-000330,-0.049497807428599994
ACH-000331,-0.10485642126599999
ACH-000332,0.052200438477999996
ACH-000334,-0.236594954796
ACH-000335,0.011091192848100001
ACH-000336,-0.224401540191
ACH-000337,-0.320391414217
ACH-000339,-0.07846350730139999
ACH-000341,0.480552534631
ACH-000348,0.05086315150330001
ACH-000350,0.203420938365
ACH-000352,-0.07715146678899999
ACH-000356,-0.007685291622709999
ACH-000361,0.0373068368479
ACH-000362,-0.131331483807
ACH-000363,-0.29141728454300003
ACH-000364,0.0614132037756
ACH-000365,-0.196478075223
ACH-000366,-0.101397872098
ACH-000368,-0.0993211378708
ACH-000374,0.18887852878
ACH-000375,0.089210198136
ACH-000376,0.012267705101999999
ACH-000381,0.146874733363
ACH-000383,-0.0113184343057
ACH-000387,0.0904598153809
ACH-000389,-0.0937240199073
ACH-000390,-0.07568299422060001
ACH-000393,-0.177241156409
ACH-000395,0.0326800064903
ACH-000397,-0.16476533642000002
ACH-000401,-0.0697577144734
ACH-000402,0.175805520267
ACH-000403,-0.100455071767
ACH-000404,0.248120774785
ACH-000406,0.0492098897455
ACH-000407,0.10032646210200001
ACH-000408,0.0407062958019
ACH-000410,0.00796210184184
ACH-000411,0.0736385191615
ACH-000414,0.09737813098369999
ACH-000415,-0.0663969457375
ACH-000416,0.00848031180329
ACH-000420,-0.163475368222
ACH-000421,0.0176043350708
ACH-000424,0.11118017658500001
ACH-000425,-0.04611982010369999
ACH-000426,-0.23857299645399999
ACH-000427,-0.026562188785099996
ACH-000433,0.10785043989399999
ACH-000436,-0.199289109469
ACH-000444,0.11178411752999999
ACH-000445,-0.023558674912299998
ACH-000448,-0.20935663428800003
ACH-000450,0.0588773406259
ACH-000452,0.00278526125643
