,THNSL2 (55258)
ACH-000004,0.106348954287
ACH-000007,0.032367754107400004
ACH-000009,0.123094811658
ACH-000011,-0.00658050369546
ACH-000012,0.0268147675506
ACH-000013,-0.07503200450980001
ACH-000014,-0.08745456681389999
ACH-000015,-0.0641400168691
ACH-000017,-0.0282978839253
ACH-000018,-0.163470702313
ACH-000019,-0.052972719839199996
ACH-000021,-0.17967472674
ACH-000022,-0.08276765021039999
ACH-000025,-0.013865701332499999
ACH-000028,-0.0700700102801
ACH-000030,-0.09960087061730001
ACH-000035,0.05655213951
ACH-000036,-0.126655466857
ACH-000037,0.0357744047536
ACH-000039,-0.0879540760311
ACH-000040,-0.293074399553
ACH-000041,0.063265181736
ACH-000042,-0.12147851279300001
ACH-000045,0.252371220324
ACH-000047,-0.121232795516
ACH-000052,-0.08496189967869999
ACH-000053,-0.10932474079099999
ACH-000054,-0.0626219072946
ACH-000055,-0.137093941665
ACH-000060,0.09019978842980002
ACH-000067,-0.22801586107299998
ACH-000070,0.23340281945900002
ACH-000075,-0.037947913075800005
ACH-000078,0.0149569015856
ACH-000082,0.0886357989081
ACH-000085,0.0801326340164
ACH-000086,-0.0648761102284
ACH-000087,-0.00659525591807
ACH-000092,-0.24890863695700002
ACH-000095,0.0596656353268
ACH-000097,-0.10761002284000001
ACH-000098,-0.0655319582913
ACH-000099,-0.014469513293
ACH-000108,0.0126783198737
ACH-000113,-0.0994713315165
ACH-000115,-0.0219670447775
ACH-000116,-0.06571571585040001
ACH-000118,-0.107634773555
ACH-000120,-0.18235583255399998
ACH-000123,0.040940891292699996
ACH-000127,-0.19345770548
ACH-000128,-0.252960481558
ACH-000132,-0.09105496637530001
ACH-000133,-0.331969159046
ACH-000137,-0.243634700332
ACH-000138,0.11239317072
ACH-000142,-0.120467666054
ACH-000143,-0.031078941336500004
ACH-000146,0.00621280952711
ACH-000148,0.0757084679977
ACH-000150,0.022788843441
ACH-000152,-0.18373190245299997
ACH-000153,-0.295730937568
ACH-000159,0.142802690854
ACH-000160,-0.216696055623
ACH-000163,-0.171646423054
ACH-000167,-0.03625974223219999
ACH-000168,0.112348163558
ACH-000169,-0.181444550211
ACH-000178,-0.0363000999611
ACH-000182,0.08480138606769999
ACH-000183,-0.23602491694400002
ACH-000188,-0.364015963915
ACH-000189,-0.21786814872699997
ACH-000190,-0.206990984982
ACH-000198,0.027693237883000002
ACH-000204,-0.255480683512
ACH-000206,-0.160488150141
ACH-000207,-0.374702565835
ACH-000211,0.054985857702
ACH-000215,-0.151148502026
ACH-000221,0.0035512889637600003
ACH-000222,-0.409709074387
ACH-000223,-0.103856560143
ACH-000226,-0.133510352134
ACH-000227,-0.0554283298056
ACH-000228,-0.20030187544599998
ACH-000231,-0.09901855726929999
ACH-000232,-0.17307715744600002
ACH-000233,-0.11883460976600001
ACH-000234,0.20113280708700002
ACH-000235,-0.13150221034700002
ACH-000237,0.028109322214700003
ACH-000238,-0.278243198305
ACH-000243,-0.174244490418
ACH-000244,-0.22377832562
ACH-000246,-0.061518774014300004
ACH-000248,-0.230318626384
ACH-000250,-0.0593472694803
ACH-000251,-0.3686523688
ACH-000253,-0.0676762725435
ACH-000255,-0.176147782152
ACH-000256,-0.14048249197499998
ACH-000257,-0.0679278361698
ACH-000258,0.050184888020699994
ACH-000259,-0.0283285497957
ACH-000260,-0.00319592861311
ACH-000261,-0.062190710739199996
ACH-000262,-0.0459799277162
ACH-000263,0.06346044028919999
ACH-000264,-0.121807828197
ACH-000265,-0.294124974098
ACH-000266,-0.0682575628897
ACH-000272,-0.00487376220849
ACH-000273,-0.153219353521
ACH-000274,-0.13557949892899998
ACH-000277,-0.0665349116827
ACH-000278,-0.136990907456
ACH-000279,-0.0892128983247
ACH-000280,0.07279942438880001
ACH-000281,-0.0582354981716
ACH-000288,-0.09353140139499999
ACH-000291,-0.104640335429
ACH-000293,-0.23413978
ACH-000294,0.0203679251031
ACH-000295,-0.267613475603
ACH-000296,-0.259152922521
ACH-000302,0.08938718106450001
ACH-000304,0.134234339362
ACH-000307,-0.0621156321767
ACH-000308,-0.0332344417
ACH-000310,0.00310097148513
ACH-000311,-0.213331048893
ACH-000312,-0.0392712632793
ACH-000315,-0.381231173545
ACH-000316,0.08454047811969999
ACH-000317,-0.0330283339457
ACH-000318,-0.035715102549000004
ACH-000319,0.0829411206939
ACH-000320,-0.472987070891
ACH-000322,-0.205654166424
ACH-000323,-0.27593470260499997
ACH-000324,-0.11322081364099999
ACH-000329,-0.11343093808499999
ACH-000330,-0.11389810180400001
ACH-000331,-0.0201350371867
ACH-000332,0.023276768238599997
ACH-000334,-0.503670885074
ACH-000335,-0.663665990735
ACH-000336,0.113504748113
ACH-000337,-0.22595805172800001
ACH-000339,-0.00445020824966
ACH-000341,-0.193745615579
ACH-000348,-0.0997583036967
ACH-000350,0.014185434967499999
ACH-000352,0.037382796809
ACH-000356,-0.223920002344
ACH-000361,-0.121795422907
ACH-000362,0.0320333828004
ACH-000363,0.00278556728512
ACH-000364,-0.0365279049486
ACH-000365,-0.130197218701
ACH-000366,-0.0724913222287
ACH-000368,-0.0155726395114
ACH-000374,-0.111157038972
ACH-000375,-0.21037184638
ACH-000376,-0.20875878882399998
ACH-000381,-0.282627765215
ACH-000383,0.00913044405209
ACH-000387,-0.0805960392395
ACH-000389,0.0269532289793
ACH-000390,-0.189114504419
ACH-000393,-0.148130532696
ACH-000395,-0.0155779535235
ACH-000397,-0.107666611886
ACH-000401,-0.00278249231982
ACH-000402,-0.250902337347
ACH-000403,0.13174042189500001
ACH-000404,-0.144344417953
ACH-000406,-0.0652511882247
ACH-000407,-0.0801401204833
ACH-000408,-0.44589217099600004
ACH-000410,-0.020336131482500002
ACH-000411,-0.0289075012797
ACH-000414,-0.137560505486
ACH-000415,-0.139196218333
ACH-000416,0.0184361677266
ACH-000420,0.050387930091199996
ACH-000421,-0.009293263536879998
ACH-000424,0.04280215032219999
ACH-000425,-0.166283032006
ACH-000426,-0.021023162577999997
ACH-000427,0.141013737413
ACH-000433,-0.0578584945821
ACH-000436,0.23174876807300002
ACH-000444,-0.0147450250293
ACH-000445,-0.0538496549943
ACH-000448,0.23291168168499998
ACH-000450,0.22313926637899997
ACH-000452,-0.136200433216
ACH-000454,-0.151981370666
ACH-000458,0.045057896622299996
ACH-000459,0.15073590000999998
ACH-000460,-0.0493606739152
ACH-000461,-0.192323159374
ACH-000463,-0.12833483123
ACH-000464,-0.12305093773499999
ACH-000466,-0.176040370572
ACH-000467,-0.216289899548
ACH-000468,-0.064693967143
ACH-000469,-0.0009977275589660001
ACH-000470,-0.135349916248
