,STYX (6815)
ACH-000004,-0.07539715146260001
ACH-000007,-0.016471164253400002
ACH-000009,0.022950905926099996
ACH-000011,0.019778392611700002
ACH-000012,0.20117113665300002
ACH-000013,0.12533335210899998
ACH-000014,-0.165699228555
ACH-000015,0.208760684665
ACH-000017,-0.12104132957699999
ACH-000018,0.215984655012
ACH-000019,-0.0625933472012
ACH-000021,0.19969148033700002
ACH-000022,0.064830243223
ACH-000025,-0.10353179736700001
ACH-000028,0.09233801693600001
ACH-000030,-0.00393316380878
ACH-000035,-0.037245535075599995
ACH-000036,-0.228290079452
ACH-000037,0.0249001540896
ACH-000039,0.2589845729
ACH-000040,-0.0897811441278
ACH-000041,0.131747416877
ACH-000042,0.0310101680375
ACH-000045,0.09941877745310002
ACH-000047,0.0705449808878
ACH-000052,0.19737599142200002
ACH-000053,0.061198185430500006
ACH-000054,-0.021090195604599998
ACH-000055,-0.0972408332893
ACH-000060,-0.0035889389201799998
ACH-000067,0.027012663905
ACH-000070,-0.330171467604
ACH-000075,-0.11580855430199999
ACH-000078,-0.0133152286286
ACH-000082,-0.104400837493
ACH-000085,0.194077420953
ACH-000086,-0.0699025939838
ACH-000087,-0.14194386429000003
ACH-000092,-0.101508063591
ACH-000095,0.0678208242936
ACH-000097,-0.22849997963399998
ACH-000098,-0.0802832280106
ACH-000099,0.09251803032569998
ACH-000108,0.292830307055
ACH-000113,0.00594178166219
ACH-000115,0.0259897742001
ACH-000116,-0.00877881491327
ACH-000118,0.195868872797
ACH-000120,0.0653115737951
ACH-000123,0.0101658836857
ACH-000127,0.141670294396
ACH-000128,-0.0250578992314
ACH-000132,0.0959643867922
ACH-000133,-0.195301328673
ACH-000137,0.154416795089
ACH-000138,0.091818461632
ACH-000142,0.059035317362900006
ACH-000143,-0.12991501955499998
ACH-000146,0.05890223253619999
ACH-000148,-0.180675194736
ACH-000150,0.31668088171000003
ACH-000152,0.117719818707
ACH-000153,-0.006239473316329999
ACH-000159,-0.0714961755705
ACH-000160,0.0030759491736199996
ACH-000163,-0.005482841608700001
ACH-000167,-0.105045286411
ACH-000168,-0.122862694434
ACH-000169,0.0642224784781
ACH-000178,-0.052097496993199995
ACH-000182,0.029503813500099996
ACH-000183,-0.0200153610318
ACH-000188,-0.0323403503414
ACH-000189,-0.07978550365170001
ACH-000190,-0.16115235489
ACH-000198,-0.176867627653
ACH-000204,-0.281144055596
ACH-000206,0.280742649542
ACH-000207,0.0313273755035
ACH-000211,-0.09172813556880001
ACH-000215,0.00580128404022
ACH-000221,0.123910952388
ACH-000222,0.179873699619
ACH-000223,-0.06299264163
ACH-000226,0.0463823566347
ACH-000227,0.048378503323099994
ACH-000228,0.0258052444711
ACH-000231,0.058941403469599994
ACH-000232,-0.0373559787767
ACH-000233,0.164607036469
ACH-000234,0.0493325873969
ACH-000235,-0.060363581404099996
ACH-000237,0.223614300659
ACH-000238,0.232606064137
ACH-000243,0.034449173716599994
ACH-000244,0.155194133157
ACH-000246,0.0803152879985
ACH-000248,-0.00768882862537
ACH-000250,0.122628962106
ACH-000251,-0.333250409726
ACH-000253,-0.0606362735312
ACH-000255,0.0564962382972
ACH-000256,-0.202118701109
ACH-000257,0.037498138057199995
ACH-000258,-0.203204613422
ACH-000259,-0.046772517253599995
ACH-000260,-0.0316715263408
ACH-000261,0.0573708446158
ACH-000262,0.033267244501400006
ACH-000263,-0.0723153549322
ACH-000264,-0.21314274723
ACH-000265,0.0743175346611
ACH-000266,-0.0502202298391
ACH-000272,-0.0555608448594
ACH-000273,-0.07676923180110001
ACH-000274,0.005350506525590001
ACH-000277,-0.0554276074317
ACH-000278,-0.0911168512754
ACH-000279,-0.0962944223041
ACH-000280,-0.049373222625000004
ACH-000281,0.139543489137
ACH-000288,-0.09122546207
ACH-000291,0.00582181335364
ACH-000293,0.040393904539699994
ACH-000294,0.049427450012999995
ACH-000295,0.131999452247
ACH-000296,0.0064267369967299995
ACH-000302,0.189514269712
ACH-000304,0.0827365346075
ACH-000307,-0.06367090600480001
ACH-000308,0.0626958132821
ACH-000310,0.118236668219
ACH-000311,-0.0714187375529
ACH-000312,0.089803234337
ACH-000315,0.00422940513817
ACH-000316,-0.0643755037345
ACH-000317,0.212655925581
ACH-000318,0.0915718308378
ACH-000319,-0.0265026377839
