,IKBIP (121457)
ACH-000004,-0.040010444638699995
ACH-000007,0.21027589986900003
ACH-000009,-0.0189436908346
ACH-000011,0.19144419388599998
ACH-000012,0.0694958108471
ACH-000013,0.133100422827
ACH-000014,0.34719242493
ACH-000015,0.17673826779500001
ACH-000017,0.0639013835581
ACH-000018,0.12035403035999999
ACH-000019,0.0110928660283
ACH-000021,-0.0615227606427
ACH-000022,0.161374398193
ACH-000025,-0.0679045891738
ACH-000028,0.186329405229
ACH-000030,0.130890726344
ACH-000035,0.0950051283425
ACH-000036,0.160315672585
ACH-000037,-0.117923659894
ACH-000039,-0.0280966899755
ACH-000040,0.143952674269
ACH-000041,-0.231394641349
ACH-000042,-0.010778736466899998
ACH-000045,0.0809903367288
ACH-000047,0.11287209854800001
ACH-000052,0.18011844063000002
ACH-000053,0.0445769329031
ACH-000054,-0.14104341309
ACH-000055,-0.0102621645479
ACH-000060,-0.0327996780521
ACH-000067,0.106552825331
ACH-000070,0.135771883348
ACH-000075,0.23958040818300003
ACH-000078,0.08268453520619999
ACH-000082,-0.057608148881299996
ACH-000085,0.144382681032
ACH-000086,0.110764529376
ACH-000087,0.179946172659
ACH-000092,0.00780670806314
ACH-000095,0.151296387845
ACH-000097,-0.045443617849500004
ACH-000098,0.11386972669999999
ACH-000099,0.143046759543
ACH-000108,0.037070605507400003
ACH-000113,0.12167015505100001
ACH-000115,0.0295195525557
ACH-000116,0.275003377203
ACH-000118,-0.0833288127284
ACH-000120,0.137653799964
ACH-000123,0.23080060091200003
ACH-000127,0.18040280390799998
ACH-000128,0.141052234343
ACH-000132,-0.029052042626499998
ACH-000133,-0.139557074788
ACH-000137,-0.02129058836
ACH-000138,0.106426272105
ACH-000142,0.0856910950492
ACH-000143,0.0635116507866
ACH-000146,0.0285887487869
ACH-000148,-0.0744932006631
ACH-000150,-0.207308405892
ACH-000152,0.253265758267
ACH-000153,0.167334169369
ACH-000159,0.235319207205
ACH-000160,-0.046828064092499996
ACH-000163,-0.214220475152
ACH-000167,-0.23864083796
ACH-000168,0.008941609430820001
ACH-000169,-0.00468762531671
ACH-000178,0.14173873705999998
ACH-000182,-0.0658834849812
ACH-000183,-0.10574872595000001
ACH-000188,0.159230815946
ACH-000189,-0.12036447292199999
ACH-000190,-0.45828131535800004
ACH-000198,-0.045592999523
ACH-000204,0.392261198626
ACH-000206,-0.000368062648139
ACH-000207,0.229790855882
ACH-000211,0.174433142139
ACH-000215,0.0158845344871
ACH-000221,-0.08429293469
ACH-000222,-0.244874174301
ACH-000223,0.0261101033455
ACH-000226,0.08044134747050001
ACH-000227,0.159732975723
ACH-000228,-0.11282941877699999
ACH-000231,0.116804831143
ACH-000232,-0.0244617502396
ACH-000233,0.09111249322130001
ACH-000234,0.0907644964757
ACH-000235,-0.0442627974514
ACH-000237,0.0027830963614899995
ACH-000238,0.09300640601119999
ACH-000243,0.0498894458624
ACH-000244,0.11269646453700001
ACH-000246,0.187112424991
ACH-000248,0.12994243045700002
ACH-000250,0.18225131793299998
ACH-000251,0.191884343314
ACH-000253,0.081528552325
ACH-000255,0.106920532255
ACH-000256,-0.0204663617731
ACH-000257,0.0651041458744
ACH-000258,0.320633919642
ACH-000259,0.0106324646212
