,ANLN (54443)
ACH-000004,-0.34955807367799996
ACH-000007,-0.420423316938
ACH-000009,-0.9594011971170001
ACH-000011,-0.533069971716
ACH-000012,-0.79521230793
ACH-000013,-0.856436924427
ACH-000014,-0.652775629159
ACH-000015,-0.22795294794100002
ACH-000017,-0.7494507101569999
ACH-000018,-0.676506301657
ACH-000019,-0.772425305446
ACH-000021,-0.591899640852
ACH-000022,-0.557296184216
ACH-000025,-0.445495065581
ACH-000028,-0.885630292427
ACH-000030,-1.0158177324200002
ACH-000035,-0.667833482704
ACH-000036,-0.490462823033
ACH-000037,-0.628360717541
ACH-000039,-0.624421594866
ACH-000040,-0.0379893710929
ACH-000041,-0.921328112134
ACH-000042,-0.9528474512039999
ACH-000045,-0.663119845671
ACH-000047,-0.6066689353760001
ACH-000052,-0.740078224687
ACH-000053,-0.97346132338
ACH-000054,-0.9500834091949999
ACH-000055,-0.883675008316
ACH-000060,-0.656198714556
ACH-000067,-0.635103238532
ACH-000070,-0.669907468167
ACH-000075,-0.8813234385269999
ACH-000078,-0.7247903073849999
ACH-000082,-0.82806727198
ACH-000085,-0.8343442381470001
ACH-000086,-0.532960658244
ACH-000087,-0.842120314593
ACH-000092,-0.600026375517
ACH-000095,-0.284082235312
ACH-000097,-0.498586792078
ACH-000098,-0.6029612002970001
ACH-000099,-0.7668687593369999
ACH-000108,-0.923028970328
ACH-000113,-0.588552445058
ACH-000115,-0.551627099642
ACH-000116,-0.734509520756
ACH-000118,-0.8495291522310001
ACH-000120,-0.739385411874
ACH-000123,-0.646798843816
ACH-000127,-0.711627988995
ACH-000128,-0.669112451866
ACH-000132,-0.518693885221
ACH-000133,-0.297109530915
ACH-000137,-0.577384542804
ACH-000138,-0.7639603251579999
ACH-000142,-0.380918120683
ACH-000143,-0.532407046684
ACH-000146,-0.629580561781
ACH-000148,-0.451456450325
ACH-000150,-0.7312834544069999
ACH-000152,-0.557919754842
ACH-000153,-1.09444508305
ACH-000159,-0.896054183009
ACH-000160,-0.949266987306
ACH-000163,-0.153344752121
ACH-000167,-0.794099874339
ACH-000168,-0.738875695922
ACH-000169,-0.7358086339200001
ACH-000178,-0.9215585631380001
ACH-000182,-0.681402401812
ACH-000183,-0.60898390018
ACH-000188,-0.6767945465440001
ACH-000189,-0.302243556724
ACH-000190,-0.830797055663
ACH-000198,-0.76115338777
ACH-000204,-0.547401202054
ACH-000206,-0.864179220567
ACH-000207,-1.1902514681999998
ACH-000211,-0.445964734512
ACH-000215,-0.291130612515
ACH-000221,-0.43186221076399994
ACH-000222,-0.589327080086
ACH-000223,-0.787691486529
ACH-000226,-0.490439663912
ACH-000227,-0.9366318155679999
ACH-000228,-1.15161629218
ACH-000231,-0.519623699857
ACH-000232,-0.657858074531
ACH-000233,-0.7908256819920001
ACH-000234,-1.0024284596
ACH-000235,-0.691911794786
ACH-000237,-0.751597638115
ACH-000238,-1.05830395592
ACH-000243,-1.03425714735
ACH-000244,-0.8072213683310001
ACH-000246,-0.8810530974490001
ACH-000248,-0.241767357612
ACH-000250,-0.849454369332
ACH-000251,-0.103228431525
ACH-000253,-0.5361008583770001
ACH-000255,-0.672076564341
ACH-000256,-0.41465077075499995
ACH-000257,-0.616175622788
ACH-000258,-0.326672058049
ACH-000259,-0.708606181469
ACH-000260,-0.875878032228
ACH-000261,-0.398639726963
ACH-000262,-0.554969844424
