,DPT (1805)
ACH-000004,0.052140042700699996
ACH-000007,0.32711656146400003
ACH-000009,-0.09556564898119999
ACH-000011,0.259015458351
ACH-000012,0.23030355037099998
ACH-000013,0.204796715176
ACH-000014,0.197970658031
ACH-000015,0.17719284998399998
ACH-000017,0.333101204754
ACH-000018,0.245507311994
ACH-000019,0.331737489157
ACH-000021,0.146071854979
ACH-000022,0.117803632339
ACH-000025,0.136928038148
ACH-000028,0.10869510373400001
ACH-000030,0.137170476633
ACH-000035,0.21084465706099997
ACH-000036,0.336253774234
ACH-000037,0.152594436745
ACH-000039,0.155883237446
ACH-000040,0.0757527142208
ACH-000041,0.0988303693592
ACH-000042,0.298825679688
ACH-000045,0.258861969952
ACH-000047,0.0754811389998
ACH-000052,0.0462219169454
ACH-000053,0.179240188451
ACH-000054,0.12403613689500001
ACH-000055,-0.259657250964
ACH-000060,0.08073794189019999
ACH-000067,0.13839420529000002
ACH-000070,0.22768784891199997
ACH-000075,0.191721254305
ACH-000078,0.174624128328
ACH-000082,0.0652505943519
ACH-000085,0.127741938432
ACH-000086,0.0544110588381
ACH-000087,0.0424807006085
ACH-000092,0.149232251887
ACH-000095,0.020095874188700003
ACH-000097,0.2019564115
ACH-000098,0.0617578587414
ACH-000099,0.0931212264834
ACH-000108,0.295111581648
ACH-000113,0.119965039437
ACH-000115,0.24734690468899997
ACH-000116,0.127172471034
ACH-000118,0.158910803326
ACH-000120,0.279080966938
ACH-000123,0.263012763151
ACH-000127,0.19994607569800002
ACH-000128,0.29433223784
ACH-000132,0.07708137715760001
ACH-000133,0.101768732511
ACH-000137,0.10354933659499999
ACH-000138,0.281647408103
ACH-000142,0.214069170629
ACH-000143,0.257469187815
ACH-000146,0.243378720818
ACH-000148,0.058411484977199994
ACH-000150,0.37383990210699997
ACH-000152,0.146381699398
ACH-000153,-0.13377448240999998
ACH-000159,0.195971329663
ACH-000160,0.36666524073
ACH-000163,0.132620672217
ACH-000167,-0.0725231825857
ACH-000168,0.278342119716
ACH-000169,0.133214743645
ACH-000178,0.0824418406301
ACH-000182,-0.08972530040889999
ACH-000183,0.212909934843
ACH-000188,0.158293561349
ACH-000189,0.0624149269733
ACH-000190,0.22535696401500002
ACH-000198,0.152306563771
ACH-000204,-0.314440812092
ACH-000206,0.24079519603799998
ACH-000207,0.380042943477
ACH-000211,0.149677953109
ACH-000215,0.09783571230589999
ACH-000221,0.182987831585
ACH-000222,0.41948605534999994
ACH-000223,-0.0359954481035
ACH-000226,-0.126934450434
ACH-000227,0.183143253182
ACH-000228,-0.019646814717400003
ACH-000231,0.188908764364
ACH-000232,0.190305076371
ACH-000233,0.27169047103599997
ACH-000234,0.21320040827199999
ACH-000235,0.135882871743
ACH-000237,0.19085391242600003
ACH-000238,0.251697204654
ACH-000243,0.155423675978
ACH-000244,-0.047225667946699995
ACH-000246,0.05526346236719999
ACH-000248,-0.0339961556174
ACH-000250,0.0929545485476
ACH-000251,0.13191206962000002
ACH-000253,0.0567109127494
ACH-000255,0.169485124725
ACH-000256,0.427440421261
ACH-000257,-0.164820356881
ACH-000258,-0.0379276334095
ACH-000259,0.0142790848354
ACH-000260,0.158703105978
ACH-000261,0.162266646085
ACH-000262,0.0935192433449
ACH-000263,0.225077679562
ACH-000264,-0.0155958265096
ACH-000265,0.128680181046
ACH-000266,0.131780035899
ACH-000272,0.106998090931
ACH-000273,0.0465809847192
ACH-000274,0.238125818534
ACH-000277,0.20747174512299998
ACH-000278,0.343875585105
ACH-000279,0.13073337408
ACH-000280,0.29436883484000004
ACH-000281,0.120003464429
ACH-000288,0.179490955088
ACH-000291,0.222856527958
ACH-000293,0.199378005515
ACH-000294,0.144614029549
ACH-000295,0.048834710141699995
ACH-000296,0.104583572245
ACH-000302,0.111742478979
ACH-000304,0.14075410281700002
ACH-000307,0.22997683269699998
ACH-000308,0.222422557389
ACH-000310,0.0709738490624
ACH-000311,0.249508858166
ACH-000312,0.289880782881
ACH-000315,0.113083697845
ACH-000316,0.12649052005699998
ACH-000317,-0.0326392377171
ACH-000318,0.13987106637
ACH-000319,0.43145146761299996
ACH-000320,0.35945992827
ACH-000322,-0.005048976046890001
ACH-000323,0.06437615898889999
ACH-000324,0.12194197210300001
ACH-000329,0.22009001465199998
ACH-000330,0.0676397955837
ACH-000331,-0.050935930563699994
ACH-000332,0.146441940352
ACH-000334,0.268058169408
ACH-000335,0.152980931025
ACH-000336,0.0416640481167
ACH-000337,0.173640728719
ACH-000339,0.176965428645
ACH-000341,0.03569577681
ACH-000348,0.130963193432
ACH-000350,0.197704611875
ACH-000352,0.08065890411150001
ACH-000356,0.0637448353044
ACH-000361,0.235558809045
ACH-000362,0.13492973102199998
ACH-000363,0.138602083863
ACH-000364,0.14028096035
ACH-000365,0.313929750187
ACH-000366,0.07872190144789999
ACH-000368,0.26629554736
ACH-000374,0.15996814194
ACH-000375,0.0477671630342
ACH-000376,0.12990305663499999
ACH-000381,0.09347960991019999
