,DDAH1 (23576)
ACH-000004,0.13237607588199998
ACH-000007,-0.013367334371100001
ACH-000009,0.173231246531
ACH-000011,0.22159356863899998
ACH-000012,0.157025739629
ACH-000013,0.145623979615
ACH-000014,0.350236756926
ACH-000015,0.23391008287700002
ACH-000017,0.16431493015100002
ACH-000018,0.157406454832
ACH-000019,-0.0533123263751
ACH-000021,0.299846908199
ACH-000022,0.253239184776
ACH-000025,0.0134284828333
ACH-000028,0.266914884988
ACH-000030,0.14764858454000002
ACH-000035,0.20186590828200002
ACH-000036,0.0781330546508
ACH-000037,0.36906178411300006
ACH-000039,0.26424556324799997
ACH-000040,0.387191693363
ACH-000041,0.212009914111
ACH-000042,0.277637224233
ACH-000045,0.321796004218
ACH-000047,0.215704933379
ACH-000052,0.29714393721
ACH-000053,0.141907101136
ACH-000054,0.209242932283
ACH-000055,0.267027071607
ACH-000060,0.126832513931
ACH-000067,0.278298391012
ACH-000070,0.135297309459
ACH-000075,0.37992480306000004
ACH-000078,0.233142936719
ACH-000082,0.294550010233
ACH-000085,0.069615045499
ACH-000086,0.0914238995128
ACH-000087,0.404233426625
ACH-000092,0.221951252658
ACH-000095,0.14748938884
ACH-000097,0.327576940408
ACH-000098,0.21078087153099997
ACH-000099,0.19287177821499998
ACH-000108,0.416211861331
ACH-000113,0.395576047407
ACH-000115,0.08166922346739999
ACH-000116,0.268358899358
ACH-000118,0.38128170981700005
ACH-000120,0.10113435544
ACH-000123,0.295925397696
ACH-000127,0.256867836048
ACH-000128,0.38030532912299997
ACH-000132,0.234607006952
ACH-000133,0.08128976417469999
ACH-000137,0.099495759704
ACH-000138,0.166606316985
ACH-000142,0.14029225542999998
ACH-000143,0.21670172433200002
ACH-000146,0.119683263862
ACH-000148,0.0829016901022
ACH-000150,-0.116105558587
ACH-000152,0.302756522613
ACH-000153,0.142688698127
ACH-000159,0.383745029432
ACH-000160,0.13612213197599998
ACH-000163,0.40030436487599996
ACH-000167,0.0104961351214
ACH-000168,0.30485760821400004
ACH-000169,0.225221939175
ACH-000178,0.15383399192
ACH-000182,0.138136361224
ACH-000183,0.36712832231700004
ACH-000188,0.198544135101
ACH-000189,0.188468536737
ACH-000190,0.22834946929699998
ACH-000198,0.29098819630600004
ACH-000204,0.122244488293
ACH-000206,0.131331711471
ACH-000207,0.229391101006
ACH-000211,0.283781035831
ACH-000215,0.175385380229
ACH-000221,0.08601403762849999
ACH-000222,0.245680183607
ACH-000223,0.080125561637
ACH-000226,0.10232024933700001
ACH-000227,0.157795555908
ACH-000228,0.323165977406
ACH-000231,0.100516415666
ACH-000232,0.29477467731
ACH-000233,0.264008543149
ACH-000234,0.360246741411
ACH-000235,0.185783992439
ACH-000237,0.14751393149
ACH-000238,0.045072031667
ACH-000243,0.22296471212400001
ACH-000244,0.27718281728
ACH-000246,0.29096325559700004
ACH-000248,0.307926650908
ACH-000250,0.23639606973000002
ACH-000251,0.560231131234
ACH-000253,0.158626476668
ACH-000255,0.289507281135
ACH-000256,0.12746657654500002
ACH-000257,-0.0709088108909
ACH-000258,0.19035601840100003
ACH-000259,0.26537285216999995
ACH-000260,0.106833817076
ACH-000261,0.19965454169500002
ACH-000262,0.163734359382
ACH-000263,0.0809979851877
ACH-000264,0.304099780891
ACH-000265,0.34403303903800003
ACH-000266,0.339273665423
ACH-000272,0.135895023259
ACH-000273,0.36866598572899995
