,PLEK (5341)
ACH-000004,0.10816131500600001
ACH-000007,-0.165657412437
ACH-000009,-0.008966957032290002
ACH-000011,-0.623593180316
ACH-000012,-0.04468824314830001
ACH-000013,-0.09442299285399999
ACH-000014,-0.174150894543
ACH-000015,0.100503285853
ACH-000017,-0.0197059110448
ACH-000018,0.014034414879100001
ACH-000019,-0.121694641292
ACH-000021,-0.19600881428599998
ACH-000022,-0.08543802081489998
ACH-000025,-0.133309555024
ACH-000028,-0.0771588731986
ACH-000030,-0.179977622024
ACH-000035,0.08999291383739999
ACH-000036,-0.249662817095
ACH-000037,-0.07982389481539999
ACH-000039,0.019149555951900002
ACH-000040,-0.188090621574
ACH-000041,-0.0759542147218
ACH-000042,-0.153802471021
ACH-000045,-0.0031113613295
ACH-000047,-0.145045678568
ACH-000052,-0.298402039701
ACH-000053,-0.087851068594
ACH-000054,-0.32970072241500004
ACH-000055,-0.27867850848299996
ACH-000060,-0.179094164503
ACH-000067,-0.111810474937
ACH-000070,0.272671981168
ACH-000075,-0.17192989580899998
ACH-000078,0.0737804222028
ACH-000082,-0.20795072493099998
ACH-000085,-0.19265131538600003
ACH-000086,-0.160792377539
ACH-000087,-0.126396919025
ACH-000092,-0.29238835376600003
ACH-000095,0.012458216094899999
ACH-000097,-0.217041850758
ACH-000098,-0.140917375374
ACH-000099,-0.13178796559699998
ACH-000108,-0.187695933473
ACH-000113,-0.124441594606
ACH-000115,-0.0326604967955
ACH-000116,-0.12105078759000001
ACH-000118,-0.119460636831
ACH-000120,-0.101940443724
ACH-000123,-0.108916168418
ACH-000127,-0.0379053611306
ACH-000128,0.07408949024730001
ACH-000132,-0.102467923686
ACH-000133,-0.0944392228473
ACH-000137,0.0698303007487
ACH-000138,-0.018688996425900002
ACH-000142,-0.0338425030925
ACH-000143,-0.00554494192316
ACH-000146,-0.165364461994
ACH-000148,-0.14609883831599998
ACH-000150,0.0166995316755
ACH-000152,-0.20134784031800002
ACH-000153,-0.0233804141027
ACH-000159,-0.122381708607
ACH-000160,-0.29298586844999996
ACH-000163,-0.18585488693
ACH-000167,-0.254419820343
ACH-000168,-0.032238268410400006
ACH-000169,-0.175167551727
ACH-000178,-0.0865479277168
ACH-000182,-0.127757865184
ACH-000183,-0.254295350176
ACH-000188,0.00376251694936
ACH-000189,-0.289403154317
ACH-000190,0.00115350926303
ACH-000198,-0.00832531829559
ACH-000204,-0.022227906894400004
ACH-000206,-0.17376855565000002
ACH-000207,0.147826680343
ACH-000211,-0.102223072928
ACH-000215,-0.3065687759
ACH-000221,-0.18100532002500003
ACH-000222,-0.111049949673
ACH-000223,-0.210807335526
ACH-000226,-0.09853599714510002
ACH-000227,-0.175298965267
ACH-000228,-0.255301735867
ACH-000231,-0.205350396459
ACH-000232,-0.0866330913889
ACH-000233,-0.216970432927
ACH-000234,-0.137994187404
ACH-000235,-0.0408599391439
ACH-000237,-0.146373854677
ACH-000238,-0.136703641878
ACH-000243,-0.18469838172000003
ACH-000244,-0.5548251700460001
ACH-000246,-0.221411303782
ACH-000248,-0.053148665537099994
ACH-000250,-0.07983983685039998
ACH-000251,-0.120746782904
ACH-000253,-0.0318839607849
ACH-000255,-0.101420257256
ACH-000256,-0.0852960975306
ACH-000257,0.14407214430600002
ACH-000258,-0.119117498276
ACH-000259,-0.0610153703013
ACH-000260,-0.050220862557
ACH-000261,-0.151805131117
ACH-000262,-0.145845211635
ACH-000263,0.295294120653
ACH-000264,-0.171462465326
ACH-000265,-0.1688197407
ACH-000266,-0.175659781193
ACH-000272,-0.139246795718
ACH-000273,-0.256630154714
ACH-000274,-0.149290293854
ACH-000277,-0.12276037223899999
ACH-000278,-0.194390672254
ACH-000279,-0.151375802549
ACH-000280,0.160631364596
ACH-000281,0.025821091995099996
ACH-000288,-0.152123593509
ACH-000291,-0.0436804961307
ACH-000293,-0.07802225538970001
ACH-000294,-0.120523654178
ACH-000295,0.103747513198
ACH-000296,0.00659599984198
ACH-000302,-0.0677584917775
ACH-000304,-0.442326272919
ACH-000307,-0.08790717829839999
ACH-000308,-0.05702099793269999
ACH-000310,-0.244900281685
ACH-000311,-0.203469439738
ACH-000312,0.0343440865796
ACH-000315,-0.10083251170299999
ACH-000316,-0.200780100216
ACH-000317,-0.34087608929499996
ACH-000318,-0.0569503220543
ACH-000319,0.009811036910430001
ACH-000320,-0.129021552631
ACH-000322,-0.3706102804
ACH-000323,0.161218174887
ACH-000324,-0.025069779102500002
ACH-000329,0.0187742292048
ACH-000330,0.07342506457780001
ACH-000331,-0.19838991955600002
ACH-000332,-0.166387618322
ACH-000334,-0.233907439903
ACH-000335,-0.24189954696899998
ACH-000336,-0.331504939585
ACH-000337,-0.382220011144
ACH-000339,-0.00043729017461399997
ACH-000341,-0.362220367535
ACH-000348,-0.09597495676750001
ACH-000350,-0.08271242546410001
ACH-000352,-0.120945331554
ACH-000356,-0.134705056035
ACH-000361,-0.0252847630168
ACH-000362,-0.0380898959419
ACH-000363,-0.161936926274
ACH-000364,-0.25130616211
ACH-000365,-0.1745412784
ACH-000366,-0.133776269867
ACH-000368,-0.006505413110819999
ACH-000374,-0.043014486944699996
ACH-000375,-0.313208842324
ACH-000376,-0.125029037697
ACH-000381,0.043539720317400006
ACH-000383,-0.0764381916482
ACH-000387,-0.0456933145586
ACH-000389,-0.049566661433100005
ACH-000390,-0.167537285129
ACH-000393,-0.0974946629992
ACH-000395,0.0942034558681
ACH-000397,-0.164380125889
ACH-000401,-0.166932650884
ACH-000402,0.0383903265252
ACH-000403,-0.167660287083
ACH-000404,-0.08170166682360001
ACH-000406,-0.1276068675
ACH-000407,-0.268831033557
ACH-000408,-0.0764312727627
ACH-000410,-0.009110878858570001
ACH-000411,-0.16993873627300002
ACH-000414,-0.20428558696199997
ACH-000415,-0.160697514264
ACH-000416,-0.212140687382
ACH-000420,-0.341156753484
ACH-000421,-0.148365109635
ACH-000424,-0.151980529912
ACH-000425,-0.24079232154199998
ACH-000426,-0.162976686767
ACH-000427,-0.105313353936
ACH-000433,0.031233968823000002
ACH-000436,0.056920957353499994
ACH-000444,0.014556510029
ACH-000445,-0.09183843483560002
ACH-000448,-0.004625818316930001
ACH-000450,-0.5251432834
ACH-000452,-0.19386214388700002
ACH-000454,-0.0381389011496
ACH-000458,0.00023638233360499998
ACH-000459,-0.232529305528
ACH-000460,-0.114904483584
ACH-000461,-0.284035145067
ACH-000463,-0.12231329768799999
ACH-000464,-0.07151412548219999
ACH-000466,-0.240229419893
ACH-000467,-0.123584194297
ACH-000468,0.019735923958
ACH-000469,-0.205393594234
ACH-000470,-0.045736889936300006
ACH-000471,-0.134498181037
ACH-000472,-0.106118829695
ACH-000473,-0.218001694152
ACH-000475,-0.116053178692
ACH-000476,-0.15255681214199998
ACH-000477,-0.0209637288951
ACH-000480,-0.24052066850499998
ACH-000481,-0.206153182688
ACH-000483,-0.108230176754
ACH-000484,0.042853143361200004
ACH-000485,-0.23087376137600002
ACH-000486,-0.182452080832
ACH-000487,-0.182667951308
ACH-000488,-0.109862127258
ACH-000490,-0.042412993907000006
ACH-000491,-0.0913895925577
ACH-000495,-0.214723244353
ACH-000496,-0.09247637002839999
ACH-000499,-0.22664672979000003
ACH-000500,-0.230309276088
ACH-000502,-0.300366038503
ACH-000503,0.14273475329500002
ACH-000505,-0.218507091156
ACH-000507,0.0258177258006
ACH-000510,-0.049794175324599996
ACH-000511,-0.243140808691
ACH-000512,-0.186990861884
ACH-000516,-0.258634927279
ACH-000517,-0.05448247807130001
ACH-000518,0.0967320425753
ACH-000520,-0.145301568702
ACH-000521,0.0637239167267
ACH-000522,-0.29823090374600003
ACH-000524,-0.0599124099055
ACH-000527,-0.176492443206
ACH-000528,-0.10016096686100001
ACH-000537,0.019277313619799997
ACH-000541,-0.170116462508
ACH-000542,-0.212413127898
ACH-000544,-0.27617305344
ACH-000545,-0.0814957898282
ACH-000547,-0.33650770663199997
ACH-000548,-0.242262552259
ACH-000549,-0.047332013769199995
ACH-000550,-0.197474034272
ACH-000552,-0.0823265496649
ACH-000556,0.0650001564214
ACH-000557,0.20491430537900002
ACH-000570,-0.12123784409000002
ACH-000571,-0.14175723646
ACH-000573,-0.0893828207147
ACH-000576,-0.23003343319800001
ACH-000580,-0.15190253670099998
ACH-000584,-0.0364589567701
ACH-000585,-0.256494055286
ACH-000588,-0.0882320796622
ACH-000589,-0.234769561482
ACH-000591,-0.0193155787909
ACH-000593,-0.210173793435
ACH-000600,-0.24837335808000002
ACH-000601,-0.127239552738
ACH-000604,-0.26752143453899996
ACH-000605,0.05380803147890001
ACH-000606,-0.37507817761699996
ACH-000608,-0.188039803604
ACH-000614,-0.0799252057045
ACH-000616,-0.172384463089
ACH-000618,-0.10167373125399999
ACH-000619,-0.0194648568119
ACH-000620,-0.032085749618900004
ACH-000621,-0.06861371435340001
ACH-000622,0.0663675648611
ACH-000623,-0.158900632397
ACH-000624,-0.0605922414991
ACH-000627,-0.161875445402
ACH-000630,-0.10826599768799999
ACH-000632,-0.194055108616
ACH-000633,-0.11217572808800001
ACH-000637,-0.327769041055
ACH-000638,-0.148067743242
ACH-000646,-0.24349189463799997
ACH-000647,-0.12990678201300002
ACH-000648,-0.15536892407800001
ACH-000649,-0.048471497713900004
ACH-000651,-0.215794221386
ACH-000652,-0.059431517085999995
ACH-000653,-0.119949976044
ACH-000657,-0.13641292525999998
ACH-000658,0.09010278196289999
ACH-000661,0.0272801825018
ACH-000662,-0.260627071985
ACH-000663,-0.281088375076
ACH-000665,-0.381117897215
ACH-000671,-0.0861671714429
ACH-000673,-0.188561867231
ACH-000676,-0.144108614702
ACH-000677,-0.228030944927
ACH-000681,0.06709360787959999
ACH-000682,-0.0487815204567
ACH-000683,0.0050631643088999995
ACH-000684,-0.14134181578500002
ACH-000688,-0.13468840880400001
ACH-000693,-0.0825369054845
ACH-000694,-0.08448226541480001
ACH-000695,0.0975274836415
ACH-000696,-0.169765208816
ACH-000697,-0.192676551021
ACH-000699,-0.38070600933700005
ACH-000701,0.0382363123761
ACH-000706,-0.244560219295
ACH-000711,-0.040849145446900006
ACH-000713,-0.28914334383
ACH-000714,-0.143733459416
ACH-000718,-0.120854077037
ACH-000720,-0.22074658956
