,BCKDK (10295)
ACH-000004,-0.152799151961
ACH-000007,0.04724893312199999
ACH-000009,0.26476981051
ACH-000011,0.134430913991
ACH-000012,-0.18620664813499999
ACH-000013,-0.153842782021
ACH-000014,-0.09710052860369998
ACH-000015,-0.19674027833399998
ACH-000017,0.127192787077
ACH-000018,-0.0141829513697
ACH-000019,-0.0650690521438
ACH-000021,-0.125479338741
ACH-000022,0.017328955374599997
ACH-000025,-0.114566931405
ACH-000028,0.0106821241387
ACH-000030,0.106807150274
ACH-000035,-0.014644071151900001
ACH-000036,0.00661826706748
ACH-000037,-0.09945832372260001
ACH-000039,0.0715633175157
ACH-000040,0.028658136448699998
ACH-000041,-0.0988098654822
ACH-000042,0.17137519501499998
ACH-000045,-0.121388071177
ACH-000047,0.0159958477745
ACH-000052,-0.316668052862
ACH-000053,0.031609415964
ACH-000054,-0.0836977256412
ACH-000055,0.10811648999399999
ACH-000060,-0.11154122887199999
ACH-000067,-0.017215363516099997
ACH-000070,-0.13303485462
ACH-000075,-0.118409045517
ACH-000078,0.08820616473580001
ACH-000082,-0.0403760866066
ACH-000085,0.097479951954
ACH-000086,0.277493812639
ACH-000087,0.12644195615599998
ACH-000092,-0.014715207481299999
ACH-000095,-0.0658073695839
ACH-000097,-0.150645204361
ACH-000098,-0.257844578514
ACH-000099,-0.051880440548400006
ACH-000108,0.23782651631299997
ACH-000113,0.136148627576
ACH-000115,-0.113307292459
ACH-000116,0.153936962193
ACH-000118,-0.004485119437439999
ACH-000120,0.0986046104067
ACH-000123,-0.286029750484
ACH-000127,-0.21354952811099998
ACH-000128,0.151353984815
ACH-000132,-0.045642203072100006
ACH-000133,0.035010024591800006
ACH-000137,-0.121517010218
ACH-000138,0.0448616250343
ACH-000142,-0.152473620782
ACH-000143,-0.0317007272151
ACH-000146,0.0395176640897
ACH-000148,-0.039929509973300005
ACH-000150,-0.333879540594
ACH-000152,0.13256144067199999
ACH-000153,-0.09042065450919999
ACH-000159,0.08884474627010001
ACH-000160,0.00931541318031
ACH-000163,0.0383010693714
ACH-000167,0.13485856143799999
ACH-000168,-0.0171092183901
ACH-000169,0.0781035443799
ACH-000178,-0.0420191589938
ACH-000182,0.012160907578
ACH-000183,0.09108831887119999
ACH-000188,0.0373188341706
ACH-000189,-0.48243838486100005
ACH-000190,0.17834964786
ACH-000198,-0.055527787350399996
ACH-000204,0.041257248421900004
ACH-000206,-0.104819046485
ACH-000207,0.149265474531
ACH-000211,0.035397712183300005
ACH-000215,-0.10705092915100001
ACH-000221,-0.163373763665
ACH-000222,0.0902863186438
ACH-000223,-0.162557319585
ACH-000226,-0.0538788260188
ACH-000227,-0.0935302049574
ACH-000228,-0.249337137243
ACH-000231,0.0199362404599
ACH-000232,-0.04911455761519999
ACH-000233,-0.011366823262100001
ACH-000234,0.061308781019599995
ACH-000235,-0.021243949593599997
ACH-000237,0.0217604546147
ACH-000238,0.0929548916604
ACH-000243,-0.0952135510643
ACH-000244,0.0609340452477
ACH-000246,-0.017454600899900002
ACH-000248,-0.116241022817
ACH-000250,-0.12179401604800001
ACH-000251,0.031669042228
ACH-000253,0.29634827895599997
ACH-000255,-0.13498724386
ACH-000256,-0.05481149974090001
ACH-000257,-0.0225747701727
ACH-000258,0.343798597996
ACH-000259,0.0494095608423
ACH-000260,0.036947356451199995
ACH-000261,-0.107164512377
ACH-000262,-0.38819352621200004
ACH-000263,0.470685220167
ACH-000264,0.0500086518649
ACH-000265,-0.148223974964
ACH-000266,0.00440399926224
ACH-000272,0.10737578190500001
ACH-000273,0.208094645233
ACH-000274,-0.033958320476900006
ACH-000277,0.0856660723745
ACH-000278,-0.0228911989318
ACH-000279,0.0794863168747
ACH-000280,-0.011474167220299999
ACH-000281,0.047279280318300004
ACH-000288,-0.112731206504
ACH-000291,-0.024817655817800002
ACH-000293,-0.0632601094465
ACH-000294,-0.176619283953
ACH-000295,0.054768342069600004
ACH-000296,-0.221610159529
ACH-000302,-0.0537599772456
ACH-000304,0.0209995220312
ACH-000307,-0.13280416032
ACH-000308,-0.13918488398499998
ACH-000310,-0.318301260144
ACH-000311,0.07411937086010001
ACH-000312,-0.007613777254529999
ACH-000315,-0.0196892876388
ACH-000316,-0.388863931063
ACH-000317,-0.069009926997
ACH-000318,0.0262995959578
ACH-000319,-0.0259724556239
ACH-000320,-0.18220026779800003
ACH-000322,-0.238910500022
ACH-000323,0.0201035904599
ACH-000324,-0.023446262684299998
ACH-000329,0.057797881191999995
ACH-000330,-0.245729310501
ACH-000331,-0.0790823477
ACH-000332,0.017839982339500002
ACH-000334,-0.177010554705
ACH-000335,-0.148342645845
ACH-000336,-0.19381974704500002
ACH-000337,-0.199743474961
ACH-000339,-0.166737402984
ACH-000341,0.143655210459
ACH-000348,-0.059336360451800005
ACH-000350,-0.14499386560799998
ACH-000352,0.006752694167750001
ACH-000356,-0.223331901845
ACH-000361,-0.168454758286
ACH-000362,-0.168024079312
ACH-000363,-0.0547490986082
ACH-000364,-0.194582663531
ACH-000365,-0.088672336938
ACH-000366,-0.0450072817122
ACH-000368,0.06944460567210001
ACH-000374,-0.0599179303818
ACH-000375,-0.15253789223300002
ACH-000376,0.11097848865900001
ACH-000381,-0.0166557101764
ACH-000383,-0.030719776945799998
ACH-000387,-0.146942886096
ACH-000389,-0.0423651548145
ACH-000390,-0.0044344249777799995
ACH-000393,0.06478323650769999
ACH-000395,0.16690255024599998
ACH-000397,-0.0462583928973
ACH-000401,-0.0257727379871
ACH-000402,-0.23756901479400003
ACH-000403,0.0258792068187
ACH-000404,0.04389541652
ACH-000406,-0.06372272364249999
ACH-000407,-0.0770030787726
ACH-000408,-0.00941720886149
ACH-000410,-0.07332070543239999
ACH-000411,0.0104334242059
ACH-000414,-0.0139262569673
ACH-000415,-0.12083632682399999
ACH-000416,-0.14145511303799999
ACH-000420,-0.157839576012
ACH-000421,-0.130275486469
ACH-000424,-0.126146524586
ACH-000425,-0.06982181428439999
ACH-000426,-0.40219761130099996
ACH-000427,0.06169256325400001
ACH-000433,-0.459307269454
ACH-000436,-0.08715096185809999
