,SNRPC (6631)
ACH-000163,-1.07924837696
ACH-000167,-1.68159135487
ACH-000168,-1.24424232409
ACH-000169,-1.33348456948
ACH-000178,-1.23890247985
ACH-000182,-1.4560745698
ACH-000183,-1.34111951919
ACH-000188,-1.37192723007
ACH-000189,-1.28426525875
ACH-000190,-0.994267789932
ACH-000198,-1.14677999273
ACH-000204,-1.1745628599200002
ACH-000206,-0.986462346197
ACH-000207,-1.40495244926
ACH-000211,-1.19217456706
ACH-000215,-1.34598219441
ACH-000221,-1.19715559984
ACH-000222,-1.25470721654
ACH-000223,-1.3895751025
ACH-000226,-1.28575583988
ACH-000227,-1.75832565748
ACH-000228,-1.4659368172299998
ACH-000231,-1.18422087896
ACH-000232,-1.3144134546100001
ACH-000233,-1.1368846372499999
ACH-000234,-1.36162378765
ACH-000235,-1.49361838433
ACH-000237,-1.3083645433600002
ACH-000238,-1.4694795054299998
ACH-000243,-1.2769918743700002
ACH-000244,-0.966172977526
ACH-000246,-1.03433202131
ACH-000248,-1.29639124637
ACH-000250,-1.12502094701
ACH-000251,-1.11506746716
ACH-000253,-1.3897460808700002
ACH-000255,-1.1601010403299998
ACH-000256,-1.32605714492
ACH-000257,-1.5822654549200001
ACH-000258,-0.923960809376
ACH-000259,-1.4035260456299998
ACH-000260,-1.2087924259799998
ACH-000261,-1.23705787643
ACH-000262,-1.51642457578
ACH-000263,-1.8577313421200001
ACH-000264,-1.58295127431
ACH-000265,-1.4038626415
ACH-000266,-1.2666997876200001
ACH-000272,-1.2905366682
ACH-000273,-1.2344675034
ACH-000274,-1.40840639905
ACH-000277,-1.1354634885400001
ACH-000278,-1.19784088862
ACH-000279,-1.42957543242
ACH-000280,-1.1737077215
ACH-000281,-1.00147508099
ACH-000288,-1.28335581806
ACH-000291,-1.22926763949
ACH-000293,-1.2218525098200002
ACH-000294,-1.02937034259
ACH-000295,-1.09954265744
ACH-000296,-1.20081772759
ACH-000302,-1.36444507046
ACH-000304,-1.0264953807600001
ACH-000307,-1.4879886483899998
ACH-000308,-1.26347166778
ACH-000310,-1.4052607579700003
ACH-000311,-1.10911473243
ACH-000312,-1.2675079421200002
ACH-000315,-1.4096180242299998
ACH-000316,-1.18480237645
ACH-000317,-1.65725654287
ACH-000318,-1.1376379814
ACH-000319,-1.0739182177600002
ACH-000320,-1.59325347317
ACH-000322,-1.2810802615299999
ACH-000323,-1.2649333239
ACH-000324,-1.21780988529
ACH-000329,-1.41017664081
ACH-000330,-1.20540288863
ACH-000331,-1.08818881333
ACH-000332,-1.2072062566500001
ACH-000334,-1.70258107808
ACH-000335,-1.44729096115
ACH-000336,-1.36295464377
ACH-000337,-1.12274980828
ACH-000339,-1.26740910109
ACH-000341,-1.26695979266
ACH-000348,-0.97594070017
ACH-000350,-1.3569561689200003
ACH-000352,-1.47673659768
ACH-000356,-1.03063253069
ACH-000361,-1.29292985365
ACH-000362,-1.04224209824
ACH-000363,-1.52241297336
ACH-000364,-1.15505393647
ACH-000365,-1.43353678352
ACH-000366,-1.29447166684
ACH-000368,-1.31706151924
ACH-000374,-1.22496512547
ACH-000375,-1.6284098233200002
ACH-000376,-1.24379965892
ACH-000381,-1.28031482169
ACH-000383,-1.2996902512000001
ACH-000387,-1.0500617860700001
ACH-000389,-1.36087460885
ACH-000390,-1.33970624841
ACH-000393,-1.16861603281
ACH-000395,-1.5719088113
ACH-000397,-1.3087825359
ACH-000401,-1.28384255409
ACH-000402,-1.5424478429799997
ACH-000403,-1.3886737049000002
ACH-000404,-1.52575908704
ACH-000406,-1.25946443131
ACH-000407,-1.28896873583
ACH-000408,-1.38787348229
ACH-000410,-1.35986778268
ACH-000411,-1.0898711584
ACH-000414,-1.3109267011799999
ACH-000415,-1.2877147972799998
ACH-000416,-1.18194961621
ACH-000420,-1.5463692088
ACH-000421,-1.33608950553
ACH-000424,-0.823478381827
ACH-000425,-1.24863069683
ACH-000426,-1.3940666010799998
ACH-000427,-1.3336887811700002
ACH-000433,-1.26424392979
ACH-000436,-1.17936826089
ACH-000444,-1.1958768588
ACH-000445,-0.688714173041
ACH-000448,-1.24043712896
ACH-000450,-1.3423229191100001
ACH-000452,-1.29693452561
ACH-000454,-1.06334381581
ACH-000458,-1.20385202466
ACH-000459,-0.9156112120309999
ACH-000460,-1.35835987671
ACH-000461,-1.25483591375
ACH-000463,-1.1701161136700002
ACH-000464,-1.10919331515
ACH-000466,-0.906365986436
ACH-000467,-1.57260157572
ACH-000468,-1.44317479023
ACH-000469,-1.34650376759
ACH-000470,-1.52700634331
ACH-000471,-1.22723557371
ACH-000472,-1.37621071671
ACH-000473,-0.742474972563
ACH-000475,-1.24692602205
ACH-000476,-1.18655859126
ACH-000477,-1.5824466208
ACH-000480,-1.28406278502
ACH-000481,-1.4335663321399998
ACH-000483,-1.48649191826
ACH-000484,-1.19693227269
ACH-000485,-1.1742478843100002
ACH-000486,-1.15993129529
ACH-000487,-1.21642510873
ACH-000488,-1.27720838297
ACH-000490,-1.05944856715
ACH-000491,-1.37592779243
ACH-000495,-0.9803853130879999
ACH-000496,-1.28854959964
ACH-000499,-1.3742548435799997
ACH-000500,-1.81413976824
ACH-000502,-1.07600457474
ACH-000503,-1.31642248543
ACH-000505,-1.3832155001800002
ACH-000507,-1.15807439464
ACH-000510,-1.1589049543799999
ACH-000511,-1.29252874333
ACH-000512,-0.762788704752
ACH-000516,-1.36674013586
ACH-000517,-1.5085464443599998
ACH-000518,-1.18211590734
ACH-000520,-1.2625518489
ACH-000521,-1.07857288094
ACH-000522,-1.25430273685
ACH-000524,-1.48494344829
ACH-000527,-1.24520064849
ACH-000528,-1.2496846778200001
ACH-000537,-1.27465689926
ACH-000541,-1.0953970541299998
ACH-000542,-1.1695178533
ACH-000544,-1.21028731738
ACH-000545,-1.1292945401799999
ACH-000547,-1.36177171414
ACH-000548,-1.35676859697
ACH-000549,-1.4274462866600002
ACH-000550,-1.47483886641
ACH-000552,-1.36552245141
ACH-000556,-1.6164917515600001
ACH-000557,-1.4729780451899999
ACH-000570,-1.4284658226
ACH-000571,-1.3485525289200002
ACH-000573,-1.64108434035
ACH-000576,-1.22033392896
ACH-000580,-1.27213540484
ACH-000584,-1.4269573718700002
ACH-000585,-1.34228585271
ACH-000588,-1.17120069919
ACH-000589,-1.30803171744
ACH-000591,-1.1351069926700001
ACH-000593,-1.2929101408399999
ACH-000600,-1.1097856652
ACH-000601,-1.2367972137899998
ACH-000604,-1.12897846384
ACH-000605,-1.29586649098
ACH-000606,-1.09216281473
ACH-000608,-1.61871779238
ACH-000614,-1.1586585858
ACH-000616,-1.2508824097700002
ACH-000618,-1.40850697787
ACH-000619,-1.2760773274500001
ACH-000620,-1.12712952979
ACH-000621,-1.45365566815
ACH-000622,-1.29792556665
ACH-000623,-1.28258633294
ACH-000624,-1.2578496614899999
ACH-000627,-1.35512170442
ACH-000630,-1.2905718169299998
ACH-000632,-1.1094629935100002
ACH-000633,-1.1775425650700002
ACH-000637,-1.4585036307199999
ACH-000638,-1.02391203579
ACH-000646,-1.4144478220299999
ACH-000647,-1.3418349703499999
ACH-000648,-0.905411193952
ACH-000649,-1.13056684513
ACH-000651,-1.34538631313
ACH-000652,-1.0074878922700001
ACH-000653,-1.36598867863
ACH-000657,-1.36323044266
ACH-000658,-1.6820387500799998
ACH-000661,-1.23490409064
ACH-000662,-1.43284708771
ACH-000663,-1.21764405099
ACH-000665,-1.26088428415
ACH-000671,-1.0109947722
ACH-000673,-1.3936864366600001
ACH-000676,-1.38465615378
ACH-000677,-1.10941893215
ACH-000681,-1.2603994868000001
ACH-000682,-1.23576756574
ACH-000683,-1.66606415337
ACH-000684,-1.17640071418
ACH-000688,-1.03588084878
ACH-000693,-1.157794473
ACH-000694,-1.4737646787399998
ACH-000695,-1.3967796786700002
ACH-000696,-1.2253709864700002
ACH-000697,-1.11526599434
ACH-000699,-1.2789351784799998
ACH-000701,-1.1523056617299998
ACH-000706,-1.20914864321
ACH-000711,-1.3670093682
ACH-000713,-1.31947892411
ACH-000714,-1.2656530415
ACH-000718,-1.41896284537
ACH-000720,-1.4025799693
ACH-000721,-1.18234579088
ACH-000724,-1.8708049098900001
ACH-000725,-1.5955000962900001
ACH-000732,-0.9201014969140001
ACH-000734,-1.3662854938299998
ACH-000735,-1.2771929281899999
ACH-000736,-1.18496846245
ACH-000738,-1.39174971615
ACH-000746,-1.33589747971
ACH-000747,-1.01469425716
ACH-000748,-1.4162531223100001
ACH-000753,-1.4698164696399998
ACH-000756,-1.2423969799099999
ACH-000757,-1.70837676857
ACH-000758,-1.4369834888600002
ACH-000760,-1.1798440679100002
ACH-000763,-1.3583330385299999
ACH-000764,-1.1488439206299998
ACH-000765,-1.22272721019
ACH-000766,-1.32302073838
ACH-000767,-1.42410290461
ACH-000768,-1.04094473722
ACH-000769,-1.48371271193
ACH-000770,-1.1889908769600002
ACH-000771,-1.18381001039
ACH-000773,-1.04854970972
ACH-000776,-0.8742645102619999
ACH-000777,-1.32293178718
ACH-000778,-1.0763043992499999
ACH-000781,-1.3398752008200001
ACH-000782,-1.19750423631
ACH-000783,-1.18053466936
ACH-000784,-1.32079433989
ACH-000785,-1.6861108283000001
ACH-000787,-1.0699710916299998
ACH-000788,-1.19652283533
ACH-000791,-1.43807771407
ACH-000792,-1.08219843032
ACH-000794,-1.29912513629
ACH-000796,-1.33407591985
ACH-000799,-1.18774710891
ACH-000800,-1.2760153188299999
ACH-000802,-1.21320861802
ACH-000804,-1.5125398455799999
ACH-000805,-1.42131449353
ACH-000809,-1.45689612694
ACH-000810,-0.865748794106
ACH-000811,-1.14633089049
ACH-000817,-1.3635083313
ACH-000819,-1.1125149016
ACH-000820,-1.4569812352899998
ACH-000821,-1.19604984369
ACH-000822,-1.1468986056100001
ACH-000823,-1.25860609759
ACH-000824,-1.19672928408
ACH-000827,-1.11315210087
ACH-000829,-1.3802262691299998
ACH-000831,-1.3325498635200002
ACH-000832,-1.08973222865
ACH-000833,-0.8196941025110001
ACH-000834,-1.17556314672
ACH-000835,-0.882492387975
ACH-000836,-1.3634247369699999
ACH-000837,-1.29769904574
ACH-000838,-1.3237182002799999
ACH-000839,-0.8435027120790001
ACH-000840,-1.2789502449299999
ACH-000841,-1.24307746205
ACH-000843,-1.24094060126
ACH-000846,-1.0951588596700002
ACH-000847,-1.42012620883
ACH-000848,-1.22643509482
ACH-000849,-1.26043643112
ACH-000851,-1.33552699666
ACH-000855,-1.6820215716
ACH-000856,-1.2358550863
ACH-000858,-1.2651614872799999
ACH-000859,-1.15980807901
ACH-000861,-1.2143529420799999
ACH-000862,-1.17969073845
ACH-000865,-1.20049639772
ACH-000866,-1.36688689965
ACH-000867,-1.5552402743399998
ACH-000869,-1.1113708493
ACH-000872,-1.1242558914899998
ACH-000873,-1.0488319153899999
ACH-000876,-1.19858813639
ACH-000878,-1.06829204374
ACH-000880,-0.9350898688700001
ACH-000881,-1.12524172125
ACH-000882,-1.34573402287
ACH-000884,-0.875862114361
ACH-000885,-1.25395028569
ACH-000887,-1.4187662542
ACH-000888,-1.3314915679600001
ACH-000889,-1.3601627193799999
ACH-000890,-1.21636141975
ACH-000896,-1.11880118365
ACH-000898,-1.16026285066
ACH-000900,-1.29662130795
ACH-000901,-1.32384402065
ACH-000905,-1.44860418223
ACH-000906,-1.28861163631
ACH-000907,-1.47424849246
ACH-000910,-1.4418648609
ACH-000911,-1.12233182049
ACH-000912,-1.36246434958
ACH-000913,-1.13394310895
ACH-000915,-1.18890450974
ACH-000916,-1.29792811405
ACH-000917,-1.32951837284
ACH-000921,-1.24942912312
ACH-000924,-1.31837952612
ACH-000926,-1.61763233153
ACH-000928,-1.5167799831600002
ACH-000929,-1.0285697882200002
ACH-000932,-1.1446301708600002
ACH-000935,-1.24424341249
ACH-000936,-1.19337853435
ACH-000937,-1.4182954638
ACH-000938,-1.3401615577600001
ACH-000939,-1.7166752736000002
ACH-000941,-1.33024863473
ACH-000943,-1.3099851975299999
ACH-000946,-1.29690497764
ACH-000947,-1.3035222000700002
ACH-000948,-1.23300307373
ACH-000950,-1.3421293605700002
ACH-000953,-1.54355511384
ACH-000957,-1.2829763592
ACH-000958,-1.2910286829000002
ACH-000960,-1.44574374325
ACH-000963,-1.33976731506
ACH-000968,-1.4250329903299999
ACH-000969,-1.54812876655
ACH-000973,-1.37051836269
ACH-000974,-1.3014817429
ACH-000975,-1.1700744165799999
ACH-000976,-1.17344084467
ACH-000978,-1.49545919236
ACH-000980,-1.27958698937
ACH-000984,-1.4424993142299998
ACH-000986,-1.30377341739
ACH-000988,-1.25961884339
ACH-000993,-1.32777913818
ACH-000994,-1.4954918711200003
ACH-000996,-1.5192105941999998
ACH-001001,-1.25661603867
ACH-001020,-1.30557060509
ACH-001028,-1.29656615657
ACH-001031,-1.0870710491600002
ACH-001038,-1.5546856007299998
ACH-001048,-1.0922370192200002
ACH-001050,-1.05297099657
ACH-001053,-1.3017608378899999
ACH-001054,-1.106063491
ACH-001061,-1.28879508926
ACH-001067,-1.2554718402200002
ACH-001075,-0.977492131392
ACH-001096,-1.2236154454700001
ACH-001128,-1.33021976035
ACH-001134,-1.4617850590600001
ACH-001151,-1.2275995615200002
ACH-001163,-1.28526055211
ACH-001164,-1.4525193400999998
ACH-001173,-1.17102079959
ACH-001183,-0.8830326324109999
ACH-001184,-1.18757040026
ACH-001190,-1.2038938745799999
ACH-001192,-1.45115229799
ACH-001193,-1.17629769846
ACH-001196,-1.53979308884
ACH-001197,-1.26003243308
ACH-001205,-1.21105629273
ACH-001211,-1.32324151781
ACH-001212,-1.40242430591
ACH-001228,-1.68955670769
ACH-001232,-1.15123003544
ACH-001239,-1.3812580031600001
ACH-001274,-1.23902506273
ACH-001275,-1.3982965869600001
ACH-001277,-1.30624654863
ACH-001278,-1.24267957672
ACH-001280,-1.3916843519799997
ACH-001283,-1.39239698071
ACH-001289,-1.488520425
ACH-001295,-1.19766810999
ACH-001300,-1.3064269452700001
ACH-001301,-1.18461768796
ACH-001302,-1.35363227361
ACH-001303,-1.25784271897
ACH-001306,-1.20430147918
ACH-001318,-1.15721036609
ACH-001322,-1.4215216203999999
ACH-001328,-1.34666554549
ACH-001332,-0.844733087948
ACH-001333,-1.48457449039
ACH-001336,-1.1478118839700002
ACH-001340,-1.2861474555799999
ACH-001346,-1.24025771686
ACH-001353,-1.24979191176
ACH-001354,-1.01783299427
ACH-001367,-1.2764645347799999
ACH-001368,-1.2643565256
ACH-001374,-1.3264102735299999
ACH-001375,-1.19203182677
ACH-001377,-1.23270410197
ACH-001380,-1.22799890112
ACH-001391,-1.23789975269
ACH-001407,-1.37192372058
ACH-001408,-1.1495168547
ACH-001413,-1.25114639534
ACH-001430,-1.3262115057100001
ACH-001431,-1.11296985179
ACH-001450,-1.39659337131
ACH-001496,-1.21413760839
ACH-001500,-1.02878292098
ACH-001521,-1.20539781968
ACH-001523,-1.04221017503
ACH-001532,-1.18037911939
ACH-001536,-1.3364619195
ACH-001550,-1.5276249885
ACH-001552,-0.981943574814
ACH-001554,-1.14443640339
ACH-001645,-1.25403177604
ACH-001654,-1.5622706861700002
ACH-001715,-1.07468762796
ACH-001735,-1.34919808531
ACH-001736,-1.53165614201
ACH-001737,-1.1037124897700001
ACH-001740,-1.2909936170899998
ACH-001745,-1.33487896355
ACH-001750,-1.27886818925
ACH-001765,-1.33594318593
ACH-001956,-1.1488984827200002
ACH-001957,-1.2831568522
