,ANP32A (8125)
ACH-000695,0.0550746348333
ACH-000696,-0.10480012681600001
ACH-000697,-0.574559221793
ACH-000699,-0.197715973776
ACH-000701,-0.122331863216
ACH-000706,-0.226639416486
ACH-000711,-0.240358271468
ACH-000713,-0.21285130550700002
ACH-000714,0.0316515641278
ACH-000718,-0.424365292511
ACH-000720,-0.115238956703
ACH-000721,-0.109159395502
ACH-000724,-0.30135733179699997
ACH-000725,-0.160325072381
ACH-000732,-0.132948248368
ACH-000734,0.020896405031299997
ACH-000735,-0.148241940581
ACH-000736,-0.0985020371624
ACH-000738,-0.39199452214900005
ACH-000746,0.019365302966
ACH-000747,-0.08622782511289999
ACH-000748,-0.296276835693
ACH-000753,-0.306856466552
ACH-000756,-0.0191188200059
ACH-000757,-0.174974100735
ACH-000758,-0.105353481174
ACH-000760,-0.328120960633
ACH-000763,-0.174739899117
ACH-000764,-0.00890962602025
ACH-000765,-0.290091295857
ACH-000766,-0.284460711598
ACH-000767,-0.07118354237869999
ACH-000768,-0.40005706377300004
ACH-000769,-0.153471223006
ACH-000770,-0.267095125572
ACH-000771,-0.146830382226
ACH-000773,-0.419186876173
ACH-000776,-0.304301532425
ACH-000777,-0.22887354084699998
ACH-000778,-0.21254864563099998
ACH-000781,-0.27282967327
ACH-000782,-0.349392437894
ACH-000783,-0.259420317693
ACH-000784,-0.142864883768
ACH-000785,-0.262227324805
ACH-000787,-0.23282772733100002
ACH-000788,-0.21673688489
ACH-000791,-0.281283013923
ACH-000792,-0.13223794842
ACH-000794,-0.0891249471389
ACH-000796,-0.266383095355
ACH-000799,-0.276131005539
ACH-000800,-0.395848420474
ACH-000802,-0.091867141223
ACH-000804,-0.20497580724
ACH-000805,-0.334967352015
ACH-000809,-0.09532832108400001
ACH-000810,0.09118200150810002
ACH-000811,-0.131176916072
ACH-000817,-0.18447648448600001
ACH-000819,-0.206826458576
ACH-000820,-0.0479459462805
ACH-000821,-0.0939269825191
ACH-000822,-0.18568859940699997
ACH-000823,-0.166624668798
ACH-000824,-0.124709011242
ACH-000827,-0.28117184336199996
ACH-000829,0.0789501045319
ACH-000831,-0.133676329453
ACH-000832,-0.34007756624799995
ACH-000833,-0.290431865734
ACH-000834,-0.29710652499699997
ACH-000835,-0.126057606732
ACH-000836,-0.018782875086
ACH-000837,-0.188554654434
ACH-000838,-0.00825986612161
ACH-000839,-0.11088071691
ACH-000840,0.31001127393100003
ACH-000841,-0.215627544307
ACH-000843,0.0731956626705
ACH-000846,-0.0226598476682
ACH-000847,-0.10709937344499999
ACH-000848,-0.33915319609300004
ACH-000849,-0.136377028561
ACH-000851,-0.21072865232299998
ACH-000855,-0.325993715955
ACH-000856,-0.11539559175000001
ACH-000858,-0.157265511156
ACH-000859,-0.333880305241
ACH-000861,0.0352460971169
ACH-000862,-0.185835117764
ACH-000865,-0.248794806083
ACH-000866,-0.227099967874
ACH-000867,-0.308039099302
ACH-000869,-0.282916752412
ACH-000872,0.0826207045185
ACH-000873,-0.0634013476242
ACH-000876,-0.17650660268399998
ACH-000878,0.30072247382
ACH-000880,-0.226060811606
ACH-000881,-0.149940968821
ACH-000882,-0.156970030269
ACH-000884,-0.11504998272099999
ACH-000885,-0.19138700794
ACH-000887,-0.116753003281
ACH-000888,-0.0693907132193
ACH-000889,-0.199042469172
ACH-000890,-0.311815007317
ACH-000896,-0.418930446649
ACH-000898,-0.2792116405
ACH-000900,-0.24065829389899998
ACH-000901,-0.222366221668
ACH-000905,-0.0525935392574
ACH-000906,-0.319275453138
ACH-000907,-0.353255496605
ACH-000910,-0.453147896074
ACH-000911,-0.14448653638800002
ACH-000912,-0.047800226761800006
ACH-000913,-0.0871726653077
ACH-000915,-0.09574905996619999
ACH-000916,-0.34674957309
ACH-000917,-0.436472612073
ACH-000921,-0.293864535517
ACH-000924,-0.166585879899
ACH-000926,-0.0235906565161
ACH-000928,0.182984745453
ACH-000929,0.0619064258754
ACH-000932,-0.139489745677
ACH-000935,-0.29354473306
ACH-000936,-0.14941781807
ACH-000937,-0.10294244075200001
ACH-000938,0.18265768799499998
ACH-000939,-0.11702105383099999
ACH-000941,-0.21696669352899997
ACH-000943,-0.0830346581532
ACH-000946,-0.330557659605
ACH-000947,-0.139695339895
ACH-000948,-0.24921547763399998
ACH-000950,-0.255788711314
ACH-000953,-0.161389753505
ACH-000957,-0.0676759662546
ACH-000958,-0.346967428117
ACH-000960,-0.0438677631606
ACH-000963,-0.244740373163
ACH-000968,-0.10366408241800001
ACH-000969,-0.24253481516699998
ACH-000973,-0.118306681859
ACH-000974,-0.157895822091
ACH-000975,-0.179768835476
ACH-000976,-0.388803259296
ACH-000978,0.0437737611907
ACH-000980,-0.282414555935
ACH-000984,-0.277271959633
ACH-000986,-0.242551609802
ACH-000988,-0.244956707187
ACH-000993,-0.0606568838437
ACH-000994,-0.160535646876
ACH-000996,-0.184664535865
ACH-001001,-0.267319374645
ACH-001020,-0.179897281858
ACH-001028,-0.18743489800500002
ACH-001031,-0.152617360098
ACH-001038,-0.155417573054
ACH-001048,-0.0621592011125
ACH-001050,-0.200232103929
ACH-001053,-0.33814139590099995
ACH-001054,-0.0539601517373
ACH-001061,-0.094229395438
ACH-001067,-0.018565962911400002
ACH-001075,-0.43732285996299997
ACH-001096,-0.236313416384
ACH-001128,-0.31227811313299997
ACH-001134,-0.177753179011
ACH-001151,-0.263896098076
ACH-001163,-0.32115889981
ACH-001164,-0.130553955984
ACH-001173,-0.295871673943
ACH-001183,-0.264927834959
ACH-001184,-0.18383046790899998
ACH-001190,-0.23914275771200003
ACH-001192,-0.106938594806
ACH-001193,0.011518829577600002
ACH-001196,-0.268872240205
ACH-001197,-0.131336661141
ACH-001205,-0.211396219307
ACH-001211,-0.283653704896
ACH-001212,0.0103805785366
ACH-001228,-0.220633145423
ACH-001232,-0.339114000096
ACH-001239,-0.266502733155
ACH-001274,-0.0269424763067
ACH-001275,-0.061063302213699995
ACH-001277,-0.08516128925689999
ACH-001278,0.0212016248465
ACH-001280,-0.305112269951
ACH-001283,-0.100435528836
ACH-001289,-0.435010928492
ACH-001295,-0.152346101343
ACH-001300,-0.2147106269
ACH-001301,-0.505354070219
ACH-001302,-0.36674392879600004
ACH-001303,0.103982886241
ACH-001306,-0.230130212121
ACH-001318,-0.28221488074400003
ACH-001322,-0.200337808255
ACH-001328,-0.20304499339499998
ACH-001332,-0.0614438234937
ACH-001333,-0.163541047745
ACH-001336,-0.237918744842
ACH-001340,-0.18029735723
ACH-001346,-0.307417638319
ACH-001353,-0.358954707878
ACH-001354,-0.298720092953
ACH-001367,-0.447647069164
ACH-001368,-0.214527951959
ACH-001374,-0.608473276689
ACH-001375,-0.15134007411800002
ACH-001377,-0.395561251663
ACH-001380,-0.20385691017000002
ACH-001391,-0.269064490816
ACH-001407,-0.40046524090999996
ACH-001408,-0.34473803292599997
ACH-001413,-0.210841988148
ACH-001430,-0.169922115228
ACH-001431,-0.0640798784717
ACH-001450,-0.274318906105
ACH-001496,-0.157353389707
ACH-001500,-0.35018221246500003
ACH-001521,-0.129538599104
ACH-001523,-0.035631017205400004
ACH-001532,-0.10879558387800001
ACH-001536,-0.429522033457
ACH-001550,-0.362291158025
ACH-001552,-0.165268969122
ACH-001554,-0.30086930019
ACH-001645,-0.138671403048
ACH-001654,-0.34241612626199996
ACH-001715,-0.1188184925
ACH-001735,-0.301699903976
ACH-001736,-0.138618825517
ACH-001737,-0.424879269387
ACH-001740,-0.201267060748
ACH-001745,-0.104778889912
ACH-001750,-0.270084380831
ACH-001765,-0.296253143818
ACH-001956,-0.15184229195
ACH-001957,-0.112076579554
