,RPL14 (9045)
ACH-000004,-0.989949137635
ACH-000007,-1.5903151676499998
ACH-000009,-1.6155314912099998
ACH-000011,-1.28374450662
ACH-000012,-1.3970691499
ACH-000013,-1.29205796351
ACH-000014,-1.74118783537
ACH-000015,-1.5188716571899998
ACH-000017,-1.35810984475
ACH-000018,-1.35391128113
ACH-000019,-1.66252142105
ACH-000021,-1.49080206261
ACH-000022,-1.3460286697100001
ACH-000025,-1.34169361929
ACH-000028,-1.32756398715
ACH-000030,-1.5008633150100001
ACH-000035,-1.2657142651
ACH-000036,-1.51606661675
ACH-000037,-1.6746807838999997
ACH-000039,-1.4988604219
ACH-000040,-1.4158819116299999
ACH-000041,-1.30970621365
ACH-000042,-1.5011221809600002
ACH-000045,-1.52358216829
ACH-000047,-1.2852583866399998
ACH-000052,-1.47112179057
ACH-000053,-1.57579594421
ACH-000054,-1.6465049292299998
ACH-000055,-1.4081655015
ACH-000060,-1.53871566261
ACH-000067,-1.59947822565
ACH-000070,-1.77225694907
ACH-000075,-1.39069668755
ACH-000078,-1.63945383914
ACH-000082,-0.94822114278
ACH-000085,-1.35038983322
ACH-000086,-1.3004550789
ACH-000087,-1.30368736231
ACH-000092,-1.53062453084
ACH-000095,-1.63387096506
ACH-000097,-1.6366098922799999
ACH-000098,-1.50346839175
ACH-000099,-1.5991151529899998
ACH-000108,-1.52926678061
ACH-000113,-1.60891860106
ACH-000115,-1.51429171491
ACH-000116,-1.2008280514899998
ACH-000118,-1.24543195607
ACH-000120,-1.47388367005
ACH-000123,-1.59738773954
ACH-000127,-1.24720260216
ACH-000128,-1.7786967216900003
ACH-000132,-1.5900483957799998
ACH-000133,-1.3333308534100001
ACH-000137,-1.45251065727
ACH-000138,-1.5771257884
ACH-000142,-1.28493349445
ACH-000143,-1.58932372511
ACH-000146,-1.63228659384
ACH-000148,-1.39306374341
ACH-000150,-1.76566324725
ACH-000152,-1.5138151523299999
ACH-000153,-1.55753558681
ACH-000159,-1.6754651425600002
ACH-000160,-1.56086585408
ACH-000163,-1.22148584363
ACH-000167,0.582862150037
ACH-000168,-1.3631861828100003
ACH-000169,-1.1953848579700002
ACH-000178,-1.53478295306
ACH-000182,-1.6805276342500002
ACH-000183,-1.4995388811
ACH-000188,-1.62813790253
ACH-000189,-1.60112933718
ACH-000190,-1.42666149786
ACH-000198,-1.70772358487
ACH-000204,-1.69191712181
ACH-000206,-2.05424593095
ACH-000207,-1.5238030278299999
ACH-000211,-1.52513918521
ACH-000215,-1.713240191
ACH-000221,-1.67978126753
ACH-000222,-1.50347697201
ACH-000223,-1.41520514539
ACH-000226,-1.48591240273
ACH-000227,-2.00701925154
