,PXDN (7837)
ACH-000004,0.505610750703
ACH-000007,0.317824594142
ACH-000009,0.218277495838
ACH-000011,0.330384028641
ACH-000012,0.36401976931
ACH-000013,0.3128792672
ACH-000014,0.0467436523867
ACH-000015,0.356288777092
ACH-000017,0.16779773690900002
ACH-000018,0.318086473112
ACH-000019,0.35387208458700004
ACH-000021,0.23640461048
ACH-000022,0.209572060154
ACH-000025,0.148026871344
ACH-000028,0.411563774312
ACH-000030,0.30752563695999996
ACH-000035,0.160712243421
ACH-000036,0.286135319538
ACH-000037,0.212274651329
ACH-000039,0.277565518372
ACH-000040,0.26282159926800003
ACH-000041,0.24400443805999997
ACH-000042,0.119867142509
ACH-000045,0.229831476314
ACH-000047,0.188784460472
ACH-000052,0.292997102608
ACH-000053,0.090946988778
ACH-000054,0.284232690934
ACH-000055,0.38807125880500004
ACH-000060,0.286122759989
ACH-000067,0.14826199753900002
ACH-000070,0.355837681543
ACH-000075,0.7425342651719999
ACH-000078,0.25322101499099997
ACH-000082,0.368895389626
ACH-000085,0.39760772528000005
ACH-000086,0.42325796914499997
ACH-000087,0.317351968363
ACH-000092,0.320922811527
ACH-000095,0.161051700627
ACH-000097,0.167579340322
ACH-000098,0.331865942179
ACH-000099,0.141519787147
ACH-000108,0.0319442076986
ACH-000113,0.329419770714
ACH-000115,0.183271245372
ACH-000116,0.310312048698
ACH-000118,0.244718555881
ACH-000120,0.309357971328
ACH-000123,0.191571858291
ACH-000127,0.106162779889
ACH-000128,0.28479856934799996
ACH-000132,0.190157599654
ACH-000133,0.209417344294
ACH-000137,0.19577564834199998
ACH-000138,0.158787143672
ACH-000142,0.20627367362100002
ACH-000143,0.202562766261
ACH-000146,0.175956825238
ACH-000148,0.194425447335
ACH-000150,0.44144574433600003
ACH-000152,0.252915849793
ACH-000153,-0.013249307753700002
ACH-000159,0.252230696087
ACH-000160,0.215996462452
ACH-000163,0.26565502006700004
ACH-000167,-0.0415142703437
ACH-000168,0.0417622077192
ACH-000169,0.265333908401
ACH-000178,0.387183429498
ACH-000182,0.250936247165
ACH-000183,0.30532491984
ACH-000188,0.29714350994000005
ACH-000189,0.265737450198
ACH-000190,0.139470125404
ACH-000198,0.273983535646
ACH-000204,0.225463126819
ACH-000206,0.286100896042
ACH-000207,0.339547023749
ACH-000211,0.224027139048
ACH-000215,0.242941970922
ACH-000221,0.24909870105999998
ACH-000222,0.0923490954328
ACH-000223,0.24234628995700003
ACH-000226,0.0844901805946
ACH-000227,0.187649516594
ACH-000228,0.09861233429850001
ACH-000231,0.314524491823
ACH-000232,0.235513151752
ACH-000233,0.227495946698
ACH-000234,0.0144424291529
ACH-000235,0.292963869333
ACH-000237,0.254296357098
ACH-000238,0.17678799789799998
ACH-000243,0.319163051709
ACH-000244,0.294618187234
ACH-000246,0.250654051265
ACH-000248,0.27925022002300004
ACH-000250,0.274802323341
ACH-000251,0.135180759538
ACH-000253,0.051498311447099994
ACH-000255,0.347917510826
ACH-000256,0.324526995424
ACH-000257,0.33029691738
ACH-000258,0.436566633237
ACH-000259,0.24669420867
ACH-000260,0.22584381513500001
ACH-000261,0.24458142835000002
ACH-000262,0.309039417062
ACH-000263,0.104764697934
ACH-000264,0.32260339315000003
ACH-000265,0.246338153318
ACH-000266,0.28815394018
ACH-000272,0.228687372059
ACH-000273,0.21944824296799997
ACH-000274,0.217942722428
ACH-000277,0.18577757390500002
ACH-000278,0.386816008464
ACH-000279,0.16941423364
ACH-000280,0.116772331897
ACH-000281,0.145328217006
ACH-000288,0.07221981928660001
ACH-000291,0.260136855756
ACH-000293,0.145360423855
ACH-000294,0.0857586556251
ACH-000295,0.1253804462
ACH-000296,0.54289549406
ACH-000302,0.23112054581500002
ACH-000304,0.43568926677599995
ACH-000307,0.102017784958
ACH-000308,0.249332501078
ACH-000310,0.202707824518
ACH-000311,0.41141738754699997
ACH-000312,0.025098836391799998
ACH-000315,0.190921531195
ACH-000316,0.0967479648878
ACH-000317,0.236126344043
ACH-000318,0.394795540586
ACH-000319,0.240881812459
ACH-000320,0.127939595739
ACH-000322,0.311946619368
ACH-000323,0.100139634919
ACH-000324,0.14770845843699998
ACH-000329,0.0334289382885
ACH-000330,0.298335861098
ACH-000331,0.29054991477
ACH-000332,0.188587040847
ACH-000334,0.385194063583
ACH-000335,0.301086527236
ACH-000336,-0.0153215873512
ACH-000337,0.118451153034
ACH-000339,0.2705614275
ACH-000341,0.31964823594999997
ACH-000348,0.322273220387
ACH-000350,0.230263064606
ACH-000352,0.276775729235
ACH-000356,0.182242042351
