,RNASEH2A (10535)
ACH-000004,-0.383633716753
ACH-000007,-0.625901881267
ACH-000009,-0.359748192245
ACH-000011,-0.526441056387
ACH-000012,-0.529670737405
ACH-000013,-0.536352214034
ACH-000014,-0.319800221608
ACH-000015,-0.31843623479899996
ACH-000017,-0.375762125819
ACH-000018,-0.8347505347509999
ACH-000019,-0.8152356059289999
ACH-000021,-0.489360885491
ACH-000022,-0.528935137975
ACH-000025,-0.6580093347689999
ACH-000028,-0.606993287513
ACH-000030,-0.303456878809
ACH-000035,-0.728743234721
ACH-000036,-0.628330927393
ACH-000037,-0.620243296642
ACH-000039,-0.827476142938
ACH-000040,-0.757350310098
ACH-000041,-0.37872837958300004
ACH-000042,-0.353288830113
ACH-000045,-0.357153367487
ACH-000047,-0.7316225807340001
ACH-000052,-0.923047123247
ACH-000053,-0.234066292567
ACH-000054,-0.385860226049
ACH-000055,-0.743432960883
ACH-000060,-0.16816264862
ACH-000067,-0.876409982933
ACH-000070,-0.518137194697
ACH-000075,-0.21669637242400003
ACH-000078,-0.41578721071999997
ACH-000082,-0.24627448450800002
ACH-000085,-0.27001786116500004
ACH-000086,-0.42458185087300004
ACH-000087,-0.8670040466600001
ACH-000092,-0.515317619471
ACH-000095,-0.149009683092
ACH-000097,-0.0991187728225
ACH-000098,-0.524785847332
ACH-000099,-0.554913538288
ACH-000108,-0.44289380148999996
ACH-000113,-0.6296826215510001
ACH-000115,-0.593816758668
ACH-000116,-0.564327948675
ACH-000118,-0.405628460121
ACH-000120,-0.8164772703129999
ACH-000123,-0.7235687406710001
ACH-000127,-0.616627150476
ACH-000128,-0.441033383414
ACH-000132,-0.369894853353
ACH-000133,-0.638651717429
ACH-000137,-0.739153625408
ACH-000138,-0.6735375880840001
ACH-000142,-0.832373283033
ACH-000143,-0.309567154317
ACH-000146,-0.38002492673
ACH-000148,-0.573791121303
ACH-000150,-0.37123588515100003
ACH-000152,-0.30882597037799997
ACH-000153,-0.25948332977099997
ACH-000159,-0.7173163591789999
ACH-000160,-0.333333825041
ACH-000163,-0.67350886066
ACH-000167,-0.660448603645
ACH-000168,-0.39692355510099997
ACH-000169,-0.407982043156
ACH-000178,-0.473742323482
ACH-000182,-0.334976957364
ACH-000183,-0.706853879394
ACH-000188,-0.47751649950400005
ACH-000189,-0.425548105429
ACH-000190,-0.815877128699
ACH-000198,-0.480370841836
ACH-000204,-0.286088664434
ACH-000206,-0.551622484775
ACH-000207,-0.7503931956540001
ACH-000211,-0.388175360431
ACH-000215,-0.741280361166
ACH-000221,-0.478478885378
ACH-000222,-0.604840489113
ACH-000223,-0.32383796608800003
ACH-000226,-0.42600825241400003
ACH-000227,-0.460867292825
ACH-000228,-0.799601099592
ACH-000231,-0.488149069134
ACH-000232,-0.9360103486299999
ACH-000233,-0.415759163692
ACH-000234,-0.358710680753
ACH-000235,-0.36101485895400004
ACH-000237,-0.522975027807
ACH-000238,-0.674987413916
ACH-000243,-0.590026837122
ACH-000244,-0.411557060395
ACH-000246,-0.7235509268539999
ACH-000248,-0.23407984331300002
ACH-000250,-0.630278588723
ACH-000251,-0.389699939328
ACH-000253,-0.111229501331
ACH-000255,-0.533617824918
ACH-000256,-0.164567330758
ACH-000257,-0.517989374194
ACH-000258,-0.5347346176
ACH-000259,-0.861507577984
ACH-000260,-0.728321987002
ACH-000261,-0.5821794255030001
ACH-000262,-0.867417140283
ACH-000263,-0.25794367088500003
ACH-000264,-0.35215677831000003
ACH-000265,-0.315294798258
ACH-000266,-0.168113793537
ACH-000272,-0.451500818887
ACH-000273,-0.38981535171899995
ACH-000274,-0.219366299962
ACH-000277,-0.19133247278
ACH-000278,-0.497870720123
ACH-000279,-0.60686614564
ACH-000280,-0.381983171559
ACH-000281,-0.6366845271239999
ACH-000288,-0.39102114122599996
ACH-000291,-0.926382888532
ACH-000293,-0.45527393576
ACH-000294,-0.501095185268
ACH-000295,-0.269059183242
ACH-000296,-0.388651512331
ACH-000302,-0.524212504505
ACH-000304,-0.505989657437
ACH-000307,-0.383490577113
ACH-000308,-0.43418158010200003
ACH-000310,-0.198707566233
ACH-000311,-0.403258914944
ACH-000312,-0.208487875201
ACH-000315,-0.61851760797
ACH-000316,-0.427916007629
ACH-000317,-0.971184460404
ACH-000318,-0.575543490757
ACH-000319,-0.16424732102700002
ACH-000320,-0.297687928225
ACH-000322,-0.47272218236
ACH-000323,-0.42779364067599995
ACH-000324,-0.615814300062
ACH-000329,-0.338381526119
ACH-000330,-0.204564811268
ACH-000331,-0.552853693778
ACH-000332,-0.265203224448
ACH-000334,-0.560761912247
ACH-000335,-0.911318733198
ACH-000336,-0.163127130347
ACH-000337,-0.599949381705
ACH-000339,-0.306112170438
ACH-000341,-0.74861228287
ACH-000348,-0.391051326637
ACH-000350,-0.26606863786699997
ACH-000352,-0.22895820418499999
ACH-000356,-0.461102859014
ACH-000361,-0.461114125673
ACH-000362,-0.518466270157
ACH-000363,-0.31227809703000003
ACH-000364,-0.286135713507
ACH-000365,-0.530068964868
ACH-000366,-0.440043986
ACH-000368,-0.215055873495
ACH-000374,-0.862912566371
ACH-000375,-0.64785132597
ACH-000376,-0.398804496221
ACH-000381,-0.5339701004249999
ACH-000383,-0.306573642265
ACH-000387,-0.311515857747
ACH-000389,-0.272842635073
ACH-000390,-0.26264215069
ACH-000393,-0.48645707711999997
ACH-000395,-0.270254380895
ACH-000397,-0.679877614114
ACH-000401,-0.755643310795
ACH-000402,-0.15277216628499998
ACH-000403,-0.393114920295
ACH-000404,-0.571159181774
ACH-000406,-0.403276070519
ACH-000407,-0.776207176432
ACH-000408,-0.567007804192
ACH-000410,-0.641825740327
ACH-000411,-0.48964728426299997
ACH-000414,-0.571516317048
ACH-000415,-0.575192740461
ACH-000416,-0.384606397764
ACH-000420,-0.6433289857819999
ACH-000421,-0.413393203751
ACH-000424,-0.662018046039
ACH-000425,-0.33901939362499994
ACH-000426,-0.569326402012
ACH-000427,-0.454556995601
ACH-000433,-0.559803919488
ACH-000436,-0.385739470755
ACH-000444,-0.505108300776
ACH-000445,-0.516606951691
ACH-000448,-0.510010029973
ACH-000450,-0.44613557289899997
ACH-000452,-0.43003773129600004
ACH-000454,-0.409375629213
ACH-000458,-0.16133827050799998
ACH-000459,-1.05659794368
ACH-000460,-0.6608073879899999
ACH-000461,-0.532375530769
ACH-000463,-0.413271085837
ACH-000464,-0.46462441260700005
ACH-000466,-0.501399679948
ACH-000467,-0.2538741425
ACH-000468,-0.66357655271
ACH-000469,-0.7673497536149999
ACH-000470,-0.611986361533
ACH-000471,-0.30153755231
ACH-000472,-0.367158824582
ACH-000473,-0.510824213138
ACH-000475,-0.279250257156
ACH-000476,-0.255545697924
ACH-000477,-0.470257788575
ACH-000480,-0.543475056227
ACH-000481,-0.34254236755999995
ACH-000483,-0.342104693023
ACH-000484,-0.46455014603600003
ACH-000485,-0.10876680556500001
ACH-000486,-0.7410457810150001
ACH-000487,-0.33051222696800003
ACH-000488,-0.412157162352
ACH-000490,0.0828718488467
ACH-000491,-0.39428455950400004
ACH-000495,-0.712523738298
ACH-000496,-0.811168002707
ACH-000499,-0.623697129712
ACH-000500,-0.614918499116
ACH-000502,-0.601438018268
ACH-000503,-0.10365220855900001
ACH-000505,-0.40347843174500003
ACH-000507,-0.6712322548299999
ACH-000510,-0.356915321432
ACH-000511,-0.507656451947
ACH-000512,-0.415547635568
ACH-000516,-0.15022934523
ACH-000517,-0.490116918227
ACH-000518,-0.62042308688
ACH-000520,-0.651192836106
ACH-000521,-1.0379376703
ACH-000522,-0.585868650023
ACH-000524,-0.510501322847
ACH-000527,-0.237243719694
ACH-000528,-0.315335995946
ACH-000537,-0.291415892312
ACH-000541,-0.24419589529
ACH-000542,-1.157647096
ACH-000544,-0.456492505216
ACH-000545,-0.598367332603
ACH-000547,-0.5299726793639999
ACH-000548,-0.40582886489299996
ACH-000549,-0.206090754613
ACH-000550,-0.40750189346199994
ACH-000552,-0.16151620924
ACH-000556,-0.30943630618
ACH-000557,-0.09313773134160001
ACH-000570,-0.661046968293
ACH-000571,-0.409320239723
ACH-000573,-0.517161777999
ACH-000576,-0.223115456454
ACH-000580,-0.605650417032
ACH-000584,-0.598776623671
ACH-000585,-0.289778845368
ACH-000588,-0.656539801281
ACH-000589,-0.159149087056
ACH-000591,-0.777517593082
ACH-000593,-0.22960083320799998
ACH-000600,-0.41439305026699996
ACH-000601,-0.303387329064
ACH-000604,-0.289015435955
ACH-000605,-0.306014371324
ACH-000606,-0.415537625251
ACH-000608,-0.500116985941
ACH-000614,-0.264317256951
ACH-000616,-0.858385706075
ACH-000618,-0.283487783669
ACH-000619,-0.210461545046
ACH-000620,-0.175301362678
ACH-000621,-0.5570488555740001
ACH-000622,-0.443369511341
ACH-000623,-0.508560599353
ACH-000624,-0.750295883283
ACH-000627,-0.51305394986
ACH-000630,-0.0488736440393
ACH-000632,-0.586294852754
ACH-000633,-0.33457107081799997
ACH-000637,-0.457513739106
ACH-000638,-0.777224724066
ACH-000646,-0.5354485306369999
ACH-000647,-0.29226961597199996
ACH-000648,-0.541731567991
ACH-000649,-0.780886168519
ACH-000651,-0.338562180784
ACH-000652,-0.567030191211
ACH-000653,-0.620448620239
ACH-000657,-0.467010050956
ACH-000658,-0.0831323098921
ACH-000661,-0.5598804643999999
ACH-000662,-0.322063687404
ACH-000663,-0.16039774238500001
ACH-000665,-0.679559369188
ACH-000671,-0.38030335586900005
ACH-000673,-0.510791129275
ACH-000676,-0.375301506438
ACH-000677,-0.44578219193199997
ACH-000681,-0.428213237342
ACH-000682,-0.165798975548
ACH-000683,-0.473499361114
ACH-000684,-0.671952447041
ACH-000688,-0.649045788296
ACH-000693,-0.563113617414
ACH-000694,-0.19894268009399999
ACH-000695,-0.10146164664599999
ACH-000696,-0.706469337453
ACH-000697,-0.7144049132870001
ACH-000699,-1.15598901097
ACH-000701,-0.36269893960199995
ACH-000706,-0.22886730103100003
ACH-000711,-0.74600632676
ACH-000713,-0.353275227821
ACH-000714,-0.483206562239
ACH-000718,-0.291576875598
ACH-000720,-0.576876738231
ACH-000721,-0.355770312962
ACH-000724,-0.36555543601999996
ACH-000725,-0.37699596960799997
ACH-000732,-0.61914421202
ACH-000734,-0.6925149732520001
ACH-000735,-0.107459437323
ACH-000736,-0.647541725095
ACH-000738,-0.298223075366
ACH-000746,-0.251959563815
ACH-000747,-0.6164271716699999
ACH-000748,-0.34592892008000004
ACH-000753,-0.6548833199499999
ACH-000756,-1.3924400273100002
ACH-000757,-0.542384632857
ACH-000758,-0.390516876131
ACH-000760,-0.223713180647
ACH-000763,-0.22183902081700002
ACH-000764,-0.659125538964
ACH-000765,-0.42170368811399994
ACH-000766,-0.7856310889679999
ACH-000767,-0.0991852069485
ACH-000768,-0.735098868669
ACH-000769,-0.251524521932
ACH-000770,-0.158068900324
ACH-000771,-0.50198299973
ACH-000773,-0.14634223240900002
ACH-000776,-0.8157377572
ACH-000777,-0.565864522717
ACH-000778,-0.703155123321
ACH-000781,-0.340958606837
ACH-000782,-0.441135501701
ACH-000783,-0.428383415476
ACH-000784,-0.266280212491
ACH-000785,-0.5668399682240001
ACH-000787,-0.445549346738
ACH-000788,-0.578951477734
ACH-000791,-0.471901272562
ACH-000792,-0.550665709526
ACH-000794,-0.8895522220209999
ACH-000796,-0.558744455942
ACH-000799,-0.273543813664
ACH-000800,-0.528668214234
ACH-000802,-0.42897878739399997
ACH-000804,-0.736616346557
ACH-000805,-0.48658584659599996
ACH-000809,-0.601915009255
ACH-000810,-0.635795171706
ACH-000811,-0.40353472464900003
ACH-000817,-0.580223138102
ACH-000819,-0.236756992242
ACH-000820,-0.6935567777420001
ACH-000821,-0.358449678081
ACH-000822,-0.37483832616400004
ACH-000823,-0.42786487293700004
ACH-000824,-0.275528187008
ACH-000827,-0.7869533825689999
ACH-000829,-0.71870576514
ACH-000831,-0.814360095784
ACH-000832,-0.385069862328
ACH-000833,-0.7196332460860001
ACH-000834,-1.02839114187
ACH-000835,-0.39715994815899996
ACH-000836,-0.369228352318
ACH-000837,-0.49458748544200004
ACH-000838,-0.428731052543
ACH-000839,-0.305025947774
ACH-000840,-0.13905079734
ACH-000841,-0.493247909705
ACH-000843,-0.44322954239699996
ACH-000846,-0.452466211444
ACH-000847,-0.272348572843
ACH-000848,-0.418717758904
ACH-000849,-0.662625794474
ACH-000851,-0.41132813529299994
