,RNASEH2A (10535)
ACH-000855,-0.276103144667
ACH-000856,-0.8290878078749999
ACH-000858,-0.6176518057079999
ACH-000859,-0.456614630577
ACH-000861,-0.382291747695
ACH-000862,0.00495851713148
ACH-000865,-0.53640397206
ACH-000866,-0.9961980955740001
ACH-000867,-0.26663865880300003
ACH-000869,-0.476735636528
ACH-000872,-0.44930484194700004
ACH-000873,-0.697788031144
ACH-000876,-0.282672195574
ACH-000878,-0.841319328874
ACH-000880,-0.534506787381
ACH-000881,-0.809252265443
ACH-000882,-0.355399002035
ACH-000884,-0.211656731288
ACH-000885,-0.57051521941
ACH-000887,-0.485648926998
ACH-000888,-0.10380776617000001
ACH-000889,-0.311466081162
ACH-000890,-0.530718175811
ACH-000896,-0.469555211333
ACH-000898,-0.33983564505999997
ACH-000900,-0.6284507637
ACH-000901,-0.344518208139
ACH-000905,-0.521000803862
ACH-000906,-0.8765460805069999
ACH-000907,-0.576275355832
ACH-000910,-0.10995105849400001
ACH-000911,-0.205044034035
ACH-000912,-0.387480343747
ACH-000913,-0.814658380346
ACH-000915,-0.39513227959200004
ACH-000916,-0.571852900101
ACH-000917,-0.408506985414
ACH-000921,-0.538882025217
ACH-000924,-0.163598798588
ACH-000926,-0.520028921094
ACH-000928,-0.5194768999270001
ACH-000929,-0.20893711725400002
ACH-000932,-0.15176657645400002
ACH-000935,-0.302286779153
ACH-000936,-0.26866283342700004
ACH-000937,-0.895122440996
ACH-000938,-0.403488478264
ACH-000939,-0.5791490096899999
ACH-000941,-0.479948163851
ACH-000943,-0.680764857289
ACH-000946,-0.680991770827
ACH-000947,-0.446823555108
ACH-000948,-0.5841514599490001
ACH-000950,-0.307250862641
ACH-000953,-0.352039449808
ACH-000957,-0.21393545756299998
ACH-000958,-0.29309058284
ACH-000960,-0.295899755086
ACH-000963,-0.30422126733399996
ACH-000968,-0.0744184302419
ACH-000969,-0.326210021978
ACH-000973,-0.8067547662610001
ACH-000974,-0.356390270728
ACH-000975,-0.490115209015
ACH-000976,-0.351974400998
ACH-000978,-0.37228502093099997
ACH-000980,-0.33276790064399997
ACH-000984,-0.317642286567
ACH-000986,-0.350547359381
ACH-000988,-0.456529976051
ACH-000993,-0.622480565139
ACH-000994,-0.213058358159
ACH-000996,-0.5383304909759999
ACH-001001,-0.786377161033
ACH-001020,-0.5044458825379999
ACH-001028,-0.370433164793
ACH-001031,-0.617704861713
ACH-001038,-0.148750325656
ACH-001048,-0.5064309857829999
ACH-001050,-0.247430247991
ACH-001053,-0.6702492963350001
ACH-001054,-0.95936930009
ACH-001061,-0.518691943678
ACH-001067,-0.65197016034
ACH-001075,-0.640752073709
ACH-001096,-0.727577547965
ACH-001128,-0.20432915259599999
ACH-001134,-0.563448276442
ACH-001151,-0.347668207789
ACH-001163,-0.101884127539
ACH-001164,-0.42513465241400006
ACH-001173,-0.17246577960499998
ACH-001183,-0.598436527944
ACH-001184,-0.715336200089
ACH-001190,-0.478925357271
ACH-001192,-0.7608519462369999
ACH-001193,-0.882558027683
ACH-001196,-0.583012541117
ACH-001197,-0.33460673991900003
ACH-001205,-0.505278086352
ACH-001211,-0.25080909239599997
ACH-001212,-0.548272336475
ACH-001228,-0.351470766767
ACH-001232,-0.6020315571589999
ACH-001239,-0.231654076904
ACH-001274,-0.5228063767100001
ACH-001275,-0.637585570116
ACH-001277,-0.748123354717
ACH-001278,-0.230969723015
ACH-001280,-0.424591542055
ACH-001283,-0.448753918212
ACH-001289,-0.5388695052019999
ACH-001295,-0.522942409603
ACH-001300,-0.502425422458
ACH-001301,-0.519467162591
ACH-001302,-0.344457283512
ACH-001303,-0.407551624808
ACH-001306,-0.509940228907
ACH-001318,-0.607298444718
ACH-001322,-0.8287776857060001
ACH-001328,-0.19986496454799998
ACH-001332,-0.480474001237
ACH-001333,-0.5807129525729999
ACH-001336,-0.186893808836
ACH-001340,-0.220886396747
ACH-001346,-0.503538302745
ACH-001353,-0.436012916651
ACH-001354,-0.150125890189
ACH-001367,-0.6483420056629999
ACH-001368,-0.6368556749140001
ACH-001374,-0.537965781391
ACH-001375,-0.210078043702
ACH-001377,-0.537979642164
ACH-001380,-0.30225999503400003
ACH-001391,-0.388032185116
ACH-001407,-0.8964141371590001
ACH-001408,-0.133779058986
ACH-001413,-0.28429310863699997
ACH-001430,-0.413779867591
ACH-001431,-0.415365156284
ACH-001450,-0.80707493439
ACH-001496,-0.12862208902
ACH-001500,-0.31300885276900003
ACH-001521,-0.38615814867700005
ACH-001523,-0.349487361489
ACH-001532,-0.757228751352
ACH-001536,-0.511369953997
ACH-001550,-0.367964239731
ACH-001552,-0.240237763612
ACH-001554,-0.477830459043
ACH-001645,-0.203363858037
ACH-001654,-0.796991873517
ACH-001715,-0.379901744746
ACH-001735,-0.33043757419799996
ACH-001736,-0.820991696324
ACH-001737,-0.39617233676700003
ACH-001740,-0.61981910171
ACH-001745,-0.71311894743
ACH-001750,-0.566495960382
ACH-001765,-0.9900144449930001
ACH-001956,-0.27614563928
ACH-001957,-0.441194248565
