,PRODH (5625)
ACH-000004,-0.652727437598
ACH-000007,-0.37575740843
ACH-000009,-0.512549355151
ACH-000011,-0.581775226141
ACH-000012,-0.519268464124
ACH-000013,-0.5193001247569999
ACH-000014,-0.666451809917
ACH-000015,-0.424554710185
ACH-000017,-0.35032349909599997
ACH-000018,-0.313196919512
ACH-000019,-0.25025988483899997
ACH-000021,-0.5530888682
ACH-000022,-0.298064644265
ACH-000025,-0.827558652194
ACH-000028,-0.58986829636
ACH-000030,-0.43032079343099994
ACH-000035,-0.714542401748
ACH-000036,-0.453275689104
ACH-000037,-0.27383454278
ACH-000039,-0.415240368441
ACH-000040,-0.35680334828599997
ACH-000041,-0.776097207174
ACH-000042,-0.507664717478
ACH-000045,-0.5581952485399999
ACH-000047,-0.518607529987
ACH-000052,-0.421532167006
ACH-000053,-0.462297271452
ACH-000054,-0.358737209366
ACH-000055,-0.269633617667
ACH-000060,-0.35803190898299997
ACH-000067,-0.499220962205
ACH-000070,-0.425090646603
ACH-000075,-0.45759901280299997
ACH-000078,-0.504259731379
ACH-000082,-0.34987357432899996
ACH-000085,-0.595705216409
ACH-000086,-0.11115826550899999
ACH-000087,-0.282064759916
ACH-000092,-0.667100408079
ACH-000095,-0.451334309863
ACH-000097,-0.255673770601
ACH-000098,-0.40239325902500006
ACH-000099,-0.525118147318
ACH-000108,-0.453465166959
ACH-000113,-0.6271338334300001
ACH-000115,-0.71108079927
ACH-000116,-0.337671077988
ACH-000118,-0.481469275153
ACH-000120,-0.34229759296499995
ACH-000123,-0.643628503133
ACH-000127,-0.358226342168
ACH-000128,-0.40325199688600005
ACH-000132,-0.549508110075
ACH-000133,-0.5445763429330001
ACH-000137,-0.319360295616
ACH-000138,-0.33017856749200003
ACH-000142,-0.368899010332
ACH-000143,-0.602473142446
ACH-000146,-0.294607335834
ACH-000148,-0.33549972961
ACH-000150,-0.17620781241500003
ACH-000152,-0.365429835367
ACH-000153,-0.473387153987
ACH-000159,-0.317928407989
ACH-000160,-0.46386668123
ACH-000163,-0.487816089896
ACH-000167,-0.555591506254
ACH-000168,-0.47558284936899997
ACH-000169,-0.5732847552870001
ACH-000178,-0.49849767587
ACH-000182,-0.22930110219
ACH-000183,-0.480811155673
ACH-000188,-0.6280221098709999
ACH-000189,-0.243005042845
ACH-000190,-0.15210155696799998
ACH-000198,-0.525015054083
ACH-000204,-0.358193519106
ACH-000206,-0.321786139545
ACH-000207,-0.321534684325
ACH-000211,-0.5451561209470001
ACH-000215,-0.43227933076700004
ACH-000221,-0.9183797463719999
ACH-000222,-0.056158381374800004
ACH-000223,-0.443269251912
ACH-000226,-0.563990810725
ACH-000227,-0.58493831174
ACH-000228,-0.624348273261
ACH-000231,-0.547052519419
ACH-000232,-0.546731094723
ACH-000233,-0.48953659571099994
ACH-000234,-0.327894990961
ACH-000235,-0.419065824519
ACH-000237,-0.390632581018
ACH-000238,-0.383550101765
ACH-000243,-0.47843188502899997
ACH-000244,-0.24429927931200002
ACH-000246,-0.315441604304
ACH-000248,-0.492416223579
ACH-000250,-0.22762099663899998
ACH-000251,-0.15923017493
ACH-000253,-0.421752698045
ACH-000255,-0.615482440195
ACH-000256,-0.515986284679
ACH-000257,-0.422562468694
ACH-000258,-0.687081697254
ACH-000259,-0.39741936574500003
ACH-000260,-0.5588708564670001
ACH-000261,-0.408496959524
ACH-000262,-0.340121091575
ACH-000263,0.133328359532
ACH-000264,-0.633717288242
ACH-000265,-0.509065940659
ACH-000266,-0.471411834494
ACH-000272,-0.5043423148430001
ACH-000273,-0.302010993118
ACH-000274,-0.538646656238
ACH-000277,-0.0666898819816
ACH-000278,-0.666820825608
ACH-000279,-0.45960300019199996
ACH-000280,-0.751249887854
ACH-000281,-0.413493383027
ACH-000288,-0.486845026309
ACH-000291,-0.35665694119400004
ACH-000293,-0.322308102969
ACH-000294,-0.288421117458
ACH-000295,-0.593448130634
ACH-000296,-0.37661447669
ACH-000302,-0.47072109812
ACH-000304,-0.7648627426860001
ACH-000307,-0.45248186828500003
ACH-000308,-0.47135826949299997
ACH-000310,-0.514000306306
ACH-000311,-0.490625180946
ACH-000312,-0.368914209577
ACH-000315,-0.41855931813600006
ACH-000316,-0.171224461697
ACH-000317,-0.299353949668
ACH-000318,-0.42126334453599995
ACH-000319,-0.7278158066689999
ACH-000320,-0.421963150555
ACH-000322,-0.0915906367128
ACH-000323,-0.474104595315
ACH-000324,-0.49521781438900003
ACH-000329,-0.47727311382200005
ACH-000330,-0.320914791817
ACH-000331,-0.327221463685
ACH-000332,-0.437084087748
ACH-000334,-0.8832726654440001
ACH-000335,-0.487772810289
ACH-000336,-0.688279109489
ACH-000337,-0.672895430981
ACH-000339,-0.542169947079
ACH-000341,-0.509033108448
ACH-000348,-0.634053831937
ACH-000350,-0.38956883111900004
ACH-000352,-0.387534652874
ACH-000356,-0.583790766581
ACH-000361,-0.316489408594
ACH-000362,-0.365577757049
ACH-000363,-0.19362953459
ACH-000364,-0.470031326261
ACH-000365,-0.505508413551
ACH-000366,-0.614115214482
ACH-000368,-0.649276323794
ACH-000374,-0.32281725948199996
ACH-000375,-0.340831324674
ACH-000376,-0.554781621347
ACH-000381,-0.630301156081
ACH-000383,-0.45634040988499996
ACH-000387,-0.478820076592
ACH-000389,-0.15063892657800002
ACH-000390,-0.321344423423
ACH-000393,-0.7993790133490001
ACH-000395,-0.07935253597960001
ACH-000397,-0.462634953305
ACH-000401,-0.329994284676
ACH-000402,-0.268292978588
ACH-000403,-0.571383568424
ACH-000404,-0.620839992125
ACH-000406,-0.362947709939
ACH-000407,-0.44202015382200005
ACH-000408,-0.47194130693
ACH-000410,-0.66495608445
ACH-000411,-0.392729028967
ACH-000414,-0.460425580854
ACH-000415,-0.606216673107
ACH-000416,-0.44633831716600003
ACH-000420,-0.337411264075
ACH-000421,-0.6110910526259999
ACH-000424,-0.468014922636
ACH-000425,-0.511590115158
ACH-000426,-0.36292026037600006
ACH-000427,-0.65545252027
ACH-000433,-0.453537594083
ACH-000436,-0.424146648134
ACH-000444,-0.407816533769
ACH-000445,-0.629678571946
ACH-000448,-0.580357970623
ACH-000450,-0.428174383951
ACH-000452,-0.352784024204
ACH-000454,-0.21328261304499999
ACH-000458,-0.315747576512
ACH-000459,-0.39128805924800003
ACH-000460,-0.402290530386
ACH-000461,-0.560553473585
ACH-000463,-0.314441227168
ACH-000464,-0.261969922292
ACH-000466,-0.49832294298600005
ACH-000467,-0.515417349429
ACH-000468,-0.534527170539
ACH-000469,-0.315153502037
ACH-000470,-0.528761608056
ACH-000471,-0.543766864033
ACH-000472,-0.584131179813
ACH-000473,-0.460461943072
ACH-000475,-0.5020807576640001
ACH-000476,-0.42770591930299995
ACH-000477,-0.282922182866
ACH-000480,-0.374453196647
ACH-000481,-0.39024758233400003
ACH-000483,-0.9462171602539999
ACH-000484,-0.241806118777
ACH-000485,-0.429788589456
ACH-000486,-0.485117653432
ACH-000487,-0.50780523014
ACH-000488,-0.5464867537420001
ACH-000490,-0.576243808546
ACH-000491,-0.354821609661
ACH-000495,-0.40768523231299997
ACH-000496,-0.28536484015999997
ACH-000499,-0.47573877342500004
ACH-000500,-0.324893414651
ACH-000502,-0.5673285552539999
