,NEU2 (4759)
ACH-000004,-0.49118839500100003
ACH-000007,-0.228551012876
ACH-000009,-0.105877978544
ACH-000011,-0.242765395921
ACH-000012,-0.268690640782
ACH-000013,-0.21015103412900002
ACH-000014,-0.265757113345
ACH-000015,-0.26174176209399996
ACH-000017,-0.154371530771
ACH-000018,-0.278027638127
ACH-000019,-0.10438510679400001
ACH-000021,-0.041762378199400006
ACH-000022,-0.250313527184
ACH-000025,-0.23992515941300002
ACH-000028,-0.08071267163319999
ACH-000030,-0.030933637746799997
ACH-000035,-0.133612658698
ACH-000036,-0.151146616317
ACH-000037,-0.359739804845
ACH-000039,-0.261554001341
ACH-000040,-0.226003581556
ACH-000041,-0.343242499927
ACH-000042,-0.316541959576
ACH-000045,-0.20841224634599997
ACH-000047,-0.261575092618
ACH-000052,-0.292069537929
ACH-000053,-0.299533127857
ACH-000054,-0.20726140315400002
ACH-000055,-0.31189131955
ACH-000060,-0.120823007863
ACH-000067,-0.29908329737
ACH-000070,-0.058475960935300005
ACH-000075,-0.215755771345
ACH-000078,-0.174651421993
ACH-000082,-0.19121660679699998
ACH-000085,-0.421189162939
ACH-000086,-0.0845704734863
ACH-000087,-0.360895580758
ACH-000092,-0.183279553929
ACH-000095,-0.223414700153
ACH-000097,-0.245091774898
ACH-000098,-0.247713815239
ACH-000099,-0.245082093473
ACH-000108,-0.313965976423
ACH-000113,-0.194629403927
ACH-000115,-0.303750178672
ACH-000116,-0.226771952801
ACH-000118,-0.215902661285
ACH-000120,-0.41611108072400005
ACH-000123,-0.131307342329
ACH-000127,-0.19102844158500001
ACH-000128,-0.213709689281
ACH-000132,-0.307321908425
ACH-000133,-0.172053435804
ACH-000137,-0.315345126939
ACH-000138,-0.28308464438700004
ACH-000142,-0.254622214045
ACH-000143,-0.5298717038390001
ACH-000146,-0.201597856554
ACH-000148,-0.136540000601
ACH-000150,-0.34864493085299997
ACH-000152,-0.328443415383
ACH-000153,0.053135769562300005
ACH-000159,-0.126766023902
ACH-000160,-0.0757775669596
ACH-000163,-0.324489630044
ACH-000167,-0.398700351809
ACH-000168,-0.434385921331
ACH-000169,-0.257602990475
ACH-000178,-0.17231186188
ACH-000182,-0.217069156999
ACH-000183,-0.227282247828
ACH-000188,-0.17505385702
ACH-000189,-0.150115343807
ACH-000190,-0.17197790016399997
ACH-000198,-0.284337172752
ACH-000204,-0.508918118796
ACH-000206,-0.20308344717399998
ACH-000207,-0.330589737515
ACH-000211,-0.190911987697
ACH-000215,-0.195657652306
ACH-000221,-0.180959304276
ACH-000222,-0.16995773099
ACH-000223,-0.271313681257
ACH-000226,-0.037344466914699996
ACH-000227,-0.198250098549
ACH-000228,-0.0934444908601
ACH-000231,-0.144587955477
ACH-000232,-0.17156466421100003
ACH-000233,-0.26329191355500003
ACH-000234,-0.444577125334
ACH-000235,-0.276729610968
ACH-000237,-0.39385390151999994
ACH-000238,-0.0127223305939
ACH-000243,-0.152758812162
ACH-000244,-0.183772436641
ACH-000246,-0.202232948748
ACH-000248,-0.137055664147
ACH-000250,-0.360498335698
ACH-000251,-0.236641187244
ACH-000253,-0.33937000223499997
ACH-000255,-0.19626568323
ACH-000256,-0.289573587302
ACH-000257,-0.07903642434380001
ACH-000258,-0.06718682191240001
ACH-000259,-0.21712365442899997
ACH-000260,-0.159569958279
ACH-000261,-0.181329272403
ACH-000262,-0.181652815315
ACH-000263,0.021604902905900003
ACH-000264,-0.278208826347
ACH-000265,-0.11822743136
ACH-000266,-0.340629416194
ACH-000272,-0.152838349432
ACH-000273,-0.164807723387
ACH-000274,-0.13151530524
ACH-000277,-0.313628800422
ACH-000278,-0.160262075271
ACH-000279,-0.283098060711
ACH-000280,0.09810312538730001
ACH-000281,-0.574366705566
ACH-000288,-0.398835972095
ACH-000291,-0.200519753725
ACH-000293,0.0271379259247
ACH-000294,-0.106373391625
ACH-000295,-0.352738489924
ACH-000296,-0.13500674449
ACH-000302,-0.118983670282
ACH-000304,-0.379816918678
ACH-000307,-0.20824985348000002
ACH-000308,-0.231551511111
ACH-000310,-0.395604198314
ACH-000311,-0.14150945859
ACH-000312,-0.31853756597
ACH-000315,-0.532971034117
ACH-000316,-0.22861189155499997
ACH-000317,-0.260691795387
ACH-000318,0.015784500253800002
ACH-000319,-0.0872160534662
ACH-000320,-0.278081685394
ACH-000322,-0.11844029947000001
ACH-000323,-0.254758559505
ACH-000324,-0.154491647605
ACH-000329,-0.331682341982
ACH-000330,-0.22838748025800001
ACH-000331,-0.295593515712
ACH-000332,-0.288558577632
ACH-000334,0.0388119614159
ACH-000335,-0.492955418216
ACH-000336,-0.181016681398
ACH-000337,-0.122417808554
ACH-000339,-0.146397254745
ACH-000341,-0.10909797897
ACH-000348,-0.289095961681
ACH-000350,-0.203340132085
ACH-000352,-0.16857180552099998
ACH-000356,-0.25884642612
ACH-000361,-0.09861868612289999
ACH-000362,-0.160385376995
ACH-000363,-0.197128665264
ACH-000364,0.039349706587300005
ACH-000365,-0.19242416111699998
ACH-000366,-0.179193200043
ACH-000368,-0.327123171157
ACH-000374,-0.145072035423
ACH-000375,-0.165107599343
ACH-000376,-0.389193992459
ACH-000381,-0.259063365697
ACH-000383,-0.1346453488
ACH-000387,-0.23000239862100003
ACH-000389,-0.38297560160099997
ACH-000390,-0.07916952058839999
ACH-000393,-0.307666566039
ACH-000395,-0.211745394397
ACH-000397,-0.281815134816
ACH-000401,-0.200247990387
ACH-000402,-0.233038578258
ACH-000403,-0.256697002552
ACH-000404,-0.267958683071
ACH-000406,-0.24793999125
ACH-000407,-0.311895881154
ACH-000408,-0.42348566466399995
ACH-000410,-0.320749836424
ACH-000411,-0.364378329515
ACH-000414,-0.227412555571
ACH-000415,-0.115979165287
ACH-000416,-0.26314980791
ACH-000420,-0.34655019203500004
ACH-000421,-0.151138366403
ACH-000424,-0.0951236346797
ACH-000425,-0.15467072889699998
ACH-000426,-0.0929083784299
ACH-000427,-0.311486424112
ACH-000433,-0.13499492917300002
ACH-000436,-0.37196072663400004
ACH-000444,-0.29638171087799997
ACH-000445,-0.207753922288
ACH-000448,-0.401828373407
ACH-000450,-0.25682475510200004
ACH-000452,-0.17980004165199998
ACH-000454,-0.0726910867557
ACH-000458,-0.299760329196
ACH-000459,-0.17011239327999997
ACH-000460,-0.20347657259100002
ACH-000461,-0.07033050613089999
ACH-000463,-0.290162163865
ACH-000464,-0.21670983081599998
ACH-000466,-0.351350992767
ACH-000467,-0.224318047773
ACH-000468,-0.19726517351
ACH-000469,-0.174203346758
ACH-000470,-0.22374690710499998
ACH-000471,-0.0800576249908
ACH-000472,-0.157807114918
ACH-000473,-0.161058428868
ACH-000475,-0.19287467846200002
ACH-000476,-0.140637509524
ACH-000477,0.26935121033000003
ACH-000480,-0.278743852397
ACH-000481,-0.08725407119560001
ACH-000483,-0.216191294817
ACH-000484,-0.42750737260300004
ACH-000485,-0.22405971482599998
ACH-000486,-0.19685038660100002
ACH-000487,-0.25853434228300004
ACH-000488,-0.10249753472300001
ACH-000490,-0.045728096074
ACH-000491,-0.180784753468
ACH-000495,-0.393978635879
ACH-000496,-0.382815104071
ACH-000499,-0.160810647039
ACH-000500,-0.276832914033
ACH-000502,-0.09220953638460001
ACH-000503,-0.16922683375300002
ACH-000505,-0.28751836873500003
ACH-000507,-0.33961222786300005
ACH-000510,-0.168056472655
ACH-000511,-0.281880977792
ACH-000512,-0.668940432702
ACH-000516,-0.19206055533
ACH-000517,-0.213303447769
ACH-000518,-0.24333867754900002
ACH-000520,-0.15971840205
