,MPV17L (255027)
ACH-000681,-0.271948709137
ACH-000682,-0.277515474944
ACH-000683,-0.441752432203
ACH-000684,-0.22260720438499998
ACH-000688,-0.312600771227
ACH-000693,-0.186121936387
ACH-000694,-0.204813769485
ACH-000695,-0.307204648475
ACH-000696,-0.290367055178
ACH-000697,-0.37807829452200004
ACH-000699,-0.17987364004
ACH-000701,-0.25721251081999996
ACH-000706,-0.366463343969
ACH-000711,-0.244506221682
ACH-000713,-0.40976437212399996
ACH-000714,-0.0715600099666
ACH-000718,-0.052548602633699995
ACH-000720,-0.0820192166441
ACH-000721,-0.31466819031599996
ACH-000724,-0.38911245572700004
ACH-000725,-0.366051143605
ACH-000732,-0.309054603937
ACH-000734,-0.168958252697
ACH-000735,-0.16520844980799998
ACH-000736,-0.306121993257
ACH-000738,-0.34055521806
ACH-000746,-0.28300934266
ACH-000747,-0.247026765551
ACH-000748,-0.270264245009
ACH-000753,-0.463494107935
ACH-000756,-0.481371142505
ACH-000757,-0.356586041937
ACH-000758,-0.535828001389
ACH-000760,-0.496409061447
ACH-000763,-0.424317033367
ACH-000764,-0.199361343962
ACH-000765,-0.46643155088699995
ACH-000766,-0.40973816268200003
ACH-000767,-0.406975238509
ACH-000768,-0.35898085117299994
ACH-000769,-0.396404872972
ACH-000770,-0.276598356406
ACH-000771,-0.271744628849
ACH-000773,-0.09745412361539998
ACH-000776,-0.47697664495700004
ACH-000777,-0.154910673078
ACH-000778,-0.309788112958
ACH-000781,-0.28250895426899997
ACH-000782,-0.24579868916099998
ACH-000783,-0.119584614285
ACH-000784,-0.34979232708
ACH-000785,-0.425761609954
ACH-000787,-0.21984785080299998
ACH-000788,-0.270697383724
ACH-000791,-0.32333960912799997
ACH-000792,-0.320517966252
ACH-000794,-0.220524646336
ACH-000796,-0.245737402421
ACH-000799,-0.033577238091
ACH-000800,-0.264635450183
ACH-000802,-0.317733936875
ACH-000804,-0.200462652812
ACH-000805,-0.272139026005
ACH-000809,-0.22680368846
ACH-000810,-0.0997365074732
ACH-000811,-0.210965158293
ACH-000817,-0.461898084205
ACH-000819,-0.10194475708100001
ACH-000820,-0.126659320874
ACH-000821,-0.46491855675800003
ACH-000822,-0.157944005279
ACH-000823,-0.210052706222
ACH-000824,-0.136521786423
ACH-000827,-0.365510385363
ACH-000829,-0.154430757073
ACH-000831,-0.42567058233099997
ACH-000832,-0.34899765064800004
ACH-000833,-0.20633438693599998
ACH-000834,-0.537590785658
ACH-000835,-0.25476739639
ACH-000836,-0.262017204123
ACH-000837,-0.215276811004
ACH-000838,-0.110291702327
ACH-000839,-0.20702061447999998
ACH-000840,-0.415630016477
ACH-000841,-0.357362323416
ACH-000843,-0.10078733257400001
ACH-000846,-0.375055518341
ACH-000847,-0.257155781064
ACH-000848,-0.299408728652
ACH-000849,-0.317675597008
ACH-000851,-0.288172376331
ACH-000855,-0.100763297486
ACH-000856,-0.059105244196300005
ACH-000858,-0.079763859581
ACH-000859,0.197871821317
ACH-000861,-0.415038397396
ACH-000862,-0.358933295208
ACH-000865,-0.18230317201
ACH-000866,-0.191418222295
ACH-000867,-0.21919281141600003
ACH-000869,-0.474071312503
ACH-000872,-0.42649823591799996
ACH-000873,-0.250974119782
ACH-000876,-0.250325395249
ACH-000878,-0.154526551645
ACH-000880,0.025469035563199998
ACH-000881,-0.10370411093800001
ACH-000882,-0.373243840639
ACH-000884,-0.229939578322
ACH-000885,-0.34582153287699996
ACH-000887,-0.18474758002900002
ACH-000888,-0.436368442158
ACH-000889,-0.208337521501
ACH-000890,-0.332150467668
ACH-000896,-0.31483748242
ACH-000898,-0.39299541382200004
ACH-000900,-0.452244552927
ACH-000901,-0.33409735144999997
ACH-000905,-0.346570737014
ACH-000906,-0.260981549379
ACH-000907,-0.30420007963
ACH-000910,-0.392733077284
ACH-000911,-0.28222986520599996
ACH-000912,-0.173231728592
ACH-000913,-0.385073530639
ACH-000915,-0.355610823199
ACH-000916,-0.20769687869399997
ACH-000917,-0.43734322469899994
ACH-000921,-0.371329766937
ACH-000924,-0.267565992607
ACH-000926,-0.36602308611699996
ACH-000928,-0.34976329163000003
ACH-000929,-0.49842970095399997
ACH-000932,-0.392343694338
ACH-000935,-0.260494590378
ACH-000936,-0.14263324607300001
ACH-000937,-0.491982253935
ACH-000938,-0.336452915101
ACH-000939,-0.46395524817100003
ACH-000941,-0.44218625583899995
ACH-000943,-0.26169006555700003
ACH-000946,-0.343666990566
ACH-000947,-0.312434067436
ACH-000948,-0.339384118463
ACH-000950,-0.465256283429
ACH-000953,-0.263275962545
ACH-000957,-0.38775346163400004
ACH-000958,-0.34904413721999994
ACH-000960,-0.224317130909
ACH-000963,-0.23193096182700002
ACH-000968,-0.187883844096
ACH-000969,-0.19611109225499998
ACH-000973,-0.290141545742
ACH-000974,-0.401711099122
ACH-000975,-0.20385381102800001
ACH-000976,-0.533652111862
ACH-000978,-0.520933851298
ACH-000980,-0.16927983076900002
ACH-000984,-0.263588722757
ACH-000986,-0.354041386203
ACH-000988,-0.504189337317
ACH-000993,-0.24141340385499999
ACH-000994,-0.26824454344
ACH-000996,-0.314970132987
ACH-001001,-0.24787742026999998
ACH-001020,-0.22294784034600001
ACH-001028,-0.120522950835
ACH-001031,-0.144361416736
ACH-001038,-0.38701755320799996
ACH-001048,-0.20032038161899998
ACH-001050,-0.33573752269
ACH-001053,-0.374346851381
ACH-001054,-0.305511134401
ACH-001061,-0.22842703097
ACH-001067,-0.204047968547
ACH-001075,-0.45203765377800004
ACH-001096,-0.24896960485199998
ACH-001128,0.257374117648
ACH-001134,-0.26613224312600003
ACH-001151,-0.253786743727
ACH-001163,-0.249580632427
ACH-001164,-0.405861099939
ACH-001173,-0.20611598354400001
ACH-001183,-0.22761393985800002
ACH-001184,-0.248561468821
ACH-001190,-0.19035739915199998
ACH-001192,-0.235815556798
ACH-001193,-0.31477695282900003
ACH-001196,-0.269000592791
ACH-001197,-0.0731994925585
ACH-001205,-0.407816157919
ACH-001211,-0.179038712489
ACH-001212,-0.20974019225
ACH-001228,-0.298872413232
ACH-001232,-0.385632769585
ACH-001239,-0.509887335427
ACH-001274,-0.144587196925
ACH-001275,-0.28972625121199996
ACH-001277,-0.327642296731
ACH-001278,-0.25747632081300004
ACH-001280,-0.184446184953
ACH-001283,-0.23243279696999997
ACH-001289,-0.295405967663
ACH-001295,-0.329607007189
ACH-001300,-0.323327466459
ACH-001301,-0.33433441168
ACH-001302,-0.341764221928
ACH-001303,-0.329153022118
ACH-001306,-0.302303325222
ACH-001318,-0.35348813909599996
ACH-001322,-0.32618207294
ACH-001328,-0.110707445871
ACH-001332,-0.34410702579400004
ACH-001333,-0.152973885378
ACH-001336,-0.468340440872
ACH-001340,-0.227245021068
ACH-001346,-0.136778826421
ACH-001353,-0.38682244837800006
ACH-001354,-0.113908387618
ACH-001367,-0.42943616565700005
ACH-001368,-0.374312097552
ACH-001374,-0.0415020373864
ACH-001375,-0.31550873158500004
ACH-001377,-0.427686873334
ACH-001380,-0.14164872763
ACH-001391,-0.385585466897
ACH-001407,-0.0496011652185
ACH-001408,-0.360548036865
ACH-001413,-0.18732139017299998
ACH-001430,-0.356175351136
ACH-001431,-0.380457934996
ACH-001450,-0.21168840069699998
ACH-001496,-0.34600025636
ACH-001500,-0.104985387062
ACH-001521,-0.12398477828099999
ACH-001523,-0.341490305026
ACH-001532,-0.25205070679499997
ACH-001536,-0.5242211245539999
ACH-001550,-0.20101503632399997
ACH-001552,-0.31567786116
ACH-001554,-0.18101814141800002
ACH-001645,-0.279290130576
ACH-001654,-0.40390301837
ACH-001715,-0.187478161994
ACH-001735,-0.362152512398
ACH-001736,-0.172566428399
ACH-001737,0.0538097948506
ACH-001740,-0.0924570178246
ACH-001745,-0.279034065043
ACH-001750,-0.504407037768
ACH-001765,-0.396018784876
ACH-001956,-0.305009265747
ACH-001957,-0.503989229723
