,NMD3 (51068)
ACH-000226,-1.16765119892
ACH-000227,-1.0165332849700002
ACH-000228,-1.05178702712
ACH-000231,-1.38763492736
ACH-000232,-1.28222666439
ACH-000233,-1.17717606615
ACH-000234,-1.27512690989
ACH-000235,-1.36528370012
ACH-000237,-1.32534382271
ACH-000238,-1.18871734919
ACH-000243,-1.1646378834200002
ACH-000244,-1.4051556835699999
ACH-000246,-1.3158149211299999
ACH-000248,-1.05987962254
ACH-000250,-1.08230545725
ACH-000251,-1.17004095151
ACH-000253,-1.37277522745
ACH-000255,-1.2355681744
ACH-000256,-1.0992617741
ACH-000257,-1.01847321262
ACH-000258,-1.04297775933
ACH-000259,-1.00619476831
ACH-000260,-1.12799867617
ACH-000261,-1.1203492726
ACH-000262,-1.19885962657
ACH-000263,-1.29603213715
ACH-000264,-1.4811600454
ACH-000265,-1.28088917269
ACH-000266,-1.48158816803
ACH-000272,-1.33420436192
ACH-000273,-1.0070193518700001
ACH-000274,-1.21939609413
ACH-000277,-1.2447780995
ACH-000278,-1.27574043829
ACH-000279,-1.2400599774299998
ACH-000280,-1.11214587125
ACH-000281,-1.6648735997100002
ACH-000288,-1.27109416736
ACH-000291,-1.16393325045
ACH-000293,-1.13480607468
ACH-000294,-1.1023248909999999
ACH-000295,-1.00289221063
ACH-000296,-1.20296734262
ACH-000302,-1.36604939513
ACH-000304,-1.16853304123
ACH-000307,-1.35212165921
ACH-000308,-1.05546009105
ACH-000310,-1.83652159466
ACH-000311,-1.33085238748
ACH-000312,-1.35642990998
ACH-000315,-1.29910892358
ACH-000316,-1.29395447334
ACH-000317,-1.48517171365
ACH-000318,-1.26828622779
ACH-000319,-1.2160757768200001
ACH-000320,-1.4966491678
ACH-000322,-0.957088365094
ACH-000323,-1.1454031608
ACH-000324,-1.31477124782
ACH-000329,-1.2095852492299999
ACH-000330,-1.05770233308
ACH-000331,-1.12686820619
ACH-000332,-1.26782017581
ACH-000334,-1.38973479665
ACH-000335,-1.36449100369
ACH-000336,-1.0352036158700002
ACH-000337,-1.2774407969700001
ACH-000339,-1.48872084454
ACH-000341,-1.48351730681
ACH-000348,-0.9956353896619999
ACH-000350,-1.2718346841200001
ACH-000352,-0.9967085472920001
ACH-000356,-1.07975912475
ACH-000361,-1.4101167612999999
ACH-000362,-1.26638867037
ACH-000363,-1.5042650149
ACH-000364,-1.25502417301
ACH-000365,-1.08417670282
ACH-000366,-1.30026512622
ACH-000368,-1.2205026171200002
ACH-000374,-0.97934096705
ACH-000375,-1.50761540085
ACH-000376,-1.31456677814
ACH-000381,-1.23388769486
ACH-000383,-1.2841229543000001
ACH-000387,-1.2573784039899998
ACH-000389,-1.2238282009
ACH-000390,-1.0249033213
ACH-000393,-1.35418293891
ACH-000395,-1.23426860093
ACH-000397,-1.20792540078
ACH-000401,-1.18999533866
ACH-000402,-1.23523035859
ACH-000403,-1.12807229844
ACH-000404,-0.979534242826
ACH-000406,-1.24856796063
ACH-000407,-1.17431402723
ACH-000408,-0.9571624108840001
ACH-000410,-1.22197865277
ACH-000411,-1.28898364875
ACH-000414,-1.32846907607
ACH-000415,-0.9389413495000001
ACH-000416,-1.18699175661
ACH-000420,-1.23215539473
ACH-000421,-1.12336346132
ACH-000424,-1.23879481467
ACH-000425,-1.1755958829200002
ACH-000426,-0.808565539857
ACH-000427,-1.2033904214
ACH-000433,-1.0588215467
ACH-000436,-1.07218325153
ACH-000444,-1.4811556681
ACH-000445,-1.34604464726
ACH-000448,-1.37912370975
ACH-000450,-1.1785326678499999
ACH-000452,-1.16038200312
ACH-000454,-0.9832302820819999
ACH-000458,-1.1785700003
ACH-000459,-0.644967104875
ACH-000460,-1.1092313581
ACH-000461,-1.277660923
ACH-000463,-1.50191625488
ACH-000464,-1.30225057991
ACH-000466,-1.07797180126
ACH-000467,-1.02601085458
ACH-000468,-1.3850570474500001
ACH-000469,-1.29017958514
ACH-000470,-1.39046674764
ACH-000471,-1.2982190693100002
ACH-000472,-1.15267414746
ACH-000473,-1.18339827914
ACH-000475,-1.24719174696
ACH-000476,-1.13443084574
ACH-000477,-1.10803193596
ACH-000480,-1.6737895853
ACH-000481,-1.4337339112
ACH-000483,-1.12087120532
ACH-000484,-0.975161306972
ACH-000485,-1.1334161732999999
ACH-000486,-1.19741503274
ACH-000487,-1.25156370568
ACH-000488,-1.05486130267
ACH-000490,-1.13056662638
ACH-000491,-1.14635651402
ACH-000495,-1.23866542356
ACH-000496,-1.28973949001
ACH-000499,-1.24959726752
ACH-000500,-0.9243746734799999
ACH-000502,-1.05093753824
ACH-000503,-1.01734232444
ACH-000505,-1.1752649509
ACH-000507,-1.16017230831
ACH-000510,-1.31396215363
ACH-000511,-1.4358716474000002
ACH-000512,-1.1633018401100002
ACH-000516,-1.1179776160500001
ACH-000517,-1.12135172861
ACH-000518,-1.1175823837899999
ACH-000520,-1.1149604204299999
ACH-000521,-1.43649073752
ACH-000522,-1.40100703342
ACH-000524,-1.2111991970799998
ACH-000527,-1.25828730507
ACH-000528,-0.9517850711229999
ACH-000537,-1.4666210274200002
ACH-000541,-0.984727390284
ACH-000542,-1.29345880234
ACH-000544,-1.1129784874600002
ACH-000545,-1.26336867811
ACH-000547,-1.2688877814200001
ACH-000548,-1.1428845814700002
ACH-000549,-1.26327316694
ACH-000550,-1.3006051437200001
ACH-000552,-1.24512456815
ACH-000556,-1.20471730271
ACH-000557,-1.30306802804
ACH-000570,-1.21350095736
ACH-000571,-1.2753800040899999
ACH-000573,-1.49403162348
ACH-000576,-1.14686081132
ACH-000580,-1.5205557457299999
ACH-000584,-1.3040055631799998
ACH-000585,-1.21903992584
ACH-000588,-1.07533964124
ACH-000589,-1.09654435842
ACH-000591,-1.40652654969
ACH-000593,-1.42182257872
ACH-000600,-1.17574169306
ACH-000601,-1.17904843508
ACH-000604,-0.953132574672
ACH-000605,-0.9898140987270001
ACH-000606,-1.14400738629
ACH-000608,-0.940682671312
ACH-000614,-1.44684722557
ACH-000616,-1.34644704024
ACH-000618,-1.1245571871200002
ACH-000619,-0.974629386041
ACH-000620,-1.28179356114
ACH-000621,-1.2001441524299998
ACH-000622,-1.3507677323500002
ACH-000623,-1.15009576331
ACH-000624,-1.1146949962200001
ACH-000627,-1.2647069296
ACH-000630,-1.19484800301
ACH-000632,-1.08895389443
ACH-000633,-0.654136694495
ACH-000637,-1.313398608
ACH-000638,-1.32650439624
ACH-000646,-1.13521664107
ACH-000647,-1.2425585481799999
ACH-000648,-1.34042117371
ACH-000649,-1.33149139175
ACH-000651,-1.3762283325799998
ACH-000652,-1.35151846868
ACH-000653,-1.09970069538
ACH-000657,-1.2615190139599999
ACH-000658,-1.1089588210299999
ACH-000661,-1.2026621656999998
ACH-000662,-1.30073934604
ACH-000663,-1.50562953151
ACH-000665,-1.11307588252
ACH-000671,-1.03670914226
ACH-000673,-1.10394130587
ACH-000676,-1.00697079327
ACH-000677,-1.4316258321700002
ACH-000681,-1.33614007588
ACH-000682,-1.13216951936
ACH-000683,-1.07166571842
ACH-000684,-1.27809769457
ACH-000688,-1.0372867177200003
ACH-000693,-1.17375634295
ACH-000694,-1.0965726888299998
ACH-000695,-1.21760831271
ACH-000696,-1.18464223906
ACH-000697,-1.15445341759
ACH-000699,-1.2908258685
ACH-000701,-1.10596503662
ACH-000706,-1.35674340266
ACH-000711,-0.967478548758
ACH-000713,-1.13215700974
ACH-000714,-1.00381187405
ACH-000718,-1.25523386198
ACH-000720,-1.26094146123
ACH-000721,-1.2603525991
ACH-000724,-1.02667449709
ACH-000725,-1.14654954635
ACH-000732,-1.15210550276
ACH-000734,-1.14478892689
ACH-000735,-1.3605090130200002
ACH-000736,-0.977121390585
ACH-000738,-1.43741325447
ACH-000746,-1.23044034342
ACH-000747,-1.0148493323
ACH-000748,-1.2073527870899998
ACH-000753,-1.30320282971
ACH-000756,-1.60107718979
ACH-000757,-1.4980699245200002
ACH-000758,-0.898945786321
ACH-000760,-1.33538623534
ACH-000763,-0.9825612238529999
ACH-000764,-1.03284045375
ACH-000765,-1.15003485893
ACH-000766,-1.5610128363100002
ACH-000767,-1.42433200499
ACH-000768,-1.3770751197
ACH-000769,-1.13229318429
ACH-000770,-1.24055417941
ACH-000771,-0.9819142807950001
ACH-000773,-1.2513776647700001
ACH-000776,-1.25965454583
ACH-000777,-1.0444397810500001
ACH-000778,-0.96083318873
ACH-000781,-1.14742513426
ACH-000782,-1.1575475152099999
ACH-000783,-1.1004249288899999
ACH-000784,-1.29992498157
ACH-000785,-1.21457960381
ACH-000787,-1.19046274576
ACH-000788,-1.41336111521
ACH-000791,-1.33208434965
ACH-000792,-1.11441526062
ACH-000794,-0.8512428661929999
ACH-000796,-1.17257453858
ACH-000799,-1.18565501756
ACH-000800,-1.18921053559
ACH-000802,-1.29864622354
ACH-000804,-1.54280020492
ACH-000805,-1.12531537985
ACH-000809,-1.02655663287
ACH-000810,-1.19246024493
ACH-000811,-1.3729457261899998
ACH-000817,-1.06290112808
ACH-000819,-1.43230197343
ACH-000820,-1.35794297125
ACH-000821,-1.19748819215
ACH-000822,-1.37988977386
ACH-000823,-1.1776284189
ACH-000824,-1.32705425016
ACH-000827,-1.32591194028
ACH-000829,-1.23897428884
ACH-000831,-1.18493167585
ACH-000832,-1.2413019297299999
ACH-000833,-1.47671288482
ACH-000834,-0.855099640242
ACH-000835,-1.24803467954
ACH-000836,-1.1302828788200001
ACH-000837,-1.22171120686
ACH-000838,-0.9317235867370001
ACH-000839,-1.41923009158
ACH-000840,-1.14190435819
ACH-000841,-1.17058691061
ACH-000843,-1.19445687095
ACH-000846,-0.963104200725
ACH-000847,-1.6042543442500001
ACH-000848,-1.19990091234
ACH-000849,-1.19902904604
ACH-000851,-1.19924101811
ACH-000855,-1.20199066294
ACH-000856,-1.2587923001799999
ACH-000858,-1.00023948575
ACH-000859,-1.29207826199
ACH-000861,-1.13992544448
ACH-000862,-1.24689831028
ACH-000865,-1.23158994726
ACH-000866,-1.43348858229
ACH-000867,-1.46177278898
ACH-000869,-1.27175195378
ACH-000872,-1.2971432314700002
ACH-000873,-0.9747617921610001
ACH-000876,-1.2741948462600001
ACH-000878,-1.48801490688
ACH-000880,-1.5018530456299999
ACH-000881,-1.30355280787
ACH-000882,-1.3352382740100002
ACH-000884,-1.0956449180299999
ACH-000885,-1.1909569791799999
ACH-000887,-1.11881716908
ACH-000888,-1.10560454514
ACH-000889,-1.1899228617200002
ACH-000890,-1.4206028471599998
ACH-000896,-1.13980704184
ACH-000898,-1.2748505998200002
ACH-000900,-1.21302783829
ACH-000901,-1.38796358073
ACH-000905,-1.34231037898
ACH-000906,-1.20274903283
ACH-000907,-1.17365079844
ACH-000910,-1.4667651128900001
ACH-000911,-1.27646064749
ACH-000912,-1.19592238266
ACH-000913,-1.08669189847
ACH-000915,-1.3986748012099999
ACH-000916,-1.2351609577
ACH-000917,-1.4074241165799999
ACH-000921,-1.10318850698
ACH-000924,-1.17622367732
ACH-000926,-1.3841845253
ACH-000928,-0.918457039544
ACH-000929,-1.2146511799600002
ACH-000932,-1.1227531659799999
ACH-000935,-1.12377531619
ACH-000936,-1.37252105892
ACH-000937,-1.16759697849
ACH-000938,-1.05354652126
ACH-000939,-1.0604630237700001
ACH-000941,-0.994763306665
ACH-000943,-1.35448412232
ACH-000946,-1.29531497035
ACH-000947,-1.42998388359
ACH-000948,-1.1304650307200002
ACH-000950,-1.3941407659
ACH-000953,-1.05672206531
ACH-000957,-1.39557434892
ACH-000958,-1.2239512085
ACH-000960,-0.9682099932279999
ACH-000963,-1.63861002641
ACH-000968,-1.18013191702
ACH-000969,-1.1428301019
ACH-000973,-1.29839689969
ACH-000974,-1.32972457597
ACH-000975,-1.0180720806499999
ACH-000976,-1.33176065677
ACH-000978,-1.2651406220799999
ACH-000980,-1.28503316233
ACH-000984,-1.2595218139
ACH-000986,-1.28157187245
ACH-000988,-1.31599528945
ACH-000993,-1.04898906886
ACH-000994,-1.19884163427
ACH-000996,-0.840630496009
ACH-001001,-1.11853444427
ACH-001020,-1.704669339
ACH-001028,-1.29002196337
ACH-001031,-1.33997137087
ACH-001038,-1.2078290722799998
ACH-001048,-1.16370990101
ACH-001050,-1.57844856408
ACH-001053,-1.25140843472
ACH-001054,-1.23445823009
ACH-001061,-1.2869177537
ACH-001067,-1.14258553216
ACH-001075,-1.2491390625499998
ACH-001096,-1.36048882746
ACH-001128,-1.4828731013799998
ACH-001134,-1.23995778945
ACH-001151,-1.19903961126
ACH-001163,-1.35165329969
ACH-001164,-1.22115781204
ACH-001173,-1.28989971007
ACH-001183,-1.1606155656200001
ACH-001184,-1.3159265306499999
ACH-001190,-1.07012112405
ACH-001192,-1.6093085893299999
ACH-001193,-1.51107178421
ACH-001196,-0.9925901560089999
ACH-001197,-1.02431447259
ACH-001205,-1.42528273449
ACH-001211,-1.32791545605
ACH-001212,-1.1813139407
ACH-001228,-0.842330791922
ACH-001232,-1.10010282459
ACH-001239,-1.02489299262
ACH-001274,-1.3117831847399999
ACH-001275,-1.32356802555
ACH-001277,-1.39859822571
ACH-001278,-1.09935026642
ACH-001280,-1.44482606741
ACH-001283,-1.37747724387
ACH-001289,-1.1564541574
ACH-001295,-1.36984398432
ACH-001300,-1.4364970921899998
ACH-001301,-1.1622807519
ACH-001302,-1.24571317918
ACH-001303,-1.5056498731299999
ACH-001306,-1.42026115609
ACH-001318,-1.5302301600600001
ACH-001322,-1.16423782182
ACH-001328,-0.992771842386
ACH-001332,-0.784564294017
ACH-001333,-1.1221435313299999
ACH-001336,-1.2600386485
ACH-001340,-0.9553687972139999
ACH-001346,-1.03297042807
ACH-001353,-1.09095655723
ACH-001354,-1.2380571376799998
ACH-001367,-0.9881791507369999
ACH-001368,-1.20712944972
ACH-001374,-1.2013959759000001
ACH-001375,-0.912549537318
ACH-001377,-1.38097720563
ACH-001380,-1.17639127369
ACH-001391,-1.16001769174
ACH-001407,-1.21448908076
ACH-001408,-1.0342426006299998
ACH-001413,-1.14690143298
ACH-001430,-1.28796694979
ACH-001431,-1.22479167819
ACH-001450,-1.3554929271399998
ACH-001496,-1.29726077187
ACH-001500,-1.27466993059
ACH-001521,-1.10106640795
ACH-001523,-1.10261536832
ACH-001532,-1.16885271107
ACH-001536,-1.33655448252
ACH-001550,-1.2060858086
ACH-001552,-1.16634364743
ACH-001554,-1.1564605643299999
ACH-001645,-1.2838635546400001
ACH-001654,-1.3086011531100001
ACH-001715,-1.42098257794
ACH-001735,-1.21473132944
ACH-001736,-0.7877252835420001
ACH-001737,-0.883069503846
ACH-001740,-1.30583004097
ACH-001745,-1.22351835094
ACH-001750,-1.24527784636
ACH-001765,-0.996548494025
ACH-001956,-1.2162998499700002
ACH-001957,-1.5814852689899999
