,ITLN2 (142683)
ACH-000004,-0.347080121298
ACH-000007,-0.132086174132
ACH-000009,-0.37072787155299997
ACH-000011,-0.06860732069490001
ACH-000012,-0.248900752575
ACH-000013,-0.09968262728980001
ACH-000014,-0.0989106359375
ACH-000015,-0.204165857109
ACH-000017,-0.12805213926
ACH-000018,-0.120038242508
ACH-000019,-0.182711715042
ACH-000021,-0.14547526933
ACH-000022,-0.126345352775
ACH-000025,-0.10104694144300001
ACH-000028,-0.0715049679974
ACH-000030,-0.035051860798199996
ACH-000035,-0.058070964384
ACH-000036,-0.12989261465500002
ACH-000037,0.00259838536215
ACH-000039,-0.0604532710008
ACH-000040,-0.286889432911
ACH-000041,-0.171392881801
ACH-000042,-0.0214357482857
ACH-000045,-0.299225571342
ACH-000047,-0.22180449568500002
ACH-000052,-0.0504128231595
ACH-000053,-0.170615531757
ACH-000054,-0.165736210492
ACH-000055,-0.17725040926600003
ACH-000060,-0.204469082148
ACH-000067,-0.0393675809295
ACH-000070,0.08218074564639999
ACH-000075,-0.00410001248699
ACH-000078,-0.00520692696128
ACH-000082,-0.0834626544772
ACH-000085,-0.243969803008
ACH-000086,-0.24020976915699999
ACH-000087,-0.0357238129801
ACH-000092,-0.0624127537342
ACH-000095,-0.135793909818
ACH-000097,-0.0696264161139
ACH-000098,-0.268193954052
ACH-000099,-0.0432114339138
ACH-000108,-0.12553620953400002
ACH-000113,-0.006712405790779999
ACH-000115,-0.155608301008
ACH-000116,-0.181279449117
ACH-000118,-0.0799085722772
ACH-000120,0.06283694257939999
ACH-000123,-0.0163160608592
ACH-000127,-0.07127639643410001
ACH-000128,-0.13277404393300002
ACH-000132,-0.144672804649
ACH-000133,-0.138277259382
ACH-000137,-0.071354324587
ACH-000138,-0.123824383043
ACH-000142,-0.052385392159599996
ACH-000143,-0.199034018127
ACH-000146,-0.144557729025
ACH-000148,-0.233479756342
ACH-000150,-0.251467881726
ACH-000152,0.0169845288604
ACH-000153,-0.19761006330800002
ACH-000159,-0.199654326229
ACH-000160,0.05673589592130001
ACH-000163,-0.23017310641
ACH-000167,-0.08164718273839999
ACH-000168,-0.163467285897
ACH-000169,-0.0481185122126
ACH-000178,-0.145832901538
ACH-000182,-0.280218550804
ACH-000183,-0.112295356097
ACH-000188,-0.025283748394499997
ACH-000189,-0.268475365006
ACH-000190,0.11638643497199999
ACH-000198,-0.185831021792
ACH-000204,-0.607836576449
ACH-000206,-0.305729274035
ACH-000207,-0.129699259118
ACH-000211,-0.144568744089
ACH-000215,-0.205971980068
ACH-000221,-0.217359472522
ACH-000222,-0.0004601681067880001
ACH-000223,-0.208290301622
ACH-000226,-0.105991618432
ACH-000227,0.0720731790607
ACH-000228,-0.08446599866239998
ACH-000231,-0.0258664700039
ACH-000232,-0.18160339114399998
ACH-000233,-0.274491898856
ACH-000234,-0.0149415609993
ACH-000235,-0.276206085773
ACH-000237,-0.162795785957
ACH-000238,0.0365480676298
ACH-000243,-0.157402635574
ACH-000244,0.0811523217316
ACH-000246,-0.225983374604
ACH-000248,-0.163404156459
ACH-000250,-0.17045433030699997
ACH-000251,0.0842500928185
ACH-000253,-0.143291828122
ACH-000255,-0.169719121511
ACH-000256,-0.22818612792399998
ACH-000257,0.00945451938374
ACH-000258,-0.209863186765
ACH-000259,-0.183324449067
ACH-000260,-0.21121567182
ACH-000261,-0.136528227181
ACH-000262,-0.043298873819199994
ACH-000263,-0.316387830222
ACH-000264,-0.217033533438
ACH-000265,-0.11371956361600001
ACH-000266,-0.144643098038
ACH-000272,-0.208643857854
ACH-000273,-0.205305120224
ACH-000274,0.09046089518339999
ACH-000277,-0.146560086709
ACH-000278,-0.258480403998
ACH-000279,-0.0012553995745299999
ACH-000280,-0.107499649607
ACH-000281,-0.25096682761399997
ACH-000288,-0.300276850938
ACH-000291,-0.161823265634
ACH-000293,-0.328861445498
ACH-000294,-0.192969801041
ACH-000295,-0.290329530159
ACH-000296,-0.173046567758
ACH-000302,-0.141110232889
ACH-000304,-0.0549807257011
ACH-000307,-0.0376422282911
ACH-000308,-0.23393245959800002
ACH-000310,0.021414713377200002
ACH-000311,-0.29755528861200004
ACH-000312,-0.0019500125562099998
ACH-000315,-0.012370064565600001
ACH-000316,-0.040602579757400004
ACH-000317,-0.07408748920130001
ACH-000318,-0.13254056760500002
ACH-000319,-0.136156239398
ACH-000320,-0.0800836668438
ACH-000322,-0.102927370925
ACH-000323,-0.048598519793099995
ACH-000324,-0.22836878169
ACH-000329,-0.08560884227639999
ACH-000330,-0.155444107465
ACH-000331,-0.178439550464
ACH-000332,-0.179483414352
ACH-000334,-0.320570050037
ACH-000335,-0.09058876798070001
ACH-000336,-0.0206149013142
ACH-000337,-0.262164076472
ACH-000339,-0.118978443841
ACH-000341,-0.11810127295600001
ACH-000348,-0.08142252357310001
ACH-000350,-0.339944227539
ACH-000352,-0.0677060336287
ACH-000356,-0.202816348478
ACH-000361,-0.37885022482600006
ACH-000362,-0.168587340681
ACH-000363,-0.274238729472
ACH-000364,-0.124869578761
ACH-000365,0.025008487637400004
ACH-000366,-0.207608597932
ACH-000368,-0.145270336713
ACH-000374,-0.10968685504799999
ACH-000375,-0.099137089588
ACH-000376,-0.171071693799
ACH-000381,-0.425949969872
ACH-000383,-0.174608086872
ACH-000387,-0.20836079119399997
ACH-000389,-0.21938025092500002
ACH-000390,-0.342744352339
ACH-000393,-0.100825127375
ACH-000395,-0.25428193038
ACH-000397,-0.0794361051336
ACH-000401,-0.055013138219900004
ACH-000402,-0.358153720676
ACH-000403,-0.307884397958
ACH-000404,-0.10747251577400001
ACH-000406,-0.21499759281300002
ACH-000407,-0.05239287954440001
ACH-000408,-0.0224470720378
ACH-000410,-0.401108437897
ACH-000411,-0.571409318735
ACH-000414,-0.012724858392700001
ACH-000415,0.012365172042399999
ACH-000416,-0.258056782981
ACH-000420,-0.075133404157
ACH-000421,-0.188355683068
ACH-000424,-0.263265114781
ACH-000425,-0.122178763544
ACH-000426,-0.823525149249
ACH-000427,0.022999883582799998
ACH-000433,-0.154573334406
ACH-000436,-0.445226909626
ACH-000444,-0.07763852428389999
ACH-000445,0.046188864123599994
ACH-000448,-0.134082903922
ACH-000450,0.0213202929734
ACH-000452,-0.09037825252000001
ACH-000454,-0.04779433819130001
ACH-000458,0.0592575373585
ACH-000459,-0.118004405086
ACH-000460,-0.153755323532
ACH-000461,-0.0314545777454
ACH-000463,-0.195880814969
ACH-000464,-0.006787624700140001
ACH-000466,-0.130295967441
ACH-000467,-0.159303576504
ACH-000468,-0.11571840904899999
ACH-000469,-0.102787530813
ACH-000470,-0.08700915668439999
ACH-000471,-0.0805436581518
ACH-000472,-0.118802955145
ACH-000473,-0.0508388587125
ACH-000475,-0.132388952674
ACH-000476,-0.134887808777
ACH-000477,0.186106831479
ACH-000480,-0.268325789639
ACH-000481,-0.232627729021
ACH-000483,0.0790436498019
ACH-000484,-0.46359480579499995
ACH-000485,0.0100879636295
ACH-000486,-0.0939471668179
ACH-000487,-0.0449670990833
ACH-000488,-0.180391689058
ACH-000490,-0.0613119250538
ACH-000491,-0.0202483733078
ACH-000495,-0.250977822167
ACH-000496,-0.0823272598943
ACH-000499,-0.169289141929
ACH-000500,-0.335423702435
ACH-000502,-0.138416675832
ACH-000503,-0.0309292384832
ACH-000505,-0.19091225677
ACH-000507,-0.29916469251
ACH-000510,-0.26865287311999997
ACH-000511,-0.140913575615
ACH-000512,0.103001623505
ACH-000516,-0.09092672326199999
ACH-000517,-0.136470522001
ACH-000518,-0.122959018784
ACH-000520,-0.0269497194154
ACH-000521,-0.45156389280299997
ACH-000522,-0.12867860059699998
ACH-000524,0.0518042871588
ACH-000527,-0.0742923354748
ACH-000528,-0.175248290533
ACH-000537,-0.110718645872
ACH-000541,-0.13892779420499998
ACH-000542,-0.230858939661
ACH-000544,-0.131864993121
ACH-000545,-0.004567732308020001
ACH-000547,-0.300671625603
ACH-000548,-0.08895294373330001
ACH-000549,-0.353146327493
ACH-000550,-0.0815508708667
ACH-000552,-0.25791075108600003
ACH-000556,-0.15742222201199998
ACH-000557,-0.0703306191571
ACH-000570,-0.112407959614
ACH-000571,-0.228161943077
ACH-000573,-0.163639496842
ACH-000576,-0.260625236596
ACH-000580,-0.280445540396
ACH-000584,-0.06067887051519999
ACH-000585,-0.18634318160799998
ACH-000588,-0.07796596885389999
ACH-000589,-0.12134130839000001
ACH-000591,0.08655980803850001
ACH-000593,-0.131234556443
ACH-000600,-0.07666959602989999
ACH-000601,-0.208666913604
ACH-000604,-0.06539158532850001
ACH-000605,0.0231205838395
ACH-000606,-0.127526721098
ACH-000608,0.038507568461300004
ACH-000614,-0.100520640178
ACH-000616,-0.204969453973
ACH-000618,-0.00861255098866
ACH-000619,-0.0550919278349
ACH-000620,-0.0839280749333
ACH-000621,0.028797695219400003
ACH-000622,-0.0470762739836
ACH-000623,0.10890134808299999
ACH-000624,0.042380740377
ACH-000627,-0.115739730097
ACH-000630,-0.0499017131974
ACH-000632,-0.126665481329
ACH-000633,-0.11250995559499999
ACH-000637,-0.208130529542
ACH-000638,-0.118032202682
ACH-000646,-0.0746754657093
ACH-000647,-0.33601511459600003
ACH-000648,-0.256016039628
ACH-000649,-0.10819064054199999
ACH-000651,-0.0740437495177
ACH-000652,-0.140106489748
ACH-000653,-0.226227411772
ACH-000657,-0.207146731563
ACH-000658,-0.391798269198
ACH-000661,-0.190539925342
ACH-000662,0.133513580927
ACH-000663,-0.218122964345
ACH-000665,-0.014014444210900001
ACH-000671,-0.141158510232
ACH-000673,-0.0964514740511
ACH-000676,-0.21870816687300002
ACH-000677,-0.162991869842
ACH-000681,-0.12962371221799998
ACH-000682,-0.142116623348
ACH-000683,-0.360893278863
ACH-000684,-0.17194229498799998
ACH-000688,-0.123605009243
ACH-000693,-0.190478091061
ACH-000694,-0.11134449715099999
ACH-000695,-0.21471778556200002
ACH-000696,-0.136611703056
ACH-000697,0.00852029648362
ACH-000699,-0.0772342209496
ACH-000701,-0.18966109637000003
ACH-000706,-0.12051259547700001
ACH-000711,0.128687379937
ACH-000713,-0.0813615404892
ACH-000714,-0.260612067453
ACH-000718,-0.136843447033
ACH-000720,0.0352265667884
ACH-000721,-0.045762036837999995
ACH-000724,-0.142526339804
ACH-000725,-0.315485937786
ACH-000732,-0.129595658738
ACH-000734,-0.320412633501
ACH-000735,-0.0763447428835
ACH-000736,-0.16910186292399998
ACH-000738,0.0138048409675
ACH-000746,-0.113275869143
ACH-000747,0.0055581982460799996
ACH-000748,-0.08959477034369999
ACH-000753,-0.203235564998
ACH-000756,-0.138891469362
ACH-000757,-0.42421127302100003
ACH-000758,-0.168350047445
ACH-000760,-0.176789408099
ACH-000763,-0.25833104656399997
ACH-000764,-0.07699865393510001
ACH-000765,-0.03470646738619999
ACH-000766,-0.0267056079477
ACH-000767,-0.433710105015
ACH-000768,0.0321011033348
ACH-000769,-0.183897875759
