,CTSH (1512)
ACH-000266,-0.206566235139
ACH-000272,-0.189064857892
ACH-000273,-0.205326424042
ACH-000274,-0.160072503665
ACH-000277,-0.24227351284
ACH-000278,-0.114421914392
ACH-000279,-0.343680834666
ACH-000280,-0.270626010169
ACH-000281,-0.285646313406
ACH-000288,-0.20497285261
ACH-000291,-0.24981806133
ACH-000293,-0.056765691367
ACH-000294,-0.329133522264
ACH-000295,-0.24655344316599997
ACH-000296,0.00874556651972
ACH-000302,-0.0526966489879
ACH-000304,-0.173472736052
ACH-000307,-0.127830214333
ACH-000308,-0.22941152855
ACH-000310,-0.46862945050300003
ACH-000311,-0.309109995922
ACH-000312,-0.33012854793900004
ACH-000315,-0.09670592555410001
ACH-000316,-0.191375225905
ACH-000317,0.00861058208869
ACH-000318,-0.023852482552099995
ACH-000319,-0.170699940385
ACH-000320,-0.37938918084
ACH-000322,-0.0679156716099
ACH-000323,-0.125100682971
ACH-000324,-0.234903505296
ACH-000329,-0.284482978955
ACH-000330,-0.018366698874299998
ACH-000331,-0.0217977088833
ACH-000332,-0.135984550842
ACH-000334,0.33957775888499997
ACH-000335,-0.204835049632
ACH-000336,-0.247391506275
ACH-000337,-0.0869408544125
ACH-000339,-0.06508737066089999
ACH-000341,0.04297829402290001
ACH-000348,-0.159846920537
ACH-000350,-0.319199181451
ACH-000352,-0.11895367323799999
ACH-000356,-0.145534623252
ACH-000361,-0.171550432685
ACH-000362,-0.11157026835100001
ACH-000363,-0.167222604352
ACH-000364,-0.15999755018
ACH-000365,-0.080429639618
ACH-000366,-0.328102728108
ACH-000368,-0.250106417078
ACH-000374,0.08508382316089999
ACH-000375,0.10530059190300001
ACH-000376,-0.265353136215
ACH-000381,-0.31169199206799997
ACH-000383,-0.126214588838
ACH-000387,-0.163930668949
ACH-000389,-0.30818751230700003
ACH-000390,-0.16900012318500002
ACH-000393,-0.040461151582400004
ACH-000395,-0.178234425049
ACH-000397,-0.138210893686
ACH-000401,-0.150676223527
ACH-000402,0.20570984892299998
ACH-000403,-0.0403675593249
ACH-000404,0.0920477363835
ACH-000406,-0.150308625997
ACH-000407,-0.374792750044
ACH-000408,-0.182922814435
ACH-000410,0.0157700811552
ACH-000411,-0.0119298299849
ACH-000414,-0.179158904512
ACH-000415,0.028118741000999998
ACH-000416,-0.125077411868
ACH-000420,-0.36371095870399994
ACH-000421,-0.23386608952799998
ACH-000424,-0.027220165498700002
ACH-000425,-0.211589118301
ACH-000426,-0.128858045996
ACH-000427,0.0952758783788
ACH-000433,-0.061167846360499996
ACH-000436,-0.0173219438057
ACH-000444,-0.35518528747199996
ACH-000445,0.0602478445907
ACH-000448,-0.0238977183743
ACH-000450,-0.133722043606
ACH-000452,-0.141680768435
ACH-000454,-0.23549661208
ACH-000458,-0.138872653139
ACH-000459,-0.09061698597510001
ACH-000460,-0.306965054964
ACH-000461,-0.0210787599242
ACH-000463,-0.0263642393955
ACH-000464,-0.31770823045
ACH-000466,-0.128172468835
ACH-000467,-0.0311917506598
ACH-000468,-0.21055111265
ACH-000469,-0.331023784542
ACH-000470,-0.035865380748600004
ACH-000471,-0.142065006511
ACH-000472,0.0533318403039
ACH-000473,-0.299053793019
ACH-000475,-0.239236271926
ACH-000476,-0.157366607381
ACH-000477,-0.291183656145
ACH-000480,-0.118832673939
ACH-000481,-0.105503600538
ACH-000483,-0.362678758898
ACH-000484,-0.0261588642586
ACH-000485,-0.29453203994000005
ACH-000486,-0.0884138873367
ACH-000487,-0.050946823479199994
ACH-000488,-0.11286052648700001
ACH-000490,-0.0511205874264
ACH-000491,-0.511657663702
ACH-000495,-0.059976264172400005
ACH-000496,-0.006641118076120001
ACH-000499,-0.230356968396
ACH-000500,0.08578412519919999
ACH-000502,-0.199263982372
ACH-000503,-0.419775256145
ACH-000505,-0.125119434122
ACH-000507,-0.0405687442931
ACH-000510,-0.178996821538
ACH-000511,-0.0921828653166
ACH-000512,-0.0940035116846
ACH-000516,-0.34247402764
ACH-000517,-0.23419778532699997
ACH-000518,-0.152699435885
ACH-000520,-0.21222940644000002
ACH-000521,-0.188724569879
ACH-000522,-0.23838310544100003
ACH-000524,-0.24973493507199998
ACH-000527,-0.098477011999
ACH-000528,-0.154727958663
ACH-000537,0.021087662261999998
ACH-000541,-0.640340850914
ACH-000542,-0.398261719287
ACH-000544,-0.037801640679099996
ACH-000545,-0.0330850169557
ACH-000547,0.22188890805999997
ACH-000548,-0.13371168841800002
ACH-000549,-0.0650117852379
ACH-000550,-0.35108571737899996
ACH-000552,-0.206417511715
ACH-000556,-0.23839254375900001
ACH-000557,-0.258663952521
ACH-000570,-0.228242014873
ACH-000571,-0.061881188301099996
ACH-000573,-0.246792185346
ACH-000576,-0.045654231246100005
ACH-000580,-0.573795777082
ACH-000584,-0.167179506989
ACH-000585,-0.07838787310880001
ACH-000588,-0.10138746448699999
ACH-000589,-0.183908844822
ACH-000591,-0.257984321118
ACH-000593,-0.11878882277200001
ACH-000600,-0.126238406606
ACH-000601,-0.198956112875
ACH-000604,-0.444876488962
ACH-000605,-0.0159537230856
ACH-000606,0.0129330417868
ACH-000608,-0.328200466382
ACH-000614,-0.08141461844110001
ACH-000616,-0.06776676159850001
ACH-000618,-0.0216081948987
ACH-000619,-0.08679893140249999
ACH-000620,-0.243434157452
ACH-000621,-0.09635112325510001
ACH-000622,-0.35230105301799997
ACH-000623,-0.0753929511699
ACH-000624,-0.134952604284
ACH-000627,-0.244401002455
ACH-000630,-0.08200738523630001
ACH-000632,-0.255037366832
ACH-000633,-0.482428496981
ACH-000637,0.23011937624499998
ACH-000638,-0.17150864725499998
ACH-000646,-0.024209426963999997
ACH-000647,-0.144379946168
ACH-000648,-0.324353836831
ACH-000649,-0.11483059565199999
ACH-000651,-0.09026438437989999
ACH-000652,0.0309186974144
ACH-000653,-0.306605239175
ACH-000657,-0.21310152109799999
ACH-000658,-0.12962240168400002
ACH-000661,-0.261390447524
ACH-000662,-0.526280733408
ACH-000663,-0.1661660108
ACH-000665,-0.0372402050159
ACH-000671,-0.138473375911
ACH-000673,-0.149258745164
ACH-000676,-0.11828186107699999
ACH-000677,0.00478592560139
ACH-000681,-0.09291554099220001
ACH-000682,-0.109765181983
ACH-000683,-0.0791220303658
ACH-000684,-0.345642323125
ACH-000688,-0.299797230505
ACH-000693,-0.144070405546
ACH-000694,-0.05407554247909999
ACH-000695,0.303538142926
ACH-000696,-0.214832980742
ACH-000697,0.134041101164
ACH-000699,-0.249614014087
ACH-000701,-0.219806539943
ACH-000706,-0.331450573806
ACH-000711,-0.03722114479
ACH-000713,-0.275781360572
ACH-000714,-0.14489118512
ACH-000718,-0.317972950667
ACH-000720,-0.182147481252
ACH-000721,-0.216208624371
ACH-000724,0.04213787712230001
ACH-000725,-0.10341294183399999
ACH-000732,-0.0342581003681
ACH-000734,-0.169492204727
ACH-000735,-0.0795998778947
ACH-000736,-0.0365101278069
ACH-000738,-0.206365594195
ACH-000746,-0.308056237677
ACH-000747,-0.08834192288489999
ACH-000748,-0.399325724107
ACH-000753,-0.143373206744
ACH-000756,-0.48010447223999997
ACH-000757,-0.559358764813
ACH-000758,-0.12344357392699999
ACH-000760,-0.24016913894
ACH-000763,0.133023747665
ACH-000764,-0.112771525833
ACH-000765,-0.340891516344
ACH-000766,-0.193264851284
ACH-000767,-0.136788733702
ACH-000768,-0.12910335273600002
ACH-000769,-0.287256527943
ACH-000770,-0.18116258921199999
ACH-000771,-0.00715264347831
ACH-000773,-0.16073864228499998
ACH-000776,0.00934369518268
ACH-000777,-0.159282578932
ACH-000778,0.0268189914378
ACH-000781,-0.14208461929400001
ACH-000782,-0.283639608553
ACH-000783,-0.19026838303
ACH-000784,-0.337194313369
ACH-000785,-0.219901554936
ACH-000787,-0.361559592905
ACH-000788,-0.280990516224
ACH-000791,-0.136226717019
ACH-000792,-0.186071377122
ACH-000794,-0.0773011868655
ACH-000796,-0.128828382244
ACH-000799,-0.19492489669399998
ACH-000800,0.0185755764699
ACH-000802,-0.27412312481199996
ACH-000804,-0.19968879772300002
ACH-000805,-0.147447994232
ACH-000809,-0.030233283483599997
ACH-000810,-0.154950057966
ACH-000811,-0.024347426483
ACH-000817,-0.0993379265957
ACH-000819,-0.36061719114
ACH-000820,-0.0452244089768
ACH-000821,-0.026414810205
ACH-000822,-0.22088525488400002
ACH-000823,-0.135279504678
ACH-000824,-0.100991829968
ACH-000827,-0.388482060628
ACH-000829,-0.237861692743
ACH-000831,-0.09293530179130001
ACH-000832,-0.0308619672698
ACH-000833,0.13176302798
ACH-000834,-0.254093649887
ACH-000835,-0.066742959841
ACH-000836,-0.123291246812
ACH-000837,-0.100973721367
ACH-000838,-0.149109464366
ACH-000839,-0.124445123555
ACH-000840,-0.301417986352
ACH-000841,-0.143382164176
ACH-000843,-0.12078007897700001
ACH-000846,-0.236629345927
ACH-000847,-0.32482685253000004
ACH-000848,0.0546828776061
ACH-000849,-0.10670855909299999
ACH-000851,-0.155825040586
ACH-000855,-0.193212183148
ACH-000856,-0.13531543564200002
ACH-000858,-0.039180685197699995
ACH-000859,0.148738783519
ACH-000861,-0.283260684033
ACH-000862,-0.365432240929
ACH-000865,-0.0487343426361
ACH-000866,-0.0706860187175
ACH-000867,-0.09778603411310001
ACH-000869,-0.555743152605
ACH-000872,-0.25786014223299997
ACH-000873,0.021063488091
ACH-000876,-0.14894025536299998
ACH-000878,-0.0118555616881
ACH-000880,0.0370154035729
ACH-000881,-0.265301180596
ACH-000882,-0.213127576455
ACH-000884,-0.271308481783
ACH-000885,-0.107590560432
ACH-000887,-0.0874925062183
ACH-000888,-0.208436411684
ACH-000889,0.139436239512
ACH-000890,-0.208687369573
ACH-000896,-0.104432972235
ACH-000898,0.0687412714949
ACH-000900,-0.017446186275
ACH-000901,-0.09563030392719998
ACH-000905,0.0111295588571
ACH-000906,-0.20669067697700003
ACH-000907,-0.198613574381
ACH-000910,-0.09500796734139999
ACH-000911,-0.24272659653999998
ACH-000912,-0.07968989814369999
ACH-000913,0.00370238529438
ACH-000915,0.0166921473282
ACH-000916,-0.791512818111
ACH-000917,-0.11852940090399999
ACH-000921,-0.062105782945499996
ACH-000924,-0.136590457482
ACH-000926,-0.189831875048
ACH-000928,-0.145029402913
ACH-000929,-0.160714766801
ACH-000932,-0.333414662241
ACH-000935,-0.219866441248
ACH-000936,-0.21190331114799998
ACH-000937,-0.0796980201605
ACH-000938,-0.0069236585397200005
ACH-000939,0.0628205282974
ACH-000941,0.079611571878
ACH-000943,-0.18395618485800003
ACH-000946,-0.21058420299400002
ACH-000947,-0.21266047456599999
ACH-000948,0.0666647578062
ACH-000950,-0.18503842855799998
ACH-000953,-0.025884949824900003
ACH-000957,-0.12071677813699999
ACH-000958,-0.013607523593399999
ACH-000960,-0.224644860768
ACH-000963,-0.192181558482
ACH-000968,-0.36122388171899994
ACH-000969,-0.0994885097675
ACH-000973,-0.209779509661
ACH-000974,-0.179716628133
ACH-000975,-0.0635493552347
ACH-000976,-0.161936532223
ACH-000978,-0.160536570883
ACH-000980,-0.16455715941500001
ACH-000984,-0.0550035836645
ACH-000986,-0.17760477095199997
ACH-000988,-0.265213172645
ACH-000993,-0.259926690275
ACH-000994,-0.08779046956710002
ACH-000996,-0.36892709534999996
ACH-001001,-0.0816401832846
ACH-001020,-0.29196392619
ACH-001028,-0.131098101065
ACH-001031,-0.0549964218028
ACH-001038,-0.321215196503
ACH-001048,-0.23540854295699998
ACH-001050,-0.21004106535999997
ACH-001053,-0.384072611814
ACH-001054,-0.136614098496
ACH-001061,-0.010249053155500001
ACH-001067,-0.103277461814
ACH-001075,-0.149528114447
ACH-001096,-0.190761649802
ACH-001128,-0.138806397295
ACH-001134,-0.152924743018
ACH-001151,-0.19442274837
ACH-001163,-0.15996575253599998
ACH-001164,-0.12921221010199999
ACH-001173,-0.171295213028
ACH-001183,-0.054118428342199994
ACH-001184,-0.37082597038599996
ACH-001190,-0.437467265889
ACH-001192,-0.16900782284200003
ACH-001193,0.0506567760772
ACH-001196,-0.191862210064
ACH-001197,0.0421924089578
ACH-001205,-0.348796863656
ACH-001211,-0.235232858061
ACH-001212,-0.171724163959
ACH-001228,-0.10720964628799999
ACH-001232,-0.362012375968
ACH-001239,-0.13660306914
ACH-001274,-0.03787258068669999
ACH-001275,-0.411187541851
ACH-001277,-0.30516357742
ACH-001278,-0.102951744116
ACH-001280,-0.123015641754
ACH-001283,-0.131669360442
ACH-001289,-0.0492713225474
ACH-001295,-0.179234359497
ACH-001300,-0.301796898117
ACH-001301,-0.35111896752599997
ACH-001302,-0.137470002321
ACH-001303,-0.601658406254
ACH-001306,-0.23849415619000003
ACH-001318,-0.00312248412529
ACH-001322,-0.20819558952599998
ACH-001328,-0.0754949164795
ACH-001332,0.0256194836143
ACH-001333,-0.137532150711
ACH-001336,-0.022050167238500003
ACH-001340,-0.0684938986871
ACH-001346,-0.119770302402
ACH-001353,-0.182344999294
ACH-001354,-0.368718188969
ACH-001367,-0.450352703645
ACH-001368,-0.12578436912000002
ACH-001374,-0.0047933330615100005
ACH-001375,-0.197822223758
ACH-001377,-0.291088708853
ACH-001380,-0.17799581745499998
ACH-001391,-0.364678682739
ACH-001407,-0.0696566771243
ACH-001408,0.028245697784599996
ACH-001413,-0.05987032053619999
ACH-001430,-0.222131555559
ACH-001431,-0.280997698647
ACH-001450,-0.172903844988
ACH-001496,-0.0667127079679
ACH-001500,-0.21278042254299998
ACH-001521,-0.311556206806
ACH-001523,-0.00602583364405
ACH-001532,-0.0319359535769
ACH-001536,-0.33797289213
ACH-001550,-0.131502115779
ACH-001552,-0.220541724697
ACH-001554,-0.228644670536
ACH-001645,-0.22920803996599998
ACH-001654,-0.257280998453
ACH-001715,-0.443170729951
ACH-001735,-0.0126809025175
ACH-001736,0.019266949743400003
ACH-001737,-0.18560636984499998
ACH-001740,-0.0704242881053
ACH-001745,-0.392560329054
ACH-001750,-0.29655249664
ACH-001765,-0.17735707102899997
ACH-001956,-0.201282687662
ACH-001957,-0.22994007917
