,PDXDC1 (23042)
ACH-000004,-0.36811643106299996
ACH-000007,-0.211760976827
ACH-000009,-0.041092776041099996
ACH-000011,-0.030218767406
ACH-000012,-0.221200602696
ACH-000013,-0.205629283334
ACH-000014,-0.26184869991099996
ACH-000015,-0.216787720198
ACH-000017,-0.173299008102
ACH-000018,-0.136369695329
ACH-000019,-0.0417319687454
ACH-000021,-0.12875219639799998
ACH-000022,-0.218003490951
ACH-000025,-0.216951486878
ACH-000028,-0.213768610713
ACH-000030,-0.0649847017409
ACH-000035,-0.218763074862
ACH-000036,-0.260393307276
ACH-000037,-0.307069001758
ACH-000039,-0.0727955181539
ACH-000040,-0.09565220761469999
ACH-000041,-0.051976834853999995
ACH-000042,-0.245130582909
ACH-000045,-0.0608005599285
ACH-000047,-0.0466976231587
ACH-000052,-0.17196326608800003
ACH-000053,-0.432420674327
ACH-000054,-0.11024530686799999
ACH-000055,-0.28578135700999996
ACH-000060,0.17103714937199999
ACH-000067,-0.19927339548
ACH-000070,0.00018377736950900002
ACH-000075,-0.19269843394900002
ACH-000078,-0.295821355595
ACH-000082,-0.0562045088266
ACH-000085,-0.156712290317
ACH-000086,-0.205803814415
ACH-000087,0.008410078888779999
ACH-000092,-0.141000552958
ACH-000095,-0.34660268507200004
ACH-000097,-0.370312668997
ACH-000098,-0.359079020362
ACH-000099,-0.34571007431
ACH-000108,-0.281415302353
ACH-000113,-0.0431075085099
ACH-000115,-0.250303046568
ACH-000116,-0.139936450909
ACH-000118,-0.214662592074
ACH-000120,-0.180404269437
ACH-000123,-0.318502844608
ACH-000127,-0.35617860125
ACH-000128,0.028133748256200002
ACH-000132,-0.38938551449000003
ACH-000133,-0.248820077656
ACH-000137,-0.340252578358
ACH-000138,-0.151338683466
ACH-000142,-0.308277530037
ACH-000143,0.0151180690956
ACH-000146,-0.22416082368299997
ACH-000148,-0.214707711933
ACH-000150,-0.123941402257
ACH-000152,-0.170254873037
ACH-000153,-0.206327450529
ACH-000159,-0.00186835438452
ACH-000160,0.102033383731
ACH-000163,0.13095300138399998
ACH-000167,-0.170861269154
ACH-000168,-0.122309558729
ACH-000169,-0.20700234502599998
ACH-000178,-0.25197042412799997
ACH-000182,-0.19832488170600002
ACH-000183,-0.403214165605
ACH-000188,0.0192919150856
ACH-000189,-0.14650386756300002
ACH-000190,-0.10688454402000001
ACH-000198,-0.211096852152
ACH-000204,-0.315784120759
ACH-000206,-0.169633132542
ACH-000207,-0.126742987484
ACH-000211,-0.00218975134151
ACH-000215,-0.341903562817
ACH-000221,-0.022356671034300002
ACH-000222,-0.365194012395
ACH-000223,-0.0662711491756
ACH-000226,-0.055042458881
ACH-000227,-0.0723550710614
ACH-000228,-0.105725568812
ACH-000231,-0.14120253716700001
ACH-000232,-0.191755230725
ACH-000233,-0.202828590489
ACH-000234,-0.258084320842
ACH-000235,-0.142463803287
ACH-000237,-0.35142535801299996
ACH-000238,-0.053390716136
ACH-000243,-0.20470537025600002
ACH-000244,0.029892257044900002
ACH-000246,-0.178936987452
ACH-000248,-0.221147520616
ACH-000250,-0.24508156501699999
ACH-000251,0.00212149802793
ACH-000253,-0.219965517291
ACH-000255,-0.00777401546629
ACH-000256,-0.0343728781504
ACH-000257,-0.33499118574000003
ACH-000258,-0.11342174124000001
ACH-000259,-0.165001017238
ACH-000260,-0.27719654364999996
ACH-000261,-0.240015237689
ACH-000262,-0.310580339127
ACH-000263,-0.135419896807
ACH-000264,-0.158247297368
ACH-000265,-0.0391905838099
ACH-000266,-0.18537775489100003
ACH-000272,-0.30240382400800003
ACH-000273,-0.09359287638790001
ACH-000274,-0.165275469642
ACH-000277,0.109265783255
ACH-000278,-0.162681744222
ACH-000279,-0.232776148137
ACH-000280,0.0697594744733
ACH-000281,-0.26568761411999997
ACH-000288,-0.270548313448
ACH-000291,0.0478434055368
ACH-000293,-0.21152878536800002
ACH-000294,-0.102996396095
ACH-000295,-0.489934389577
