,SLC51B (123264)
ACH-000004,0.010716388738200001
ACH-000007,0.0568607155525
ACH-000009,-0.149050562214
ACH-000011,-0.05367336532480001
ACH-000012,-0.18051683315
ACH-000013,-0.241610552608
ACH-000014,-0.282288317692
ACH-000015,-0.11934498343800001
ACH-000017,-0.0428335069326
ACH-000018,-0.143638987426
ACH-000019,0.09473548583930001
ACH-000021,-0.0590249918839
ACH-000022,-0.347102022107
ACH-000025,-0.09638580202260001
ACH-000028,-0.0614992223398
ACH-000030,-0.111800497902
ACH-000035,-0.261491457375
ACH-000036,0.06469086574680001
ACH-000037,0.110915041462
ACH-000039,-0.26620207794
ACH-000040,0.0968785519959
ACH-000041,-0.41527893352300005
ACH-000042,-0.11416071295800001
ACH-000045,0.00340488103963
ACH-000047,-0.12597131393400002
ACH-000052,-0.14466574113800001
ACH-000053,-0.125381221476
ACH-000054,-0.112951792836
ACH-000055,-0.260905067865
ACH-000060,-0.09455454436339998
ACH-000067,-0.126062423677
ACH-000070,-0.0168187045863
ACH-000075,-0.356439329124
ACH-000078,-0.312877452116
ACH-000082,-0.0613792916938
ACH-000085,-0.140971425377
ACH-000086,-0.163834032114
ACH-000087,-0.16843424604499999
ACH-000092,-0.13069018250199999
ACH-000095,-0.10183650445499999
ACH-000097,-0.08668352041060001
ACH-000098,0.060553736684099996
ACH-000099,-0.283619101683
ACH-000108,-0.022824508210900003
ACH-000113,-0.137195064029
ACH-000115,-0.306056130529
ACH-000116,-0.316067244829
ACH-000118,-0.0840903560798
ACH-000120,-0.31850193642499997
ACH-000123,-0.229951168029
ACH-000127,-0.014033775919200001
ACH-000128,0.004736915655279999
ACH-000132,-0.198089533637
ACH-000133,-0.113194150976
ACH-000137,0.0141293608757
ACH-000138,-0.0308466087883
ACH-000142,-0.07717121969560001
ACH-000143,-0.252118842634
ACH-000146,-0.131534598754
ACH-000148,-0.36544669446999994
ACH-000150,-0.043687347312599996
ACH-000152,-0.143917700633
ACH-000153,-0.283828842841
ACH-000159,0.024213655233999997
ACH-000160,-0.08626834167739998
ACH-000163,-0.0886961435423
ACH-000167,0.149989324355
ACH-000168,-0.0408221482229
ACH-000169,-0.0895620540766
ACH-000178,-0.0769748392093
ACH-000182,-0.203640972931
ACH-000183,0.0822231214496
ACH-000188,0.0367472008891
ACH-000189,-0.34809400333400004
ACH-000190,-0.0704947307779
ACH-000198,-0.0804369463895
ACH-000204,-0.13296852167099998
ACH-000206,-0.12102854096200001
ACH-000207,-0.0729694206848
ACH-000211,0.0251642027629
ACH-000215,-0.10412153011499999
ACH-000221,-0.102883055939
ACH-000222,0.0295455483106
ACH-000223,-0.0589517818
ACH-000226,-0.275144053729
ACH-000227,-0.36236650362499995
ACH-000228,-0.0335893962538
ACH-000231,-0.21565212250100002
ACH-000232,-0.0680553771565
ACH-000233,-0.0007291740074039999
ACH-000234,-0.144829677657
ACH-000235,-0.101347641021
ACH-000237,-0.181041928034
ACH-000238,-0.131983088605
ACH-000243,-0.201153645325
ACH-000244,0.155547370964
ACH-000246,-0.11212433236300001
ACH-000248,-0.0568752411465
ACH-000250,-0.0954931829382
ACH-000251,-0.205553386575
ACH-000253,-0.13339888408
ACH-000255,-0.0867533024864
ACH-000256,-0.14230840445499998
ACH-000257,-0.226967678422
ACH-000258,-0.368827971109
ACH-000259,-0.105431178467
ACH-000260,-0.149610984191
ACH-000261,-0.09232924980110001
ACH-000262,-0.32454868222100003
ACH-000263,-0.0635552947315
ACH-000264,-0.166959282354
ACH-000265,-0.41051675212600003
ACH-000266,-0.13224113536499998
ACH-000272,-0.136993562631
ACH-000273,0.09241034173620001
ACH-000274,-0.172914528628
ACH-000277,-0.0773294835125
ACH-000278,-0.125431063151
ACH-000279,-0.162254588409
ACH-000280,-0.135426047231
ACH-000281,-0.378289358722
ACH-000288,-0.16948662130199998
ACH-000291,-0.122947450993
ACH-000293,0.0004638968248919999
ACH-000294,-0.304340740241
ACH-000295,0.061460623408300004
ACH-000296,-0.05200553821190001
ACH-000302,-0.241473045215
ACH-000304,-0.5323053979969999
ACH-000307,-0.235586069759
ACH-000308,-0.0613156958289
ACH-000310,-0.23021857778700003
ACH-000311,-0.23731827434799999
ACH-000312,-0.204470694483
ACH-000315,-0.23900273788899998
ACH-000316,-0.07065525865019999
ACH-000317,-0.07312797356339999
ACH-000318,-0.158869410449
ACH-000319,-0.079322803174
ACH-000320,-0.14534143843800001
ACH-000322,-0.11779985371200001
ACH-000323,0.254901535052
ACH-000324,-0.0470284012912
ACH-000329,-0.0495981964635
ACH-000330,-0.04258002994250001
ACH-000331,-0.0831448700803
ACH-000332,-0.08539327339680002
ACH-000334,-0.054452270928699996
ACH-000335,-0.20268722190000002
ACH-000336,-0.09797318647910001
ACH-000337,0.10510190625600001
ACH-000339,-0.08651938983339999
ACH-000341,-0.11085468447899999
ACH-000348,-0.161689087538
ACH-000350,-0.290721247856
ACH-000352,-0.217990279354
ACH-000356,-0.0695231801694
ACH-000361,0.009766373284540001
ACH-000362,-0.059825160444
ACH-000363,-0.164216900039
ACH-000364,-0.38221216511100004
ACH-000365,-0.138238026805
ACH-000366,-0.184130569545
ACH-000368,-0.149170047475
ACH-000374,-0.27596177195
ACH-000375,0.09407725939780001
ACH-000376,-0.199570496069
ACH-000381,-0.23803074785599998
ACH-000383,-0.0428730723372
ACH-000387,-0.342276534722
ACH-000389,-0.179929593109
ACH-000390,-0.0783171797754
ACH-000393,0.167494836745
ACH-000395,-0.22081314051800002
ACH-000397,-0.07578374828439999
ACH-000401,0.135030372575
ACH-000402,0.16449106415
ACH-000403,-0.150043686811
ACH-000404,-0.00777869712258
ACH-000406,-0.158345886253
ACH-000407,-0.22295869438700003
ACH-000408,-0.333322832383
ACH-000410,-0.20069618597
ACH-000411,-0.0014762887310899998
ACH-000414,-0.0230719267919
ACH-000415,-0.171692139892
ACH-000416,-0.12286108223799999
ACH-000420,-0.311675355603
ACH-000421,-0.15516675433
ACH-000424,0.028710285413700003
ACH-000425,-0.026964060577099998
ACH-000426,-0.011173174163899999
ACH-000427,-0.105183500492
ACH-000433,0.025892005747700002
ACH-000436,-0.0193314711936
ACH-000444,-0.031919573712299996
ACH-000445,-0.11932414807399999
ACH-000448,-0.177802954534
ACH-000450,-0.122371439087
ACH-000452,-0.162214461175
ACH-000454,-0.09450872696239998
ACH-000458,0.023706413560099997
ACH-000459,-0.0453696846957
ACH-000460,-0.16575181173599998
ACH-000461,0.0208265543698
ACH-000463,0.124891075743
ACH-000464,-0.279086161987
ACH-000466,-0.058383871975300004
ACH-000467,-0.10892698294299999
ACH-000468,-0.352095398992
ACH-000469,-0.107091174461
ACH-000470,-0.101672177482
ACH-000471,-0.09199253940549999
ACH-000472,-0.08348921457439999
ACH-000473,-0.211513632203
ACH-000475,-0.0033967881347199995
ACH-000476,0.0331748997751
ACH-000477,-0.0804829793949
ACH-000480,-0.05983217270669999
ACH-000481,-0.0458263768351
ACH-000483,-0.227865465662
ACH-000484,0.10961219733899999
ACH-000485,-0.237474930743
ACH-000486,-0.307194851025
ACH-000487,-0.173156306581
ACH-000488,-0.025822301082900005
ACH-000490,-0.0816189453757
ACH-000491,-0.265137411257
ACH-000495,-0.406254432424
ACH-000496,-0.221825811305
ACH-000499,-0.161334067869
ACH-000500,-0.34975365796400004
ACH-000502,0.068922207136
ACH-000503,0.44942321627099996
ACH-000505,-0.214847832264
ACH-000507,-0.14610815282099998
ACH-000510,-0.11055192552200001
ACH-000511,-0.101320409549
ACH-000512,-0.19714825045
ACH-000516,-0.183400889921
ACH-000517,-0.08353562610719999
ACH-000518,-0.0437639572919
ACH-000520,-0.187564570877
ACH-000521,-0.0769801513982
ACH-000522,-0.364380496492
ACH-000524,-0.0685324016677
ACH-000527,-0.28059717343699997
ACH-000528,-0.122045819516
ACH-000537,-0.142358050982
ACH-000541,-0.197772505739
ACH-000542,-0.08351734789750001
ACH-000544,-0.08532568072669999
ACH-000545,-0.0322047333099
ACH-000547,0.23451762763300002
ACH-000548,-0.267242688658
ACH-000549,-0.0330711278226
ACH-000550,-0.08220709495310001
ACH-000552,-0.0058516288855699995
ACH-000556,-0.192660394209
ACH-000557,-0.09165727877049999
