,POLE2 (5427)
ACH-000004,-1.99035217023
ACH-000007,-1.7296165260299998
ACH-000009,-1.5011437591499999
ACH-000011,-1.5972173829799998
ACH-000012,-1.62221424682
ACH-000013,-1.7291739617200002
ACH-000014,-1.91591018035
ACH-000015,-1.31197074851
ACH-000017,-1.66766962674
ACH-000018,-1.57793471991
ACH-000019,-1.35493459016
ACH-000021,-1.3851865545700002
ACH-000022,-1.7116933813799997
ACH-000025,-1.66179426595
ACH-000028,-1.6483657756299999
ACH-000030,-1.6521633179799997
ACH-000035,-1.4313591083700001
ACH-000036,-1.85881672022
ACH-000037,-1.83741669569
ACH-000039,-1.4678661645200002
ACH-000040,-1.81885170479
ACH-000041,-1.82084442808
ACH-000042,-1.48802645755
ACH-000045,-1.64221169633
ACH-000047,-1.53260306481
ACH-000052,-1.61352916075
ACH-000053,-1.48311710625
ACH-000054,-1.59038967405
ACH-000055,-1.79802300621
ACH-000060,-1.72841148939
ACH-000067,-1.51271495377
ACH-000070,-1.75098316683
ACH-000075,-1.4639105504700003
ACH-000078,-1.7958483448599998
ACH-000082,-1.6798012466799999
ACH-000085,-1.5007300057100001
ACH-000086,-1.58182123855
ACH-000087,-1.4938954256799999
ACH-000092,-1.67567028032
ACH-000095,-1.63403712003
ACH-000097,-1.68880921128
ACH-000098,-1.8143215781400002
ACH-000099,-1.5620978580200002
ACH-000108,-1.7232027351299999
ACH-000113,-1.78903757229
ACH-000115,-2.2132830113499997
ACH-000116,-1.6723599303799999
ACH-000118,-1.62906065284
ACH-000120,-1.49260956984
ACH-000123,-1.6104489581099999
ACH-000127,-1.6918580586899998
ACH-000128,-1.58901144971
ACH-000132,-1.35540573825
ACH-000133,-1.8679885504
ACH-000137,-1.7308848545599997
ACH-000138,-1.3407985607600001
ACH-000142,-1.4786213606799998
ACH-000143,-1.81241421108
ACH-000146,-1.9925684677700002
ACH-000148,-1.9221254515200001
ACH-000150,-1.4036973376
ACH-000152,-1.56338318255
ACH-000153,-1.90282226757
ACH-000159,-1.7694301786099997
ACH-000160,-1.70196018887
ACH-000163,-1.8157498323099999
ACH-000167,-1.85716974762
ACH-000168,-1.7279377364
ACH-000169,-1.68231971234
ACH-000178,-1.72268838688
ACH-000182,-1.5584064704299998
ACH-000183,-1.88780169479
ACH-000188,-1.54324836199
ACH-000189,-1.56530356125
ACH-000190,-1.31707141911
ACH-000198,-1.87325588777
ACH-000204,-1.8918197851299998
ACH-000206,-1.41445002848
ACH-000207,-1.4933408932499999
ACH-000211,-1.83596894568
ACH-000215,-1.9606515678
ACH-000221,-1.43581674012
ACH-000222,-1.6147349582799997
ACH-000223,-1.63406221299
ACH-000226,-1.5799381429
ACH-000227,-2.14963419388
ACH-000228,-1.5633106243000001
ACH-000231,-1.53726313644
ACH-000232,-1.7494111929599998
ACH-000233,-1.89136962938
ACH-000234,-2.0166934983
ACH-000235,-1.60304197639
ACH-000237,-1.5467026366999999
ACH-000238,-1.68051154971
ACH-000243,-1.51992102636
ACH-000244,-1.80867809303
ACH-000246,-1.8867858673900002
ACH-000248,-1.3429664052899999
ACH-000250,-1.84003693602
ACH-000251,-1.48087334784
ACH-000253,-1.7720509429900002
ACH-000255,-1.4877369555000002
ACH-000256,-1.69321772764
ACH-000257,-1.46498261938
ACH-000258,-1.77165123978
ACH-000259,-1.62251590758
ACH-000260,-1.7899677696599998
ACH-000261,-1.73565403301
ACH-000262,-1.59047556195
ACH-000263,-1.82411112463
ACH-000264,-1.52198598937
ACH-000265,-1.4749057740399998
ACH-000266,-1.3688421109
ACH-000272,-1.743108426
ACH-000273,-1.50242062807
ACH-000274,-1.7264639097799999
ACH-000277,-1.50772822508
ACH-000278,-1.9187695695299998
ACH-000279,-1.65682270524
ACH-000280,-1.59294579825
ACH-000281,-1.52963962141
ACH-000288,-1.6079756860799999
ACH-000291,-1.3981422019
ACH-000293,-1.80890032776
ACH-000294,-1.66420178699
ACH-000295,-2.082970144
ACH-000296,-1.8199899293400001
ACH-000302,-1.8587921620900003
ACH-000304,-2.02171268183
ACH-000307,-1.37304406597
ACH-000308,-1.5919686180700001
ACH-000310,-1.75668108363
ACH-000311,-1.57784942334
ACH-000312,-1.57056870167
ACH-000315,-1.53011717667
ACH-000316,-1.66348222563
ACH-000317,-2.19087196043
ACH-000318,-1.4424214167299998
ACH-000319,-1.5237595351700002
ACH-000320,-1.54794121687
ACH-000322,-1.5672507331099998
ACH-000323,-1.5921288829499998
ACH-000324,-1.5965980038699998
ACH-000329,-1.6103372797799997
ACH-000330,-1.23289998718
ACH-000331,-1.45398224248
ACH-000332,-1.4408175325400001
ACH-000334,-2.03439173712
ACH-000335,-1.58150328905
ACH-000336,-1.84029133719
ACH-000337,-1.41479532731
ACH-000339,-1.39752417732
ACH-000341,-1.31359426339
ACH-000348,-1.75171869504
ACH-000350,-1.7787319995099997
ACH-000352,-1.4332542985799999
ACH-000356,-1.41578862495
ACH-000361,-1.8957301815799998
ACH-000362,-2.0146286189
ACH-000363,-1.97356353034
ACH-000364,-1.20598869761
ACH-000365,-1.85607137979
ACH-000366,-1.55156304875
ACH-000368,-1.7297499285599998
ACH-000374,-1.33601599622
