,ICK (22858)
ACH-000004,-0.07777477487750001
ACH-000007,-0.129452122293
ACH-000009,-0.25127831658300004
ACH-000011,-0.0405943960266
ACH-000012,-0.12520952446
ACH-000013,-0.137679580862
ACH-000014,-0.145470845026
ACH-000015,-0.185947023892
ACH-000017,-0.155062710305
ACH-000018,-0.224490405151
ACH-000019,-0.190749191353
ACH-000021,-0.20230464638700002
ACH-000022,0.0368890449688
ACH-000025,-0.24277131104400002
ACH-000028,-0.23342335199099998
ACH-000030,-0.08424255932769999
ACH-000035,-0.240804361694
ACH-000036,-0.0743752084278
ACH-000037,-0.06709390455190001
ACH-000039,-0.104001965436
ACH-000040,-0.256546998312
ACH-000041,-0.175138467371
ACH-000042,-0.202007650614
ACH-000045,-0.186337445278
ACH-000047,-0.0803960889828
ACH-000052,0.210939721325
ACH-000053,-0.0421544434668
ACH-000054,-0.159256795211
ACH-000055,-0.171083178084
ACH-000060,-0.177707744941
ACH-000067,-0.270641615148
ACH-000070,0.016783762923700003
ACH-000075,-0.106480784375
ACH-000078,-0.167117753818
ACH-000082,-0.135118905422
ACH-000085,-0.041603941646199995
ACH-000086,-0.17440314946199997
ACH-000087,0.284722754974
ACH-000092,-0.15550181548699998
ACH-000095,-0.0877143652901
ACH-000097,-0.09968520579880001
ACH-000098,-0.175856748776
ACH-000099,-0.123480322268
ACH-000108,-0.053853955735800006
ACH-000113,-0.279650938538
ACH-000115,-0.288172841688
ACH-000116,-0.00706005287217
ACH-000118,-0.147578970784
ACH-000120,0.012622318682999999
ACH-000123,-0.27157959419100003
ACH-000127,-0.104004083759
ACH-000128,-0.191117857101
ACH-000132,-0.0135516170199
ACH-000133,-0.0773728829355
ACH-000137,-0.07899567979410001
ACH-000138,-0.068503216694
ACH-000142,-0.130853574355
ACH-000143,-0.126626813127
ACH-000146,-0.224983080724
ACH-000148,0.05488499994
ACH-000150,0.048110233239599995
ACH-000152,-0.017766871466400002
ACH-000153,0.09714504833560002
ACH-000159,-0.173359757768
ACH-000160,-0.0628891504674
ACH-000163,-0.160073773181
ACH-000167,-0.048766874877399995
ACH-000168,-0.109875144422
ACH-000169,-0.00971270222557
ACH-000178,-0.0752045312385
ACH-000182,-0.0558423932822
ACH-000183,0.0315976476597
ACH-000188,-0.0241521016033
ACH-000189,0.0040622162565
ACH-000190,-0.158667081317
ACH-000198,-0.252232936704
ACH-000204,-0.0808729838258
ACH-000206,-0.07447480186760001
ACH-000207,-0.604957494025
ACH-000211,-0.0673336939591
ACH-000215,0.0073980501390500004
ACH-000221,-0.332953291554
ACH-000222,-0.26799140239700003
ACH-000223,-0.24466841691
ACH-000226,0.0641947923621
ACH-000227,-0.033578959834099996
ACH-000228,-0.27826114081000003
ACH-000231,-0.052332659482000006
ACH-000232,-0.07355707456919999
ACH-000233,-0.0958114619767
ACH-000234,-0.0252061967953
ACH-000235,-0.124575808441
ACH-000237,-0.0166485453007
ACH-000238,-0.18473635951900003
ACH-000243,-0.137123210832
ACH-000244,0.121669696427
ACH-000246,-0.0612303649919
ACH-000248,-0.176916896037
ACH-000250,-0.198227339828
ACH-000251,0.116178514516
ACH-000253,-0.08853896791850001
ACH-000255,0.0005508271775419999
ACH-000256,0.0339738860845
ACH-000257,-0.308311209459
ACH-000258,-0.0368491349563
ACH-000259,-0.20800600895399998
ACH-000260,-0.310142568025
ACH-000261,-0.106289221015
ACH-000262,0.105520539504
ACH-000263,0.0184219482978
ACH-000264,-0.104337401549
ACH-000265,-0.284952444498
ACH-000266,-0.09100373248600001
ACH-000272,-0.385244146721
ACH-000273,-0.0983028129656
ACH-000274,0.060112198098599995
ACH-000277,0.045657924981000006
ACH-000278,0.10027763371300001
ACH-000279,-0.229917670397
ACH-000280,-0.0896597126787
ACH-000281,-0.204600218329
ACH-000288,-0.0011653449939200001
ACH-000291,-0.04256254179959999
ACH-000293,-0.11518899145400001
ACH-000294,-0.189268991245
ACH-000295,-0.269325326195
ACH-000296,-0.17905242774900001
ACH-000302,-0.10762452406300001
ACH-000304,0.028189879905500002
ACH-000307,-0.213525826957
ACH-000308,-0.0899997343209
ACH-000310,-0.224522471065
ACH-000311,-0.283234508539
ACH-000312,-0.29324954408799997
ACH-000315,-0.18235670055199998
ACH-000316,-0.250815206334
ACH-000317,-0.32020818396899997
ACH-000318,-0.10092804588300001
ACH-000319,-0.161142406782
ACH-000320,-0.44573937966399996
ACH-000322,0.24649736875
ACH-000323,-0.15547650119200002
ACH-000324,-0.035903825505300004
ACH-000329,-0.03698590825880001
ACH-000330,-0.442105518008
ACH-000331,-0.20041828334800002
ACH-000332,-0.150774766443
ACH-000334,-0.231150400618
ACH-000335,-0.0399703787519
ACH-000336,-0.0543541804596
ACH-000337,-0.186611152275
ACH-000339,-0.09713554735020001
ACH-000341,0.14401867208
ACH-000348,0.0470584306154
ACH-000350,-0.0730123387058
ACH-000352,-0.08315606567350001
ACH-000356,-0.17205935485999999
ACH-000361,-0.239697479265
ACH-000362,-0.17901176249899997
ACH-000363,-0.0671107251223
ACH-000364,-0.19668159703699997
ACH-000365,-0.154973279769
ACH-000366,-0.0852897873106
ACH-000368,0.0519692672523
ACH-000374,0.06731329358339999
ACH-000375,-0.122953587853
ACH-000376,-0.010660150549700001
ACH-000381,-0.240374863722
ACH-000383,-0.0490378247181
ACH-000387,-0.0878669329786
ACH-000389,0.00311046084691
ACH-000390,-0.389761221447
ACH-000393,-0.367960467169
ACH-000395,0.0310333663173
ACH-000397,-0.03809011315619999
ACH-000401,0.256131510261
ACH-000402,-0.142164060457
ACH-000403,-0.00375817758525
ACH-000404,-0.188750494272
ACH-000406,-0.065482310993
ACH-000407,-0.310686051974
ACH-000408,-0.20288010455699998
ACH-000410,-0.0918778657598
ACH-000411,0.0277839179505
ACH-000414,-0.234863680504
ACH-000415,-0.121461182212
ACH-000416,-0.125625499957
ACH-000420,-0.0877444369421
ACH-000421,-0.14875395832
ACH-000424,-0.30041689455
ACH-000425,-0.0812461580997
ACH-000426,-0.22128154571
ACH-000427,-0.0759764561729
ACH-000433,0.12117484387800001
ACH-000436,0.047186863997400005
ACH-000444,-0.013793552203
ACH-000445,-0.171131215603
ACH-000448,-0.150519947628
ACH-000450,-0.164522730847
ACH-000452,-0.180715738535
ACH-000454,-0.221012817167
ACH-000458,-0.042619711336599995
ACH-000459,0.400812065885
ACH-000460,-0.153968264569
ACH-000461,-0.270816994586
ACH-000463,-0.298443926049
ACH-000464,0.0832176406532
ACH-000466,-0.05745465744469999
ACH-000467,0.0140641234589
ACH-000468,-0.141221491947
ACH-000469,0.0320309697819
ACH-000470,-0.101876222332
ACH-000471,-0.156809662115
ACH-000472,-0.18741641958500002
ACH-000473,-0.0944774121528
ACH-000475,-0.0279889637325
ACH-000476,-0.022981536488000002
ACH-000477,0.0494772602721
ACH-000480,0.164570327073
ACH-000481,-0.114908519081
ACH-000483,-0.167890455237
ACH-000484,-0.031277407616300004
ACH-000485,-0.013751447808600001
ACH-000486,-0.08588418842980002
ACH-000487,-0.0453817553318
ACH-000488,-0.010973457883899999
ACH-000490,-0.061974324929800005
ACH-000491,-0.18997248225000002
ACH-000495,0.0151423687658
ACH-000496,-0.279320843217
ACH-000499,-0.145738024017
ACH-000500,-0.261688886771
ACH-000502,-0.16749843570800002
ACH-000503,-0.40502897580799996
ACH-000505,-0.0289956810109
ACH-000507,-0.174558450159
ACH-000510,-0.137217471823
ACH-000511,-0.0028656955109000004
ACH-000512,-0.212384599794
ACH-000516,-0.041236497186400004
ACH-000517,-0.0606417565474
ACH-000518,-0.127898625266
ACH-000520,-0.0675201041381
ACH-000521,-0.255343532467
ACH-000522,-0.060274168154300006
ACH-000524,-0.173251241727
ACH-000527,-0.0164167404979
ACH-000528,-0.17214466847600002
ACH-000537,0.0188120305269
ACH-000541,0.25034291110199997
ACH-000542,-0.0666508247266
ACH-000544,-0.132398464444
ACH-000545,-0.14356468997000002
