,NDE1 (54820)
ACH-000004,-0.815850148118
ACH-000007,-0.58380730352
ACH-000009,-1.0935899839799998
ACH-000011,-0.735860836403
ACH-000012,-0.326018301246
ACH-000013,-0.82488977124
ACH-000014,-0.505531241767
ACH-000015,-0.898435492809
ACH-000017,-0.921848534367
ACH-000018,-0.589644930424
ACH-000019,-0.46727456732600003
ACH-000021,-0.31052645298799997
ACH-000022,-1.00057678133
ACH-000025,-0.219700042278
ACH-000028,-0.326006399792
ACH-000030,-0.318391289585
ACH-000035,-0.414768535425
ACH-000036,-0.378512353311
ACH-000037,-0.491784021026
ACH-000039,-0.945415510524
ACH-000040,-0.818769470697
ACH-000041,-0.680447405503
ACH-000042,-1.33623064311
ACH-000045,-0.33317586608399996
ACH-000047,-0.492310274594
ACH-000052,-0.258413619116
ACH-000053,-1.05322620683
ACH-000054,-0.34189803625
ACH-000055,-0.7703304531470001
ACH-000060,-0.902173489569
ACH-000067,-0.588536257779
ACH-000070,-0.5372018145849999
ACH-000075,-0.275601405528
ACH-000078,-1.29718833154
ACH-000082,-0.424761011249
ACH-000085,-1.11603887716
ACH-000086,-0.111171365481
ACH-000087,-0.386720950879
ACH-000092,-0.192466445514
ACH-000095,-0.501565887837
ACH-000097,-0.797650457906
ACH-000098,-0.781841770993
ACH-000099,-0.815644472393
ACH-000108,-0.5391842979029999
ACH-000113,-0.395152245651
ACH-000115,-0.416907672347
ACH-000116,-0.8736507021340001
ACH-000118,-0.42511184179899997
ACH-000120,-0.7512248134289999
ACH-000123,-0.7862365887720001
ACH-000127,-0.975770270574
ACH-000128,-0.429891453462
ACH-000132,-0.155372016579
ACH-000133,-0.388366132731
ACH-000137,-0.244968052186
ACH-000138,-1.29194170088
ACH-000142,-0.839565516188
ACH-000143,-0.8620839441760001
ACH-000146,-0.870312334711
ACH-000148,-0.618419935571
ACH-000150,-0.45212024563000003
ACH-000152,-0.6033421178630001
ACH-000153,-0.956075754129
ACH-000159,-0.399322480807
ACH-000160,-0.385040028613
ACH-000163,-0.044734386983500005
ACH-000167,-0.644764937169
ACH-000168,-0.390806127447
ACH-000169,-0.861692043194
ACH-000178,-0.997365254206
ACH-000182,-1.04862849971
ACH-000183,-0.394523970641
ACH-000188,-0.7276591878829999
ACH-000189,0.238624972457
ACH-000190,-0.605473319537
ACH-000198,-0.28556547134599997
ACH-000204,-0.291553599879
ACH-000206,-0.481493042104
ACH-000207,-0.41794129631
ACH-000211,-0.279470959196
ACH-000215,-0.395750434495
ACH-000221,-1.01045511756
ACH-000222,-0.520742671142
ACH-000223,-0.44150890344899996
ACH-000226,-0.290342832156
ACH-000227,-0.859314476586
ACH-000228,-0.5849320290259999
ACH-000231,-0.630615274477
ACH-000232,-0.494306295232
ACH-000233,-0.35609682416199995
ACH-000234,-0.690361121415
ACH-000235,-0.9113033280399999
ACH-000237,-0.77175300272
ACH-000238,-0.8692018139799998
ACH-000243,-0.41803513417099997
ACH-000244,0.062096253736500004
ACH-000246,-0.297338358931
ACH-000248,-0.430711813649
ACH-000250,-1.05680926151
ACH-000251,-0.6799748596940001
ACH-000253,-0.38998173351899995
ACH-000255,-0.336093801742
ACH-000256,-0.7162460677420001
ACH-000257,-0.6251205852
ACH-000258,0.06735101055319999
ACH-000259,-0.447748553485
ACH-000260,-0.8270330415009999
ACH-000261,-0.479318864621
ACH-000262,-1.11894255281
ACH-000263,-0.8435199179699999
ACH-000264,-0.441967132798
ACH-000265,-0.592307069114
ACH-000266,-0.622440431386
ACH-000272,-0.234332571677
ACH-000273,-0.330482724513
ACH-000274,-0.7281844829430001
ACH-000277,-0.39137387310500005
ACH-000278,-0.5254360831830001
ACH-000279,-0.983105117728
ACH-000280,-1.17587357552
ACH-000281,-1.21174341137
ACH-000288,-0.5336525940779999
ACH-000291,-0.7214055234540001
ACH-000293,-0.790713879888
ACH-000294,-1.08849368958
ACH-000295,-0.436572037106
ACH-000296,-0.12337528182
ACH-000302,-0.562723468529
ACH-000304,-0.0350132981927
ACH-000307,-0.653497488134
ACH-000308,-0.35613712313100004
ACH-000310,-0.6483659088229999
ACH-000311,-0.532198548085
ACH-000312,-0.888365858309
ACH-000315,-0.438202233785
ACH-000316,-0.975111823937
ACH-000317,-0.52503442031
ACH-000318,-0.652993366108
ACH-000319,-0.551081253227
ACH-000320,-0.813193051681
ACH-000322,-0.590956462354
ACH-000323,-0.511913913111
ACH-000324,-0.751764659798
ACH-000329,-0.9217016621080001
ACH-000330,-0.843707051569
ACH-000331,-0.39995253698600003
ACH-000332,-1.04092801514
ACH-000334,-0.126520203956
ACH-000335,-0.154287678597
ACH-000336,-0.279477122892
ACH-000337,-0.359278884938
ACH-000339,-0.354686029085
ACH-000341,-0.6352190460239999
ACH-000348,-0.457088202645
ACH-000350,-1.35032768038
ACH-000352,-0.42625290088699996
ACH-000356,-0.539691177704
ACH-000361,-0.47653534278000004
ACH-000362,-0.386431801841
ACH-000363,-0.37445376464599994
ACH-000364,-1.3723587427000001
ACH-000365,-0.48366404671
ACH-000366,-0.518976679608
ACH-000368,-0.512339178326
ACH-000374,-0.736622882994
ACH-000375,-0.436127823746
ACH-000376,-0.185515242508
ACH-000381,-0.108528601458
ACH-000383,-1.0468162133399999
ACH-000387,-0.497177720417
ACH-000389,-0.757562054379
ACH-000390,-0.35590619725199996
ACH-000393,-0.81716790096
ACH-000395,-0.19861820017499998
ACH-000397,-1.12162856588
ACH-000401,-0.130736769946
ACH-000402,-0.477931142107
ACH-000403,-0.788315552783
ACH-000404,0.196802063779
ACH-000406,-0.853992117549
ACH-000407,-0.6551283170409999
ACH-000408,-0.667146055731
ACH-000410,-0.1635675041
ACH-000411,-0.312475643678
ACH-000414,-0.821132588601
ACH-000415,-0.381242625184
ACH-000416,-0.245226551232
ACH-000420,-1.03542696174
ACH-000421,-0.8408426021619999
ACH-000424,-0.586924296236
ACH-000425,-0.392241562218
ACH-000426,-0.433690994467
ACH-000427,-1.02998668436
ACH-000433,-0.541235013148
ACH-000436,-0.39735094369499996
ACH-000444,-0.763957390903
ACH-000445,-0.530379563939
ACH-000448,-0.6999631556479999
ACH-000450,-0.620698921323
ACH-000452,-0.434621223627
ACH-000454,-0.629203226304
ACH-000458,-0.727326403533
ACH-000459,-0.12403837457
ACH-000460,-0.68278312262
ACH-000461,-1.17929370737
ACH-000463,-0.616587560832
ACH-000464,-0.5347215183590001
ACH-000466,-0.8834121117929999
ACH-000467,-0.348148219198
ACH-000468,-0.607742476436
ACH-000469,-0.20669080612
ACH-000470,-1.2654504675799998
ACH-000471,-1.03881314238
ACH-000472,-0.38528831511999995
ACH-000473,-1.07445823507
ACH-000475,-0.43350290172600003
ACH-000476,-0.532011527926
ACH-000477,-0.847948716127
ACH-000480,-0.55512893442
ACH-000481,-0.507251006832
ACH-000483,-0.744439362471
ACH-000484,-0.663710056488
ACH-000485,-0.54621391977
ACH-000486,-0.6060211352830001
ACH-000487,-0.752641551279
ACH-000488,-0.333280932223
ACH-000490,-0.39592757913500004
ACH-000491,-0.6418576532600001
ACH-000495,-0.478578966332
ACH-000496,-0.9315360964380001
ACH-000499,-0.636355496822
ACH-000500,-0.908320250344
ACH-000502,-1.03808591653
ACH-000503,-0.33914738230700003
ACH-000505,-0.709534964693
ACH-000507,-0.538903232185
ACH-000510,-0.66756326672
ACH-000511,-0.292526853803
ACH-000512,-0.392683414042
ACH-000516,-0.18327760937100002
ACH-000517,-0.8043839779109999
ACH-000518,-0.8304502795450001
ACH-000520,-0.485702465221
ACH-000521,-0.46699655904299997
ACH-000522,-0.41561200814300003
ACH-000524,-0.7368930465889999
ACH-000527,-0.611024376037
ACH-000528,-0.186720330059
ACH-000537,-0.624440712113
ACH-000541,0.271653233724
ACH-000542,-0.889489531802
ACH-000544,-0.215056903393
ACH-000545,-0.591048176245
ACH-000547,-0.6482786138800001
ACH-000548,-0.343126133212
ACH-000549,-1.00777547034
ACH-000550,-1.4539247927599999
ACH-000552,-1.21402706504
ACH-000556,-0.494728766351
ACH-000557,-0.966188938062
ACH-000570,-0.374858399781
ACH-000571,-0.36790773038900004
ACH-000573,-0.161515327198
ACH-000576,-0.282012372012
ACH-000580,-0.426224007187
ACH-000584,-0.524815883946
ACH-000585,-1.0809613294299998
ACH-000588,-0.28169687211100003
ACH-000589,-0.678641207181
ACH-000591,-0.951593218168
ACH-000593,-0.899519684173
ACH-000600,-0.158118790889
ACH-000601,-0.600544888948
ACH-000604,-0.412043917765
ACH-000605,-0.419926228859
ACH-000606,-0.32415234329500003
ACH-000608,-0.473483983243
ACH-000614,0.056717663457300005
ACH-000616,-0.505602239634
ACH-000618,-0.6439137628630001
ACH-000619,-0.845965692554
ACH-000620,-0.538243839358
ACH-000621,-0.378915298685
ACH-000622,-0.535595403966
ACH-000623,-0.331076678075
ACH-000624,-0.389652878091
ACH-000627,-0.244612392738
ACH-000630,-1.12390318288
ACH-000632,-0.468407092315
ACH-000633,-0.33200130835999997
ACH-000637,-1.22299590802
ACH-000638,-0.428984742884
ACH-000646,-0.7712454271979999
ACH-000647,-0.38005006418700005
ACH-000648,-0.874114953443
ACH-000649,-0.713521467007
ACH-000651,-0.425607535479
ACH-000652,-1.3012332718100001
ACH-000653,-0.303342752171
ACH-000657,-0.600054852022
ACH-000658,-0.289060786952
ACH-000661,-0.240139169035
ACH-000662,-0.769887062649
ACH-000663,-0.232896980008
ACH-000665,-0.0767320687415
ACH-000671,-0.368235909079
ACH-000673,-0.496904503596
ACH-000676,-0.161717716997
ACH-000677,-0.444806241335
ACH-000681,-0.137219772455
ACH-000682,-0.316556805211
ACH-000683,-0.27977639973
ACH-000684,-0.7961353376960001
ACH-000688,-0.748543320573
ACH-000693,-0.29027892587
ACH-000694,-0.428396084071
ACH-000695,-0.851111877242
ACH-000696,-0.389258962544
ACH-000697,0.015049752530799999
ACH-000699,-0.414023216962
ACH-000701,-0.552499902404
ACH-000706,-0.320372126662
ACH-000711,-0.657562730641
ACH-000713,-1.1794164471600002
ACH-000714,-0.22155555382300002
ACH-000718,-0.713401293713
ACH-000720,-0.48655903950199997
ACH-000721,-1.08654977514
ACH-000724,-0.639893876443
ACH-000725,-0.520530721874
ACH-000732,-0.229129095196
ACH-000734,-0.693463940939
ACH-000735,-0.281017655953
ACH-000736,-0.6160857679
ACH-000738,-0.77360085493
ACH-000746,-0.6179346634589999
ACH-000747,-0.571260872559
ACH-000748,-0.29617746175299997
ACH-000753,-0.8924510704009999
ACH-000756,-0.502508642192
ACH-000757,-0.457602007954
ACH-000758,-0.307537922326
ACH-000760,-0.17378484031599997
ACH-000763,-0.331374796781
ACH-000764,-0.7575906537229999
ACH-000765,-0.312974260078
ACH-000766,-0.9161246267919999
ACH-000767,-1.45781896905
ACH-000768,-0.31977094377099996
ACH-000769,-0.507040223382
ACH-000770,-0.294658122423
ACH-000771,-0.702526604615
ACH-000773,-0.698700869771
ACH-000776,-0.813691633354
ACH-000777,-0.842102156679
ACH-000778,-0.282464896819
ACH-000781,-0.32640225953
ACH-000782,-0.621304115861
ACH-000783,-0.5110204325159999
ACH-000784,-0.47568615759099997
ACH-000785,-0.616175421218
ACH-000787,-0.25726307996500003
ACH-000788,-0.192534761213
ACH-000791,-0.65119195414
ACH-000792,-0.33659778059
ACH-000794,-0.264309589728
ACH-000796,-0.33748239173600003
ACH-000799,-0.466803196704
ACH-000800,-0.919315209531
ACH-000802,-1.03114158661
ACH-000804,-0.496971310105
ACH-000805,-0.5692451388
ACH-000809,-0.825205727855
ACH-000810,-0.390416688091
ACH-000811,-1.10415215134
ACH-000817,-0.6751950501809999
ACH-000819,-0.367331748779
ACH-000820,0.0265769352758
ACH-000821,-0.331879332436
ACH-000822,-0.644503899985
ACH-000823,-0.356414492739
ACH-000824,-0.12455281205999999
ACH-000827,-0.43433811485699997
ACH-000829,-0.283240584674
ACH-000831,-0.313550080992
ACH-000832,-0.341745891993
ACH-000833,-0.976937498946
ACH-000834,-0.385742229416
ACH-000835,-0.457794397756
ACH-000836,-0.6008129725720001
ACH-000837,-0.34451819785300003
ACH-000838,-0.10598701758700001
ACH-000839,-0.9795971956280001
ACH-000840,-1.1769124883600002
ACH-000841,-0.469053329706
ACH-000843,-0.244971397522
ACH-000846,-0.34925772119099996
ACH-000847,-0.532472524984
ACH-000848,-0.5337836525240001
ACH-000849,-0.543305700183
ACH-000851,-0.7910282675220001
ACH-000855,-0.239947081234
ACH-000856,-0.6434736038059999
ACH-000858,-0.39299743570100004
ACH-000859,-0.342668834976
ACH-000861,-0.620078488081
ACH-000862,-0.513022596653
ACH-000865,-0.607910885498
ACH-000866,-0.227856247155
ACH-000867,-0.516009821206
ACH-000869,-1.4709716124599999
ACH-000872,-0.664202132135
ACH-000873,-0.613881534773
ACH-000876,-0.9519771781919999
ACH-000878,-0.314037416448
ACH-000880,-0.45788279932899995
ACH-000881,-0.528091804888
ACH-000882,-0.029094123429799997
ACH-000884,-0.380694358645
ACH-000885,-0.8357034028120001
ACH-000887,-0.138208053321
ACH-000888,-0.666948225464
ACH-000889,-0.252386086728
ACH-000890,-0.307281754945
ACH-000896,-0.375477368226
ACH-000898,-0.428331844084
ACH-000900,-0.45078947024800003
ACH-000901,-0.498466967045
ACH-000905,-0.591717867718
ACH-000906,-0.35263243715899995
ACH-000907,-0.635234495708
ACH-000910,-1.15544952538
ACH-000911,-0.657776916112
ACH-000912,-1.20483693752
ACH-000913,-0.21179042179299998
ACH-000915,-0.9771238045389999
ACH-000916,-0.5579281046410001
ACH-000917,-0.851108192924
ACH-000921,-1.0059724888200001
ACH-000924,-0.700641038527
ACH-000926,-0.515417662842
ACH-000928,-0.473973544384
ACH-000929,-0.503596465157
ACH-000932,-0.705629224297
ACH-000935,-0.571769883143
ACH-000936,-0.5721498366910001
ACH-000937,-0.573413496152
ACH-000938,-0.350300971584
ACH-000939,-0.42899753546400005
ACH-000941,-0.6693175988100001
ACH-000943,-0.7508427015729999
ACH-000946,-0.297777017837
ACH-000947,-0.452814967267
ACH-000948,-0.274214813681
ACH-000950,-0.36898382503399996
ACH-000953,-0.39627869346600003
ACH-000957,-0.363918825839
ACH-000958,-0.7119858539830001
ACH-000960,-0.531933976193
ACH-000963,-0.0749819719294
ACH-000968,-0.394231277945
ACH-000969,-0.29019359588000004
ACH-000973,-0.567450892608
ACH-000974,-0.442344128803
ACH-000975,-0.498087963728
ACH-000976,-0.500574485032
ACH-000978,-0.46075904802100004
ACH-000980,-0.48985908606000006
ACH-000984,-0.639130842452
ACH-000986,-0.503270135466
ACH-000988,-0.476513960084
ACH-000993,-0.77148703177
ACH-000994,-0.342395010019
ACH-000996,-0.576496704472
ACH-001001,-0.313135952518
ACH-001020,-0.990266049213
ACH-001028,-0.35703065949600005
ACH-001031,-0.384377805892
ACH-001038,-0.36837132572400005
ACH-001048,-0.829546416674
ACH-001050,-0.9685483598929999
ACH-001053,-0.8733400727420001
ACH-001054,-1.28469776754
ACH-001061,-0.0326012710567
ACH-001067,-0.957703572658
ACH-001075,-1.48845184716
ACH-001096,-0.5266231806189999
ACH-001128,-0.753382932358
ACH-001134,-0.119183587716
ACH-001151,-0.531163980197
ACH-001163,-0.25225373575599996
ACH-001164,-0.263971588514
ACH-001173,-0.227771116528
ACH-001183,-1.0812160685799999
ACH-001184,-0.904297619199
