,ATRNL1 (26033)
ACH-000004,0.29331700204
ACH-000007,0.305101880265
ACH-000009,0.0385674062222
ACH-000011,0.231617261307
ACH-000012,0.163755794092
ACH-000013,0.21405920094500003
ACH-000014,0.393678291401
ACH-000015,0.259786545849
ACH-000017,0.40635227973399995
ACH-000018,0.30888499862
ACH-000019,0.19062921501200003
ACH-000021,0.103368773906
ACH-000022,0.290756583357
ACH-000025,0.194470752803
ACH-000028,0.147884323943
ACH-000030,0.13409143400999998
ACH-000035,0.212086193962
ACH-000036,0.271983603174
ACH-000037,0.209523510921
ACH-000039,-0.148728782291
ACH-000040,0.144085249448
ACH-000041,0.18324781935400003
ACH-000042,0.047247006955599996
ACH-000045,0.39471239400700003
ACH-000047,0.225653345569
ACH-000052,0.273970152402
ACH-000053,0.154074715498
ACH-000054,0.193549259371
ACH-000055,0.0337559004348
ACH-000060,0.0970326136662
ACH-000067,0.0797979039358
ACH-000070,0.39082305589599997
ACH-000075,0.44355701973899997
ACH-000078,-0.0148972808179
ACH-000082,0.128058627411
ACH-000085,0.187737059723
ACH-000086,0.17474364855900001
ACH-000087,0.453133457823
ACH-000092,0.21198338123500002
ACH-000095,0.20018608269299998
ACH-000097,0.22600751077700001
ACH-000098,0.253013195884
ACH-000099,0.261557477695
ACH-000108,0.27154180530099997
ACH-000113,0.41034622718900005
ACH-000115,0.16964841128199998
ACH-000116,0.302927545789
ACH-000118,0.216184635982
ACH-000120,0.368934539363
ACH-000123,0.167366483662
ACH-000127,0.285167899681
ACH-000128,0.058622513284800004
ACH-000132,0.24745923084399998
ACH-000133,0.0771683667659
ACH-000137,0.385452173254
ACH-000138,0.238469843292
ACH-000142,0.30870975962499997
ACH-000143,0.256520450609
ACH-000146,0.222380173236
ACH-000148,0.17117457523899998
ACH-000150,0.406133098781
ACH-000152,0.205033288105
ACH-000153,0.09185433366250001
ACH-000159,0.148904955387
ACH-000160,-0.018640501852200002
ACH-000163,0.227886238691
ACH-000167,-0.0191515690386
ACH-000168,0.241010995786
ACH-000169,0.019555061532299998
ACH-000178,0.224817849325
ACH-000182,0.20343721993500002
ACH-000183,0.246356429238
ACH-000188,0.266491569016
ACH-000189,-0.031066264443799996
ACH-000190,0.40957193029
ACH-000198,0.20249417168499997
ACH-000204,0.348109990871
ACH-000206,0.33944048915200004
ACH-000207,0.23656196136399998
ACH-000211,0.226026729089
ACH-000215,0.251051864819
ACH-000221,0.20076745855500003
ACH-000222,0.14633439474999999
ACH-000223,0.26684521243799997
ACH-000226,0.145079056739
ACH-000227,0.139612009983
ACH-000228,0.19457490839699998
ACH-000231,0.20703466105300003
ACH-000232,0.281585056196
ACH-000233,0.218656926069
ACH-000234,0.23447612129700002
ACH-000235,0.19702949199900002
ACH-000237,0.159715336513
ACH-000238,0.24122100787200002
ACH-000243,0.07227123911889999
ACH-000244,0.286865249109
ACH-000246,0.17258646317600002
ACH-000248,0.273260463749
ACH-000250,0.281048284128
ACH-000251,0.304913484327
ACH-000253,0.208027653665
ACH-000255,0.243815133004
ACH-000256,0.304895175791
ACH-000257,0.248161702957
ACH-000258,0.108708893065
ACH-000259,0.253212877229
ACH-000260,0.131148270954
ACH-000261,0.22860359459899998
ACH-000262,0.256819195076
ACH-000263,0.301929815959
ACH-000264,0.271068199531
ACH-000265,0.149723606926
ACH-000266,0.180601559387
ACH-000272,0.11286460899700002
ACH-000273,0.264916407057
ACH-000274,0.169857123186
ACH-000277,0.073007247713
ACH-000278,0.111126784225
ACH-000279,0.018217964844099998
ACH-000280,0.0819631023555
ACH-000281,0.21384217742800002
ACH-000288,0.0983230285867
ACH-000291,0.223450069251
ACH-000293,0.075216321795
ACH-000294,0.0573885001316
ACH-000295,0.22501109261399999
ACH-000296,0.242408424604
ACH-000302,0.20303511395999999
ACH-000304,0.278719617108
ACH-000307,0.144096534699
ACH-000308,0.296450146232
ACH-000310,0.15702019659900002
ACH-000311,0.164697317013
ACH-000312,0.240329237078
ACH-000315,0.395417301062
ACH-000316,0.0626875189065
ACH-000317,0.0443493078539
ACH-000318,0.2393880545
ACH-000319,0.36045159270800003
ACH-000320,0.0811066214505
ACH-000322,0.088128568071
ACH-000323,0.283334635329
ACH-000324,0.18006423044
ACH-000329,0.224781403404
ACH-000330,0.1331441542
ACH-000331,0.0497483026315
ACH-000332,0.146067580704
ACH-000334,0.184644929906
ACH-000335,0.23751671681400002
ACH-000336,0.108975747489
ACH-000337,0.110355894274
ACH-000339,0.220999390165
ACH-000341,0.199116846939
ACH-000348,0.11742495785
ACH-000350,0.290974548939
ACH-000352,0.330211427742
ACH-000356,0.16586658986199998
ACH-000361,0.318686887993
ACH-000362,0.205844276646
ACH-000363,0.18760923189800002
ACH-000364,0.187412633803
ACH-000365,0.23080113906999997
ACH-000366,0.19298538348900002
ACH-000368,0.155199528618
ACH-000374,0.19696726918
ACH-000375,0.1548573527
ACH-000376,0.26489455121800004
ACH-000381,0.20340202863200002
ACH-000383,0.158394656402
ACH-000387,0.09775381844869999
ACH-000389,0.271858236442
ACH-000390,0.149368630761
ACH-000393,0.254868631569
ACH-000395,-0.16255658386299998
ACH-000397,0.214720994516
ACH-000401,0.09780704466870001
ACH-000402,0.35250020228100004
ACH-000403,0.174006828452
ACH-000404,0.145633717358
ACH-000406,0.210178180505
ACH-000407,0.220990973405
ACH-000408,0.32818607835999997
ACH-000410,0.273922395597
ACH-000411,0.0512334386434
ACH-000414,0.17730188679
ACH-000415,0.301500885404
ACH-000416,0.23192338288800002
ACH-000420,0.334328286993
ACH-000421,0.24854350850499998
ACH-000424,0.11843575728700001
ACH-000425,0.25592770873000004
ACH-000426,0.302495672993
ACH-000427,0.277590116965
ACH-000433,0.0406427619457
