,CDKN1A (1026)
ACH-000004,-0.054574542584800004
ACH-000007,0.320604779609
ACH-000009,0.06401121966019999
ACH-000011,0.516927315016
ACH-000012,0.020760875965099998
ACH-000013,-0.039162272178500004
ACH-000014,0.7553596847759999
ACH-000015,0.23211438070700002
ACH-000017,-0.0677827015667
ACH-000018,0.12078382149599999
ACH-000019,0.473899898625
ACH-000021,0.143270235869
ACH-000022,0.213843222908
ACH-000025,0.16068583903300002
ACH-000028,0.509125055926
ACH-000030,0.10257749865
ACH-000035,0.247959453425
ACH-000036,0.613325884246
ACH-000037,0.144523445974
ACH-000039,-0.015110030013999999
ACH-000040,0.475495449705
ACH-000041,0.153361416103
ACH-000042,0.192368349231
ACH-000045,0.14959935125600002
ACH-000047,0.0341142447754
ACH-000052,-0.0815615695438
ACH-000053,0.262014971652
ACH-000054,0.461715325996
ACH-000055,0.127740483919
ACH-000060,0.10502981923699999
ACH-000067,0.17387010217
ACH-000070,0.429892381715
ACH-000075,0.668914685786
ACH-000078,-0.11054640138
ACH-000082,0.173111382013
ACH-000085,0.10657904561899999
ACH-000086,0.173892955563
ACH-000087,0.111159448858
ACH-000092,0.141068416094
ACH-000095,0.0223988595714
ACH-000097,0.428714475458
ACH-000098,0.38938213927000004
ACH-000099,0.25089952840199997
ACH-000108,0.1135431182
ACH-000113,-0.00737163756027
ACH-000115,-0.0681831167263
ACH-000116,0.0479177092455
ACH-000118,0.175668187403
ACH-000120,0.091654471218
ACH-000123,0.538552562821
ACH-000127,0.0751905749792
ACH-000128,0.12544032480999998
ACH-000132,0.158953553879
ACH-000133,0.260829068186
ACH-000137,0.36627725139899997
ACH-000138,0.0678673918595
ACH-000142,0.404365173076
ACH-000143,-0.07223463334119999
ACH-000146,0.213552485117
ACH-000148,0.36278897987
ACH-000150,0.283206508851
ACH-000152,0.249250566269
ACH-000153,0.9007766815520001
ACH-000159,0.42885686093500003
ACH-000160,0.107666002873
ACH-000163,0.141315954518
ACH-000167,-0.0778498260833
ACH-000168,0.15304400886800001
ACH-000169,0.118905320906
ACH-000178,0.120274751485
ACH-000182,0.22504818307500002
ACH-000183,0.03606792433330001
ACH-000188,0.115249004352
ACH-000189,0.49441385771799995
ACH-000190,-0.330934156099
ACH-000198,0.00803757240148
ACH-000204,-0.211075505938
ACH-000206,0.0289678575905
ACH-000207,0.0106191754883
ACH-000211,0.43209479830499997
ACH-000215,0.467506687637
ACH-000221,-0.234235729301
ACH-000222,0.213755108296
ACH-000223,0.191760421152
ACH-000226,0.282997053244
ACH-000227,0.00953544904933
ACH-000228,0.08043400027219999
ACH-000231,0.196244098534
ACH-000232,0.247644507304
ACH-000233,0.600445619348
ACH-000234,1.26987445153
ACH-000235,0.146736747147
ACH-000237,0.162881089506
ACH-000238,0.14229739522399998
ACH-000243,0.132470901688
ACH-000244,2.74049719361
ACH-000246,0.788355860661
ACH-000248,0.148256934352
ACH-000250,0.040210840828400006
ACH-000251,0.145390994244
ACH-000253,0.0616993753577
ACH-000255,0.28731983429
ACH-000256,0.00979873654158
ACH-000257,0.159227761662
ACH-000258,-0.115962728838
ACH-000259,0.172748779195
ACH-000260,0.0722817469778
ACH-000261,0.136188438333
ACH-000262,1.10188421075
ACH-000263,0.189144857434
ACH-000264,0.157693462911
ACH-000265,0.132652654042
ACH-000266,0.329719979769
ACH-000272,0.133310067518
ACH-000273,0.401077328595
ACH-000274,0.701305918196
ACH-000277,0.246674670108
ACH-000278,0.08115758280720001
ACH-000279,0.052096388083300006
ACH-000280,0.545400440709
ACH-000281,0.0451901957504
ACH-000288,0.158189061563
ACH-000291,0.136295502229
ACH-000293,-0.113718444479
ACH-000294,0.201709077665
ACH-000295,-0.0575563816842
ACH-000296,0.25922530386500003
ACH-000302,0.143259707577
ACH-000304,1.1213309114399999
ACH-000307,0.0906702695404
ACH-000308,0.175871115357
ACH-000310,-0.0182406674811
ACH-000311,1.3623597196200001
ACH-000312,0.038137018701999995
ACH-000315,-0.277779527619
ACH-000316,0.185616639944
ACH-000317,0.17774743495499998
ACH-000318,0.20185546370299998
ACH-000319,0.20248069482
ACH-000320,0.37686639531800004
ACH-000322,0.262446033369
ACH-000323,0.275434917533
ACH-000324,0.422827978275
ACH-000329,0.36370056234
ACH-000330,-0.249479424152
ACH-000331,0.18963995527199998
ACH-000332,0.09884595481769999
ACH-000334,0.140478031507
ACH-000335,0.293900605027
ACH-000336,0.08512639669989999
ACH-000337,0.164925257726
ACH-000339,0.0925628189363
ACH-000341,0.20944103802900002
ACH-000348,0.283826232677
ACH-000350,0.440149857435
ACH-000352,0.0345897743248
ACH-000356,0.116369433627
ACH-000361,1.13558535416
ACH-000362,0.324909820957
ACH-000363,0.260309657007
ACH-000364,-0.024345110650999997
ACH-000365,0.0274659052717
ACH-000366,-0.005679138551439999
ACH-000368,0.07388879942860001
ACH-000374,-0.205076699861
ACH-000375,0.639752086626
ACH-000376,0.237457024524
ACH-000381,0.125167003399
ACH-000383,0.295419698605
ACH-000387,0.14654504598200002
ACH-000389,0.7762980384639999
ACH-000390,0.24638887325800002
ACH-000393,0.029102269466699998
ACH-000395,0.18741437964299998
ACH-000397,0.0673088156695
ACH-000401,0.37874963831
ACH-000402,-0.28979642859
ACH-000403,0.135990963893
ACH-000404,0.829804636812
ACH-000406,0.19523489671100003
ACH-000407,0.152316301806
ACH-000408,0.20632436603300003
ACH-000410,0.197474977956
ACH-000411,0.536519210326
ACH-000414,0.7173315692059999
ACH-000415,0.013161540832200001
ACH-000416,0.226978495275
ACH-000420,0.149881051376
ACH-000421,0.215431098134
ACH-000424,0.0771576009052
ACH-000425,1.4586328253299998
ACH-000426,-0.13703238711899998
ACH-000427,-0.118206798769
ACH-000433,0.26590081594799997
ACH-000436,0.39596698501999994
ACH-000444,-0.0107402737809
ACH-000445,0.11783580486999999
ACH-000448,0.679835298169
ACH-000450,0.7683392679950001
ACH-000452,0.08001988227699999
ACH-000454,-0.0946713309664
ACH-000458,0.0743962516084
ACH-000459,-0.250134126631
ACH-000460,0.08134125626739999
ACH-000461,0.10034391797900001
ACH-000463,0.48480971421700003
ACH-000464,0.285944293752
ACH-000466,-0.21778407469500002
ACH-000467,0.12383871668400001
ACH-000468,0.154435147528
ACH-000469,0.30408057134
