,GM2A (2760)
ACH-000004,-0.025427999164299997
ACH-000007,0.184993557622
ACH-000009,0.0811552591898
ACH-000011,0.016708495955
ACH-000012,0.00662695144876
ACH-000013,0.0511616164188
ACH-000014,-0.06267232859869999
ACH-000015,-0.023875358038499998
ACH-000017,-0.021694861373900004
ACH-000018,-0.36430686099699994
ACH-000019,-0.15525665373400002
ACH-000021,0.149650409543
ACH-000022,0.0490086883543
ACH-000025,0.00301705120576
ACH-000028,0.18097825573399998
ACH-000030,0.102357125035
ACH-000035,0.0594268214019
ACH-000036,-0.0330366985046
ACH-000037,0.0414501919036
ACH-000039,-0.0420057265615
ACH-000040,0.2703434202
ACH-000041,-0.17316974995
ACH-000042,0.192096491231
ACH-000045,-0.061890066426099996
ACH-000047,0.0619579154688
ACH-000052,-0.0779238838492
ACH-000053,-0.018163938472799998
ACH-000054,0.0575289458067
ACH-000055,-0.00484751337327
ACH-000060,-0.10500473092599999
ACH-000067,0.221619363805
ACH-000070,-0.139275829619
ACH-000075,0.0357368216491
ACH-000078,-0.10042955815099999
ACH-000082,0.0348887957566
ACH-000085,0.022421193669500003
ACH-000086,-0.17365489617
ACH-000087,0.145887475799
ACH-000092,0.201872832653
ACH-000095,0.0634770682051
ACH-000097,0.0887078000516
ACH-000098,-0.118056522259
ACH-000099,-0.05654547037
ACH-000108,0.182861954896
ACH-000113,0.0277548000416
ACH-000115,0.076082224348
ACH-000116,0.00462650038449
ACH-000118,0.18009661176199998
ACH-000120,0.0922205082749
ACH-000123,0.0733111853056
ACH-000127,0.07867672923880001
ACH-000128,-0.0760705679004
ACH-000132,-0.054915061280199996
ACH-000133,0.060556871294300006
ACH-000137,0.1916610698
ACH-000138,0.048968912524
ACH-000142,-0.0217305566193
ACH-000143,-0.139866768279
ACH-000146,0.142552481936
ACH-000148,0.00238789657559
ACH-000150,-0.164360257848
ACH-000152,-0.110683199121
ACH-000153,0.188098097481
ACH-000159,-0.035806631037800005
ACH-000160,0.054711773804000004
ACH-000163,-0.17194476692000002
ACH-000167,0.0920651434296
ACH-000168,0.059165050339400005
ACH-000169,0.127522827445
ACH-000178,0.07922853681030001
ACH-000182,-0.0661457743862
ACH-000183,0.128453752513
ACH-000188,0.00752460388038
ACH-000189,0.176311225938
ACH-000190,0.258516671547
ACH-000198,0.10159231803200001
ACH-000204,0.0253490030455
ACH-000206,0.00178701733455
ACH-000207,0.171874694058
ACH-000211,0.113372026291
ACH-000215,0.0672000424784
ACH-000221,-0.0116714050556
ACH-000222,0.14584874166099998
ACH-000223,-0.0104557053527
ACH-000226,0.145428044668
ACH-000227,-0.22785403646
ACH-000228,0.156702825854
ACH-000231,0.08857208692560001
ACH-000232,-0.050617159269000005
ACH-000233,-0.00193788020303
ACH-000234,-0.08262561852780001
ACH-000235,0.055318215029899996
ACH-000237,0.041240084695800004
ACH-000238,-0.020557543780200003
ACH-000243,0.15430122739399998
ACH-000244,0.020565729123099997
ACH-000246,0.0657522045571
ACH-000248,-0.10594769692500002
ACH-000250,-0.0400571800019
ACH-000251,0.22387256677499998
ACH-000253,0.151478999708
ACH-000255,-0.051928195605800004
ACH-000256,-0.11863364697
ACH-000257,0.006235859730100001
ACH-000258,0.43763140830499997
ACH-000259,0.0924589272937
