,ITGB2 (3689)
ACH-000004,-0.103803760435
ACH-000007,0.16650923450400001
ACH-000009,0.11870172021400001
ACH-000011,0.08755623412260001
ACH-000012,0.146145316452
ACH-000013,0.0581795293824
ACH-000014,0.150820008434
ACH-000015,0.095741592047
ACH-000017,0.0313344878678
ACH-000018,0.0655218837485
ACH-000019,-0.115155047696
ACH-000021,0.102648701362
ACH-000022,-0.124900435519
ACH-000025,0.122441621426
ACH-000028,0.0380575696353
ACH-000030,0.058782138495399996
ACH-000035,0.0644734329346
ACH-000036,-0.0771473914722
ACH-000037,-0.16323168046800002
ACH-000039,0.10364362465600001
ACH-000040,-0.0210913671613
ACH-000041,-0.07153991000360001
ACH-000042,0.046406330083800004
ACH-000045,-0.0745721974475
ACH-000047,-0.036502297615099995
ACH-000052,-0.0591210770698
ACH-000053,0.057963847426000005
ACH-000054,0.0726893432064
ACH-000055,0.142710356514
ACH-000060,0.06569155352919999
ACH-000067,0.16843597913
ACH-000070,0.13682689487
ACH-000075,0.175380997326
ACH-000078,-0.24885860713799998
ACH-000082,-0.0407370420706
ACH-000085,0.183894209042
ACH-000086,0.06948176577710001
ACH-000087,-0.06493042090699999
ACH-000092,0.0418583870886
ACH-000095,0.0538561197568
ACH-000097,0.0295396901352
ACH-000098,0.0413090799202
ACH-000099,0.0973878444926
ACH-000108,-0.131406161845
ACH-000113,-0.0785395556153
ACH-000115,-0.0668022183289
ACH-000116,-0.112649324743
ACH-000118,0.19387283562399998
ACH-000120,-0.134662332673
ACH-000123,0.10544082979000001
ACH-000127,-0.054795126665400005
ACH-000128,-0.18154648328499998
ACH-000132,-0.0672584230827
ACH-000133,0.118512752152
ACH-000137,0.12991105407
ACH-000138,0.260049104628
ACH-000142,0.0307178433171
ACH-000143,0.0424602193609
ACH-000146,-0.0906282588604
ACH-000148,0.0569655678943
ACH-000150,-0.133897804589
ACH-000152,0.0015479857818499999
ACH-000153,-0.25828787784400004
ACH-000159,-0.0980131646695
ACH-000160,0.060807332128400005
ACH-000163,0.049506175792899995
ACH-000167,0.11467486918299999
ACH-000168,0.000913424401377
ACH-000169,0.00899927307636
ACH-000178,-0.121964257121
ACH-000182,-0.0156756168724
ACH-000183,0.137148004109
ACH-000188,0.300148562738
ACH-000189,0.0747134747742
ACH-000190,0.254759863094
ACH-000198,-0.0845211555884
ACH-000204,0.0285725791355
ACH-000206,0.231047803886
ACH-000207,-0.00144763801382
ACH-000211,0.0864461423112
ACH-000215,0.004650989827390001
ACH-000221,0.022441648214500003
ACH-000222,0.232495395194
ACH-000223,0.0368073000212
ACH-000226,0.172327217625
ACH-000227,-0.131558688093
ACH-000228,0.11472417043500001
ACH-000231,-0.0505641234234
ACH-000232,0.0784720315589
ACH-000233,-0.0456713696074
ACH-000234,-0.136483422019
ACH-000235,0.09265499516619999
ACH-000237,0.105301154025
ACH-000238,-0.056943882525
ACH-000243,0.103633813191
ACH-000244,0.26169704166900004
ACH-000246,0.0570927402757
ACH-000248,-0.0324788527018
ACH-000250,-0.0809588309032
ACH-000251,0.0710579528761
ACH-000253,0.014037925287699999
ACH-000255,0.133331645585
ACH-000256,0.0426917873367
ACH-000257,0.00435884138896
ACH-000258,-0.0114465360601
ACH-000259,0.00832729799336
ACH-000260,0.10016842388
ACH-000261,0.09265382126710002
ACH-000262,-0.08910994223369999
ACH-000263,0.148754914801
ACH-000264,-0.0749192559626
ACH-000265,0.11363891059299999
ACH-000266,0.0185305608542
ACH-000272,0.00340802697078
ACH-000273,-0.044999147772
ACH-000274,0.07974939293760001
ACH-000277,0.193472619707
ACH-000278,0.14154478197200002
ACH-000279,-0.036085210805000004
