,DBT (1629)
ACH-000004,-0.0780292829137
ACH-000007,-0.24636802130600002
ACH-000009,-0.159032133636
ACH-000011,-0.214585250955
ACH-000012,-0.191806482841
ACH-000013,-0.0638953115413
ACH-000014,-0.013302881333500001
ACH-000015,-0.148847868302
ACH-000017,-0.15185693607
ACH-000018,-0.175282344357
ACH-000019,-0.249788396172
ACH-000021,-0.105826026938
ACH-000022,-0.13844834838
ACH-000025,-0.29044557832400003
ACH-000028,-0.166156115579
ACH-000030,-0.186468204017
ACH-000035,-0.206422594215
ACH-000036,-0.37193325229199997
ACH-000037,0.00552063726363
ACH-000039,-0.006737474143350001
ACH-000040,-0.039884435823400004
ACH-000041,-0.25980049964699997
ACH-000042,-0.09213387601129999
ACH-000045,-0.372033123539
ACH-000047,-0.0275295237247
ACH-000052,-0.215730678712
ACH-000053,-0.11000610509299999
ACH-000054,-0.254258157445
ACH-000055,-0.39133229824
ACH-000060,-0.23867854396899998
ACH-000067,-0.23999733362700001
ACH-000070,-0.279790417181
ACH-000075,-0.453022967007
ACH-000078,-0.229506399444
ACH-000082,-0.162716818708
ACH-000085,-0.199998391547
ACH-000086,-0.277701323915
ACH-000087,-0.117729740451
ACH-000092,-0.25360502772
ACH-000095,-0.138997096876
ACH-000097,-0.121376502144
ACH-000098,-0.175615646251
ACH-000099,-0.23594934709899998
ACH-000108,-0.11131994562400001
ACH-000113,-0.30449352321400003
ACH-000115,-0.054619659645600005
ACH-000116,-0.139512012955
ACH-000118,-0.12615489216700002
ACH-000120,0.0205678056375
ACH-000123,-0.108661200402
ACH-000127,-0.20181731246399998
ACH-000128,-0.18095191119600001
ACH-000132,-0.10397051214700001
ACH-000133,-0.311601561505
ACH-000137,-0.20598594298099998
ACH-000138,-0.0444253570899
ACH-000142,-0.24871043660199998
ACH-000143,-0.08645214981
ACH-000146,-0.138736940329
ACH-000148,-0.0894181622332
ACH-000150,-0.0332187931761
ACH-000152,-0.309068987882
ACH-000153,0.0229194519821
ACH-000159,-0.176655012208
ACH-000160,-0.0377322932637
ACH-000163,-0.07459587887869999
ACH-000167,-0.40969154299800004
ACH-000168,-0.13567944006899998
ACH-000169,-0.115164063719
ACH-000178,0.0227027913546
ACH-000182,-0.0903161237609
ACH-000183,-0.18703060861200002
ACH-000188,-0.20686356268300002
ACH-000189,-0.207374993143
ACH-000190,-0.196264904157
ACH-000198,-0.285706618349
ACH-000204,-0.32975457923
ACH-000206,-0.21943569422200002
ACH-000207,-0.221320173009
ACH-000211,-0.191988905702
ACH-000215,-0.147138363658
ACH-000221,-0.259520573549
ACH-000222,-0.066588961376
ACH-000223,-0.335810109297
ACH-000226,-0.17314490014800002
ACH-000227,-0.21123638989100002
ACH-000228,-0.178532965841
ACH-000231,-0.18503592302400002
ACH-000232,-0.10342280833900001
ACH-000233,-0.0593905323541
ACH-000234,-0.0198406660072
ACH-000235,-0.119479586869
ACH-000237,-0.14415131589500002
ACH-000238,-0.140839551466
ACH-000243,-0.09298214417850001
ACH-000244,-0.17216143279100002
ACH-000246,-0.20682205720600003
ACH-000248,-0.128608059854
ACH-000250,-0.24977070258900003
ACH-000251,-0.289454095523
ACH-000253,-0.0231813756002
ACH-000255,-0.17030234104400002
ACH-000256,-0.0659999338165
ACH-000257,-0.335990054805
ACH-000258,0.018012656978
ACH-000259,-0.0928474043612
ACH-000260,-0.166590835608
ACH-000261,-0.258684728752
ACH-000262,-0.208747882747
ACH-000263,-0.053754628605899996
ACH-000264,-0.247868710913
ACH-000265,-0.146279348903
ACH-000266,-0.108910153353
ACH-000272,-0.257691577389
ACH-000273,-0.123896822348
ACH-000274,-0.15987993703700001
ACH-000277,-0.48168757440399995
ACH-000278,-0.135138740551
ACH-000279,-0.12490895144200001
ACH-000280,0.0300702868194
ACH-000281,0.0370260097598
ACH-000288,-0.13193743724999998
ACH-000291,-0.262063569317
ACH-000293,-0.19621935032499999
ACH-000294,-0.171100959295
ACH-000295,0.0460116524461
ACH-000296,-0.39662998761600005
ACH-000302,-0.18085126204
ACH-000304,-0.363329435699
ACH-000307,-0.0209784245299
ACH-000308,-0.24834341834600002
ACH-000310,-0.09839500064079999
ACH-000311,-0.0532665828836
ACH-000312,-0.13870639636499998
ACH-000315,-0.100497580514
ACH-000316,-0.143744810264
ACH-000317,-0.162980661862
ACH-000318,-0.261710273344
ACH-000319,-0.0484309439461
ACH-000320,-0.162706106348
ACH-000322,-0.224070709063
ACH-000323,-0.402315167299
ACH-000324,-0.0956280409377
