,CLMP (79827)
ACH-000004,0.104124550853
ACH-000007,0.14780994479100001
ACH-000009,-0.026016468661000002
ACH-000011,-0.17973413556499998
ACH-000012,0.08404899817669999
ACH-000013,-0.042073158954999995
ACH-000014,-0.314521569093
ACH-000015,-0.112504809755
ACH-000017,-0.0553340955334
ACH-000018,-0.476954472686
ACH-000019,-0.000311338898671
ACH-000021,-0.028267871981900002
ACH-000022,0.0924504370914
ACH-000025,-0.0313082034917
ACH-000028,-0.113067497107
ACH-000030,0.0657928930628
ACH-000035,-0.15267549111099998
ACH-000036,-0.259174209486
ACH-000037,0.005356694455959999
ACH-000039,-0.03553472022319999
ACH-000040,-0.0964478536757
ACH-000041,-0.215086795108
ACH-000042,-0.0286747598697
ACH-000045,-0.09767818231599999
ACH-000047,0.0801204886914
ACH-000052,-0.524572687151
ACH-000053,0.0204800367037
ACH-000054,-0.170436597131
ACH-000055,0.15475126070999998
ACH-000060,-0.050853994118099995
ACH-000067,-0.10444080511399999
ACH-000070,-0.034744655581600004
ACH-000075,-0.207830906532
ACH-000078,-0.310099888965
ACH-000082,0.102430756993
ACH-000085,-0.217337444395
ACH-000086,-0.04090117016019999
ACH-000087,-0.248123323655
ACH-000092,0.044171637819099996
ACH-000095,-0.0392919254224
ACH-000097,-0.0974605152665
ACH-000098,0.12622082820900002
ACH-000099,-0.0261579985725
ACH-000108,0.0038219885086999998
ACH-000113,0.0222781750314
ACH-000115,-0.00130613812225
ACH-000116,0.0280712980332
ACH-000118,-0.0814725744898
ACH-000120,-0.051954317885199996
ACH-000123,-0.026253405855000002
ACH-000127,-0.0336278094779
ACH-000128,0.041632272706
ACH-000132,-0.0160287594078
ACH-000133,0.10796229942600001
ACH-000137,0.00383687103603
ACH-000138,-0.112814197106
ACH-000142,-0.012824880781199999
ACH-000143,0.07341507513760001
ACH-000146,-0.112533507573
ACH-000148,-0.10785484009299999
ACH-000150,0.00716954234296
ACH-000152,0.0949466824508
ACH-000153,-0.110512659996
ACH-000159,-0.0540211561239
ACH-000160,0.00297938164179
ACH-000163,0.19953112145799998
ACH-000167,-0.10118085485200001
ACH-000168,-0.27692580518000004
ACH-000169,0.39174852638
ACH-000178,-0.166326797445
ACH-000182,0.0742853757517
ACH-000183,-0.0364449291826
ACH-000188,-0.146596633327
ACH-000189,0.2930371446
ACH-000190,-0.31574264973
ACH-000198,0.0372713730766
ACH-000204,0.061363467530100003
ACH-000206,0.06875224635680001
ACH-000207,0.268819847299
ACH-000211,0.023804569055499998
ACH-000215,-0.160462796788
ACH-000221,0.205219897851
ACH-000222,-0.028772520185700003
ACH-000223,0.08814753393380001
ACH-000226,-0.164283133925
ACH-000227,-0.115261212997
ACH-000228,-0.0103279191645
ACH-000231,-0.10996286661699999
ACH-000232,0.0243884880458
ACH-000233,-0.0846673956009
ACH-000234,-0.21747272629500003
ACH-000235,-0.00872656869144
ACH-000237,-0.32154317224
ACH-000238,0.07040802854139999
ACH-000243,-0.028511914261300002
ACH-000244,-0.034519770929
ACH-000246,-0.04950384321219999
ACH-000248,0.00024547561438199996
ACH-000250,-0.0675804338374
ACH-000251,0.204531927249
ACH-000253,0.044469097978
ACH-000255,-0.220462325792
ACH-000256,0.048759803192999995
ACH-000257,-0.08576221743560002
ACH-000258,0.007116688801109999
ACH-000259,-0.076009089497
ACH-000260,-0.0493320805205
ACH-000261,-0.128143122829
ACH-000262,-0.142928234071
ACH-000263,-0.100904983575
ACH-000264,-0.0357351994521
ACH-000265,0.13855505818299998
ACH-000266,-0.0846494910021
ACH-000272,-0.0775376028887
ACH-000273,-0.232539783489
ACH-000274,-0.114493350417
ACH-000277,-0.130035747889
ACH-000278,0.047120118828999996
ACH-000279,-0.27028463372699996
ACH-000280,-0.148411712054
ACH-000281,-0.054719176329500005
ACH-000288,-0.023584101719499997
ACH-000291,0.0230141807107
ACH-000293,-0.152156912955
ACH-000294,-0.019973724178799997
ACH-000295,0.0921830555271
ACH-000296,0.037101142886
ACH-000302,0.0083935720648
ACH-000304,-0.21368542515500002
ACH-000307,0.031407884256700005
ACH-000308,-0.061421288326199995
ACH-000310,-0.26360893003400004
ACH-000311,-0.0726313480846
ACH-000312,-0.35799227786399995
ACH-000315,-0.180592949221
ACH-000316,-0.21832884261500002
ACH-000317,-0.0483349707754
ACH-000318,0.0579486529471
ACH-000319,-0.120477007171
ACH-000320,-0.293686981979
ACH-000322,-0.107844540131
ACH-000323,-0.031191465866400002
ACH-000324,-0.0806102328565
ACH-000329,-0.279489301057
ACH-000330,0.0346018459459
ACH-000331,-0.011409115764399999
ACH-000332,-0.08677004084439999
ACH-000334,0.11851323398800001
ACH-000335,-0.0957366212526
ACH-000336,0.0626998236967
ACH-000337,-0.023338082393799996
ACH-000339,-0.113124894183
ACH-000341,-0.197937768117
ACH-000348,-0.0377707656611
ACH-000350,0.193753341722
ACH-000352,0.0771898439295
ACH-000356,0.0049236378735
ACH-000361,-0.190430471872
ACH-000362,-0.0159670880219
ACH-000363,0.043540530901499994
ACH-000364,-0.0417798489946
ACH-000365,0.00635928966441
ACH-000366,-0.026864992258700003
ACH-000368,0.151039691542
ACH-000374,-0.412046805838
ACH-000375,-0.152301755993
ACH-000376,-0.350511014952
ACH-000381,-0.00904056102317
ACH-000383,-0.10469179137199999
ACH-000387,0.0489277430066
ACH-000389,-0.0686305287192
ACH-000390,-0.1074522525
ACH-000393,-0.0613549965016
ACH-000395,-0.0292467801488
ACH-000397,-0.0496325338214
ACH-000401,-0.0656074473302
ACH-000402,-0.11336130623
ACH-000403,-0.0915584483944
ACH-000404,-0.24898945438900003
ACH-000406,-0.024926900009400003
ACH-000407,-0.135953365609
ACH-000408,0.0479407672827
ACH-000410,-0.183893910101
ACH-000411,-0.202533837208
ACH-000414,-0.074864783735
ACH-000415,-0.0127317792459
ACH-000416,-0.07426020545130001
ACH-000420,-0.17118337077399998
ACH-000421,-0.0856075647532
ACH-000424,-0.316858543776
ACH-000425,-0.0891406155556
ACH-000426,0.154956366918
ACH-000427,0.0374026221487
ACH-000433,-0.430775762608
ACH-000436,0.00212561117261
ACH-000444,-0.075350703455
ACH-000445,-0.31913192171599997
ACH-000448,-0.25277046318199997
ACH-000450,-0.105211975631
ACH-000452,-0.0909901762853
ACH-000454,0.00713935518377
ACH-000458,-0.0165686429477
ACH-000459,-0.00332437873684
ACH-000460,-0.09639632617100001
ACH-000461,-0.11253897907299999
ACH-000463,-0.0338195618922
ACH-000464,-0.0208940995255
ACH-000466,0.09764272403470001
ACH-000467,9.82368301255e-05
ACH-000468,0.00639920661783
ACH-000469,0.129032890988
ACH-000470,-0.158075843087
ACH-000471,0.00622870938176
ACH-000472,-0.09199245784219999
ACH-000473,-0.11995787878799999
ACH-000475,-0.0175422892571
ACH-000476,0.022845051033400003
ACH-000477,0.209174522042
ACH-000480,0.0152361629848
ACH-000481,-0.026347962048200002
ACH-000483,-0.0943069636608
ACH-000484,-0.148088472095
ACH-000485,0.024449285795900003
ACH-000486,-0.0929107695811
ACH-000487,0.058669003938300004
ACH-000488,0.027095878131
ACH-000490,0.0922123795606
ACH-000491,0.063365087084
ACH-000495,-0.258121816985
ACH-000496,-0.0475382722684
ACH-000499,0.122286738603
ACH-000500,-0.062132012105900004
ACH-000502,0.039526875706000004
ACH-000503,0.29871500773000004
ACH-000505,-0.21059757827
ACH-000507,-0.013908636598200002
ACH-000510,-0.0068395167052399996
ACH-000511,-0.0241891028888
