,BCL2L2 (599)
ACH-000004,-0.20353440774999998
ACH-000007,-0.252403952948
ACH-000009,-0.249076145634
ACH-000011,-0.348725158237
ACH-000012,-0.20729700211399998
ACH-000013,-0.152352785803
ACH-000014,-0.26243448930999996
ACH-000015,-0.6716137042120001
ACH-000017,-0.338908485036
ACH-000018,-0.18223416594900002
ACH-000019,-0.211698404302
ACH-000021,-0.226668814196
ACH-000022,-0.236313716631
ACH-000025,-0.288999433984
ACH-000028,-0.162747676277
ACH-000030,-0.361015434735
ACH-000035,-0.21143871799199998
ACH-000036,-0.330091479844
ACH-000037,-0.251933339155
ACH-000039,-0.790790582574
ACH-000040,-0.374668510404
ACH-000041,-0.7683149622840001
ACH-000042,-0.20892455243900002
ACH-000045,-0.154161832719
ACH-000047,-0.266566065964
ACH-000052,-0.810424821318
ACH-000053,-0.209246013187
ACH-000054,-0.457791786933
ACH-000055,-0.36954010750699995
ACH-000060,-0.45803219751100005
ACH-000067,-0.465187459728
ACH-000070,-0.35882406384800003
ACH-000075,-0.48669346539700004
ACH-000078,-0.478682021246
ACH-000082,-0.27404873312899997
ACH-000085,-0.326938714706
ACH-000086,-0.213713952276
ACH-000087,-0.752896709767
ACH-000092,-0.31053788474800004
ACH-000095,-0.41379735388000005
ACH-000097,-0.313781843053
ACH-000098,-0.395051044693
ACH-000099,-0.31206689542800004
ACH-000108,-0.116016611116
ACH-000113,-0.183874766525
ACH-000115,-0.461904350788
ACH-000116,-0.355092122394
ACH-000118,-0.428867656284
ACH-000120,-0.543069193046
ACH-000123,-0.3903863114
ACH-000127,-0.303012145274
ACH-000128,-0.356925810286
ACH-000132,-0.15075300147
ACH-000133,-0.39323761279700004
ACH-000137,-0.399348904777
ACH-000138,-0.231486664089
ACH-000142,-0.167958938167
ACH-000143,-0.266491818474
ACH-000146,-0.257729920168
ACH-000148,-0.319545969605
ACH-000150,-0.0187346243043
ACH-000152,-0.42062269116499995
ACH-000153,-0.436673370214
ACH-000159,-0.20114363522
ACH-000160,-0.483113800345
ACH-000163,-0.323245725299
ACH-000167,-0.31423085649
ACH-000168,-0.15317993237299998
ACH-000169,-0.526180907816
ACH-000178,-0.268450223129
ACH-000182,-0.29375875508
ACH-000183,-0.348420339832
ACH-000188,-0.433371943174
ACH-000189,-0.20601758077399998
ACH-000190,-0.19073902569099999
ACH-000198,-0.358762109449
ACH-000204,-0.21105499957600002
ACH-000206,-0.155395999161
ACH-000207,-0.334636355442
