,CTCF (10664)
ACH-000317,-1.3207017676600001
ACH-000318,-1.30633654552
ACH-000319,-1.3305082853
ACH-000320,-1.4511069046599998
ACH-000322,-1.3713276497799998
ACH-000323,-1.50027854663
ACH-000324,-1.5686208287299999
ACH-000329,-1.64922468401
ACH-000330,-1.7736195624400002
ACH-000331,-1.5420796292200003
ACH-000332,-1.49241865771
ACH-000334,-0.988308448304
ACH-000335,-1.25929627035
ACH-000336,-1.7972318896900001
ACH-000337,-2.10246065244
ACH-000339,-1.53032294684
ACH-000341,-1.18891264262
ACH-000348,-1.43341130381
ACH-000350,-1.8685455076400004
ACH-000352,-1.3046079854700001
ACH-000356,-1.4443248239200002
ACH-000361,-1.5715707126499998
ACH-000362,-1.7235654270700003
ACH-000363,-1.59106471972
ACH-000364,-1.30070257603
ACH-000365,-1.5568937770700002
ACH-000366,-1.30724260566
ACH-000368,-1.48971614667
ACH-000374,-1.4983643738999999
ACH-000375,-1.4286567013100002
ACH-000376,-1.42661228477
ACH-000381,-1.46529208508
ACH-000383,-1.4133298864300001
ACH-000387,-1.5853641038600002
ACH-000389,-1.3142442280700002
ACH-000390,-1.75467549522
ACH-000393,-1.5611351365000001
ACH-000395,-1.713068309
ACH-000397,-1.54532154704
ACH-000401,-1.18890010655
ACH-000402,-1.3644656535
ACH-000403,-1.56050037982
ACH-000404,-1.24972373439
ACH-000406,-1.45924497875
ACH-000407,-1.78062959004
ACH-000408,-1.44713317174
ACH-000410,-1.6211298800299998
ACH-000411,-1.2721098634
ACH-000414,-1.48242737777
ACH-000415,-1.3972125475900001
ACH-000416,-1.31352459099
ACH-000420,-1.5264654608200001
ACH-000421,-1.5448146125
ACH-000424,-1.62317467956
ACH-000425,-1.45324033518
ACH-000426,-1.84603402474
ACH-000427,-1.2744120698499999
ACH-000433,-1.47883604057
ACH-000436,-1.4552673388799997
ACH-000444,-1.56192375683
ACH-000445,-1.4251466715399999
ACH-000448,-1.46898913933
ACH-000450,-1.9499200288499998
ACH-000452,-1.50983541889
ACH-000454,-1.6061718216
ACH-000458,-1.1389403633700002
ACH-000459,-1.1078539060200001
ACH-000460,-1.42062625176
ACH-000461,-1.63473631609
ACH-000463,-1.35950821218
ACH-000464,-1.5690845182
ACH-000466,-1.63530500757
ACH-000467,-1.34177785333
ACH-000468,-1.7315436033099998
ACH-000469,-1.58464515723
ACH-000470,-1.5658532859099998
ACH-000471,-1.55143499139
ACH-000472,-1.61930582336
ACH-000473,-1.56501030269
ACH-000475,-1.6852301970899999
ACH-000476,-1.69445432023
ACH-000477,-1.59866110683
ACH-000480,-1.43959342032
ACH-000481,-1.15378356801
ACH-000483,-1.64378285685
ACH-000484,-1.33873955642
ACH-000485,-1.59961752581
ACH-000486,-1.5408427491999999
ACH-000487,-1.7121509152
ACH-000488,-1.35449259994
ACH-000490,-1.41565328442
ACH-000491,-1.61103263156
ACH-000495,-1.7270115136400002
ACH-000496,-1.4782640913299998
ACH-000499,-1.36991709478
ACH-000500,-1.9614383372400002
ACH-000502,-1.47759912814
ACH-000503,-1.37860451705
ACH-000505,-1.51559815864
ACH-000507,-1.6678478245100001
ACH-000510,-1.4417528729299998
ACH-000511,-1.60303226086
ACH-000512,-1.4433133754299998
ACH-000516,-1.57063922558
ACH-000517,-1.70858972782
ACH-000518,-1.6752322311899999
ACH-000520,-1.62694164546
ACH-000521,-1.43734731134
ACH-000522,-1.53802421695
ACH-000524,-1.46760748539
ACH-000527,-1.54992464902
ACH-000528,-1.44776999764
ACH-000537,-1.57187791097
ACH-000541,-1.9775663179900003
ACH-000542,-1.4931991563
ACH-000544,-1.29965296905
ACH-000545,-1.09431075979
ACH-000547,-1.9250857275599997
ACH-000548,-1.4444634699
ACH-000549,-1.42492858782
ACH-000550,-1.5682584940200002
ACH-000552,-1.58423076493
ACH-000556,-1.42164332931
ACH-000557,-2.14287842278
ACH-000570,-1.5053254245200003
ACH-000571,-1.3729816086700002
ACH-000573,-1.5127136073700003
ACH-000576,-1.66268315523
ACH-000580,-1.4100939626700002
ACH-000584,-1.56849060248
ACH-000585,-1.53650585187
ACH-000588,-1.4310531352000002
ACH-000589,-1.4862108022299998
ACH-000591,-1.63227305571
ACH-000593,-1.2441292939
ACH-000600,-1.91329846699
ACH-000601,-1.4269003257
ACH-000604,-1.9038480511900002
ACH-000605,-1.49595379955
ACH-000606,-1.50798286724
ACH-000608,-1.9761965495099998
ACH-000614,-1.4223047844699999
ACH-000616,-1.44330796312
ACH-000618,-1.6090129710499999
ACH-000619,-1.52353041648
ACH-000620,-1.73153826465
ACH-000621,-1.7126076721899999
ACH-000622,-1.7545725938099999
ACH-000623,-1.3780690555000001
ACH-000624,-1.51617583237
ACH-000627,-1.45199394021
ACH-000630,-1.46563270275
ACH-000632,-1.7550754521599998
ACH-000633,-1.5782139559200001
ACH-000637,-1.41700776341
ACH-000638,-1.43888615022
ACH-000646,-1.8218595419799999
ACH-000647,-1.48406954921
ACH-000648,-1.5370912013799998
ACH-000649,-1.54667599514
ACH-000651,-1.12905436877
ACH-000652,-1.29107330025
ACH-000653,-1.48022377057
ACH-000657,-1.68778033447
ACH-000658,-1.70177784924
ACH-000661,-1.6049097014899998
ACH-000662,-1.5284879015000001
ACH-000663,-1.38396055898
ACH-000665,-1.41903844783
ACH-000671,-1.7048842062099998
ACH-000673,-1.4636350137
ACH-000676,-1.49355866938
ACH-000677,-1.49619090842
ACH-000681,-1.45890817125
ACH-000682,-1.5438044769
ACH-000683,-1.50082557783
ACH-000684,-1.49134661125
ACH-000688,-1.63396299425
ACH-000693,-1.52369468812
ACH-000694,-1.40575193127
ACH-000695,-1.26780108157
ACH-000696,-1.46521177389
ACH-000697,-1.34489990387
ACH-000699,-1.3029692876799999
ACH-000701,-1.47777271532
ACH-000706,-1.46899559966
ACH-000711,-1.48271771769
ACH-000713,-1.6748552943700001
ACH-000714,-1.58293239903
ACH-000718,-1.61680403384
ACH-000720,-1.3992118642700002
ACH-000721,-1.61261292804
ACH-000724,-2.1265336570200004
ACH-000725,-1.9868019159900001
ACH-000732,-1.24481843541
ACH-000734,-1.62057819269
ACH-000735,-1.2697029647700002
ACH-000736,-1.6445783237600002
ACH-000738,-1.5519154172100003
ACH-000746,-1.4425264700100002
ACH-000747,-1.6298732583200002
ACH-000748,-1.45849942054
ACH-000753,-1.48424382076
ACH-000756,-1.73981119756
ACH-000757,-1.5398659428600001
ACH-000758,-1.4150200595299998
ACH-000760,-1.61165191161
ACH-000763,-1.4968056868700002
ACH-000764,-1.5759717994100002
ACH-000765,-1.47198056004
ACH-000766,-1.61419145481
ACH-000767,-1.7146831127000002
ACH-000768,-1.38356304497
ACH-000769,-1.10318565955
ACH-000770,-1.6536231778200001
ACH-000771,-1.6963014619799999
ACH-000773,-1.5197546856200002
ACH-000776,-1.7404799701400002
ACH-000777,-1.44166997435
ACH-000778,-1.5168077915
ACH-000781,-1.5686414914200002
ACH-000782,-1.89035659965
ACH-000783,-1.9782057223299998
ACH-000784,-1.60348536399
ACH-000785,-1.9496120279099998
ACH-000787,-1.5891991012600002
ACH-000788,-1.64250882338
ACH-000791,-1.67887229283
ACH-000792,-1.5721952175100002
ACH-000794,-1.5549290477899997
ACH-000796,-1.60592109585
ACH-000799,-1.39309991704
ACH-000800,-2.04298696718
ACH-000802,-1.29638404553
ACH-000804,-1.2124189979
ACH-000805,-1.57228515169
ACH-000809,-1.43721635007
ACH-000810,-1.63284315771
ACH-000811,-1.27385845793
ACH-000817,-1.3238943301000001
ACH-000819,-1.5070787109700001
ACH-000820,-1.6229248856099998
ACH-000821,-1.7786727370400002
ACH-000822,-1.49922177304
ACH-000823,-1.45110990266
ACH-000824,-1.6367453650200001
ACH-000827,-1.4992073415399998
ACH-000829,-1.4684842090299999
ACH-000831,-1.35840024742
ACH-000832,-1.6734271695700003
ACH-000833,-1.42187721201
ACH-000834,-1.5816648297999998
ACH-000835,-1.2801426053799998
ACH-000836,-1.0964274864399999
ACH-000837,-1.52582012414
ACH-000838,-1.59040369433
ACH-000839,-1.54221076137
ACH-000840,-1.4335081800299998
ACH-000841,-1.41720677592
ACH-000843,-1.33948119139
ACH-000846,-1.5660014348299998
ACH-000847,-1.58434751051
ACH-000848,-1.5739654699599999
ACH-000849,-1.5072053966799999
ACH-000851,-1.3938853194499998
ACH-000855,-1.3684898008200002
ACH-000856,-1.2211915991
ACH-000858,-1.4747658862000002
ACH-000859,-1.1765568838200002
ACH-000861,-1.42976347474
ACH-000862,-1.19426692073
ACH-000865,-1.3477953387200001
ACH-000866,-1.5759151966
ACH-000867,-1.6849515321700002
ACH-000869,-1.7525698639900003
ACH-000872,-1.4016364455700001
ACH-000873,-1.8766250412
ACH-000876,-1.7091572489200002
ACH-000878,-1.35549672152
ACH-000880,-1.4317070777
ACH-000881,-1.66180168491
ACH-000882,-1.4212074366499998
ACH-000884,-1.59868119248
ACH-000885,-1.17194088736
ACH-000887,-1.41415204437
ACH-000888,-1.50088749223
ACH-000889,-1.4417346731799998
ACH-000890,-1.27317826212
ACH-000896,-1.5548517976499998
ACH-000898,-1.3738335366999999
ACH-000900,-1.41832772801
ACH-000901,-1.7021618085499999
ACH-000905,-1.6004454965200001
ACH-000906,-1.51411837176
ACH-000907,-1.38559402757
ACH-000910,-1.62402967384
ACH-000911,-1.5171293520299998
ACH-000912,-1.47294868572
ACH-000913,-1.3426709832100001
ACH-000915,-1.4341408462799998
ACH-000916,-1.69968189177
ACH-000917,-1.3591645095700002
ACH-000921,-1.4501711098299999
ACH-000924,-1.5855914824000001
ACH-000926,-1.5468733972
ACH-000928,-1.50802944849
ACH-000929,-2.02425122143
ACH-000932,-1.35204171398
ACH-000935,-1.47537618396
ACH-000936,-1.3871765888299998
ACH-000937,-1.8756385035499998
ACH-000938,-1.263165354
ACH-000939,-1.3553908565600001
ACH-000941,-1.55996944139
ACH-000943,-1.44630671354
ACH-000946,-1.4812164204499998
ACH-000947,-1.5376349551800002
ACH-000948,-1.5363391556900001
ACH-000950,-1.00985055067
ACH-000953,-1.63279896497
ACH-000957,-1.47119151955
ACH-000958,-1.45979326887
ACH-000960,-1.5167165541799998
ACH-000963,-2.17104313245
ACH-000968,-1.71340899954
ACH-000969,-1.2737740117799998
ACH-000973,-1.4052380828400002
ACH-000974,-1.3661092006400002
ACH-000975,-1.4683865316799998
ACH-000976,-1.6027360488799998
ACH-000978,-1.19360513161
ACH-000980,-1.4955827163100002
ACH-000984,-1.32660642263
ACH-000986,-1.3777177715900002
ACH-000988,-1.7310962221700001
ACH-000993,-1.70288737964
ACH-000994,-1.5206757639300001
ACH-000996,-1.2758448982200001
ACH-001001,-1.41200311929
ACH-001020,-1.48082724335
ACH-001028,-1.4705883512600002
ACH-001031,-1.5351243361700002
ACH-001038,-1.68224315645
ACH-001048,-1.50697373385
ACH-001050,-1.48197581503
ACH-001053,-1.48504045114
ACH-001054,-1.4069029353799998
ACH-001061,-1.46226606622
ACH-001067,-1.5200007266799997
ACH-001075,-1.41014801528
ACH-001096,-1.45118517216
ACH-001128,-0.803333264847
ACH-001134,-1.73113445099
ACH-001151,-1.49783416424
ACH-001163,-1.39399395222
ACH-001164,-1.22858445855
ACH-001173,-1.33950925418
ACH-001183,-1.37708026991
ACH-001184,-1.74506772787
ACH-001190,-1.52059627562
ACH-001192,-1.5349384445700003
ACH-001193,-1.3786288090799999
ACH-001196,-1.76713532935
ACH-001197,-1.4009190256
ACH-001205,-1.61836252775
ACH-001211,-1.7051832501
ACH-001212,-1.4913239766799997
ACH-001228,-1.4480993363799999
ACH-001232,-1.6884128993799998
ACH-001239,-1.53516097544
ACH-001274,-1.21117049267
ACH-001275,-1.25580701997
ACH-001277,-1.77383727718
ACH-001278,-1.44899888788
ACH-001280,-2.06738359467
ACH-001283,-1.2453778376
ACH-001289,-1.9169209554599997
ACH-001295,-1.55386900621
ACH-001300,-1.64958524538
ACH-001301,-1.80007816684
ACH-001302,-1.55285908206
ACH-001303,-1.8169083287799999
ACH-001306,-1.41195907102
ACH-001318,-1.61125375485
ACH-001322,-1.4907890716
ACH-001328,-1.33349488477
ACH-001332,-1.3424335187099998
ACH-001333,-1.4047500536500002
ACH-001336,-1.4965962544999998
ACH-001340,-1.5892158731700001
ACH-001346,-1.31839274115
ACH-001353,-1.7091090324899998
ACH-001354,-1.60912199361
ACH-001367,-1.57038098014
ACH-001368,-1.50500221306
ACH-001374,-1.63251658722
ACH-001375,-1.5887315698
ACH-001377,-1.6628660499899999
ACH-001380,-1.51126558364
ACH-001391,-1.53726368811
ACH-001407,-1.57759020038
ACH-001408,-1.50807104402
ACH-001413,-1.3498938082299998
ACH-001430,-1.82213633562
ACH-001431,-1.57959094454
ACH-001450,-1.4096110828100001
ACH-001496,-1.2340904431
ACH-001500,-1.2279031276299999
ACH-001521,-2.06099413531
ACH-001523,-1.45549960036
ACH-001532,-1.6383146583700001
ACH-001536,-1.52611550728
ACH-001550,-1.16144255927
ACH-001552,-1.19547144357
ACH-001554,-1.5766923374200001
ACH-001645,-1.63770727764
ACH-001654,-1.46020006027
ACH-001715,-1.64028221002
ACH-001735,-1.50897851352
ACH-001736,-1.602617421
ACH-001737,-1.23234296821
ACH-001740,-1.85421642039
ACH-001745,-1.41775517895
ACH-001750,-1.6055475707299998
ACH-001765,-1.3338814530299998
ACH-001956,-1.46686012104
ACH-001957,-1.77017882765
