,SKP1 (6500)
ACH-000004,-0.967803738732
ACH-000007,-0.513360874251
ACH-000009,-0.609529962696
ACH-000011,-0.828610206292
ACH-000012,-0.9536874752410001
ACH-000013,-0.614798657009
ACH-000014,-0.876223029482
ACH-000015,-0.6981659818989999
ACH-000017,-0.8338775135169999
ACH-000018,-0.803645895551
ACH-000019,-0.871477526568
ACH-000021,-0.7197105671699999
ACH-000022,-0.708404482956
ACH-000025,-0.662553425725
ACH-000028,-0.492914082486
ACH-000030,-0.7433401708319999
ACH-000035,-0.614687399778
ACH-000036,-0.8084437533519999
ACH-000037,-1.0828780328399998
ACH-000039,-0.814139698211
ACH-000040,-0.962170958022
ACH-000041,-0.858429383091
ACH-000042,-0.7324109722229999
ACH-000045,-0.886542252895
ACH-000047,-0.634995235771
ACH-000052,-0.811259673662
ACH-000053,-0.678796073949
ACH-000054,-0.9543171106559999
ACH-000055,-0.7430915770350001
ACH-000060,-0.983905519992
ACH-000067,-0.8150115611450001
ACH-000070,-0.733054145868
ACH-000075,-0.7431141950460001
ACH-000078,-0.816518884854
ACH-000082,-1.0384779105600002
ACH-000085,-0.6252067206040001
ACH-000086,-1.0936121025399999
ACH-000087,-0.604657530183
ACH-000092,-0.8021908289849999
ACH-000095,-0.8856461994529999
ACH-000097,-0.755028919476
ACH-000098,-0.694127425369
ACH-000099,-0.795129697851
ACH-000108,-0.819014345113
ACH-000113,-0.829638228356
ACH-000115,-0.6347485304689999
ACH-000116,-0.722849306448
ACH-000118,-0.6898794597779999
ACH-000120,-0.802310376855
ACH-000123,-0.702387901734
ACH-000127,-0.701409543136
ACH-000128,-0.986091092755
ACH-000132,-1.11833371238
ACH-000133,-0.9037232687860001
ACH-000137,-1.2198817967
ACH-000138,-0.645668085671
ACH-000142,-0.693177531648
ACH-000143,-0.786337191234
ACH-000146,-0.663167851105
ACH-000148,-0.765275209177
ACH-000150,-0.764189127367
ACH-000152,-0.899402830457
ACH-000153,-0.765567285676
ACH-000159,-0.8759400370649999
ACH-000160,-0.175427075229
ACH-000163,-0.8942349617470001
ACH-000167,0.275094351786
ACH-000168,-0.700269535928
ACH-000169,-0.8093891469939999
ACH-000178,-0.524907820216
ACH-000182,-0.9073707963050001
ACH-000183,-0.794659627198
ACH-000188,-0.95619426451
ACH-000189,-1.0491690495700001
ACH-000190,-0.282554689761
ACH-000198,-0.720172081671
ACH-000204,-1.1705662345299999
ACH-000206,-0.904303917777
ACH-000207,-0.743581959501
ACH-000211,-0.817546781944
ACH-000215,-0.933329694666
ACH-000221,-0.62934136804
ACH-000222,-0.8650877634630001
ACH-000223,-0.813610601402
ACH-000226,-0.5149197714720001
ACH-000227,-0.890826859879
ACH-000228,-0.733831657535
ACH-000231,-1.0031417044
ACH-000232,-0.710553861124
ACH-000233,-0.546279808715
ACH-000234,-0.695876520901
ACH-000235,-0.9834759254109999
ACH-000237,-0.858635147519
ACH-000238,-0.8953230087749999
ACH-000243,-0.634824583847
ACH-000244,-0.910096148017
ACH-000246,-0.800331176568
ACH-000248,-0.9531655623
ACH-000250,-0.6963868202590001
ACH-000251,-0.7462152055140001
ACH-000253,-0.683470913231
ACH-000255,-0.897412237432
ACH-000256,-0.957073443071
ACH-000257,-1.3765447034600002
ACH-000258,-0.588022550628
ACH-000259,-0.603246839165
ACH-000260,-0.663228932536
ACH-000261,-0.879902797008
ACH-000262,-0.810180845555
ACH-000263,-1.15603722111
ACH-000264,-0.763684853656
ACH-000265,-0.72233062821
ACH-000266,-0.807343195386
ACH-000272,-0.847450140734
ACH-000273,-0.591532108649
ACH-000274,-1.16682647717
ACH-000277,-0.598297736827
ACH-000278,-0.7777518075059999
ACH-000279,-0.914374015318
ACH-000280,-0.741859056883
ACH-000281,-0.45120805138400005
ACH-000288,-0.641348970826
ACH-000291,-0.746744090415
ACH-000293,-0.7813542466590001
ACH-000294,-0.23008148776
ACH-000295,-0.973332869261
ACH-000296,-0.7375208636599999
ACH-000302,-0.825620695691
