,ALLC (55821)
ACH-000004,-0.09157324821450001
ACH-000007,0.140105863485
ACH-000009,0.020073365739
ACH-000011,-0.152050411084
ACH-000012,-0.09784380298939999
ACH-000013,-0.0901946676614
ACH-000014,0.06952112439560001
ACH-000015,0.017358611950000002
ACH-000017,-0.152614178295
ACH-000018,-0.218827716299
ACH-000019,-0.031328216869900005
ACH-000021,-0.0235772143078
ACH-000022,-0.133753497822
ACH-000025,-0.0627323886876
ACH-000028,-0.0138233811158
ACH-000030,-0.13252990089400002
ACH-000035,0.052630038403699994
ACH-000036,-0.09520908561930001
ACH-000037,-0.517898905051
ACH-000039,-0.12385653624500001
ACH-000040,-0.0251371459473
ACH-000041,-0.13484050901
ACH-000042,-0.162100478448
ACH-000045,-0.0692188807024
ACH-000047,-0.0871047808911
ACH-000052,-0.333606767706
ACH-000053,-0.173913835198
ACH-000054,0.0192432901352
ACH-000055,-0.00648458734395
ACH-000060,-0.0850449119548
ACH-000067,-0.0039198150872199996
ACH-000070,-0.15843939244799998
ACH-000075,0.0653723330963
ACH-000078,-0.262697036235
ACH-000082,0.04920400278
ACH-000085,0.00372760051913
ACH-000086,-0.034482940319199996
ACH-000087,-0.0699290510633
ACH-000092,-0.42287626189499994
ACH-000095,-0.015441445912200001
ACH-000097,0.072499669309
ACH-000098,-0.044537206688699996
ACH-000099,-0.127560985304
ACH-000108,-0.07388890484060001
ACH-000113,0.0649230129912
ACH-000115,-0.269859905542
ACH-000116,-0.146981320943
ACH-000118,-0.023358100439299995
ACH-000120,-0.022276460234099998
ACH-000123,-0.107501841796
ACH-000127,-0.10501602127800001
ACH-000128,0.06737950238080001
ACH-000132,-0.13172593203500002
ACH-000133,-0.047032531657099995
ACH-000137,-0.0186039157467
ACH-000138,-0.0847978299522
ACH-000142,-0.00901928658197
ACH-000143,-0.047594958706700004
ACH-000146,-0.148034661497
ACH-000148,0.0757394728771
ACH-000150,-0.016057712781400002
ACH-000152,-0.12157415544900001
ACH-000153,0.25315810328099997
ACH-000159,-0.14524082847300002
ACH-000160,-0.0156414731564
ACH-000163,-0.0220677499245
ACH-000167,-0.14071256778799998
ACH-000168,-0.143315911927
ACH-000169,0.0343179984314
ACH-000178,-0.0672083944008
ACH-000182,-0.0633919738184
ACH-000183,0.12216679828299999
ACH-000188,-0.05650742533869999
ACH-000189,-0.0997936443975
ACH-000190,-0.1471975513
ACH-000198,-0.05690869584009999
ACH-000204,-0.175993913105
ACH-000206,-0.0540258451746
ACH-000207,-0.17465088663800002
ACH-000211,-0.078635923536
ACH-000215,-0.17361555598
ACH-000221,-0.0603414175409
ACH-000222,-0.190655143727
ACH-000223,-0.010140479114100001
ACH-000226,-0.0549447846904
ACH-000227,-0.0711077056941
ACH-000228,0.113484318468
ACH-000231,-0.029377270363699998
ACH-000232,-0.052722582311699996
ACH-000233,-0.21964122445999998
ACH-000234,0.024593854170499998
ACH-000235,-0.00229084404385
ACH-000237,-0.060500490258800006
ACH-000238,-0.37724463214500004
ACH-000243,-0.078382965381
ACH-000244,-0.183090988035
ACH-000246,-0.117885919351
ACH-000248,-0.0367134504737
ACH-000250,-0.09628281858560002
ACH-000251,-0.155640542015
ACH-000253,-0.0854422950753
ACH-000255,-0.152797071355
ACH-000256,0.0599812438179
ACH-000257,0.08792829560830001
ACH-000258,-0.21635393867199998
ACH-000259,-0.0800084666193
ACH-000260,-0.110567371141
ACH-000261,-0.0790766333692
ACH-000262,-0.027425809642500003
ACH-000263,-0.197587668351
ACH-000264,0.027968103037400004
ACH-000265,-0.043222895162
ACH-000266,-0.027982272075799997
ACH-000272,-0.198882774895
ACH-000273,0.063671551295
ACH-000274,-0.06940846201610001
ACH-000277,-0.214836816441
ACH-000278,-0.039739186024699995
ACH-000279,-0.0584474859545
ACH-000280,-0.0557831085859
ACH-000281,-0.159476873656
ACH-000288,-0.158026732525
ACH-000291,-0.0018133865331700003
ACH-000293,-0.0219013557058
ACH-000294,-0.0635038857688
ACH-000295,0.00794151155362
ACH-000296,-0.180578120537
ACH-000302,0.0115556420152
ACH-000304,-0.121071989994
ACH-000307,-0.0187906751173
ACH-000308,-0.214950436407
ACH-000310,-0.226260351946
ACH-000311,-0.0581397429485
ACH-000312,-0.09618047574710001
ACH-000315,-0.18098154840300001
ACH-000316,-0.0833423082567
ACH-000317,-0.0632034912915
ACH-000318,0.07329082865789999
ACH-000319,0.128051320045
ACH-000320,0.16392655929000002
ACH-000322,-0.35343100278800005
ACH-000323,-0.137898272539
ACH-000324,-0.166842331303
ACH-000329,-0.0278308819638
ACH-000330,0.0070511973627
ACH-000331,-0.12816405165
ACH-000332,0.06616542226750001
ACH-000334,-0.0501327473843
ACH-000335,-0.21441653988099998
ACH-000336,-0.29392343177700003
ACH-000337,-0.100646289572
ACH-000339,-0.025983324060800003
ACH-000341,0.12070305667999999
ACH-000348,-0.184856128589
ACH-000350,-0.0319573431465
ACH-000352,-0.128776486041
ACH-000356,0.0619655042121
ACH-000361,-0.0384126422591
ACH-000362,-0.108242217104
ACH-000363,-0.17843713954100002
ACH-000364,-0.07590505081280001
ACH-000365,-0.052434352076
ACH-000366,-0.122295862753
ACH-000368,-0.000862211876355
ACH-000374,-0.0289013132301
ACH-000375,-0.0273471434284
ACH-000376,0.0160610668992
ACH-000381,-0.09665051603219998
ACH-000383,-0.185657139832
ACH-000387,0.0036850690068700002
ACH-000389,-0.18089231503800002
ACH-000390,-0.0370713598211
ACH-000393,0.103836532719
ACH-000395,-0.07390326296889999
ACH-000397,-0.0117050235451
ACH-000401,-0.34685179427599994
ACH-000402,0.291010754177
ACH-000403,-0.0836244544595
ACH-000404,-0.299803646248
ACH-000406,-0.10409764919
ACH-000407,-0.0351419968096
ACH-000408,-0.10369790076799999
ACH-000410,-0.142676510635
ACH-000411,-0.101674997895
ACH-000414,-0.05280076166830001
ACH-000415,-0.126302611433
ACH-000416,-0.14733123461300002
ACH-000420,-0.17967432017
ACH-000421,-0.09185561572709999
ACH-000424,-0.263041155752
ACH-000425,-0.05271316593119999
ACH-000426,0.23554262214000002
ACH-000427,-0.269894218248
ACH-000433,-0.06611343723680001
ACH-000436,0.169123405489
ACH-000444,-0.34075717568999997
ACH-000445,-0.23121860210200001
ACH-000448,-0.059216219982599995
ACH-000450,-0.0033024377092399997
ACH-000452,-0.10616999193700001
ACH-000454,-0.018533146633
ACH-000458,-0.215951302575
ACH-000459,-0.109326288608
ACH-000460,-0.0782086843451
ACH-000461,0.194267397523
ACH-000463,-0.24120168609499998
ACH-000464,0.126823539579
ACH-000466,-0.107013186855
ACH-000467,-0.0718258174868
